time_sec_index,time_sec_from_utc,UTC_Time,Accel_x_ms2,Accel_y_ms2,Accel_z_ms2,gyro_x_raw,gyro_y_raw,gyro_z_raw,dt_utc
0.0,0.0,2026-05-21 16:59:17.468,-0.8377740000000001,-1.1153970000000002,9.725634,0.2,0.0,-2.7,
0.02,0.02,2026-05-21 16:59:17.488,-0.870147,-1.110492,9.822752999999999,-0.9,-0.7,-2.8,0.02
0.04,0.039,2026-05-21 16:59:17.507,-0.810306,-1.1546370000000001,9.781551,-1.8,-0.9,-2.8,0.019
0.06,0.059,2026-05-21 16:59:17.527,-0.854451,-1.142865,9.762912000000002,-1.5,-0.1,-0.9,0.02
0.08,0.079,2026-05-21 16:59:17.547,-0.95157,-1.1153970000000002,9.691299,-0.3,0.3,-1.0,0.02
0.1,0.098,2026-05-21 16:59:17.566,-0.947646,-1.114416,9.753102000000002,0.7,0.1,-2.0,0.019
0.12,0.118,2026-05-21 16:59:17.586,-0.9191970000000002,-1.120302,9.841392,0.5,1.9,0.0,0.02
0.14,0.138,2026-05-21 16:59:17.606,-1.034955,-1.043784,9.81,-1.9,0.4,-0.7,0.02
0.16,0.159,2026-05-21 16:59:17.627,-1.0604609999999999,-1.06929,9.683451,-3.0,-1.3,-2.5,0.021
0.18,0.178,2026-05-21 16:59:17.646,-0.9957150000000001,-1.091853,9.665793,-1.3,-0.2,-2.6,0.019
0.2,0.198,2026-05-21 16:59:17.666,-0.9319500000000001,-1.132074,9.703071,1.3,0.0,-4.1,0.02
0.22,0.218,2026-05-21 16:59:17.686,-0.9093870000000001,-1.204668,9.707976,-0.4,0.4,-2.5,0.02
0.24,0.238,2026-05-21 16:59:17.706,-0.964323,-1.05948,9.705033,-2.4,0.4,0.5,0.02
0.26,0.257,2026-05-21 16:59:17.725,-1.005525,-1.121283,9.660888,-1.7,-1.5,-2.5,0.019
0.28,0.277,2026-05-21 16:59:17.745,-0.9191970000000002,-1.2841290000000003,9.46665,1.0,0.5,-5.3,0.02
0.3,0.297,2026-05-21 16:59:17.765,-0.8966340000000002,-1.2213450000000001,9.573579,2.2,1.8,-2.5,0.02
0.32,0.317,2026-05-21 16:59:17.785,-0.9525509999999999,-1.123245,9.583389,3.0,1.2,-0.7,0.02
0.34,0.336,2026-05-21 16:59:17.804,-0.998658,-1.013373,9.738387000000001,3.0,-1.0,0.7,0.019
0.36,0.356,2026-05-21 16:59:17.824,-0.9368550000000001,-0.9702090000000001,9.906138,0.5,-1.8,0.2,0.02
0.38,0.376,2026-05-21 16:59:17.844,-0.9290070000000001,-0.998658,9.887499,-1.4,-0.4,-0.3,0.02
0.4,0.395,2026-05-21 16:59:17.863,-0.9564750000000001,-0.983943,9.838448999999999,-2.2,-0.4,-1.3,0.019
0.42,0.415,2026-05-21 16:59:17.883,-0.8985960000000001,-1.075176,9.759969,-2.9,-1.0,-2.6,0.02
0.44,0.434,2026-05-21 16:59:17.902,-0.949608,-1.1183400000000001,9.658926000000001,-2.1,0.1,-1.7,0.019
0.46,0.455,2026-05-21 16:59:17.923,-0.967266,-1.21644,9.534339000000001,-1.4,0.0,-1.2,0.021
0.48,0.475,2026-05-21 16:59:17.943,-1.016316,-1.132074,9.508833,1.4,0.0,-0.3,0.02
0.5,0.494,2026-05-21 16:59:17.962,-1.062423,-1.0535940000000001,9.616743,2.7,-0.3,-0.4,0.019
0.52,0.514,2026-05-21 16:59:17.982,-1.009449,-1.0781190000000003,9.65304,3.4,0.0,-2.1,0.02
0.54,0.534,2026-05-21 16:59:18.002,-0.968247,-1.047708,9.689337,3.1,0.4,-2.0,0.02
0.56,0.554,2026-05-21 16:59:18.022,-0.9702090000000001,-1.045746,9.747216000000002,3.1,0.3,-0.6,0.02
0.58,0.574,2026-05-21 16:59:18.042,-1.009449,-1.02024,9.815885999999999,2.6,-0.3,-0.7,0.02
0.6,0.593,2026-05-21 16:59:18.061,-0.9790380000000001,-0.996696,9.861012,2.0,-0.2,-1.9,0.019
0.62,0.613,2026-05-21 16:59:18.081,-0.915273,-1.034955,9.892404,1.0,0.0,-2.7,0.02
0.64,0.633,2026-05-21 16:59:18.101,-0.897615,-1.031031,9.852183,-0.2,-0.5,-2.4,0.02
0.66,0.653,2026-05-21 16:59:18.121,-0.893691,-1.042803,9.777627,-0.8,-1.0,-1.2,0.02
0.68,0.673,2026-05-21 16:59:18.141,-0.940779,-1.0643850000000001,9.751140000000001,-1.8,-0.9,-1.1,0.02
0.7000000000000001,0.692,2026-05-21 16:59:18.160,-0.925083,-1.097739,9.68247,-1.5,-0.4,-1.3,0.019
0.72,0.712,2026-05-21 16:59:18.180,-0.9525509999999999,-1.0663470000000002,9.660888,-0.2,0.3,-0.3,0.02
0.74,0.732,2026-05-21 16:59:18.200,-1.029069,-1.062423,9.638325,0.3,0.5,-0.2,0.02
0.76,0.752,2026-05-21 16:59:18.220,-1.047708,-1.034955,9.64323,1.2,-0.4,-1.3,0.02
0.78,0.772,2026-05-21 16:59:18.240,-1.018278,-0.9633420000000001,9.697185000000001,1.3,-0.6,-0.4,0.02
0.8,0.792,2026-05-21 16:59:18.260,-1.056537,-0.923121,9.726615,1.5,0.0,0.0,0.02
0.8200000000000001,0.811,2026-05-21 16:59:18.279,-1.054575,-0.9358740000000002,9.708957000000002,1.3,0.0,-1.9,0.019
0.84,0.831,2026-05-21 16:59:18.299,-1.018278,-0.9633420000000001,9.74133,1.1,0.5,-2.2,0.02
0.86,0.851,2026-05-21 16:59:18.319,-1.004544,-1.005525,9.654021,0.8,0.0,-2.7,0.02
0.88,0.871,2026-05-21 16:59:18.339,-0.973152,-0.968247,9.696204,2.3,0.1,-2.1,0.02
0.9,0.891,2026-05-21 16:59:18.359,-0.987867,-0.999639,9.768798,2.2,0.0,-2.2,0.02
0.92,0.91,2026-05-21 16:59:18.378,-0.949608,-0.9898290000000001,9.714843,2.1,0.1,-2.5,0.019
0.9400000000000001,0.929,2026-05-21 16:59:18.397,-0.972171,-0.9525509999999999,9.758988,1.9,0.4,-1.8,0.019
0.96,0.95,2026-05-21 16:59:18.418,-0.974133,-1.012392,9.696204,1.8,-0.1,-2.8,0.021
0.98,0.969,2026-05-21 16:59:18.437,-0.982962,-0.9908100000000001,9.703071,1.9,0.3,-1.4,0.019
1.0,0.99,2026-05-21 16:59:18.458,-1.0172970000000001,-0.95157,9.719748,2.0,0.5,0.0,0.021
1.02,1.009,2026-05-21 16:59:18.477,-1.072233,-0.9584370000000001,9.659907,2.2,-0.1,-0.9,0.019
1.04,1.029,2026-05-21 16:59:18.497,-1.028088,-0.8829,9.828639,2.5,0.0,-1.8,0.02
1.06,1.049,2026-05-21 16:59:18.517,-1.101663,-0.8475840000000001,9.873765,1.1,0.0,-1.9,0.02
1.08,1.068,2026-05-21 16:59:18.536,-1.0967580000000001,-0.8230590000000001,9.81,-0.3,-1.0,-2.6,0.019
1.1,1.088,2026-05-21 16:59:18.556,-0.9888480000000001,-0.957456,9.774684,-1.2,-1.6,-3.2,0.02
1.12,1.108,2026-05-21 16:59:18.576,-0.9633420000000001,-0.991791,9.748197000000001,-1.3,-1.4,-3.2,0.02
1.1400000000000001,1.128,2026-05-21 16:59:18.596,-1.022202,-0.849546,9.889461,-2.2,-2.3,-1.0,0.02
1.16,1.148,2026-05-21 16:59:18.616,-1.02024,-0.89271,9.770760000000001,-2.2,-4.9,-1.5,0.02
1.18,1.168,2026-05-21 16:59:18.636,-0.7720470000000001,-1.037898,9.582408000000001,-2.0,-2.9,-4.4,0.02
1.2,1.187,2026-05-21 16:59:18.655,-0.779895,-1.054575,9.747216000000002,-2.3,1.3,-1.5,0.019
1.22,1.207,2026-05-21 16:59:18.675,-0.9633420000000001,-1.012392,9.683451,-1.6,1.6,1.9,0.02
1.24,1.227,2026-05-21 16:59:18.695,-1.031031,-0.8995770000000001,9.783513000000001,-1.4,-0.1,2.4,0.02
1.26,1.246,2026-05-21 16:59:18.714,-1.0535940000000001,-0.8868240000000002,9.734463,-1.3,-0.9,-0.9,0.019
1.28,1.266,2026-05-21 16:59:18.734,-1.01043,-0.975114,9.726615,-0.3,-0.3,-2.9,0.02
1.3,1.286,2026-05-21 16:59:18.754,-1.00062,-1.01043,9.620667000000001,-0.8,-0.2,-1.3,0.02
1.32,1.306,2026-05-21 16:59:18.774,-1.0320120000000002,-1.02024,9.571617,0.9,0.3,0.0,0.02
1.34,1.326,2026-05-21 16:59:18.794,-1.0859670000000001,-0.8985960000000001,9.715824,1.9,0.7,0.1,0.02
1.36,1.346,2026-05-21 16:59:18.814,-1.099701,-0.8799570000000001,9.667755000000001,1.6,0.1,-1.6,0.02
1.3800000000000001,1.366,2026-05-21 16:59:18.834,-1.116378,-0.8966340000000002,9.655983,2.3,-0.1,-1.4,0.02
1.4000000000000001,1.385,2026-05-21 16:59:18.853,-1.03986,-0.877995,9.758007000000001,2.1,-1.2,-1.2,0.019
1.42,1.405,2026-05-21 16:59:18.873,-1.038879,-0.884862,9.778608,2.2,-0.3,-2.8,0.02
1.44,1.424,2026-05-21 16:59:18.892,-0.960399,-0.893691,9.772722000000002,1.0,0.6,-2.8,0.019
1.46,1.444,2026-05-21 16:59:18.912,-0.973152,-0.9093870000000001,9.743292000000002,1.2,0.1,-1.7,0.02
1.48,1.464,2026-05-21 16:59:18.932,-0.9584370000000001,-0.852489,9.832563,1.2,-0.9,-2.0,0.02
1.5,1.484,2026-05-21 16:59:18.952,-0.917235,-0.893691,9.828639,-0.3,-1.2,-2.5,0.02
1.52,1.504,2026-05-21 16:59:18.972,-0.86328,-0.934893,9.732501000000001,-0.3,0.5,-1.4,0.02
1.54,1.523,2026-05-21 16:59:18.991,-0.983943,-0.893691,9.688356,0.7,2.0,-0.3,0.019
1.56,1.549,2026-05-21 16:59:19.017,-1.012392,-0.897615,9.666774,0.8,0.7,-0.9,0.026
1.58,1.563,2026-05-21 16:59:19.031,-1.0231830000000002,-0.8819190000000001,9.688356,0.7,-0.4,-0.4,0.014
1.6,1.583,2026-05-21 16:59:19.051,-1.02024,-0.870147,9.693261,1.2,-0.1,-1.0,0.02
1.62,1.603,2026-05-21 16:59:19.071,-1.041822,-0.852489,9.754083,2.5,1.6,-1.0,0.02
1.6400000000000001,1.622,2026-05-21 16:59:19.090,-1.119321,-0.8014770000000001,9.768798,1.5,1.7,-0.5,0.019
1.6600000000000001,1.643,2026-05-21 16:59:19.111,-1.162485,-0.7897050000000001,9.738387000000001,1.2,0.7,-0.8,0.021
1.68,1.661,2026-05-21 16:59:19.129,-1.114416,-0.844641,9.73152,0.9,-1.2,-1.8,0.018
1.7,1.682,2026-05-21 16:59:19.150,-1.0486890000000002,-0.8112870000000001,9.817848,1.5,-0.6,-1.7,0.021
1.72,1.701,2026-05-21 16:59:19.169,-1.0800809999999998,-0.7789140000000001,9.808038,0.9,0.3,-2.4,0.019
1.74,1.721,2026-05-21 16:59:19.189,-1.045746,-0.8475840000000001,9.803133,-0.2,-0.3,-3.4,0.02
1.76,1.741,2026-05-21 16:59:19.209,-0.983943,-0.85347,9.758988,0.1,-0.8,-2.5,0.02
1.78,1.761,2026-05-21 16:59:19.229,-0.991791,-0.8387550000000001,9.752121,-0.3,-0.9,-1.8,0.02
1.8,1.78,2026-05-21 16:59:19.248,-0.9947340000000001,-0.8554320000000001,9.743292000000002,-0.1,-0.1,-2.1,0.019
1.82,1.8,2026-05-21 16:59:19.268,-0.977076,-0.860337,9.65304,0.3,1.0,-1.3,0.02
1.84,1.82,2026-05-21 16:59:19.288,-1.0535940000000001,-0.812268,9.691299,0.7,0.7,-1.0,0.02
1.86,1.84,2026-05-21 16:59:19.308,-1.082043,-0.7985340000000001,9.70209,0.7,-0.7,-1.6,0.02
1.8800000000000001,1.859,2026-05-21 16:59:19.327,-1.070271,-0.8416980000000001,9.73152,0.4,-0.6,-1.0,0.019
1.9000000000000001,1.879,2026-05-21 16:59:19.347,-1.0947959999999999,-0.815211,9.64323,1.2,0.4,-0.5,0.02
1.92,1.9,2026-05-21 16:59:19.368,-1.116378,-0.7328070000000001,9.769779,1.4,0.6,-1.1,0.021
1.94,1.92,2026-05-21 16:59:19.388,-1.084005,-0.800496,9.709938,0.4,-0.5,-2.0,0.02
1.96,1.939,2026-05-21 16:59:19.407,-1.084005,-0.869166,9.713862,1.3,0.0,-2.5,0.019
1.98,1.959,2026-05-21 16:59:19.427,-1.0643850000000001,-0.763218,9.788418,1.4,0.0,-1.9,0.02
2.0,1.983,2026-05-21 16:59:19.451,-1.143846,-0.733788,9.786456000000001,0.9,-0.4,-1.8,0.024
2.02,1.999,2026-05-21 16:59:19.467,-1.1075490000000001,-0.7730279999999999,9.811962,-0.8,-1.2,-2.5,0.016
2.04,2.018,2026-05-21 16:59:19.486,-1.028088,-0.8112870000000001,9.767817,-1.8,-1.4,-1.9,0.019
2.06,2.037,2026-05-21 16:59:19.505,-1.001601,-0.816192,9.749177999999999,-2.3,-1.0,0.0,0.019
2.08,2.058,2026-05-21 16:59:19.526,-1.097739,-0.750465,9.772722000000002,-0.5,-1.1,-1.0,0.021
2.1,2.078,2026-05-21 16:59:19.546,-1.0781190000000003,-0.7239779999999999,9.840411000000001,-0.7,-0.8,-3.4,0.02
2.12,2.097,2026-05-21 16:59:19.565,-1.031031,-0.782838,9.74133,-1.1,-0.5,-3.5,0.019
2.14,2.117,2026-05-21 16:59:19.585,-1.0172970000000001,-0.868185,9.602028,-1.2,-1.1,-2.7,0.02
2.16,2.137,2026-05-21 16:59:19.605,-0.9810000000000001,-0.8112870000000001,9.602028,0.7,-0.8,-1.1,0.02
2.18,2.157,2026-05-21 16:59:19.625,-0.9810000000000001,-0.7789140000000001,9.738387000000001,1.3,-0.5,-1.6,0.02
2.2,2.177,2026-05-21 16:59:19.645,-0.977076,-0.7769520000000001,9.735444,1.2,0.4,-2.0,0.02
2.22,2.198,2026-05-21 16:59:19.666,-1.005525,-0.782838,9.746235,1.0,1.0,-1.3,0.021
2.24,2.216,2026-05-21 16:59:19.684,-1.065366,-0.746541,9.73152,1.0,-0.1,-0.4,0.018
2.2600000000000002,2.236,2026-05-21 16:59:19.704,-1.050651,-0.763218,9.777627,1.4,-1.0,-1.4,0.02
2.2800000000000002,2.256,2026-05-21 16:59:19.724,-1.009449,-0.7848,9.880632000000002,0.1,-0.2,-2.4,0.02
2.3000000000000003,2.276,2026-05-21 16:59:19.744,-1.013373,-0.854451,9.764874,-0.3,0.6,-2.3,0.02
2.32,2.295,2026-05-21 16:59:19.763,-1.04967,-0.8466030000000001,9.753102000000002,-0.2,0.9,-1.2,0.019
2.34,2.315,2026-05-21 16:59:19.783,-1.1418840000000001,-0.7494840000000002,9.848259,-1.9,-0.3,0.0,0.02
2.36,2.335,2026-05-21 16:59:19.803,-1.179162,-0.7406550000000001,9.803133,-3.2,-2.8,-2.1,0.02
2.38,2.355,2026-05-21 16:59:19.823,-1.031031,-0.7180920000000001,9.854145,-2.7,-3.0,-3.8,0.02
2.4,2.374,2026-05-21 16:59:19.842,-1.0231830000000002,-0.792648,9.688356,-3.1,0.0,-2.3,0.019
2.42,2.394,2026-05-21 16:59:19.862,-1.0987200000000001,-0.810306,9.655983,-1.4,1.2,-2.7,0.02
2.44,2.417,2026-05-21 16:59:19.885,-1.099701,-0.828945,9.571617,-1.1,0.4,-2.5,0.023
2.46,2.434,2026-05-21 16:59:19.902,-1.0859670000000001,-0.766161,9.595161000000001,0.9,0.0,-1.9,0.017
2.48,2.454,2026-05-21 16:59:19.922,-1.116378,-0.7524270000000001,9.697185000000001,0.5,-1.0,-2.1,0.02
2.5,2.473,2026-05-21 16:59:19.941,-1.0604609999999999,-0.7848,9.70209,0.7,-0.4,-2.4,0.019
2.52,2.494,2026-05-21 16:59:19.962,-1.0065060000000001,-0.803439,9.703071,0.1,0.2,-2.7,0.021
2.54,2.513,2026-05-21 16:59:19.981,-1.02024,-0.8014770000000001,9.73152,1.1,0.1,-1.4,0.019
2.56,2.532,2026-05-21 16:59:20.000,-0.999639,-0.7897050000000001,9.796266000000001,1.2,-0.3,-0.4,0.019
2.58,2.553,2026-05-21 16:59:20.021,-1.042803,-0.762237,9.822752999999999,1.0,0.0,-0.3,0.021
2.6,2.572,2026-05-21 16:59:20.040,-1.0535940000000001,-0.762237,9.802152000000001,-0.7,-0.3,-0.8,0.019
2.62,2.592,2026-05-21 16:59:20.060,-1.062423,-0.7651800000000001,9.84924,-0.5,0.1,-0.8,0.02
2.64,2.612,2026-05-21 16:59:20.080,-1.114416,-0.73575,9.827658000000001,-1.2,0.0,-1.5,0.02
2.66,2.631,2026-05-21 16:59:20.099,-1.075176,-0.8014770000000001,9.747216000000002,-1.4,-0.4,-2.8,0.019
2.68,2.651,2026-05-21 16:59:20.119,-1.004544,-0.817173,9.762912000000002,-1.4,-0.5,-2.5,0.02
2.7,2.671,2026-05-21 16:59:20.139,-1.075176,-0.8093250000000001,9.689337,-1.4,0.0,-0.9,0.02
2.72,2.691,2026-05-21 16:59:20.159,-1.143846,-0.849546,9.588294,-1.3,-0.8,-1.8,0.02
2.74,2.71,2026-05-21 16:59:20.178,-1.1134350000000002,-0.85347,9.656964,1.2,-0.1,-2.9,0.019
2.7600000000000002,2.731,2026-05-21 16:59:20.199,-1.124226,-0.7671420000000001,9.827658000000001,0.9,0.7,-2.1,0.021
2.7800000000000002,2.754,2026-05-21 16:59:20.222,-1.067328,-0.768123,9.759969,-0.7,-0.2,-1.5,0.023
2.8000000000000003,2.77,2026-05-21 16:59:20.238,-1.105587,-0.850527,9.689337,0.4,-0.5,-1.5,0.016
2.82,2.79,2026-05-21 16:59:20.258,-1.161504,-0.7563509999999999,9.752121,1.7,-0.2,-2.3,0.02
2.84,2.81,2026-05-21 16:59:20.278,-1.105587,-0.6867000000000001,9.925758,-0.6,-1.5,-3.2,0.02
2.86,2.829,2026-05-21 16:59:20.297,-1.031031,-0.7249590000000001,9.850221000000001,-2.6,-1.6,-2.8,0.019
2.88,2.849,2026-05-21 16:59:20.317,-1.028088,-0.8711280000000001,9.705033,-3.0,-1.1,-1.9,0.02
2.9,2.869,2026-05-21 16:59:20.337,-1.031031,-0.828945,9.710919,-2.4,-1.1,-1.3,0.02
2.92,2.889,2026-05-21 16:59:20.357,-1.024164,-0.736731,9.832563,-2.7,-2.0,-1.3,0.02
2.94,2.908,2026-05-21 16:59:20.376,-1.043784,-0.7249590000000001,9.822752999999999,-3.8,-2.3,-2.0,0.019
2.96,2.929,2026-05-21 16:59:20.397,-1.067328,-0.7612559999999999,9.729557999999999,-4.1,-1.7,-2.6,0.021
2.98,2.948,2026-05-21 16:59:20.416,-1.077138,-0.777933,9.566712,-3.3,-1.7,-1.1,0.019
3.0,2.971,2026-05-21 16:59:20.439,-1.135998,-0.86328,9.595161000000001,-2.2,-1.5,-0.8,0.023
3.02,2.988,2026-05-21 16:59:20.456,-1.119321,-0.8868240000000002,9.58437,-0.7,-1.1,-2.1,0.017
3.04,3.008,2026-05-21 16:59:20.476,-1.001601,-0.9035009999999999,9.599085,0.5,-0.4,-4.1,0.02
3.06,3.027,2026-05-21 16:59:20.495,-0.972171,-0.9368550000000001,9.687375000000001,1.4,0.4,-2.8,0.019
3.08,3.048,2026-05-21 16:59:20.516,-1.065366,-0.8652420000000001,9.706995000000001,1.2,-0.3,-0.2,0.021
3.1,3.067,2026-05-21 16:59:20.535,-1.0810620000000002,-0.7897050000000001,9.816867000000002,1.4,-1.8,-1.4,0.019
3.12,3.086,2026-05-21 16:59:20.554,-0.9908100000000001,-0.852489,9.850221000000001,0.5,-1.1,-3.3,0.019
3.14,3.107,2026-05-21 16:59:20.575,-0.95157,-0.8475840000000001,9.906138,-0.1,0.4,-3.0,0.021
3.16,3.127,2026-05-21 16:59:20.595,-0.968247,-0.893691,9.745254,-0.7,0.4,-2.2,0.02
3.18,3.146,2026-05-21 16:59:20.614,-1.01043,-0.9084059999999999,9.735444,-0.6,-0.7,-1.0,0.019
3.2,3.166,2026-05-21 16:59:20.634,-1.007487,-0.828945,9.799209000000001,-0.4,-1.3,-0.8,0.02
3.22,3.186,2026-05-21 16:59:20.654,-1.086948,-0.7651800000000001,9.843354000000001,-1.6,-0.7,-1.6,0.02
3.24,3.205,2026-05-21 16:59:20.673,-1.070271,-0.8112870000000001,9.713862,-2.2,-0.1,-2.4,0.019
3.2600000000000002,3.225,2026-05-21 16:59:20.693,-1.0535940000000001,-0.859356,9.583389,-1.1,0.1,-1.8,0.02
3.2800000000000002,3.245,2026-05-21 16:59:20.713,-1.092834,-0.821097,9.617723999999999,0.0,0.0,-1.0,0.02
3.3000000000000003,3.265,2026-05-21 16:59:20.733,-1.032993,-0.8220780000000001,9.646173,1.0,-0.6,-2.6,0.02
3.3200000000000003,3.29,2026-05-21 16:59:20.758,-1.041822,-0.763218,9.719748,1.5,0.5,-0.9,0.025
3.34,3.304,2026-05-21 16:59:20.772,-1.091853,-0.74556,9.801171,0.0,-0.3,-0.7,0.014
3.36,3.324,2026-05-21 16:59:20.792,-1.084005,-0.7848,9.709938,0.2,-1.2,-2.3,0.02
3.38,3.344,2026-05-21 16:59:20.812,-1.005525,-0.80442,9.79038,0.0,-0.1,-2.0,0.02
3.4,3.364,2026-05-21 16:59:20.832,-1.034955,-0.782838,9.769779,-0.1,0.1,-1.7,0.02
3.42,3.383,2026-05-21 16:59:20.851,-1.034955,-0.861318,9.697185000000001,-0.1,-0.3,-2.2,0.019
3.44,3.403,2026-05-21 16:59:20.871,-1.02024,-0.8475840000000001,9.715824,0.5,-0.1,-1.7,0.02
3.46,3.423,2026-05-21 16:59:20.891,-1.04967,-0.8416980000000001,9.770760000000001,0.1,-0.8,-1.7,0.02
3.48,3.443,2026-05-21 16:59:20.911,-1.0800809999999998,-0.849546,9.74133,0.5,-0.3,-1.4,0.02
3.5,3.462,2026-05-21 16:59:20.930,-1.0663470000000002,-0.812268,9.789399000000001,-0.1,0.0,-1.4,0.019
3.52,3.483,2026-05-21 16:59:20.951,-1.071252,-0.807363,9.712881,0.2,0.0,-0.9,0.021
3.54,3.506,2026-05-21 16:59:20.974,-1.10853,-0.775971,9.818829,0.0,0.0,0.0,0.023
3.56,3.522,2026-05-21 16:59:20.990,-1.06929,-0.8142300000000001,9.693261,-0.4,-1.0,-3.0,0.016
3.58,3.542,2026-05-21 16:59:21.010,-1.0879290000000001,-0.7543890000000001,9.737406,0.8,0.6,-2.7,0.02
3.6,3.562,2026-05-21 16:59:21.030,-1.067328,-0.7955909999999999,9.738387000000001,-0.8,0.0,-2.5,0.02
3.62,3.581,2026-05-21 16:59:21.049,-1.06929,-0.818154,9.685413,-0.5,-0.9,-2.5,0.019
3.64,3.601,2026-05-21 16:59:21.069,-1.001601,-0.821097,9.688356,-0.6,-0.9,-0.7,0.02
3.66,3.621,2026-05-21 16:59:21.089,-1.012392,-0.868185,9.700128,0.6,0.3,-1.4,0.02
3.68,3.641,2026-05-21 16:59:21.109,-1.03986,-0.820116,9.676584,0.8,0.8,-1.8,0.02
3.7,3.661,2026-05-21 16:59:21.129,-1.134036,-0.70632,9.82962,1.2,1.0,-0.4,0.02
3.72,3.68,2026-05-21 16:59:21.148,-1.173276,-0.6337259999999999,9.81,0.0,-0.7,-1.6,0.019
3.74,3.7,2026-05-21 16:59:21.168,-1.0172970000000001,-0.717111,9.786456000000001,-0.8,-2.0,-4.4,0.02
3.7600000000000002,3.724,2026-05-21 16:59:21.192,-0.9662850000000001,-0.722997,9.919872000000002,-2.1,-0.9,-3.3,0.024
3.7800000000000002,3.74,2026-05-21 16:59:21.208,-1.181124,-0.7200540000000001,9.873765,-4.0,-0.5,0.4,0.016
3.8000000000000003,3.76,2026-05-21 16:59:21.228,-1.168371,-0.722997,9.827658000000001,-4.1,-1.3,-1.8,0.02
3.8200000000000003,3.78,2026-05-21 16:59:21.248,-1.146789,-0.8063820000000002,9.762912000000002,-4.5,-0.9,-3.8,0.02
3.84,3.799,2026-05-21 16:59:21.267,-1.0486890000000002,-0.9427409999999999,9.567693,-4.4,-1.3,-5.4,0.019
3.86,3.819,2026-05-21 16:59:21.287,-0.996696,-1.038879,9.552978000000001,-1.9,-1.1,-4.3,0.02
3.88,3.839,2026-05-21 16:59:21.307,-0.987867,-0.962361,9.59418,0.0,0.1,-1.5,0.02
3.9,3.858,2026-05-21 16:59:21.326,-1.037898,-0.880938,9.629496000000001,0.9,-0.7,-1.9,0.019
3.92,3.878,2026-05-21 16:59:21.346,-0.9957150000000001,-0.893691,9.687375000000001,1.0,-1.1,-3.0,0.02
3.94,3.898,2026-05-21 16:59:21.366,-1.024164,-0.868185,9.697185000000001,0.8,-0.3,-1.7,0.02
3.96,3.918,2026-05-21 16:59:21.386,-1.077138,-0.793629,9.745254,1.6,-0.2,0.0,0.02
3.98,3.938,2026-05-21 16:59:21.406,-1.05948,-0.790686,9.843354000000001,0.3,-0.7,-0.9,0.02
4.0,3.958,2026-05-21 16:59:21.426,-1.037898,-0.858375,9.797247,1.0,0.4,-2.9,0.02
4.0200000000000005,3.978,2026-05-21 16:59:21.446,-1.038879,-0.826983,9.85905,0.2,0.4,-3.0,0.02
4.04,3.998,2026-05-21 16:59:21.466,-1.0172970000000001,-0.9044820000000001,9.752121,-1.3,-0.8,-2.8,0.02
4.0600000000000005,4.017,2026-05-21 16:59:21.485,-0.9662850000000001,-0.915273,9.719748,-1.6,-1.4,-1.3,0.019
4.08,4.043,2026-05-21 16:59:21.511,-0.977076,-0.826002,9.730539,-0.7,-1.0,0.1,0.026
4.1,4.057,2026-05-21 16:59:21.525,-1.041822,-0.7867620000000001,9.807057,-1.4,-0.9,-0.8,0.014
4.12,4.077,2026-05-21 16:59:21.545,-1.086948,-0.844641,9.676584,-0.5,0.1,-1.6,0.02
4.14,4.096,2026-05-21 16:59:21.564,-1.092834,-0.8573940000000001,9.586332,0.3,0.2,-1.6,0.019
4.16,4.116,2026-05-21 16:59:21.584,-1.072233,-0.8338500000000001,9.665793,1.5,-0.4,-1.5,0.02
4.18,4.136,2026-05-21 16:59:21.604,-1.101663,-0.701415,9.723672,1.2,-1.1,-0.6,0.02
4.2,4.156,2026-05-21 16:59:21.624,-1.1075490000000001,-0.7867620000000001,9.707976,0.8,-1.7,-1.3,0.02
4.22,4.175,2026-05-21 16:59:21.643,-1.10853,-0.8387550000000001,9.661869000000001,1.8,-0.9,-2.4,0.019
4.24,4.195,2026-05-21 16:59:21.663,-1.04967,-0.7710659999999999,9.83943,2.7,0.1,-2.1,0.02
4.26,4.215,2026-05-21 16:59:21.683,-1.022202,-0.7995150000000001,9.862974000000001,0.7,-1.1,-3.5,0.02
4.28,4.235,2026-05-21 16:59:21.703,-0.982962,-0.816192,9.801171,0.4,-0.1,-1.3,0.02
4.3,4.257,2026-05-21 16:59:21.725,-1.027107,-0.8642610000000001,9.763893,-0.7,0.1,-1.3,0.022
4.32,4.273,2026-05-21 16:59:21.741,-1.026126,-0.860337,9.688356,1.3,0.4,-0.9,0.016
4.34,4.294,2026-05-21 16:59:21.762,-1.067328,-0.760275,9.775665000000002,0.3,-0.1,-0.8,0.021
4.36,4.315,2026-05-21 16:59:21.783,-1.116378,-0.758313,9.742311,0.5,-0.5,-1.4,0.021
4.38,4.334,2026-05-21 16:59:21.802,-1.101663,-0.733788,9.802152000000001,0.0,-0.7,-2.3,0.019
4.4,4.354,2026-05-21 16:59:21.822,-1.076157,-0.7867620000000001,9.704052,-0.8,0.3,-1.2,0.02
4.42,4.374,2026-05-21 16:59:21.842,-1.126188,-0.8338500000000001,9.674622000000001,-0.3,0.4,-2.5,0.02
4.44,4.393,2026-05-21 16:59:21.861,-1.173276,-1.018278,9.646173,0.9,-0.2,-3.9,0.019
4.46,4.413,2026-05-21 16:59:21.881,-1.243908,-1.24587,9.663831,2.6,-0.7,-4.9,0.02
