UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h,
2026_04_21_14_16_45.126,0,27,0,1.179,0,0,0,0, ,0,0,0,0,0, ,966.6,172.1,-209.2,-1.8,-0.9,0.8,25,-3.50075,-0.623297,0.757662,0.00651908,0.00325954,-0.00289737,
2026_04_21_14_16_45.145,0,27,0,1.179,0,0,0,0, ,0,0,0,0,0, ,963.3,172.4,-216.1,2.8,0,0.8,25,-3.53018,-0.628538,0.764033,0.00657397,0.00328696,-0.00292173,
2026_04_21_14_16_45.165,0,26.9,0,1.181,0,0,0,0, ,0,0,0,0,0, ,961.4,163,-207,-4,-2.9,0.3,25,-3.55955,-0.633767,0.770388,0.00662913,0.00331438,-0.00294605,
2026_04_21_14_16_45.185,0,27,0,1.179,0,0,0,0, ,0,0,0,0,0, ,967.5,175.1,-216,-1,0.6,-0.2,25,-3.58885,-0.638984,0.776726,0.00668518,0.00334179,-0.00297036,
2026_04_21_14_16_45.205,0,27,0,1.181,0,0,0,0, ,0,0,0,0,0, ,959.3,165.7,-201.7,-1.3,0,0.5,25,-3.61808,-0.64419,0.783046,0.00674283,0.00336921,-0.00299485,
2026_04_21_14_16_45.225,0,27,0,1.182,0,0,0,0, ,0,0,0,0,0, ,950.9,162.2,-206.9,-0.6,0.3,0.6,25,-3.64724,-0.649387,0.789344,0.00680282,0.00339673,-0.00301982,
2026_04_21_14_16_45.247,0,27,0,1.18,0,0,0,0, ,0,0,0,0,0, ,952.1,160.2,-210.2,0.8,-2.2,1.6,25,-3.67634,-0.65458,0.795622,0.00686603,0.00342464,-0.00304566,
2026_04_21_14_16_45.264,0,27,0,1.181,0,0,0,0, ,0,0,0,0,0, ,973.2,169.3,-216.7,-1.8,-0.5,1.4,25,-3.70539,-0.659772,0.801877,0.00693359,0.00345336,-0.00307272,
2026_04_21_14_16_45.284,0,27,0,1.181,0,0,0,0, ,0,0,0,0,0, ,970.2,166,-208.7,-2.4,0.8,0.3,25,-3.73439,-0.664972,0.80811,0.00700689,0.00348327,-0.00310125,
2026_04_21_14_16_45.304,0,27,0,1.179,0,0,0,0, ,0,0,0,0,0, ,957.1,159.4,-200,0.6,-1.4,0.7,25,-3.76335,-0.670187,0.814318,0.0070874,0.00351482,-0.00313141,
