UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h,
2026_04_21_14_15_30.766,0,27.9,0,1.179,0,0,0,0, ,0,0,0,0,0, ,910.5,397.5,-66,-1.4,-2.9,0.1,25,-3.29757,-1.43963,0.239033,0.0050704,0.010503,-0.000362171,
2026_04_21_14_15_30.785,0,27.8,0,1.18,0,0,0,0, ,0,0,0,0,0, ,902.8,401.6,-66.6,1.5,-2.5,0.3,25,-3.3253,-1.45174,0.241043,0.00511308,0.0105913,-0.000365214,
2026_04_21_14_15_30.805,0,27.7,0,1.178,0,0,0,0, ,0,0,0,0,0, ,909.4,402.9,-75.9,0.8,-0.6,0.8,25,-3.35296,-1.46381,0.243048,0.00515597,0.0106795,-0.000368219,
2026_04_21_14_15_30.825,0,27.8,0,1.179,0,0,0,0, ,0,0,0,0,0, ,909.7,398.5,-87.7,-2,0.2,0.9,25,-3.38056,-1.47586,0.245047,0.00519972,0.0107678,-0.000371085,
2026_04_21_14_15_30.845,0,27.8,0,1.176,0,0,0,0, ,0,0,0,0,0, ,907.7,388.5,-73.4,-3.6,-0.6,0.3,25,-3.4081,-1.48787,0.247035,0.00524526,0.0108571,-0.000373583,
2026_04_21_14_15_30.865,0,27.9,0,1.178,0,0,0,0, ,0,0,0,0,0, ,913.9,399.1,-86.3,-2.3,-1.5,0,25,-3.43557,-1.49985,0.249007,0.00529345,0.0109486,-0.000375364,
2026_04_21_14_15_30.887,0,27.8,0,1.179,0,0,0,0, ,0,0,0,0,0, ,914.3,399.7,-76.9,-1.8,-3.3,-0.1,25,-3.46299,-1.51179,0.250952,0.0053448,0.0110441,-0.000376027,
2026_04_21_14_15_30.904,0,27.7,0,1.18,0,0,0,0, ,0,0,0,0,0, ,911.8,405.5,-85.9,1.3,-3.2,-0.2,25,-3.49034,-1.5237,0.252856,0.00539959,0.0111456,-0.000375198,
2026_04_21_14_15_30.924,0,27.8,0,1.179,0,0,0,0, ,0,0,0,0,0, ,906.8,404.7,-88.6,0.5,-1.4,0,25,-3.51764,-1.53557,0.254704,0.00545813,0.0112551,-0.000372573,
2026_04_21_14_15_30.944,0,27.7,0,1.176,0,0,0,0, ,0,0,0,0,0, ,901.9,397.8,-74.9,0.2,-2.7,-0.1,25,-3.54489,-1.5474,0.256474,0.00552108,0.0113744,-0.000367919,
2026_04_21_14_15_30.964,0,27.9,0,1.178,0,0,0,0, ,0,0,0,0,0, ,903.5,411.7,-98.5,0.5,-1.9,0.3,25,-3.57208,-1.55918,0.258145,0.00558951,0.0115053,-0.000361061,
2026_04_21_14_15_30.984,0,27.7,0,1.179,0,0,0,0, ,0,0,0,0,0, ,901.8,408.2,-80.8,0.3,0.4,1,25,-3.59922,-1.57091,0.259688,0.0056649,0.01165,-0.000351846,
2026_04_21_14_15_31.004,0,27.8,0,1.176,0,0,0,0, ,0,0,0,0,0, ,914.4,406.3,-91.7,-5.5,-0.3,0.9,25,-3.62632,-1.58259,0.261073,0.00574899,0.0118106,-0.000340055,
2026_04_21_14_15_31.023,0,27.7,0,1.179,0,0,0,0, ,0,0,0,0,0, ,911.2,399.2,-92.2,-2.7,-1,0.8,25,-3.65337,-1.5942,0.262268,0.00584341,0.0119897,-0.000325335,
2026_04_21_14_15_31.044,0,27.7,0,1.179,0,0,0,0, ,0,0,0,0,0, ,906.2,392.9,-83.6,1,-1,0.9,25,-3.68039,-1.60573,0.263233,0.00594939,0.0121905,-0.00030716,
2026_04_21_14_15_31.063,0,27.7,0,1.179,0,0,0,0, ,0,0,0,0,0, ,907.4,395.7,-95.5,4.6,0.4,1.1,25,-3.70738,-1.61718,0.263929,0.00606795,0.0124163,-0.000284849,
2026_04_21_14_15_31.083,0,27.8,0,1.179,0,0,0,0, ,0,0,0,0,0, ,913.8,398.9,-84.9,-4,-0.6,0.4,25,-3.73434,-1.62852,0.264312,0.00620044,0.0126709,-0.000257563,
2026_04_21_14_15_31.111,0,27.8,0,1.179,0,0,0,0, ,0,0,0,0,0, ,910.7,402.4,-86.4,-6.7,-1.2,-0.3,25,-3.76129,-1.63976,0.264335,0.00634858,0.0129585,-0.000224355,
2026_04_21_14_15_31.123,0,27.7,0,1.178,0,0,0,0, ,0,0,0,0,0, ,906.1,401.6,-79.2,-1.8,-0.6,0,25,-3.78821,-1.65089,0.263949,0.00651374,0.0132834,-0.000184264,
2026_04_21_14_15_31.143,0,27.8,0,1.178,0,0,0,0, ,0,0,0,0,0, ,909.9,400.3,-81.1,2,-2.5,0.5,25,-3.81513,-1.66189,0.263105,0.00669668,0.0136502,-0.000136406,
2026_04_21_14_15_31.162,0,27.8,0,1.179,0,0,0,0, ,0,0,0,0,0, ,914.7,404.4,-92.7,3.1,-2.6,0.6,25,-3.84204,-1.67276,0.261753,0.0068979,0.0140636,-7.9959e-05,
2026_04_21_14_15_31.181,0,27.8,0,1.179,0,0,0,0, ,0,0,0,0,0, ,909,401.9,-96.8,0,0.2,0.3,25,-3.86895,-1.68349,0.259843,0.00711839,0.0145281,-1.41082e-05,
2026_04_21_14_15_31.201,0,27.7,0,1.179,0,0,0,0, ,0,0,0,0,0, ,902.8,393.1,-80.2,-4,0.6,-0.1,25,-3.89586,-1.69407,0.257321,0.00735969,0.0150483,6.19748e-05,
2026_04_21_14_15_31.221,0,27.7,0,1.178,0,0,0,0, ,0,0,0,0,0, ,906.4,400.5,-82.2,-4.8,0.2,-0.3,25,-3.92278,-1.7045,0.254134,0.00762348,0.0156288,0.000149086,
2026_04_21_14_15_31.248,0,27.6,0,1.178,0,0,0,0, ,0,0,0,0,0, ,910.7,399.1,-80.9,-3,-0.4,-0.3,25,-3.9497,-1.71475,0.250226,0.00791097,0.0162746,0.000247921,
2026_04_21_14_15_31.261,0,27.7,0,1.179,0,0,0,0, ,0,0,0,0,0, ,909.3,401.1,-84.7,0,-1,-0.3,25,-3.97664,-1.72483,0.245545,0.00822266,0.0169913,0.000359028,
