Accel_x	Accel_y	Accel_z	gyro_x	gyro_y	gyro_z
944.2	126.8	290.1	-0.3	-0.7	-1.6
942.8	121.3	286	-0.2	-0.7	-1.6
944.3	117.6	291.1	-0.4	-0.4	-1.8
939.5	125.7	291.2	-0.4	-1	-1.9
943.6	126.3	286.6	-0.2	-0.6	-1.8
941.4	120.1	290.2	-0.2	-0.6	-1.7
942.3	119.7	288.8	-0.2	-0.3	-1.8
942.8	124	292.9	-0.2	-0.7	-1.8
943.9	130.8	285	-0.2	-0.6	-1.8
944.3	118	287.8	-0.1	-0.4	-1.7
943.7	124.3	287.7	-0.2	-0.4	-1.7
943.4	122.3	290.6	-0.1	-0.3	-1.4
940.5	117.9	292.7	-0.1	-0.6	-1.7
942.6	126.4	290.8	-0.1	-0.6	-2.2
946.7	120.1	290.1	-0.4	-0.8	-2
947.3	121.5	280.7	-0.3	-0.6	-2.3
942.1	120.4	288.5	-0.1	0	-3.1
943.1	130.7	287.5	0	-0.3	-2.2
941.4	128.2	290.7	-0.4	-0.2	-2.1
944.7	125.1	292.9	-0.2	-0.4	-1.5
942.1	121.3	291.8	-0.3	-0.7	-1.7
942.2	124.7	291.6	-0.3	-0.9	-1.8
942.1	128.1	290.4	-0.1	-1	-1.9
944.4	120.7	287.5	-0.2	-0.7	-1.7
943.9	125.7	283.9	-0.2	-0.3	-1.9
939.8	124.2	290.8	-0.4	0	-2.9
941.2	127.4	293.5	-0.2	-0.1	-2.3
941.2	128.1	293.9	-0.3	-0.4	-2
940.3	125.1	294.1	-0.2	-0.9	-1.5
942.9	126.3	288.9	-0.3	-0.8	-1.9
941.6	126.5	288.4	-0.3	-0.5	-1.6
942.8	129.5	290	-0.5	-0.5	-1.6
939.6	124.3	285.5	-0.2	-0.4	-1.3
945.8	120.7	292.7	-0.2	0	-1.7
940.9	124.5	291.7	0	-0.7	-1.9
940.9	129.6	293.2	-0.4	-0.5	-1.5
942	124.5	293.8	-0.4	-0.7	-1.8
943.2	126.2	288.2	-0.3	-1	-1.5
941.4	119.5	288.4	0	-0.4	-1.7
941	125.1	293	-0.2	-0.4	-1.9
941.2	114.9	292.4	-0.2	-0.8	-2.8
939.6	127.8	287.1	-0.1	-0.7	-2.3
941.5	128.9	292.8	-0.2	-0.3	-1.4
944.4	123.9	288.6	-0.1	-0.6	-1.6
942	125.7	287.7	-0.1	-0.4	-1.8
942.9	129.1	293.7	-0.1	-0.4	-1.9
944.4	124	287.3	-0.1	-0.5	-1.6
941.8	124.5	292.1	-0.4	-0.2	-1.6
941.7	126.7	294.3	-0.2	-0.7	-1.7
943.6	123.6	287.5	-0.3	-0.6	-2.1
944.5	127.3	288.9	-0.1	-0.3	-1.6
942.6	125.9	291.3	-0.1	-0.7	-1.8
943.9	124.6	286.7	0	-0.2	-2
943.7	127	292.1	-0.5	0	-3
940.3	135.6	296.9	-0.6	-0.7	-2.5
941.1	130.7	292.6	-0.3	-1.1	-1.4
943.4	122.5	287.3	-0.3	-0.8	-1.6
940.6	128	289.7	-0.4	-0.6	-1.9
941.1	132.4	291.3	-0.4	-0.5	-1.5
943.2	126.8	292.2	-0.4	-0.7	-1.3
940.5	121.7	293.5	-0.4	-0.9	-1.6
941.6	126.9	293.8	-0.2	-0.8	-1.8
941.7	129.2	293.2	-0.5	-1	-1.8
941.4	131.5	288.4	-0.4	-1.2	-1.6
944.7	123.1	285.5	-0.2	-0.8	-1.8
938.5	125.8	294.6	-0.6	-1	-1.5
946.8	128.1	283.6	0	-0.9	-2
935.7	129.7	288.5	-0.7	-0.6	-1.5
948.6	123.1	290.2	0	0	-2
936.1	125.4	294.3	-0.3	-1	-1.8
942.1	125.9	295.2	-0.6	-0.9	-2.2
947	129.8	285.7	-0.5	-1.2	-3.3
944.3	136.5	285	-0.5	-0.6	-2.2
941.2	130.6	290.8	-0.3	-0.9	-1.4
941.2	126	287.9	-0.3	-0.6	-1.7
939.4	130	289.4	-0.4	-0.7	-1.9
942.1	129.1	294.3	-0.3	-0.5	-1.5
942.3	127	290.8	-0.5	-1.1	-1.5
941.4	126.2	288.9	-0.3	-1	-1.7
940.6	127.9	292.1	-0.1	-0.8	-1.9
944	133.3	289.6	-0.3	-0.9	-1.8
940.3	128.7	288.2	-0.5	-1	-1.6
942.8	126.2	288.5	-0.4	-0.9	-1.7
942.2	126.9	288.4	-0.1	-0.6	-1.7
941.6	131.8	289.9	-0.3	-0.8	-1.7
943.6	130.2	287.9	-0.2	-0.8	-1.7
942.3	128.1	288.4	-0.6	-0.6	-1.8
941.2	126.4	287.8	-0.3	-0.6	-1.7
941.7	128.7	290.7	-0.4	-0.4	-1.9
940	124.5	290.2	-0.5	-0.8	-3.6
940.1	130.8	289.6	-0.5	-0.3	-3.2
941.1	137.9	293.8	-0.3	-0.6	-2.6
944.5	132.3	288.3	-0.3	-1	-1.6
941.2	126.4	285.4	-0.3	-0.7	-1.6
946.2	132.2	287.1	-0.3	-0.4	-1.9
943.2	130.9	288.8	-0.1	-0.6	-1.4
945.8	126.2	292.9	-0.3	-0.7	-1.3
938.7	129.3	294.4	-0.7	-1.4	-1.6
946.2	135	283.6	-0.3	-0.7	-2
939.9	128.4	290.2	-0.7	-1	-1.5
945.4	130.8	285.8	-0.2	-0.8	-1.8
941.2	127.3	286.9	0	-0.7	-1.6
943.3	133.1	291.8	-0.5	-0.6	-1.8
942.8	130.1	289.7	-0.1	-0.9	-1.4
941.4	124.1	289.5	-0.5	-0.7	-1.7
944.7	131.2	290.7	0	-0.8	-2
939.2	134.7	291.9	-0.6	-1	-1.8
942.8	128.7	288.6	-0.4	-0.9	-1.6
943.7	128.1	282.8	-0.1	-0.5	-1.6
941.7	132.3	287.7	-0.4	-0.1	-1.8
941.7	135.8	292.8	-0.2	-0.5	-1.5
941.8	125.6	289.1	-0.3	-0.7	-1.3
943.7	124.2	289.9	-0.4	-0.8	-1.8
942.1	131.8	288.2	-0.2	-1	-1.8
943.1	133.5	287.3	-0.4	-0.7	-1.7
943.2	131.7	287.3	-0.3	-0.6	-1.5
941.2	126.9	287.5	-0.3	-0.6	-1.6
944.9	129.3	289.1	-0.1	-0.2	-1.6
939.5	129.2	292.4	-0.2	-0.7	-1.7
942.1	133.6	288.8	-0.4	-0.9	-1.6
943.6	125.4	288	-0.3	-0.7	-1.5
941.1	129	288.8	-0.3	-0.8	-1.8
943.6	131.3	288.2	-0.2	-0.7	-1.7
941.5	129.3	288.8	-0.2	-0.8	-1.6
944.2	125.4	288.4	-0.3	-0.7	-2.1
941.7	130	287.2	-0.1	-0.7	-1.7
941.8	131.4	289.1	-0.5	-0.8	-1.8
941.8	132.8	286.7	-0.1	-0.7	-1.6
942.9	129.2	290	-0.4	-0.7	-1.6
942.8	128.9	288.8	-0.3	-0.9	-1.5
944.5	127.6	286.9	-0.3	-0.5	-1.8
941.1	119.5	287.1	-0.2	-0.7	-2.6
940.1	131.2	293	-0.2	-0.6	-2.3
943.6	132.8	290.2	0	-0.7	-1.8
941.2	130.6	289	-0.5	-1.1	-1.4
942.5	128	285	-0.1	-0.5	-1.9
943.3	134.8	289.5	-0.4	-0.6	-1.6
941.7	131.4	286.7	-0.4	-0.7	-1.5
942.3	126.2	292.2	-0.3	-0.7	-1.6
942.7	129	290.2	-0.3	-1.2	-2
942.8	128.9	286.2	-0.4	-1.1	-1.8
939.9	117.4	288.5	-0.5	-0.7	-3.1
938.8	133.3	291.7	-0.6	-1	-3.4
942.7	130.4	285.6	-0.5	-1.1	-3.3
941.2	128.4	285.7	-0.8	-0.7	-3.5
941.1	132.4	286	-0.3	-0.4	-3.3
942.8	136.8	287.1	-0.2	-0.1	-3.5
940.1	145.6	289.9	-0.1	-0.3	-2.6
940	134.3	289.5	-0.1	-0.7	-1.3
941.4	129.7	286.7	-0.2	-0.6	-1.7
943.4	136.2	284.1	0	-0.1	-2
941.7	138.1	285.5	0	0.2	-1.8
944.7	134.1	287.8	0	0.2	-1.8
941.8	125.1	292.1	0	0	-2.5
941.6	123.7	291	-0.4	-0.6	-4
939.8	124.1	288.5	-0.5	-0.7	-4.8
941.7	133.4	285.6	-0.5	-0.1	-6.1
941.2	141.7	287.3	-0.3	0.1	-5.9
941.1	146.9	288.2	-0.3	0.3	-5.2
938.8	153.8	293.9	-0.5	0	-3.5
939.3	154.2	292.6	-0.1	-0.5	-1.8
940.7	134.8	289.7	-0.3	-0.3	-1.3
940.7	133.6	289.9	-0.2	-0.4	-1.9
941.2	143.9	290.2	-0.2	-0.4	-1.9
937.9	140.8	291.6	-0.2	-0.7	-1.7
940.7	137.5	290.7	-0.1	-0.6	-2
939.4	139.5	288.9	-0.1	-0.6	-2
939.6	136.7	291.9	-0.3	-0.5	-2.6
938.5	140.8	287.9	-0.1	-0.4	-2.9
938.4	146.8	291.9	-0.3	-0.3	-2.6
940.3	146.1	291.2	-0.2	-0.4	-1.7
939.5	139.4	290.1	-0.3	-0.4	-1.7
940.5	143.1	291.1	-0.3	-0.5	-1.8
939.3	144.4	293.5	-0.4	-0.5	-1.8
941.7	141.6	289.1	-0.1	-0.5	-1.7
938.8	140.1	291.8	-0.3	-0.3	-1.8
939.6	142.2	293	-0.1	-0.6	-1.8
939.5	137.5	291.5	-0.4	-0.6	-2.9
939.6	147	284.7	-0.2	-0.5	-2.8
940.7	153	291.7	-0.4	0	-1.5
938.7	139.4	295.5	-0.5	-0.7	-1.2
938.5	138.3	292.3	-0.5	-1.1	-1.6
940.9	144.6	291.7	-0.5	-1	-1.8
939.3	141.7	293	-0.8	-1.2	-1.5
940.3	134.7	289.5	-0.9	-1.3	-2.2
941.7	137.3	291.3	-0.9	-0.9	-2.2
941.4	136.1	293	-0.6	-1.4	-3.4
941	140.6	283.4	-0.6	-1.3	-4.1
940.7	140.3	281.8	-0.5	-0.1	-4.6
934.9	135.9	305.1	-0.8	0.2	-5.4
940.3	129.6	290.6	-0.1	-0.8	-7.8
939.5	123.2	299	-0.6	-0.2	-10.3
939.5	132.4	303.7	0.5	-1.2	-14.5
933.3	145	296	1.8	-1.7	-15.9
938.1	171	286.9	3.9	-1.9	-15.1
942.9	170.5	265	3.4	-0.5	-12.7
941.2	171.1	253.5	3.4	0.8	-13
938.9	177.1	268	3.3	5.6	-13.6
930	207.1	325.8	3.5	5	-11
919.6	239.1	349.4	4.4	-1.8	-1.8
926.3	229.3	299.8	6.2	-5.2	5.2
933.7	167.9	274.7	9.3	0	11.4
934.3	67.3	287.8	5.2	4.3	1.3
928.9	44.1	310.1	-1.6	3.5	-16.7
933.3	60.9	293	-5.5	1.6	-37.6
924.8	138.5	297.9	-2.5	-1.4	-51
926.2	201	277.7	0.7	-1.7	-53.4
918	253.7	267.9	8.6	-3.2	-52.5
917.7	303.2	255.1	12.7	-0.1	-47.5
916.6	330.8	259.7	12.6	4.6	-37.7
908.2	345.8	264.4	11.6	8	-28.1
901.7	352	286	11.5	11.2	-19.5
899.1	354.3	303.3	10.1	10.4	-10.9
897.7	333.8	311.1	10	9.1	-4
898.6	314.4	313.5	10.1	7.2	-0.2
903.6	302.2	308.2	9.8	5.4	1.7
900.5	295.1	304.6	9.5	4.1	3.6
907.4	318.9	306.7	7.5	4.7	5.6
921.3	343.1	299.1	6.3	5.2	14.8
954.1	289.5	341.9	6.1	8.6	26.9
1161.8	166.8	399.6	-38.4	31.7	61.5
1334.7	48.3	662.3	-50.6	9.2	79.8
1335.4	31.1	826.9	-49.3	-54	70
1250.6	-7.4	532.8	-44.4	-98.3	25.9
1187.1	-20.9	362.6	-31.8	-95	-2.6
1231.3	-82.5	335.5	-30.1	-86	-16.1
1255.8	-110.2	370.1	-46.3	-84.4	-25.3
1242.3	-85.8	402	-68.9	-89.1	-30.1
1164.3	-74.4	460.6	-78.7	-102.5	-42.8
1060.3	-26.4	397.2	-74.7	-120.3	-69.6
986.3	83.4	291.6	-63	-129.3	-86.7
963.5	175.5	248.2	-66.5	-129.8	-82
925.9	183.4	208	-65	-127.5	-73.2
890.3	165.1	143.3	-56.5	-126.4	-82.8
819.5	232.6	64.8	-50.1	-127.5	-101.6
811	298.2	18	-45.8	-126.3	-105.6
800.4	418.5	-14	-54.7	-115.3	-95.1
778.6	441.5	1.4	-53.7	-112.3	-77
779.5	478.7	-25.2	-41.8	-113.4	-71.2
780.8	474.3	-26.2	-28.7	-108.4	-65.2
757.6	470.8	-49.5	-2.5	-113.6	-62.6
722.5	485.7	-108.5	-12.3	-116.6	-55.5
667.3	477.2	-170.7	-20.3	-115.1	-51.6
639	458.6	-240.1	-16.5	-109.5	-57.9
618.1	485.9	-218.3	-17.2	-98.6	-61.3
602.1	557.9	-207.5	-26.4	-103.1	-51.9
595.4	576	-250	-34.7	-103.2	-37.8
528.3	562.7	-300.9	-30.7	-100.3	-39.2
494	577.7	-368	-11.5	-97.6	-52.6
516.3	634.1	-382.5	-10.1	-88.3	-48.9
493.2	668.3	-344.7	-22.8	-85.6	-34.1
456.9	679.4	-388	-26.3	-90.3	-20.9
455.4	690.1	-438.5	-24	-86.8	-9.6
471.9	692.8	-421.6	-26.4	-76.9	2.3
477.5	651.1	-422.8	-29.6	-77.9	7.5
433.5	632.3	-436.4	-27.7	-81.8	2.6
394.5	640.6	-535.4	-16.9	-81.2	-13
359.6	682.8	-558.2	-7.9	-68.2	-22.3
360.9	710.5	-559.2	-4.4	-57.4	-18.7
371.2	710.6	-526.6	-8	-53.2	-12.4
361.5	764.4	-560.6	-10.4	-53.3	-6.3
362.3	782.1	-544.7	-10.2	-50.4	9.6
383.6	778	-551.1	-6.8	-47.9	19.5
404.6	759	-550.2	-2.1	-45.9	29.2
373.7	731.5	-543.4	-0.8	-47.8	38.6
342.6	732.9	-564.3	0	-46.8	38.2
288.9	781.1	-614.3	6.5	-40.1	27.3
286	814.5	-636.2	19.9	-24.7	22.1
293.7	757.6	-558.9	23.5	-18.5	30.7
278.8	685.4	-580	9.8	-24.9	41.9
271.9	659	-664.5	-3.8	-19.3	43.3
277.8	651.4	-653.4	-7.1	-7	30.3
335.5	670.4	-641.6	-2.2	5.4	12.7
377	690.4	-577.6	-1.2	14.1	7.9
406.4	713.7	-547.9	-6.9	13.6	15.1
431	677.1	-550.2	-13.8	14.3	28.9
457.1	588.6	-545.6	-14.9	13.2	33.8
485.8	554	-551	-12.6	11.9	29.1
518.5	552	-576.7	-6.5	7.4	17.6
530.6	583	-604.8	-6	4.1	13.4
536.7	599.4	-626.2	-13.8	0.8	14.3
554.1	610.8	-615.8	-19.3	0.4	8.5
566.8	663.5	-612.3	-22	-0.3	1.6
569	716.7	-598.8	-21.8	0.3	-0.4
569.4	719.9	-587.4	-15.6	0.7	3.8
544.7	677.3	-562.8	-7.7	-3.7	8.7
542.2	635.1	-571.2	0.3	-5.4	6.4
536.4	633.3	-578.7	5.5	-5	3
538.2	634.1	-565.1	5.3	-4.6	3
537.1	625	-537.1	2.9	-8.6	4.4
529.6	604.2	-551	0.8	-15	3.8
513	593.7	-579.5	-1.3	-17	2
515	593.1	-635.3	-0.5	-12	1.4
530.2	598.8	-617.1	-2.3	-0.2	2.8
543.9	615.4	-558.4	-4	0.1	3.2
554.6	611.2	-580.5	-1.7	-4.6	6.7
559	579.3	-583.3	0.4	-5	6.4
550.7	577.1	-578.8	3.5	-6.7	7
542.7	588.2	-589.2	0.3	-7.4	7.2
531.8	596.6	-589.2	0	-7.1	5.8
518.7	586.4	-589.7	-1.9	-7.3	5.3
505.1	583.1	-593.7	-5	-7.6	5.1
489.3	590.3	-591.4	-5.2	-8	3.8
493.4	599.7	-625.7	-4.8	-4.9	4.1
522.2	598.3	-605.3	-4.6	2.7	4.9
555.5	599.2	-559	-4.8	3.4	4
577.3	613.2	-541.6	-3.6	-2.6	2.9
593.5	610.2	-550.2	-1.3	-8.3	2.9
595.2	602.9	-565.1	0	-12	4
579.4	599.2	-574.8	1.4	-15.9	3.1
562	607.9	-584.3	5.6	-19.5	0.2
540.8	606.6	-620.1	9.2	-20.5	-0.5
511.2	591.6	-644.1	7.7	-16.3	2.2
491.2	564.9	-642.4	6	-12.4	1.2
487.6	564.4	-638.6	6.1	-8.8	-3.8
458.6	597.1	-658.6	10.1	-5.9	-9.8
445.4	602.9	-669.5	13.4	0.4	-9.6
444.2	602.1	-664.4	12.8	3.3	-7.8
464.2	606	-648.4	7.5	7.8	-2.8
504	623	-628	3.3	10.4	-0.8
555.1	614.7	-584.3	6.5	12.1	-4.6
595.9	613.4	-550	11.3	6.7	-8
592.8	596.6	-558.1	13.6	-0.8	-8.6
567.2	602.9	-583.7	16.3	-7.8	-17.3
533.6	665.7	-621.8	23.7	-13	-37.9
495.3	756.8	-645.3	32	-11.6	-47.9
473.6	785.1	-640.3	32.8	-4.5	-37.5
474.7	729.6	-603.8	28.1	0.7	-20.1
462.1	652	-567	25.4	-1.1	-15.4
453.6	640.1	-601.9	29.3	-6.3	-25.7
440.5	643.3	-642.3	38.4	-3.1	-32.8
415.4	623	-642.5	40.6	0.6	-36.4
380.2	623.1	-660.6	40.5	1.5	-48.8
346.1	681.5	-690	45.7	7.5	-66.7
331	757.2	-701.9	54.7	17.1	-70.5
324	741.4	-673.7	57.2	25.6	-54.3
321.6	665.7	-678.2	52.1	28.2	-39.5
334.3	625.3	-717.7	49.2	34	-32.4
337	585.4	-727.9	47	40.5	-29.3
352.6	542.7	-739.2	45.8	45.7	-28.9
351.6	488.7	-723.5	47.1	47.8	-32.8
343.9	485.4	-745.7	51.4	48.2	-44.8
348.2	533.2	-765.6	52.3	54.8	-47.4
366.4	528.4	-743.4	48.4	62.2	-37.7
361.8	485.3	-694.9	47.7	57.6	-32.3
353.6	433.4	-729.9	52.6	50.2	-41.6
336.9	454.1	-755.1	57.5	52.3	-48.4
335.6	467.2	-777.8	54	58.5	-42.3
339.5	469.9	-776.9	45.6	68.1	-32.1
346.1	451.4	-718.8	38.6	75.3	-19.8
352.7	377.5	-633.7	39.9	75.5	-25.9
379.6	383.1	-632	53.2	68.3	-44.5
408.3	454.4	-650	56.9	73.3	-37
427.4	418	-624.7	44.5	83.8	-11.3
464.2	349.2	-567	38.5	87.4	-7.9
499.2	331.2	-522.4	47.8	81.9	-19.4
532.1	333.3	-518.3	57.2	79.5	-28.4
534.1	339.5	-517.4	58.7	79.7	-26.6
546.8	336.4	-534.3	49.4	83.6	-13.7
599.6	348	-539.5	41.8	95.6	-3.9
677.9	410.7	-503.2	35.1	113.7	9.2
770.7	412.7	-363	32.4	125.3	31
767.5	324.3	-239.8	37.2	108.9	37.7
754.3	264.1	-298.5	46.9	80.1	28.5
798.9	260.4	-432.3	52.1	78	33.1
815	182.7	-425.7	37.7	101.1	30.5
895.5	142.7	-305.7	32.1	110.6	15.3
962	252.3	-209.1	26.1	97.9	7.9
1031.1	258.7	-197.7	33.4	82.8	25.6
1049.8	90.4	-210.4	55.7	73.9	7.6
1038.6	125.7	-277.9	64.6	70.9	-23.6
1054	273.8	-344.2	53.2	83.3	-11.5
1001.7	319	-277.8	46.2	86	34.7
969.8	73.7	-272.4	54.3	83	59.9
951.4	-104	-218.7	80.6	86	25.1
901.6	-21.9	-177.9	98.6	78.7	-22.6
865.9	119.3	-191.5	98.6	77.8	-21.5
884.3	53.1	-155.5	74	98.4	3.8
905.6	-18.5	-11.5	41.9	111	-17.9
985.9	166.6	200.3	45.5	82.3	-48.8
1071	260.3	129.3	23.1	40.9	-57.6
1155.2	223.5	41.1	44.8	29.4	-42.6
1152.5	164.7	-17.7	39.4	29.4	-43.4
1204.2	219.4	-106.9	47.9	26.9	-40.5
1185.7	301.1	-36.4	53.8	32.9	-20.1
1211.4	289.6	37.4	48.7	27.3	-4.5
1144	232.9	27.3	37.1	11.2	-4.6
1097.2	252	-47.2	23.7	3.2	-8
1043.5	285.5	-92.7	19.3	4.1	-4.4
993	276.1	-66.2	14.8	4.7	4.8
913.6	241.5	-55.2	1.9	6.6	9.2
837.8	238	-88.5	-12.1	14.7	6.4
731.8	257.3	-119.8	-22.9	31	10.5
693.8	189.6	-96.5	-37.3	53.9	12.9
1999.9	301.3	90.8	-18	89.2	-40.2
677.1	395	488.5	-28.2	-86.9	-96.8
1097.7	365.4	-513.1	0.2	-95	-48
865.7	538.3	-251.5	-27.8	-8.1	-24.7
949	541.3	-190.3	-60.7	-5.3	-6.8
905.6	527.9	-183.7	-42.6	2.9	6.2
957	442.3	-212	-34.9	25.8	40
962.6	288.2	-156.1	-28.2	51.1	57.2
968.3	176.2	-39.6	-30.3	60.2	54.4
984.2	84.2	90.3	-40.6	54	39.6
1004	90.6	92.4	-63.6	52.7	16.7
951.1	120.6	52	-77.7	53.5	3.8
940.7	138	84.1	-64.9	37.7	-2.8
962.1	169.3	88.6	-45.5	13.5	-14.6
965.6	244.7	43.5	-43.9	12.7	-20.5
954.9	275.8	58.9	-37.2	13.5	-13
948.7	245.7	96.6	-13.9	4.8	-6.9
959.5	203.1	132.2	-7.6	3.8	-7.8
953.9	191.5	175	-6.2	-1.9	-14.4
968.5	200.9	98.8	-18.9	3.6	-24.6
958.6	209.3	116.9	-4.2	-14.1	-27.3
958.1	235.1	47.7	-4.1	-11.6	-32
952.2	259.6	53.2	0.2	-2.4	-36.7
949.9	277.9	95.7	1.4	-0.7	-35.9
938.3	291.6	101.1	4.2	0.5	-38.2
939.9	321	123.1	5.8	-2.6	-37.2
937	337.5	92.8	8.4	-3.5	-34.5
926.7	364.2	89.9	11.9	-4	-30.2
927.9	380.4	73.3	12.8	-3.5	-23.9
920.5	373.2	72.1	10.6	-3.1	-18.3
930.4	362.1	81.7	6.4	-2.9	-14.6
923	367.1	82.7	2.9	-4.3	-14.4
926.8	363	62.6	3.1	-3.1	-12
921.9	353.6	70.6	4.8	0.3	-12.6
922.3	344.3	97.4	2.8	-1.3	-14.9
920.6	355.9	79.1	-1.9	-4.5	-18.9
915.8	380.6	60.5	-2.7	-2.5	-19.1
911.3	401.9	75.9	-1.4	-0.1	-16.9
906	425.1	91.3	0.2	-1.8	-13.4
905.5	431	75.9	0.9	-2.9	-6.3
908.9	422.1	68.6	0.3	-2	-0.1
908.3	400.2	79.7	0.1	-1.4	3.3
913.8	380.9	70.9	0.8	-1.6	4.2
913.6	370.4	69.8	0.7	-1.2	2.4
916.1	368.8	62.3	-0.9	-0.1	0
916	371	67.6	-1.2	0.5	-0.8
914.3	376.4	79.4	-0.7	0.8	-2.3
910.8	382.8	85.5	0.8	0	-2.9
910	390.3	84.4	1	-1.6	-2.8
912.8	394.1	78.9	0	-2.8	-1.5
912.8	385.4	63.8	-0.3	-2.3	0
914.5	377.1	69.9	0	-1	-0.5
911.7	376.5	79.4	-0.3	-1.5	-1.9
913	384.3	75.3	-0.9	-2.4	-2.6
914.3	387.9	68.6	-1	-2.4	-2.2
913	385.1	66.6	-0.2	-1.6	-1.8
912.5	380.2	73.8	0.3	-1.5	-2.2
912.7	380.7	66.2	0.3	-1.5	-2.8
919.3	388.4	59.8	-0.1	-0.5	-2.3
913	383.9	63.3	0.3	1	-2.2
914.6	385.6	75.1	0.4	1.4	-2.6
911	386.7	81	0.3	0.2	-2.6
913	392.8	71.5	0.1	-0.4	-1.9
914.1	385.3	69.8	0.2	-0.2	-0.9
912.3	382.2	75.3	0.2	-0.3	-1.5
913	386.3	74.4	-0.1	-0.8	-1.9
913.3	385.6	67.7	-1.1	-0.7	-1.5
915.7	381.7	66.1	-0.9	0	-1.6
912.7	378.7	74	-0.7	0.4	-2.5
911.8	385.6	79.1	-0.2	-0.2	-3.2
911.8	392	71.1	-0.4	-0.8	-2.7
912.4	387.9	71.4	0.3	-0.1	-1.9
912.3	382.3	72.1	1.4	0	-2
912.5	382.9	65.7	1.3	0.1	-2.9
911.1	388.7	64.6	0.2	1	-3.2
911.4	392.8	72.5	-0.2	1.6	-2.7
910.1	393.3	82.7	-0.1	1.1	-1.9
910.5	391.2	76	-0.1	0	-1.4
912.4	388.6	68.7	-0.8	0.3	-1.1
912.7	383.1	75	-1	0.9	-1.4
910.6	385.3	80.8	-1	0.3	-2.1
911.1	394.4	77.5	-1.2	-0.4	-2.1
909.7	392.5	76.2	-1.1	0	-0.6
911.7	386.8	78.7	-0.7	0	-0.3
911.6	383.3	80.4	-0.5	-0.5	-0.7
910.7	382.5	77.5	-0.3	-0.6	-0.9
912.3	384.3	80.5	-0.4	-0.5	-1.5
912.9	385.7	75.3	-0.1	-0.9	-1.6
911.2	387.5	74	0	-0.3	-1.7
911	391.1	77.2	-0.1	-0.4	-1.9
912.5	388.7	74.8	-0.2	-0.3	-1.1
913.2	384.5	72.3	0	0	-1.3
912.8	383.1	77.5	0	0.3	-1.8
910.6	390	83.6	-0.4	-0.3	-2.2
910.1	392.4	76.5	-0.4	-0.7	-1.2
911.3	387.3	76.9	-0.1	-0.7	-0.8
913.3	381.9	77.1	0	-0.7	-1.2
913	380.2	77.3	-0.2	-0.9	-2.1
911.4	384.8	72.7	-0.2	-0.6	-2.6
911.9	390.6	74.7	-0.4	-0.4	-2.7
911.1	389.8	72	-0.4	0	-1.9
911.2	383.6	78.2	-0.2	0.6	-1.7
912.1	383.5	82.7	0.1	0.2	-2.4
909.5	385.2	80.2	0.2	-0.6	-3
911.3	391.4	75.5	0.1	-0.7	-3
911.8	388.6	74.8	0.2	-0.3	-2.5
909.9	384.6	78.2	0.9	-0.2	-2.6
910.4	386.4	78.1	0.7	-0.5	-3.3
910.1	392.2	77	0	-1.3	-3.3
908.8	394.2	78.8	0.2	-0.4	-2.9
910.5	392.3	77.5	0.5	-0.4	-2.5
909.6	390.3	78.9	0.7	-0.6	-2.7
909	390.5	77.5	-0.1	-0.8	-3.1
911	393	77	0	-0.7	-3.1
904.6	390.3	68.3	0.1	-0.4	-2.7
908	390.3	72.2	-0.1	1.1	-3.4
908.9	394.4	81.5	-0.9	0.8	-3.8
907.7	399.6	78.6	-0.5	0.5	-2.8
908.4	396.7	76.9	0	0.6	-2
908.5	391.6	80.3	0.2	0.6	-2
908	393.7	82.1	-0.3	0	-2.5
908.5	397	77.1	-0.1	0	-2.3
908.5	398.3	80.3	0	0.2	-1.7
908.6	393.7	82.7	0.3	0	-1.4
906.7	391.3	81.9	-0.1	-0.5	-1.9
908.5	394.1	76.2	-0.4	-0.7	-2.2
909.1	394.6	77.5	-0.5	-0.3	-2.2
907.5	395.2	77.7	-0.5	-0.1	-2.2
908.4	397	81.1	-0.5	-0.1	-2
908	398.6	85.2	-0.8	-1	-1.6
907.5	396.1	77.6	-0.3	-0.9	-1
907.4	390	74.4	0	-0.3	-1.1
908.5	389.6	75.3	0	0.3	-1.8
907.7	394.5	81.5	-0.6	0.3	-2.3
906.9	399.1	81.1	-0.9	-0.2	-2.2
908.4	400.8	78.9	-0.3	-0.1	-1.2
907.8	392.9	79.5	0	0.2	-0.7
908.8	390.3	81.5	-0.1	0.2	-1.4
906	394.6	84.3	-0.7	-0.3	-1.9
907.4	396.3	84.1	-0.5	-0.6	-1.7
908.3	392.9	76.6	-0.1	-0.6	-1.4
908.3	392.9	74.9	0	0.1	-1.6
907.7	395.1	83	-0.8	0.2	-2
906.2	400.3	86.7	-0.8	-0.3	-1.5
907.8	397.8	86.1	-0.1	-1	-0.9
907.7	393.4	78.6	0.2	-1	-0.7
908.4	391.1	77.2	-0.3	-0.8	-1.1
909.4	393.7	77.7	-0.8	-0.3	-1.6
907.2	395.8	81.1	-0.6	-0.2	-1.2
907.2	395.3	84.4	0	-0.2	-1
908.4	394.5	84.4	-0.3	-0.9	-1.2
909.1	394	79.3	-0.4	-0.9	-1.1
908.3	391.9	80.3	-0.1	-0.3	-0.7
910.1	388	84.5	0.1	-0.5	-1.4
908.5	392.7	81.1	0	-0.9	-1.8
909.4	395.7	72.1	-0.4	-0.3	-1.6
909.3	394.6	80.2	-0.7	0.6	-1.1
