Accel_x	Accel_y	Accel_z	gyro_x	gyro_y	gyro_z
835	387.9	389.1	-2.8	0.1	0.9
835.2	385.7	395.3	-4.5	-0.9	1.2
838.3	388.9	400.5	-6.9	-3	1.9
836.5	391.3	406.3	-8.6	-6.5	2.1
836.6	393.6	390.8	-7.9	-9.5	3.6
843.7	388	393.4	-9.2	-10.1	7.1
844.4	378.9	375.4	-6.9	-11.2	8.3
843.1	370.2	364.2	-7	-10	8.7
847.2	361.3	377.3	-8.8	-9.3	8.7
852.7	355.4	380.4	-12.3	-10.9	8.8
856.9	350	391.2	-17.7	-14.2	8.7
848.5	346.9	367.5	-21.5	-18.7	7.1
854	346.5	324.5	-17.4	-14.8	4.8
860.7	347	342	-13.8	-7.9	5
863.8	327.1	369.3	-13.1	-7.4	5
862.3	321.2	359.6	-13.4	-8.5	3
868.1	319.7	367	-14.3	-7.6	1.8
865.2	327.7	359.3	-13.9	-9.4	0.3
861.6	328	341.1	-11	-7.8	0.5
869.5	316.2	331.2	-4.6	-3.3	-0.7
863.7	313.8	369.3	-1.6	0	-0.4
866.5	309.3	351.8	-1.8	-2.1	-2.6
870.3	318.1	345.2	0.4	0.9	-4.3
865.3	316.6	366.5	1.9	1	-4.8
864.7	325.8	356.6	3.6	0.3	-6
871.9	336	348.6	6	1.6	-5.5
868.1	330.2	366.5	7.3	2.5	-5.1
860.8	324.9	353.3	9.2	1.7	-5.8
870.8	329.7	351.4	11.3	3.9	-6.9
862.4	344.8	377.9	8.2	3.1	-7.2
861.8	363.7	354.9	6.4	1.2	-5.4
862.1	359.1	353.5	7.1	3.4	-2.5
861.2	343.9	379.1	5.6	2.7	-1.7
858.8	342.5	364.9	3.8	-0.4	-2.4
863	339.2	351.3	3.4	0.6	-3.2
860.5	333.2	357.9	3.4	1	-4.1
862.6	343.2	362.3	2.2	1	-5.6
855.3	352.2	358.3	1.8	0.4	-6.2
860.3	368.2	361.5	2.2	0.9	-5.5
858.5	377.3	378.6	-0.8	-0.4	-1.2
857.1	364.9	352	-0.3	-1.1	1
858.6	346.3	353.7	1.1	0.3	1.3
860.2	330.4	363.5	1.1	0.1	-0.4
860.2	331.9	351.3	1.6	-0.4	-3.7
859.4	348.7	357.2	2	0.6	-5.4
856.4	355.2	370.2	1.8	0.5	-5.1
856.6	363.6	365.8	-0.2	-1	-4.1
856.2	364.8	356	-0.1	-0.5	-3.1
857.2	365.2	364.9	0	-0.8	-1.8
859.7	359.3	360.5	-0.3	-1.3	-0.9
856	350.2	351.1	0.2	-0.8	-0.8
858.6	341.6	363.1	0.3	0.2	-2.6
858.2	352.9	357	-0.9	-0.9	-3.3
851.4	355.4	356.2	-0.5	0.2	-4.2
863.8	363.8	362	0	0.5	-3.4
853.3	366.3	374.1	0	0	-2.8
859.1	371	359	0	-1.8	-0.8
850.8	357.4	355.7	0.8	-0.7	0
861.5	340.5	362.3	0.8	-0.2	-0.8
856.4	343.1	360.2	-0.8	-1.2	-2.7
857	353.8	348.9	-0.4	0.2	-4.5
855.5	362.7	365.8	0	0.3	-4.1
854.8	361.6	367.5	0.1	-0.6	-3.6
854.8	369.1	357.6	-0.1	-1.1	-2.6
854.4	369.6	359.1	-0.2	-0.5	-1.5
854	361.8	365.4	-0.7	-1.2	-0.2
858.8	350.7	355.9	0	-1.2	-1
856.4	347.1	353.6	0.7	-0.6	-2.3
856.2	357.4	361.2	0.4	0	-3.8
852.7	370.9	360.8	-0.5	-0.9	-3.2
854.6	368.8	357.6	0.1	-0.4	-2.1
855.1	360.5	365.9	0.3	-0.8	-1.1
856.6	354.3	362.1	-0.5	-1.4	-1.7
854.9	360.4	355.3	-0.7	-1.3	-2.9
855.5	360.3	355.9	-0.1	-0.7	-2.3
855.2	354.8	359.2	0.2	-0.6	-2.7
855.2	362.5	357.2	-0.2	-0.8	-3.3
847.1	363.2	358	-0.4	-0.2	-3
853.6	364.6	364.5	-0.5	-0.1	-2.8
850.3	364.8	354.3	0.1	-1	-2
846.4	353.3	370.1	-0.4	-0.6	-2.8
861	357.6	351.1	-0.3	-1.4	-3.6
846.9	366.3	355.2	0	-0.7	-3.8
859.4	368.2	354.1	-0.2	0	-3.2
851.1	372.8	361.9	-0.3	-0.6	-2.3
853.2	369.8	360.5	-0.4	-0.3	-1.4
852.6	363.7	360.1	-0.1	-1	-1.3
853.1	356.2	359.3	-0.1	-0.9	-1.6
853.6	351.5	358.3	-0.4	-1	-3.1
850.5	365.3	355.8	-0.4	-1	-4.9
855.7	386.5	351.1	0	-0.4	-3.8
854	378	361.9	-0.4	-0.1	-0.4
855.9	364.7	359.7	-0.4	-0.9	-0.1
854.4	350.4	355.1	0.1	-0.3	-1.1
853.3	347.9	356.5	0.4	-0.1	-2.5
852.6	357.4	358.5	0.7	-0.1	-4.8
854.1	373.4	357	0.6	-0.1	-4.7
851.5	373.2	357.5	0.8	0.1	-4.1
851	383.4	362.7	0	-0.3	-3.1
849.9	383.4	356.6	0	-0.4	-0.9
847.4	365.7	362	0.2	-0.3	0
853.3	360.7	361.9	-0.4	-1.2	-1.5
853.1	363.8	345.4	0	-0.6	-2.3
852.5	363.1	361.4	0.4	0.3	-3.7
850.3	368.6	364.2	0.3	-0.4	-4
854.9	381.2	355.5	0.1	-0.9	-3.3
840.3	379.2	362.6	0	-0.4	-1.8
862.1	371.9	359.1	0	-0.6	-0.8
850.9	367.4	352.1	0.2	-1.5	-1.2
855.3	363.1	352.2	0.3	0.3	-2.5
848	370.2	365.3	-0.2	-0.5	-3.3
850.7	377.3	360.4	-0.4	-1	-3.3
852.9	376.5	354.2	0.2	-0.6	-2
850.7	369.8	361.6	0.1	-0.5	-2.1
847.9	371.2	356.3	-0.4	-1	-2.5
851.5	376.4	356.5	-0.4	-0.5	-2.8
852.5	374.2	356.4	0	-0.6	-1.9
850	368.6	357.2	0	-0.4	-2.3
849.7	369.9	359.6	0.1	-0.2	-3.1
851	380	359.3	0	-0.9	-3.2
849.9	382.8	357.6	0	-0.5	-2.1
849.9	375.4	358	0.2	-0.5	-0.9
852	367.6	356.6	0.1	-0.6	-1.4
850.3	370.6	352	0	-0.3	-2.6
849.7	377.6	355.1	-0.1	0.1	-3.1
847.6	381.4	362.9	-0.3	0	-1.7
849.1	377.5	359.2	0	-0.3	-1.2
849.2	373.1	360.5	0	-0.6	-1.3
850.2	369.2	353.6	0.1	-0.4	-1.9
848.8	371.3	357.9	0	-0.3	-2.5
847	378.2	356.9	0.2	-0.3	-2.7
854	381.5	357	0.1	-0.2	-1.9
844.8	377.6	362.7	0	-0.6	-1.7
838.3	376.9	356.6	-0.2	-0.5	-1.7
835.6	374.7	364	-0.3	0	-1.6
840.9	374.7	357.5	-0.6	-0.5	-1
843.7	371	362.1	-0.7	-0.6	-1.1
855.5	369.6	354	-0.2	-0.5	-1.8
851.5	376.2	356.6	0.1	-0.5	-2.5
849.4	380.2	354.9	0	-0.1	-2.5
842.2	383.9	361	0	-0.3	-1.7
844.6	378.7	360.1	-0.1	-0.4	-0.9
847.5	375.2	355.7	-0.2	-0.8	-0.7
846.6	368.8	354.7	-0.1	-0.3	-1.1
849.4	368.6	357.9	-0.5	-0.2	-1.9
851.4	377.1	358.6	-0.2	-0.7	-2.7
847.9	380.3	360.1	-0.1	-0.6	-2.3
851.9	374.3	361.8	-0.1	-0.7	-1.8
848.6	371.2	354.7	0	-0.9	-2.4
850.3	375.6	353.2	0.3	-0.4	-3.1
848.7	381.1	357.1	0	-0.1	-2.6
848	382	364.3	0.1	-0.5	-2.2
848.7	380.2	360.5	0.3	-1.1	-1.8
847.9	375.8	362.1	0.7	-1.6	-2
851.1	381.5	352.4	0.2	-2	-2.6
847.6	382.9	352.2	0.2	-1.1	-1.5
849.3	384.1	361.6	-0.5	-1.4	-1.3
845.5	382.4	352.5	-0.5	-1.4	-0.4
858	378	355.8	0	-1	-0.5
838.3	370.7	361.6	-0.3	-1.8	-0.9
851	372.1	354	-0.5	-0.9	-1.3
841.7	374.2	359.1	-0.6	-1.8	-2.1
855.7	386.1	353.3	-0.9	-0.9	-1.5
846.5	382.5	351.3	-0.4	-1.7	-0.4
850.4	375.3	353.6	-0.3	-0.4	-0.5
856.8	373	351	-0.6	-0.9	-0.8
847.1	370.4	359.4	-0.4	-0.9	-2.2
852.2	375.4	354.7	-0.3	-0.8	-2.7
847.5	383.1	352.5	0	-1.1	-2.3
850.7	386.8	350.8	-0.1	-0.5	-1.4
852.9	377.6	352.5	-0.3	-0.8	-0.2
846.9	366	354.2	-0.1	-0.7	-1
854.2	368.2	351.5	-0.1	-0.6	-1.7
847.9	371.2	354.7	-0.2	-0.4	-2.7
849.1	376.7	354.4	-0.6	-0.3	-3
849.3	382.5	354	-0.4	-0.5	-2.8
849.8	378.7	357	0	-0.4	-2.2
849.2	380.3	358.7	-0.3	-0.8	-2.4
848.9	383.7	352.5	-0.1	-0.7	-1.9
850.4	382.5	359	-0.2	-0.8	-0.7
849.2	375.8	351.9	-0.2	-1.2	-0.7
851.3	373	350.5	-0.1	-0.5	-1.3
849.1	373.2	354.2	-0.1	-0.4	-2.1
845.8	377.8	354.8	-0.5	-0.4	-2.3
857.5	378.6	354.9	-1.5	-0.4	-2.2
839.4	375.7	353.1	-1.7	-1.6	-2.6
848.5	372.4	361	-3.8	-3.1	-2.8
853.8	365.7	346.1	-3.2	-3.1	-4.6
846.4	376.2	356	-2.5	-1.9	-5.5
852.9	385.3	354.9	-2.8	-2.4	-4.7
846.4	392.2	349.6	-2.4	-2.5	-4
852.6	394.6	349.3	-1.9	-1.2	-1.7
847.5	385.3	358.6	-1.5	-1.6	-0.2
848.8	374	355.5	-1.4	-2	-0.5
856.2	369.1	350	-1.2	-2	-1.5
848.9	375.1	349.1	-0.8	-1.4	-3.1
852	384.5	351	-0.8	-0.8	-2.9
850	387.5	351.3	-0.5	-0.8	-1.6
847.9	381.4	356.2	-0.6	-0.7	-0.8
854	374.7	350.8	-0.7	-0.7	-1.2
850.9	374.8	351	-0.5	-0.6	-1.9
848.2	375.2	355.5	-0.4	-0.4	-2.4
849.4	378.6	353.8	0	-0.9	-2.7
848.9	378.6	351.8	0.2	-0.7	-2.7
850.8	382.6	349.8	-0.2	-0.7	-2.5
847.9	384.1	348.8	-0.3	-0.3	-2.4
852.9	383.1	350.8	-0.4	0	-1.9
847.1	380.9	356.3	-0.3	-0.1	-1.3
848.8	379.8	355.1	-0.1	-0.2	-1.3
849.6	379	354.7	0.1	-0.4	-1.4
849.2	381.7	350.8	0	-0.3	-1.3
853.3	380.9	348.1	-0.2	-0.1	-1
849.2	377.8	354.8	-0.6	-0.1	-1.4
845.5	379	350.9	-0.5	-0.3	-1.5
845.3	380.7	358.6	-0.2	0	-1.4
856.6	386.7	351.3	0	0	-0.4
851.9	386.7	351.4	-0.2	0.2	0.6
858.7	393.9	355.1	-0.6	0.8	1.8
852.1	398.4	343.7	-1.2	2.2	5.3
848.3	381.2	347.7	-1.1	3.8	7.6
851.5	369.6	359.6	-1.3	4.2	7.6
848.1	360.7	362.4	-0.4	3.1	6.8
852.6	353.6	364.2	0	2.7	4.9
850.5	356.4	359.9	0.2	2.1	3
849.7	352.7	359.4	1	2.3	2
851.8	343.2	372.9	1.7	1.8	-0.2
854.8	344.9	368.8	1.8	0.1	-3.1
848.8	355.2	368.1	1.3	-1.3	-5.8
854.7	372.6	363.2	1.1	-1.2	-6
850.5	381.2	368.6	1.4	-1.7	-3.7
851.8	377.8	359.7	1.4	-1.9	-1.6
853.1	373.1	355.1	0.6	-1.2	-0.6
851.8	364.9	363.1	-0.5	-1.2	-0.7
852.1	362.4	364.7	-0.6	-1.8	-1.1
853.2	360.7	362.4	0.3	-2.4	-2.1
852.7	360.7	362.3	0.4	-2.6	-2.9
850.9	362.1	356.8	0.5	-2.5	-3.3
857.9	360.2	359	0.5	-2	-4.1
846.5	360.4	357.1	0.5	-2.7	-5.8
855.8	364.6	352	0.2	-2	-6.6
850.7	370.2	351.1	0.3	-1.9	-7.5
852.9	377.6	357.9	-0.2	-1.5	-7.1
851.6	384.7	351.1	0.1	-1.5	-5.8
846.4	383	356.8	0.3	-0.9	-4.8
848	377.1	356.4	0.1	-0.7	-4.1
852.1	373.2	354.2	0.4	-0.9	-4.7
853.2	383.6	351.6	-0.6	-1.3	-4.8
851.1	393.7	346.4	-0.9	-0.3	-3.3
849.8	391.6	353.7	-1.4	0.4	-1.3
849.6	384.1	356	-1.3	0.2	-0.2
847.2	380.3	357.5	-1.6	0.4	0
850	377.9	354.7	-2	0.2	0
851.5	377.5	356.3	-1.9	-0.1	-0.3
849.4	373.1	355.9	-1	-0.4	-0.9
849.2	370.6	357.5	0	-0.4	-1.4
849.9	376.5	356.3	0.1	-0.9	-1.7
867.7	377.6	335.4	0.9	0.3	-2.5
851.3	379.2	356	0.4	-0.5	-2.5
847	381.1	356.4	-0.6	-0.8	-2.9
847.5	377.6	355.4	0	0	-1.7
847.6	380.6	359.4	0.3	-0.6	-1.3
848.1	378	358.8	0.3	-0.7	-1.1
851.1	376.5	354.4	0.7	-1	-1.6
848.5	373.5	354.4	0.9	-0.5	-1.7
855.1	370.7	356.2	1.1	-0.2	-2.7
842.7	379.8	353.8	0.5	-0.9	-3.5
854.8	388.6	352.6	0.5	0.2	-2.6
846.1	387.5	356.3	0.5	-1.2	-1.6
842.2	378.7	358.2	0.4	-0.4	-1.1
856.3	370.9	355.9	0.7	-0.7	-1.9
845.8	378.5	355.5	0.6	-1.3	-3.1
852.4	382.8	351.5	0.5	-0.2	-2.7
848.1	380.2	356.2	1	-0.9	-2.5
846.8	378.5	351.3	1.3	-0.8	-2.9
846.8	382.8	353	0.6	-0.5	-3.4
848	386.1	356.6	0.4	-0.5	-3.1
846.5	382.8	359.2	0.7	-1.4	-2.6
848.1	381.5	355.5	1.2	-1.9	-2.6
847	384.2	352.5	0.9	-2.2	-3.1
847.7	389.2	341.5	0.4	-2.2	-3
849.7	401.8	346.8	1.1	-1.1	-1.7
854.9	386.8	366	2.3	-1.2	2
856.6	354.1	361.6	7.8	-2.6	3.2
858.7	334.2	325.6	15.6	-2.4	-1.2
848.3	349.7	344.6	20.9	1.4	-8
840.9	407.7	434.5	23.4	-3.4	-10.4
864.9	507.8	423.9	32.7	-18.8	0
902.7	637.2	376.3	66.9	-28.3	31.2
918.3	639.5	374	75.3	-30.3	47.4
892.2	397.9	299	82.4	-34.9	56.4
816.5	112.5	129.1	129.5	-63.9	28.6
1195.8	118.6	-243	214.5	-53.4	-15.7
1452.3	484.3	96.6	216.2	92.2	-39.6
1313.9	637.9	568.9	183.6	130.2	-22.6
1282.4	713.8	782.1	152.7	64.7	24.9
1141.2	545.6	710.6	116.8	13.2	67.3
1183.2	356.5	650.3	89.8	-18.5	61.4
1109.1	296.3	759.8	53	-87.3	11.8
1068.4	597.1	242.3	100.8	-150.5	17.6
1106	413	-66	173.8	-114.9	68.5
984	369.8	-7.9	178.5	-72.2	61.9
804.4	416.2	461	166.2	-116.9	46.2
819.7	386.5	59.8	182	-209.5	63.2
880.3	282.7	-216.7	250.1	-224.2	81.8
772.3	205.6	-152.2	231.2	-154.3	61.4
722.6	38.6	-189.9	163.7	-149.8	6.5
675.6	94.3	-322.9	203.5	-169	-37.1
837.4	288.2	-345.8	234.2	-172.4	-18.9
635	317.7	-431.8	243	-180	-5.6
567	284.9	-666.8	240.2	-149.9	13.4
586.4	148.6	-815.9	214.6	-115.5	50.6
590.8	22.2	-831.9	204.6	-57	71
620.2	106.2	-757.3	189.7	-18.3	88.7
598.9	-38.5	-756.4	53.8	-11.1	122.9
571.2	-228.7	-768.1	62.3	5.6	129.7
560.1	-231	-635.6	100.1	13	116.2
623.9	-332.6	-523.5	93.9	-6.5	102.3
563.4	-386.4	-489.1	104.5	-24.9	72.8
545.2	-299.5	-582.6	75.6	-25.5	65
615.9	-275	-610.1	40.4	5.1	69.5
595.2	-325	-579.8	33.7	27.1	76.6
434.8	-441	-524	24	30.1	77.8
478.6	-384.5	-537.8	20.1	28.4	87.1
454.2	-499.2	-530	-16.7	44.1	95.3
458.9	-518.1	-548.5	-3.4	46.5	84.2
241.9	-637.4	-529.2	13	40.8	74.8
441.8	-529.6	-452.6	20.9	26.5	65.5
396.7	-557.2	-500.7	25.4	19.4	70.6
193.2	-711.9	-518.5	15.2	4.5	58.2
491.9	-514.2	-610.9	4.6	7.7	44
396.7	-618.8	-614.3	-17.2	46.6	63.1
306.7	-661.3	-543.2	-16.1	68.1	51.2
377.4	-667.4	-516.3	4.7	62.9	37.7
340.6	-702.6	-579.3	-11.6	52.2	43.9
416.8	-671.6	-624.8	-16.5	32.1	31.3
548.4	-534	-592.1	-24.8	36.5	19.1
531.7	-538.2	-494.7	-56.5	63.5	22.4
479.9	-580.9	-467.6	-70	75.7	30.2
443.2	-619.9	-504.5	-75.2	59.1	33.7
455.3	-635	-570	-77.3	34.3	28
505.4	-606.5	-585.2	-93	30.8	17.7
556.8	-587.5	-496.8	-100.1	46	15.8
518.1	-581.2	-392.7	-99.6	42.5	35.6
443.8	-630.6	-530.7	-131.6	-6.3	49.5
360.1	-714.3	-766.3	-117.5	-56.6	55
379	-672.2	-890.8	-91	-69.9	39.9
453.6	-590.9	-937	-72.3	-40.7	15.7
470.5	-517.7	-866.5	-62.1	3.5	13.8
431.7	-526.9	-826.9	-76	21.5	16.6
419.9	-555.9	-863.5	-70.4	29.1	17.2
444.5	-508.4	-814	-59.3	36.4	10.2
456.1	-445.6	-746.5	-49.7	28.1	11.3
432.9	-477.5	-757.8	-44.7	3.5	13.8
427.6	-510.2	-838.3	-37.4	-6.7	13
432.2	-485.2	-894.7	-32.6	0.9	8.8
455.9	-448.4	-879.5	-37.4	12.2	1.4
489.3	-403.8	-858.7	-42.5	25.4	-5.3
523.6	-357.9	-791.8	-33.5	33.2	0.1
518.9	-356.3	-761.9	-37.4	30.9	5.1
514.8	-380.2	-778	-43.8	27.2	4.2
512.2	-371.8	-793.4	-40.8	27.1	2.8
532.3	-335.5	-783.2	-27.2	26.5	3.7
530.3	-342	-764	-29.7	27.2	3.2
535.8	-354.4	-794	-35.5	29.3	2.3
540.1	-349.3	-811.7	-29	31	3.8
536.8	-344.8	-777.8	-28.8	32.9	2.9
529.4	-343.5	-755.8	-30.8	32.6	1.1
551.6	-344.2	-744.5	-28.3	27.4	-0.4
566	-341.6	-765.1	-16.3	22.7	2.2
570.8	-331.5	-794.7	-5.3	22.1	2.7
588.5	-304	-787.4	-9	30.4	0.2
598.1	-280.3	-760.7	-17	37.6	1.4
630.1	-267.5	-801.8	-16.1	47.5	4.2
654.6	-269.6	-849.8	-20.7	69.4	8.7
626.4	-301	-874.8	-20.9	86.4	13.9
653.8	-281.2	-857.4	-8.6	92.5	12.2
669.9	-264.1	-839.7	-0.1	93.4	5.2
703.2	-238.6	-827.5	-2.7	103.1	6.3
722.4	-258.4	-776.6	-15.7	123.2	9.8
741	-257.9	-740.1	-16.8	132.6	14
750	-260.7	-720.4	6.2	118.9	17.5
740.6	-271.4	-659.7	23.2	107.3	14.9
749.1	-258.7	-569.5	28	103.6	10.5
740.1	-271.2	-561.8	31.2	92	13
741.4	-282.8	-567.5	41.7	88.2	8.3
774.5	-306.2	-544.7	-2.3	70.7	-7.4
736.8	-322.1	-475.4	0	63.1	-10.8
772.3	-292.2	-467.2	-6.8	62.3	-21.2
800.4	-203.2	-479.9	-2.3	58.4	-25
813.2	-171.2	-507.2	-1.9	70.2	-18.9
803.8	-192.6	-379.1	1.3	92	-6.1
780.6	-273.6	-233	10.8	91.2	1.6
787.3	-380.7	-141.7	29.8	65.7	-5.3
816.8	-405.2	-167.2	41.6	53.6	-22.7
820.1	-363.2	-154.6	68.7	48.5	-33
845.8	-304	-60.4	83.1	48.9	-36.7
893.6	-214.4	41.7	85.5	39.7	-26.5
856.3	-226.8	84.3	109.5	9.2	-14.5
782.9	-305.2	35.1	140.9	-35.5	-7.7
819.9	-500	-114.1	164.6	-40.9	-13.6
791	-446.2	-110.8	184.5	-22.7	-34.5
832.3	-302.4	-93.3	195.1	-29.3	-42.2
851.5	-235.7	-80.6	192.3	-20.5	-36.8
888.7	-166.6	-33.9	179	-10.2	-22.3
857.9	-214.5	102.6	164.9	-12.3	-0.1
798.5	-337.6	205.4	137.4	-36.2	2
766.7	-437.7	17.4	143.8	-68.4	-18.7
796.6	-402.5	-28.3	131.5	-75.9	-32.5
828.1	-340.8	-132	122.1	-66.7	-59.9
870.4	-164.3	-136.3	121	-44.6	-58.4
918.5	-86.9	-80.8	114.5	-18.1	-39.8
965.9	-113.1	-81.9	94.8	4.3	-23.8
940.6	-181.6	-90.5	91.7	37.1	-9.6
916.8	-127.6	65.6	69.3	56.6	-7.7
935.3	-18	235.1	48.1	53.9	11.6
958.8	27.7	212	28.1	33.8	54.1
862.1	-16.3	197.9	6.4	18	112.8
969.7	-342.4	213.1	-21.2	-0.7	150.1
893.9	-601.4	183.8	-22.9	-12.5	124.8
890.5	-668	61	-34.6	-0.5	48.5
951.7	-613.6	100.4	-34.3	25.9	-20.5
920.2	-489	314.2	-16	19.5	-63.3
915.2	-356.6	368.1	36	-30.1	-66.4
941.7	-334.3	144.7	8.3	-48	-68.7
904.6	-230.2	-23.9	-28.2	-12.6	-70.7
927.2	-197.8	-41.8	-40.9	22.9	-49
889.7	-337.4	-39.3	-7.3	36.2	-27.7
937.2	-266.3	166.9	7.7	41.6	-40
1006.7	-177.3	257.5	4.6	14.7	-61.5
991.8	-162.8	235.9	-7.4	-15.5	-63.3
980.9	-148.3	153.5	-34.5	-22.2	-69.4
1026.7	-63.5	114.6	-55.1	-15.5	-69.4
1062.8	24.2	128.9	-71.3	-22.1	-55.8
1043.4	-29.1	144.7	-43.5	-57.9	-47.8
1031.4	-71.7	10.7	-7.8	-80.1	-48.4
1011.5	-87.2	-81.2	8.1	-59.1	-51.6
1062.5	-62.8	-28	-8.9	-25.6	-59.1
1077.7	8.7	-26	-21.1	-4.8	-55.5
1034.1	11.3	-31.3	-21.4	5.6	-45.4
1021.2	36.7	52.1	-20.7	6.5	-45.3
1021.9	24.2	12.5	-23.4	-2.9	-47.3
1855.7	108.1	-23	-12	-6.8	-60.5
1747.9	267.8	193.4	1.5	-32.7	-18.7
794.7	-200.5	-221.1	-7.6	-12.4	12.1
681.7	-177.7	5.8	-32.1	37.4	-10.6
784.9	-38.6	96.9	-54.7	12.4	-36.9
1006.2	15.1	31.2	-53.9	0.4	-56.3
1200.9	245.6	-37.1	-34.4	-5	-68.9
895.1	170.4	-169.5	-23.4	3.8	-48.3
951.6	252.8	-86.7	-38.2	13.1	-22.9
1105.8	229.6	-29.4	-49.6	10.6	0.3
966.3	97	-63.4	-49.5	10.2	19.6
977.2	-13	-37.3	-60.1	14.3	19.6
1003.1	-18	25.3	-72.2	17.3	4.1
1000.6	12.2	75.9	-86.5	13.9	-7.6
992.9	28.3	159.3	-116.8	12.9	-21.8
958.9	-2.9	88.5	-142.6	-6.9	-32.8
976.8	32.1	21.4	-136.2	-27	-47.5
1024	202.3	42.8	-147.8	-23.7	-52.4
956.2	232.5	-130.1	-142.6	-24.9	-23.8
1007.3	137.4	-87.8	-118.7	-22.9	-6.7
981.3	4	-112.1	-99.4	-25.1	-5.8
1002.8	89.5	-123.6	-73.3	-15.9	-17.6
970	115.1	-27.2	-63.5	-12	-22
974.3	102.6	-27	-62.7	-21.6	-22.1
979.9	126.8	-3	-82	-24.3	-26.9
956.6	127.6	42.1	-101.2	-32.2	-34.8
952.5	157.9	57.8	-97.9	-46.1	-48.8
991.2	162.8	-21.7	-114.5	-53.6	-53.9
931.3	232.1	-203.7	-107.3	-28.6	-50.8
1005.8	393.1	-274.9	-94.5	-9.4	-34.6
928.7	280.1	-114.1	-58.4	24.5	-1.6
980.9	285.7	-29.2	-33.6	18.7	3
953.8	217.7	9.7	-20	16.7	7.6
948.9	195	37.5	-18.8	1.4	0
959.9	203.8	27.4	-20.5	-3.6	0.1
979.2	230.2	3.7	-16.8	-7.1	0.8
979.7	285.1	12.3	-15.6	-11.7	2.8
972.2	296.8	-23.5	-4.8	-12	9.8
972	315.4	-11.8	-7.3	-7.2	29.2
977.5	312.7	-23.1	1.1	-9	49.4
909.9	208	-91.7	-46.4	0.3	78.4
973.8	134.6	-58.3	-47	7.3	77
986	64.9	29.5	-60.4	9.6	69.5
947.3	75.8	-52.8	-55.2	4.3	65.1
986.3	98.8	-87.6	-41.4	9.2	58.2
1014.7	108.1	-45.5	-24.6	10.5	34.3
988.6	66.4	-52.6	-7.2	8.1	23.6
981.9	36.1	4.6	7.4	9	17.3
990.4	44.6	46.5	5.1	-0.6	5.2
988.7	42.7	0	3	-8	-3.7
995.4	26.1	-8.6	3.9	-6.5	-10.7
981.9	19.6	1.7	2.9	-5.8	-17.5
989.2	41.2	-10.7	0.2	-5.3	-22.2
988	76.1	-14.2	-3.6	-3	-22.9
982	94.9	-20.2	-1	-1.6	-20.1
984.7	87	-14.1	-3.6	0.3	-17.4
987	81.5	-26.7	3.5	3.1	-19.2
993.1	84.8	-28.1	5.4	8	-22.9
983.1	83.8	-12.4	6.5	10.3	-28.7
981.3	112.5	5.2	5.9	10.7	-31.4
979.9	142.2	20.6	7	9.7	-30.5
980.7	174.6	27.9	6	6.2	-25.2
979.7	192.3	8.7	10.1	5.3	-17.6
976.6	192	23.6	9.2	3.7	-9.2
979.3	167.4	26.8	7.4	1.5	-3.9
980.4	150.1	18.5	4.6	-0.5	-3.5
982	154.5	11.8	2.6	-1.4	-4.5
978.7	157.8	6.9	2.3	-0.9	-4.1
980.1	154.1	-5.4	4.4	0.2	-4
977.1	157.3	12.5	2.2	1.5	-4.4
979.3	157.2	19.5	0	0.3	-4.5
978.2	158.5	10.6	-0.2	0	-4.8
981.6	172.4	18.6	-1.4	0	-4.5
976.1	170.5	14.7	-1	-1	-2.9
979.1	159.6	10.3	-0.5	-0.8	-2.1
979.6	154.5	16.3	-0.6	-0.7	-3.3
978	165.1	16.1	-1.6	-1.8	-4.6
979.6	177.9	7.3	-3	-1.9	-4
979.1	169.6	-1.2	-2.3	-0.3	-2.3
981.2	156.4	2.3	0	1.2	-2
979.2	155.2	18.7	1.1	4.2	-3.8
976.4	169.5	36.3	-0.6	0.4	-5.2
979.1	186	15.6	-0.9	-1.6	-3.6
977.4	170.1	5.4	-1.2	-0.5	-1.5
979.2	160.7	7.8	-1	0	-1.6
975.5	156.3	17.8	-1.6	0.5	-3.9
976.9	169.4	21.3	-2	-0.5	-5.2
979.3	172.8	18.9	-1.9	-0.8	-4.8
976.6	175.6	21.4	-2.7	-1.5	-4.6
976.3	181.2	16.3	-3.7	-2.2	-4
980.3	191.4	22.2	-4.7	-2.8	-2.5
979.1	206.2	30.5	-5.3	-5.6	0.8
978.6	191.1	51.7	-10.8	-8.8	5
980.9	184.6	48.3	-19.8	-16.7	6.8
963.7	171.6	23.4	-43.5	-16.9	4.6
970.3	185.1	-27	-31.4	-23.6	10.1
985.3	149.5	-64.3	-27.6	-13.9	12.9
978.5	123.6	-34.6	-24	-6.5	11.1
978.5	113.5	-21.4	-18.2	-4.2	5.9
976.1	114.2	-20.6	-14.6	-2.7	0.9
979	124.5	-7.5	-10.6	-1.5	-3.4
977.6	142.5	-1.3	-9.2	-2.9	-5.3
979.9	137.6	-32.8	-3	-1.2	-6.3
979.3	120.3	-25.8	0.3	3.4	-9.1
982.6	136.7	-0.2	0.9	4.3	-14.4
981.6	171.7	-9.3	1.9	3.6	-15.9
980.2	170.4	-23.3	4.3	5.6	-13.2
979.8	144.4	-23.3	9.7	10.1	-14.5
982.2	159.6	39.7	7.5	10.9	-19
974.6	203.1	41.1	4.3	1.9	-19.7
975.9	231.2	10.1	3.3	-0.2	-13.3
