UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h,
2026_05_26_19_06_29.878,0,0,29.9,0,0.758,0,0,0, ,0,0,0,0,0, ,0,-35.5,151.6,990.1,-0.2,-0.4,-1.8,0,0.128571,-0.549051,-3.58586,0.000724342,0.00144868,
2026_05_26_19_06_30.156,1,0,30,0,0.759,0,0,0, ,0,0,0,0,0, ,0,-35.5,151.9,988,-0.3,-0.4,-1.8,0,0.129652,-0.553669,-3.61601,0.000730432,0.00146087,
2026_05_26_19_06_30.426,2,0,30,0,0.758,0,0,0, ,0,0,0,0,0, ,0,-36.3,152.3,987.9,-0.3,-0.5,-1.7,0,0.13073,-0.558274,-3.64609,0.000736496,0.00147302,
2026_05_26_19_06_30.687,3,0,30,0,0.758,0,0,0, ,0,0,0,0,0, ,0,-35.2,151.9,990.3,-0.3,-0.4,-1.7,0,0.131806,-0.562869,-3.6761,0.000742507,0.00148513,
2026_05_26_19_06_30.957,4,0,30.1,0,0.758,0,0,0, ,0,0,0,0,0, ,0,-35.5,152.7,988.6,-0.2,-0.4,-1.8,0,0.132879,-0.567452,-3.70604,0.00074842,0.00149719,
2026_05_26_19_06_31.219,5,0,30,0,0.758,0,0,0, ,0,0,0,0,0, ,0,-35,151,988.5,-0.3,-0.4,-1.8,0,0.133949,-0.572023,-3.7359,0.00075417,0.00150916,
2026_05_26_19_06_31.482,6,0,30,0,0.758,0,0,0, ,0,0,0,0,0, ,0,-35.8,150.8,989.5,-0.2,-0.3,-1.8,0,0.135017,-0.576581,-3.7657,0.000759684,0.00152104,
2026_05_26_19_06_31.739,7,0,30,0,0.76,0,0,0, ,0,0,0,0,0, ,0,-35.7,151.3,988.2,-0.3,-0.4,-1.8,0,0.136081,-0.581127,-3.79543,0.00076488,0.00153281,
2026_05_26_19_06_32.005,8,0,30.1,0,0.758,0,0,0, ,0,0,0,0,0, ,0,-34.7,151.3,989.1,-0.3,-0.3,-1.8,0,0.137142,-0.58566,-3.82509,0.000769668,0.00154446,
2026_05_26_19_06_32.269,9,0,30,0,0.757,0,0,0, ,0,0,0,0,0, ,0,-36.1,151,988.8,-0.3,-0.4,-1.8,0,0.138199,-0.59018,-3.85469,0.000773944,0.00155601,
