UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_20_19_41.587,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_20_19_41.606,0.020000,0.97858846,0.20480363,0.02006292,-0.00419886,0.99915969,0.01643584,0.03754681,0.00000000,0.91607571,-0.40100542,-0.04098658,0.40066847,0.91530591,23.642790,-2.151938,0.942481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_20_19_41.626,0.040000,0.97861385,0.20467936,0.02002185,-0.00450967,0.99915755,0.01702257,0.03734124,-0.00063033,0.91617203,-0.40078467,-0.04103339,0.40042353,0.91541100,23.627504,-2.140151,0.976121,0.001456,0.003496,9.797435,0.001558,0.002200,-0.003696
2026_07_06_20_19_41.646,0.060000,0.97863883,0.20455715,0.01998070,-0.00482138,0.99915504,0.01761118,0.03713528,-0.00126240,0.91626626,-0.40056780,-0.04108028,0.40018246,0.91551429,23.612463,-2.128341,1.009869,0.002792,0.006583,9.797178,0.002898,0.004952,-0.005116
2026_07_06_20_19_41.667,0.080000,0.97866327,0.20443632,0.01993948,-0.00513394,0.99915212,0.01820150,0.03692894,-0.00189609,0.91635889,-0.40035337,-0.04112719,0.39994389,0.91561639,23.597582,-2.116510,1.043716,0.004107,0.009512,9.796861,0.004214,0.007536,-0.006531
2026_07_06_20_19_41.687,0.100000,0.97868741,0.20431699,0.01989816,-0.00544728,0.99914879,0.01879342,0.03672221,-0.00253130,0.91644979,-0.40014172,-0.04117409,0.39970815,0.91571724,23.582878,-2.104656,1.077653,0.005475,0.013015,9.796832,0.005568,0.010764,-0.007908
2026_07_06_20_19_41.706,0.120000,0.97871077,0.20420021,0.01985663,-0.00576084,0.99914503,0.01938585,0.03651506,-0.00316694,0.91653818,-0.39993468,-0.04122052,0.39947709,0.91581595,23.568470,-2.092778,1.111620,0.006747,0.017053,9.797187,0.006803,0.014637,-0.009150
2026_07_06_20_19_41.726,0.140000,0.97873378,0.20408528,0.01981493,-0.00607462,0.99914092,0.01997875,0.03630760,-0.00380301,0.91662461,-0.39973104,-0.04126657,0.39924955,0.91591316,23.554279,-2.080883,1.145614,0.007846,0.020365,9.797462,0.007867,0.017810,-0.010181
2026_07_06_20_19_41.745,0.160000,0.97875631,0.20397139,0.01977321,-0.00638912,0.99913639,0.02057312,0.03609991,-0.00444044,0.91670972,-0.39952922,-0.04131270,0.39902389,0.91600937,23.540211,-2.068974,1.179692,0.008755,0.023046,9.797579,0.008745,0.020340,-0.011108
2026_07_06_20_19_41.764,0.180000,0.97877830,0.20385952,0.01973149,-0.00670432,0.99913144,0.02116898,0.03589203,-0.00507917,0.91679269,-0.39933115,-0.04135899,0.39880198,0.91610396,23.526377,-2.057055,1.213856,0.009439,0.025396,9.797873,0.009390,0.022635,-0.011753
2026_07_06_20_19_41.785,0.200000,0.97879988,0.20374961,0.01968973,-0.00702016,0.99912608,0.02176622,0.03568390,-0.00571912,0.91687363,-0.39913663,-0.04140532,0.39858374,0.91619682,23.512775,-2.045122,1.248098,0.010313,0.027720,9.797883,0.010233,0.024796,-0.012636
2026_07_06_20_19_41.804,0.220000,0.97882092,0.20364103,0.01964790,-0.00733660,0.99912030,0.02236467,0.03547549,-0.00636019,0.91695303,-0.39894450,-0.04145162,0.39836788,0.91628861,23.499325,-2.033172,1.282410,0.011328,0.030338,9.797440,0.011231,0.027052,-0.014048
2026_07_06_20_19_41.824,0.240000,0.97884172,0.20353372,0.01960598,-0.00765358,0.99911404,0.02296425,0.03526678,-0.00700234,0.91703087,-0.39875472,-0.04149782,0.39815450,0.91637927,23.486029,-2.021205,1.316787,0.012407,0.032609,9.797182,0.012284,0.029067,-0.015148
2026_07_06_20_19_41.844,0.260000,0.97886217,0.20342766,0.01956386,-0.00797056,0.99910748,0.02356382,0.03505778,-0.00764451,0.91710734,-0.39856717,-0.04154351,0.39794341,0.91646886,23.472878,-2.009222,1.351163,0.013427,0.035065,9.797130,0.013266,0.031332,-0.016135
2026_07_06_20_19_41.864,0.280000,0.97888219,0.20332220,0.01952161,-0.00828754,0.99910045,0.02416340,0.03484864,-0.00828669,0.91718280,-0.39838052,-0.04158880,0.39773339,0.91655797,23.459795,-1.997231,1.385539,0.014104,0.037376,9.796844,0.013913,0.033366,-0.017291
2026_07_06_20_19_41.883,0.300000,0.97890222,0.20321633,0.01947934,-0.00860500,0.99909300,0.02476395,0.03463939,-0.00892987,0.91725814,-0.39819309,-0.04163410,0.39752260,0.91664737,23.446665,-1.985234,1.419972,0.014868,0.039695,9.796705,0.014637,0.035469,-0.018312
2026_07_06_20_19_41.904,0.320000,0.97892207,0.20311125,0.01943687,-0.00892241,0.99908519,0.02536438,0.03442989,-0.00957299,0.91733241,-0.39800701,-0.04167885,0.39731333,0.91673607,23.433630,-1.973222,1.454397,0.015902,0.042387,9.796993,0.015607,0.038092,-0.019079
2026_07_06_20_19_41.924,0.340000,0.97894156,0.20300739,0.01939414,-0.00923926,0.99907702,0.02596370,0.03422017,-0.01021509,0.91740525,-0.39782310,-0.04172273,0.39710635,0.91682374,23.420740,-1.961199,1.488759,0.016688,0.044787,9.797299,0.016328,0.040449,-0.019723
2026_07_06_20_19_41.943,0.360000,0.97896081,0.20290366,0.01935125,-0.00955609,0.99906844,0.02656296,0.03401029,-0.01085720,0.91747761,-0.39763930,-0.04176616,0.39689961,0.91691124,23.407866,-1.949166,1.523118,0.017507,0.047348,9.797398,0.017086,0.042873,-0.020617
2026_07_06_20_19_41.963,0.380000,0.97898000,0.20280010,0.01930825,-0.00987340,0.99905944,0.02716315,0.03380013,-0.01150029,0.91754925,-0.39745578,-0.04180944,0.39669320,0.91699862,23.395010,-1.937116,1.557530,0.018691,0.049778,9.797400,0.018210,0.045150,-0.021538
2026_07_06_20_19_41.983,0.400000,0.97899884,0.20269768,0.01926515,-0.01019118,0.99904996,0.02776431,0.03358965,-0.01214431,0.91761959,-0.39727426,-0.04185257,0.39648890,0.91708499,23.382292,-1.925049,1.591998,0.019768,0.051911,9.797321,0.019231,0.047122,-0.022415
2026_07_06_20_19_42.003,0.420000,0.97901744,0.20259587,0.01922198,-0.01050941,0.99904013,0.02836637,0.03337899,-0.01278919,0.91768891,-0.39709383,-0.04189564,0.39628577,0.91717088,23.369642,-1.912971,1.626518,0.020610,0.054229,9.797407,0.020005,0.049323,-0.023225
2026_07_06_20_19_42.023,0.440000,0.97903568,0.20249471,0.01917877,-0.01082804,0.99902987,0.02896928,0.03316816,-0.01343488,0.91775727,-0.39691442,-0.04193864,0.39608377,0.91725612,23.357069,-1.900884,1.661086,0.021329,0.056823,9.797781,0.020638,0.051888,-0.023882
2026_07_06_20_19_42.042,0.460000,0.97905368,0.20239466,0.01913545,-0.01114707,0.99901915,0.02957298,0.03295706,-0.01408133,0.91782427,-0.39673710,-0.04198149,0.39588386,0.91734046,23.344627,-1.888782,1.695701,0.022315,0.059021,9.797777,0.021556,0.053950,-0.024720
2026_07_06_20_19_42.062,0.480000,0.97907126,0.20229563,0.01909139,-0.01146604,0.99900812,0.03017635,0.03274461,-0.01472793,0.91789001,-0.39656147,-0.04202272,0.39568588,0.91742396,23.332304,-1.876601,1.730295,0.023321,0.061143,9.797878,0.022486,0.055986,-0.025430
2026_07_06_20_19_42.082,0.500000,0.97908860,0.20219775,0.01904663,-0.01178496,0.99899668,0.03077941,0.03253089,-0.01537467,0.91795439,-0.39638796,-0.04206246,0.39549008,0.91750658,23.320116,-1.864349,1.764873,0.024278,0.063862,9.797657,0.023370,0.058444,-0.026674
2026_07_06_20_19_42.102,0.520000,0.97910565,0.20210087,0.01900230,-0.01210363,0.99898481,0.03138222,0.03231820,-0.01602070,0.91801751,-0.39621621,-0.04210282,0.39529622,0.91758829,23.308050,-1.852155,1.799437,0.024952,0.066139,9.797748,0.023962,0.060610,-0.027467
2026_07_06_20_19_42.122,0.540000,0.97912216,0.20200536,0.01895833,-0.01242156,0.99897259,0.03198383,0.03210661,-0.01666509,0.91807908,-0.39604685,-0.04214349,0.39510486,0.91766882,23.296144,-1.840025,1.833932,0.025164,0.067797,9.797923,0.024096,0.062228,-0.027948
