UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_16_10_47.615,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_16_10_47.635,0.020000,0.98797137,0.15326229,0.02032918,-0.00315363,0.99915355,0.01246278,0.03920262,0.00000000,0.95300144,-0.30296570,-0.04113595,0.30270928,0.95219481,17.637117,-2.246886,0.714685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_16_10_47.655,0.040000,0.98798037,0.15320294,0.02029065,-0.00347463,0.99915242,0.01308292,0.03902889,-0.00064856,0.95303357,-0.30286399,-0.04115818,0.30258200,0.95223433,17.629473,-2.236924,0.750244,0.002170,0.001383,9.803852,0.002008,0.002512,0.003333
2026_07_06_16_10_47.675,0.060000,0.98798901,0.15314437,0.02025184,-0.00379467,0.99915093,0.01370109,0.03885492,-0.00129527,0.95306480,-0.30276361,-0.04117945,0.30245623,0.95227331,17.621923,-2.226948,0.785690,0.002865,0.002420,9.803956,0.002697,0.003542,0.003146
2026_07_06_16_10_47.694,0.080000,0.98799753,0.15308659,0.02021280,-0.00411380,0.99914902,0.01431746,0.03868086,-0.00194022,0.95309514,-0.30266464,-0.04119993,0.30233204,0.95231187,17.614466,-2.216966,0.821033,0.003264,0.003459,9.804254,0.003079,0.004629,0.003129
2026_07_06_16_10_47.714,0.100000,0.98800582,0.15302896,0.02017397,-0.00443197,0.99914676,0.01493202,0.03850756,-0.00258321,0.95312500,-0.30256584,-0.04122044,0.30220821,0.95235032,17.607029,-2.207029,0.856272,0.004192,0.004385,9.804597,0.003988,0.005631,0.003212
2026_07_06_16_10_47.733,0.120000,0.98801392,0.15297265,0.02013520,-0.00474872,0.99914402,0.01554388,0.03833486,-0.00322334,0.95315361,-0.30246946,-0.04124056,0.30208698,0.95238787,17.599752,-2.197126,0.891356,0.005334,0.005535,9.804669,0.005119,0.006770,0.002976
2026_07_06_16_10_47.750,0.140000,0.98802155,0.15291810,0.02009597,-0.00506425,0.99914104,0.01615325,0.03816167,-0.00386110,0.95318079,-0.30237630,-0.04125933,0.30196920,0.95242441,17.592680,-2.187195,0.926296,0.006283,0.006786,9.804626,0.006060,0.007967,0.002594
2026_07_06_16_10_47.774,0.160000,0.98802900,0.15286466,0.02005637,-0.00537913,0.99913764,0.01676129,0.03798798,-0.00449765,0.95320690,-0.30228522,-0.04127710,0.30185369,0.95246029,17.585743,-2.177235,0.961161,0.007364,0.007852,9.804779,0.007125,0.009050,0.002458
2026_07_06_16_10_47.793,0.180000,0.98803627,0.15281175,0.02001644,-0.00569340,0.99913383,0.01736806,0.03781391,-0.00513307,0.95323229,-0.30219504,-0.04129397,0.30173919,0.95249581,17.578869,-2.167253,0.995952,0.008213,0.008869,9.805165,0.007947,0.010156,0.002550
2026_07_06_16_10_47.813,0.200000,0.98804343,0.15275824,0.01997625,-0.00600707,0.99912971,0.01797356,0.03763956,-0.00576741,0.95325768,-0.30210355,-0.04131007,0.30162355,0.95253175,17.571922,-2.157256,1.030671,0.008847,0.009798,9.805094,0.008572,0.011035,0.002225
2026_07_06_16_10_47.832,0.220000,0.98805076,0.15270370,0.01993587,-0.00632069,0.99912524,0.01857889,0.03746492,-0.00640176,0.95328325,-0.30201003,-0.04132569,0.30150601,0.95256829,17.564865,-2.147242,1.065380,0.009622,0.010880,9.804837,0.009344,0.012008,0.001681
2026_07_06_16_10_47.853,0.240000,0.98805803,0.15264815,0.01989527,-0.00663426,0.99912035,0.01918403,0.03728995,-0.00703612,0.95330906,-0.30191445,-0.04134078,0.30138648,0.95260543,17.557686,-2.137209,1.100078,0.010519,0.011841,9.804951,0.010222,0.012982,0.001534
2026_07_06_16_10_47.872,0.260000,0.98806548,0.15259174,0.01985439,-0.00694727,0.99911505,0.01978794,0.03711469,-0.00766948,0.95333499,-0.30181712,-0.04135507,0.30126536,0.95264316,17.550411,-2.127160,1.134705,0.011339,0.012901,9.805141,0.011017,0.014072,0.001425
