UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h,
2026_06_10_18_59_55.981,3.864,27.7,0,0.755,0,0,0,0.018, ,0,0,0,0,0, ,-36.8,60.5,1001.3,-0.8,-0.4,-1.6,25,-36.7999,60.4998,1001.3,-0.799997,-0.399999,-1.59999,
2026_06_10_18_59_55.992,3.864,27.6,0,0.756,0,0,0,0.019, ,0,0,0,0,0, ,-37.8,59.9,1002,-0.5,-0.5,-1.6,25,-36.8304,60.4815,1001.32,-0.790857,-0.403046,-1.59999,
2026_06_10_18_59_56.023,3.864,27.6,0,0.756,0,0,0,0.019, ,0,0,0,0,0, ,-37.3,61.6,1001.8,-0.8,-0.5,-1.7,25,-36.8742,60.4979,1001.35,-0.782273,-0.408954,-1.60304,
2026_06_10_18_59_56.039,3.864,27.6,0,0.755,0,0,0,0.02, ,0,0,0,0,0, ,-38,58.2,1001.3,-0.7,-0.4,-1.7,25,-36.9215,60.4615,1001.37,-0.780307,-0.411455,-1.60895,
2026_06_10_18_59_56.055,3.864,27.7,0,0.755,0,0,0,0.02, ,0,0,0,0,0, ,-37.9,59.8,1001.5,-0.6,-0.4,-1.6,25,-36.9842,60.3724,1001.37,-0.772366,-0.410757,-1.61145,
2026_06_10_18_59_56.071,3.864,27.7,0,0.758,0,0,0,0.019, ,0,0,0,0,0, ,-36.9,61.2,1002.1,-0.7,-0.4,-1.7,25,-37.0095,60.3802,1001.39,-0.764909,-0.410101,-1.6138,
2026_06_10_18_59_56.103,3.864,27.6,0,0.756,0,0,0,0.02, ,0,0,0,0,0, ,-38.2,60.5,1003,-0.9,-0.4,-1.6,25,-37.0424,60.4088,1001.46,-0.767048,-0.409486,-1.61601,
2026_06_10_18_59_56.119,3.864,27.6,0,0.756,0,0,0,0.021, ,0,0,0,0,0, ,-38.2,61.2,1000.8,-0.6,-0.4,-1.6,25,-37.113,60.4357,1001.49,-0.766009,-0.408908,-1.61503,
2026_06_10_18_59_56.138,3.864,27.7,0,0.756,0,0,0,0.021, ,0,0,0,0,0, ,-38,60,1000.7,-0.6,-0.4,-1.7,25,-37.1731,60.4457,1001.45,-0.755893,-0.408365,-1.61716,
2026_06_10_18_59_56.151,3.864,27.7,0,0.757,0,0,0,0.02, ,0,0,0,0,0, ,-38.9,60,1001.8,-0.9,-0.4,-1.7,25,-37.2509,60.4185,1001.43,-0.755534,-0.407855,-1.62221,
2026_06_10_18_59_56.183,3.864,27.7,0,0.756,0,0,0,0.02, ,0,0,0,0,0, ,-37.7,60.7,1000.8,-0.6,-0.4,-1.8,25,-37.3149,60.4144,1001.43,-0.755196,-0.407377,-1.63,
2026_06_10_18_59_56.199,3.864,27.7,0,0.757,0,0,0,0.021, ,0,0,0,0,0, ,-36.1,59.5,1002.1,-0.7,-0.4,-1.6,25,-37.2896,60.3952,1001.43,-0.748786,-0.406927,-1.63426,
2026_06_10_18_59_56.215,3.864,27.7,0,0.758,0,0,0,0.021, ,0,0,0,0,0, ,-37.4,60.5,1000.9,-0.8,-0.5,-1.6,25,-37.2567,60.3711,1001.43,-0.74886,-0.409552,-1.63218,
2026_06_10_18_59_56.239,3.864,27.7,0,0.756,0,0,0,0.021, ,0,0,0,0,0, ,-37.2,60,1002.1,-0.6,-0.4,-1.7,25,-37.2593,60.3637,1001.44,-0.745883,-0.412017,-1.63326,
2026_06_10_18_59_56.262,3.864,27.8,0,0.756,0,0,0,0.021, ,0,0,0,0,0, ,-36.2,60.6,1001.3,-0.7,-0.4,-1.7,25,-37.2253,60.3599,1001.45,-0.74004,-0.411284,-1.63733,
2026_06_10_18_59_56.278,3.864,27.7,0,0.756,0,0,0,0.021, ,0,0,0,0,0, ,-38,59.9,1000.7,-0.8,-0.4,-1.6,25,-37.2176,60.3532,1001.42,-0.740647,-0.410597,-1.6381,
2026_06_10_18_59_56.294,3.864,27.7,0,0.756,0,0,0,0.022, ,0,0,0,0,0, ,-36.6,60.1,1002.3,-0.7,-0.4,-1.7,25,-37.2226,60.3316,1001.43,-0.741217,-0.409951,-1.63883,
2026_06_10_18_59_56.310,3.864,27.8,0,0.755,0,0,0,0.022, ,0,0,0,0,0, ,-37.1,60.4,999.8,-0.6,-0.4,-1.7,25,-37.1999,60.3267,1001.41,-0.735658,-0.409345,-1.64255,
2026_06_10_18_59_56.342,3.864,27.8,0,0.756,0,0,0,0.022, ,0,0,0,0,0, ,-38,60.1,1001.5,-0.9,-0.5,-1.6,25,-37.2213,60.322,1001.36,-0.736532,-0.411822,-1.64301,
2026_06_10_18_59_56.358,3.864,27.8,0,0.756,0,0,0,0.022, ,0,0,0,0,0, ,-37.7,60.4,1001.3,-0.6,-0.4,-1.6,25,-37.2596,60.3176,1001.36,-0.737353,-0.414149,-1.64039,
2026_06_10_18_59_56.374,3.864,27.8,0,0.757,0,0,0,0.022, ,0,0,0,0,0, ,-37.4,61.2,1001.4,-0.8,-0.4,-1.8,25,-37.2773,60.347,1001.36,-0.735077,-0.413286,-1.64402,
2026_06_10_18_59_56.390,3.864,27.8,0,0.756,0,0,0,0.022, ,0,0,0,0,0, ,-38.2,60.5,1001,-0.7,-0.4,-1.7,25,-37.3091,60.3777,1001.35,-0.735986,-0.412477,-1.65048,
2026_06_10_18_59_56.422,3.864,27.8,0,0.756,0,0,0,0.022, ,0,0,0,0,0, ,-38.2,60.9,1002.5,-0.8,-0.4,-1.7,25,-37.3634,60.3973,1001.38,-0.73684,-0.411716,-1.6535,
2026_06_10_18_59_56.439,3.864,27.8,0,0.756,0,0,0,0.023, ,0,0,0,0,0, ,-35.7,59.6,1001.9,-0.6,-0.4,-1.7,25,-37.3382,60.3883,1001.43,-0.734595,-0.411002,-1.65633,
2026_06_10_18_59_56.454,3.864,27.8,0,0.756,0,0,0,0.023, ,0,0,0,0,0, ,-36.9,60,1002.8,-0.8,-0.4,-1.8,25,-37.275,60.3525,1001.48,-0.732487,-0.410332,-1.66204,
2026_06_10_18_59_56.471,3.864,27.8,0,0.756,0,0,0,0.023, ,0,0,0,0,0, ,-37.8,59.5,1002.9,-0.6,-0.4,-1.6,25,-37.2795,60.3158,1001.57,-0.730507,-0.409702,-1.66435,
2026_06_10_18_59_56.502,3.864,27.8,0,0.757,0,0,0,0.023, ,0,0,0,0,0, ,-38.8,61,1001.8,-0.7,-0.3,-1.7,25,-37.3417,60.3118,1001.61,-0.725601,-0.406064,-1.66348,
2026_06_10_18_59_56.518,3.864,27.7,0,0.757,0,0,0,0.023, ,0,0,0,0,0, ,-37.9,58.9,1002.5,-0.8,-0.4,-1.6,25,-37.4032,60.2897,1001.65,-0.727088,-0.402648,-1.66265,
2026_06_10_18_59_56.539,3.864,27.9,0,0.757,0,0,0,0.025, ,0,0,0,0,0, ,-37.4,58.3,1002,-0.8,-0.5,-1.7,25,-37.4182,60.1867,1001.68,-0.731531,-0.405533,-1.66188,
2026_06_10_18_59_56.550,3.864,27.9,0,0.757,0,0,0,0.023, ,0,0,0,0,0, ,-38.4,60.6,1003.4,-0.6,-0.4,-1.7,25,-37.4476,60.1418,1001.75,-0.72961,-0.408243,-1.66421,
2026_06_10_18_59_56.582,3.864,27.9,0,0.756,0,0,0,0.023, ,0,0,0,0,0, ,-37.1,60.7,1000.9,-0.9,-0.4,-1.6,25,-37.466,60.1728,1001.77,-0.730852,-0.407741,-1.66334,
2026_06_10_18_59_56.598,3.864,27.9,0,0.756,0,0,0,0.024, ,0,0,0,0,0, ,-36.6,58.5,1001.8,-0.6,-0.4,-1.7,25,-37.4285,60.1379,1001.74,-0.732019,-0.407269,-1.66253,
2026_06_10_18_59_56.614,3.864,28,0,0.757,0,0,0,0.024, ,0,0,0,0,0, ,-36.8,61,1002.1,-0.6,-0.4,-1.6,25,-37.3841,60.1143,1001.76,-0.723974,-0.406826,-1.66176,
2026_06_10_18_59_56.640,3.864,27.9,0,0.756,0,0,0,0.023, ,0,0,0,0,0, ,-37.3,60.3,1000.7,-0.9,-0.4,-1.6,25,-37.3637,60.1469,1001.73,-0.72556,-0.40641,-1.658,
2026_06_10_18_59_56.651,3.864,28,0,0.757,0,0,0,0.024, ,0,0,0,0,0, ,-36.8,59.9,1002.5,-0.7,-0.4,-1.7,25,-37.3446,60.1441,1001.73,-0.730096,-0.40602,-1.65751,
2026_06_10_18_59_56.678,3.864,27.9,0,0.757,0,0,0,0.024, ,0,0,0,0,0, ,-37.2,61.2,1001.9,-0.5,-0.4,-1.7,25,-37.3236,60.1688,1001.76,-0.722169,-0.405653,-1.6601,
2026_06_10_18_59_56.694,3.864,27.9,0,0.758,0,0,0,0.025, ,0,0,0,0,0, ,-38.4,58.8,1001,-0.9,-0.4,-1.6,25,-37.3526,60.1585,1001.74,-0.720818,-0.405308,-1.65949,
2026_06_10_18_59_56.718,3.864,28,0,0.757,0,0,0,0.025, ,0,0,0,0,0, ,-37.2,59.3,1001.8,-0.6,-0.4,-1.7,25,-37.3799,60.091,1001.72,-0.722596,-0.404985,-1.65891,
2026_06_10_18_59_56.740,3.864,28,0,0.756,0,0,0,0.024, ,0,0,0,0,0, ,-37.7,60.3,1000.9,-0.6,-0.4,-1.7,25,-37.3842,60.0732,1001.69,-0.715125,-0.404681,-1.66141,
2026_06_10_18_59_56.758,3.864,28,0,0.756,0,0,0,0.024, ,0,0,0,0,0, ,-37.2,58.8,1002.8,-0.9,-0.4,-1.7,25,-37.3882,60.0413,1001.7,-0.71725,-0.404396,-1.66376,
2026_06_10_18_59_56.774,3.864,28,0,0.757,0,0,0,0.025, ,0,0,0,0,0, ,-37.4,58.7,1001.5,-0.5,-0.5,-1.6,25,-37.3828,59.9627,1001.73,-0.716199,-0.407175,-1.66293,
2026_06_10_18_59_56.790,3.864,28,0,0.758,0,0,0,0.025, ,0,0,0,0,0, ,-36.1,60.9,1002.3,-0.6,-0.4,-1.6,25,-37.3442,59.9527,1001.74,-0.706072,-0.409784,-1.65909,
2026_06_10_18_59_56.806,3.864,27.9,0,0.758,0,0,0,0.025, ,0,0,0,0,0, ,-38,58.8,1002.5,-0.8,-0.4,-1.7,25,-37.3263,59.9465,1001.78,-0.705702,-0.409188,-1.65854,
