UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_14_49_02.037,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_14_49_02.051,0.020000,0.98271066,0.18426220,0.01778124,-0.00333405,0.99934542,0.01310564,0.03371896,0.00000000,0.93207264,-0.36227140,-0.03617632,0.36203429,0.93146253,21.241322,-1.932463,0.751402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_14_49_02.073,0.040000,0.98273331,0.18413664,0.01775900,-0.00367506,0.99934220,0.01376338,0.03355129,-0.00068305,0.93216038,-0.36204496,-0.03625815,0.36178389,0.93155664,21.225985,-1.922850,0.789111,-0.000093,0.003594,9.812981,-0.000566,0.008045,0.010787
2026_07_06_14_49_02.090,0.060000,0.98275572,0.18401219,0.01773713,-0.00401639,0.99933851,0.01442196,0.03338440,-0.00136657,0.93224674,-0.36182055,-0.03634067,0.36153558,0.93164980,21.210779,-1.913282,0.826868,0.000593,0.006771,9.812401,0.000133,0.010804,0.009123
2026_07_06_14_49_02.111,0.080000,0.98277801,0.18388771,0.01771561,-0.00435800,0.99933434,0.01508127,0.03321826,-0.00205054,0.93233263,-0.36159599,-0.03642379,0.36128718,0.93174291,21.195570,-1.903756,0.864667,0.001286,0.009748,9.811536,0.000844,0.013275,0.007267
2026_07_06_14_49_02.130,0.100000,0.98280001,0.18376324,0.01769512,-0.00470032,0.99932957,0.01574237,0.03305404,-0.00273552,0.93241799,-0.36137137,-0.03650902,0.36103866,0.93183589,21.180355,-1.894341,0.902568,0.001507,0.012886,9.810844,0.001075,0.015954,0.005498
2026_07_06_14_49_02.150,0.120000,0.98282188,0.18363935,0.01767548,-0.00504328,0.99932426,0.01640512,0.03289140,-0.00342146,0.93250233,-0.36114782,-0.03659598,0.36079127,0.93192834,21.165215,-1.885018,0.940564,0.002354,0.015836,9.810952,0.001897,0.018757,0.004564
2026_07_06_14_49_02.170,0.140000,0.98284352,0.18351543,0.01765590,-0.00538639,0.99931854,0.01706822,0.03272900,-0.00410770,0.93258613,-0.36092409,-0.03668294,0.36054370,0.93202072,21.150064,-1.875706,0.978581,0.003712,0.018573,9.811025,0.003228,0.021359,0.003693
2026_07_06_14_49_02.190,0.160000,0.98286510,0.18339103,0.01763689,-0.00572903,0.99931222,0.01773063,0.03256806,-0.00479284,0.93266982,-0.36069939,-0.03677067,0.36029521,0.93211335,21.134861,-1.866480,1.016558,0.004540,0.021365,9.810970,0.004031,0.023960,0.002666
2026_07_06_14_49_02.209,0.180000,0.98288661,0.18326677,0.01761957,-0.00607157,0.99930537,0.01839350,0.03241064,-0.00547717,0.93275285,-0.36047485,-0.03686152,0.36004695,0.93220568,21.119675,-1.857455,1.054561,0.005323,0.024227,9.811115,0.004777,0.026697,0.001801
