UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz
2026_06_09_01_11_49.293,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_09_01_11_49.313,0.020000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_09_01_11_49.333,0.040000,1.00000000,-0.00000248,-0.00000290,-0.00001113,1.00000000,0.00002227,-0.00000581,-0.00002227,1.00000000,0.00000495,0.00000581,-0.00000495,1.00000000,-0.000284,0.000333,0.001276,-12.256461,108.934204,307.151215
2026_06_09_01_11_49.352,0.060000,1.00000000,-0.00000441,-0.00000610,-0.00002259,1.00000000,0.00004519,-0.00001220,-0.00004519,1.00000000,0.00000882,0.00001220,-0.00000882,1.00000000,-0.000506,0.000699,0.002589,-11.662344,103.702263,293.222900
2026_06_09_01_11_49.372,0.080000,1.00000000,-0.00000625,-0.00000999,-0.00003431,1.00000000,0.00006862,-0.00001998,-0.00006862,1.00000000,0.00001251,0.00001998,-0.00001251,1.00000000,-0.000717,0.001145,0.003932,-11.520886,98.215767,278.628723
2026_06_09_01_11_49.392,0.100000,1.00000000,-0.00000799,-0.00001409,-0.00004578,1.00000000,0.00009156,-0.00002817,-0.00009156,1.00000000,0.00001599,0.00002817,-0.00001599,1.00000000,-0.000916,0.001614,0.005246,-11.522023,92.394051,263.257019
2026_06_09_01_11_49.412,0.120000,1.00000000,-0.00000963,-0.00001836,-0.00005653,1.00000000,0.00011306,-0.00003672,-0.00011306,1.00000000,0.00001927,0.00003672,-0.00001926,1.00000000,-0.001104,0.002104,0.006479,-11.298322,86.450432,247.245682
2026_06_09_01_11_49.434,0.140000,1.00000000,-0.00001117,-0.00002279,-0.00006655,1.00000000,0.00013310,-0.00004557,-0.00013310,1.00000000,0.00002233,0.00004558,-0.00002233,1.00000000,-0.001279,0.002611,0.007627,-10.693627,80.564354,230.753082
2026_06_09_01_11_49.451,0.160000,1.00000000,-0.00001259,-0.00002733,-0.00007625,1.00000000,0.00015250,-0.00005466,-0.00015250,1.00000000,0.00002518,0.00005467,-0.00002517,1.00000000,-0.001443,0.003132,0.008738,-9.801590,74.665833,213.860077
2026_06_09_01_11_49.471,0.180000,1.00000000,-0.00001433,-0.00003197,-0.00008602,1.00000000,0.00017205,-0.00006394,-0.00017205,1.00000000,0.00002867,0.00006394,-0.00002866,1.00000000,-0.001642,0.003664,0.009858,-9.121288,68.496460,196.813675
2026_06_09_01_11_49.491,0.200000,1.00000000,-0.00001637,-0.00003667,-0.00009582,1.00000000,0.00019165,-0.00007334,-0.00019164,1.00000000,0.00003274,0.00007335,-0.00003272,1.00000000,-0.001875,0.004202,0.010981,-8.381353,62.099819,179.777527
2026_06_09_01_11_49.511,0.220000,1.00000000,-0.00001824,-0.00004141,-0.00010517,1.00000000,0.00021034,-0.00008282,-0.00021034,1.00000000,0.00003649,0.00008283,-0.00003648,1.00000000,-0.002090,0.004746,0.012052,-7.540222,55.974991,162.474655
2026_06_09_01_11_49.531,0.240000,1.00000000,-0.00001996,-0.00004574,-0.00011404,0.99999994,0.00022807,-0.00009147,-0.00022807,1.00000000,0.00003993,0.00009148,-0.00003991,1.00000000,-0.002287,0.005241,0.013069,-7.039513,49.754436,145.363922
2026_06_09_01_11_49.551,0.260000,1.00000000,-0.00002151,-0.00005008,-0.00012241,0.99999994,0.00024482,-0.00010015,-0.00024481,0.99999994,0.00004304,0.00010016,-0.00004301,1.00000000,-0.002465,0.005738,0.014028,-6.961332,43.185184,128.496124
2026_06_09_01_11_49.570,0.280000,1.00000000,-0.00002291,-0.00005440,-0.00013026,0.99999994,0.00026053,-0.00010880,-0.00026052,0.99999994,0.00004583,0.00010881,-0.00004580,1.00000000,-0.002624,0.006234,0.014928,-6.732382,37.133640,111.654121
2026_06_09_01_11_49.590,0.300000,1.00000000,-0.00002457,-0.00005870,-0.00013802,0.99999994,0.00027604,-0.00011739,-0.00027604,0.99999994,0.00004916,0.00011741,-0.00004913,1.00000000,-0.002815,0.006727,0.015817,-5.928607,31.580215,95.328224
2026_06_09_01_11_49.610,0.320000,1.00000000,-0.00002648,-0.00006295,-0.00014564,0.99999994,0.00029129,-0.00012588,-0.00029128,0.99999994,0.00005298,0.00012590,-0.00005294,1.00000000,-0.003034,0.007213,0.016691,-4.966823,25.806953,79.333260
2026_06_09_01_11_49.630,0.340000,1.00000000,-0.00002819,-0.00006670,-0.00015267,0.99999994,0.00030535,-0.00013338,-0.00030534,0.99999994,0.00005640,0.00013340,-0.00005635,1.00000000,-0.003229,0.007643,0.017497,-4.388031,20.165543,63.299221
2026_06_09_01_11_49.652,0.360000,1.00000000,-0.00002969,-0.00006995,-0.00015911,0.99999994,0.00031822,-0.00013990,-0.00031821,0.99999994,0.00005941,0.00013992,-0.00005937,1.00000000,-0.003402,0.008016,0.018234,-4.104127,15.013775,47.403133
2026_06_09_01_11_49.669,0.380000,1.00000000,-0.00003100,-0.00007316,-0.00016537,0.99999994,0.00033074,-0.00014631,-0.00033073,0.99999994,0.00006203,0.00014633,-0.00006198,1.00000000,-0.003551,0.008383,0.018951,-3.597651,9.872293,32.197289
2026_06_09_01_11_49.689,0.400000,1.00000000,-0.00003211,-0.00007672,-0.00017100,0.99999994,0.00034201,-0.00015343,-0.00034200,0.99999994,0.00006425,0.00015345,-0.00006420,1.00000000,-0.003679,0.008792,0.019597,-2.809994,4.717857,17.915033
2026_06_09_01_11_49.709,0.420000,1.00000000,-0.00003304,-0.00008018,-0.00017559,0.99999994,0.00035119,-0.00016035,-0.00035118,0.99999994,0.00006610,0.00016037,-0.00006604,1.00000000,-0.003784,0.009188,0.020123,-2.263293,-0.134954,4.244931
2026_06_09_01_11_49.729,0.440000,0.99998009,-0.00594465,0.00215161,-0.00017904,0.99999070,0.00033250,0.00430527,-0.00038366,0.99992925,0.01188830,-0.00430101,-0.01188984,0.99992007,-0.681310,-0.246693,0.019052,-1.698218,-4.489814,-8.523423
2026_06_09_01_11_49.749,0.460000,0.99998009,-0.00594438,0.00214878,-0.00018287,0.99999070,0.00034019,0.00429964,-0.00039128,0.99992925,0.01188775,-0.00429530,-0.01188932,0.99992007,-0.681280,-0.246370,0.019493,-1.218610,-8.848971,-20.631895
2026_06_09_01_11_49.768,0.480000,0.99998009,-0.00594399,0.00214563,-0.00018653,0.99999070,0.00034755,0.00429338,-0.00039857,0.99992925,0.01188694,-0.00428895,-0.01188854,0.99992013,-0.681235,-0.246012,0.019915,-0.829049,-13.000171,-32.164116
2026_06_09_01_11_49.789,0.500000,0.99998009,-0.00594347,0.00214219,-0.00019002,0.99999076,0.00035457,0.00428655,-0.00040549,0.99992925,0.01188589,-0.00428204,-0.01188752,0.99992019,-0.681177,-0.245620,0.020317,-0.141731,-16.739067,-42.927250
2026_06_09_01_11_49.808,0.520000,0.99998009,-0.00594284,0.00213850,-0.00019332,0.99999076,0.00036121,0.00427921,-0.00041205,0.99992931,0.01188462,-0.00427462,-0.01188627,0.99992019,-0.681106,-0.245200,0.020698,0.440593,-20.284142,-52.949791
2026_06_09_01_11_49.828,0.540000,0.99998009,-0.00594211,0.00213459,-0.00019643,0.99999082,0.00036748,0.00427143,-0.00041821,0.99992931,0.01188314,-0.00426676,-0.01188482,0.99992025,-0.681022,-0.244754,0.021057,0.896074,-23.363651,-62.269798
2026_06_09_01_11_49.848,0.560000,0.99998009,-0.00594128,0.00213092,-0.00019891,0.99999082,0.00037249,0.00426411,-0.00042313,0.99992931,0.01188148,-0.00425938,-0.01188318,0.99992031,-0.680928,-0.244334,0.021344,1.204150,-26.442642,-70.942337
2026_06_09_01_11_49.868,0.580000,0.99998009,-0.00594037,0.00212791,-0.00020079,0.99999088,0.00037629,0.00425813,-0.00042686,0.99992937,0.01187965,-0.00425336,-0.01188136,0.99992037,-0.680824,-0.243992,0.021562,1.564703,-29.356457,-78.502396
2026_06_09_01_11_49.887,0.600000,0.99998009,-0.00593895,0.00212514,-0.00020252,0.99999088,0.00037978,0.00425259,-0.00043027,0.99992937,0.01187681,-0.00424778,-0.01187853,0.99992043,-0.680662,-0.243674,0.021762,2.020989,-31.980051,-85.089088
2026_06_09_01_11_49.911,0.620000,0.99998009,-0.00593663,0.00212216,-0.00020408,0.99999088,0.00038296,0.00424665,-0.00043335,0.99992943,0.01187216,-0.00424181,-0.01187390,0.99992049,-0.680396,-0.243334,0.021944,2.300534,-34.126011,-91.031273
2026_06_09_01_11_49.927,0.640000,0.99998015,-0.00593347,0.00211943,-0.00020549,0.99999094,0.00038582,0.00424121,-0.00043613,0.99992949,0.01186584,-0.00423633,-0.01186758,0.99992061,-0.680034,-0.243022,0.022108,2.217383,-35.809635,-96.546715
2026_06_09_01_11_49.947,0.660000,0.99998015,-0.00592995,0.00211695,-0.00020675,0.99999094,0.00038838,0.00423627,-0.00043859,0.99992961,0.01185878,-0.00423137,-0.01186053,0.99992073,-0.679631,-0.242739,0.022254,1.982659,-37.643620,-101.406601
2026_06_09_01_11_49.967,0.680000,0.99998021,-0.00592653,0.00211473,-0.00020742,0.99999094,0.00038976,0.00423184,-0.00043989,0.99992967,0.01185194,-0.00422692,-0.01185369,0.99992079,-0.679239,-0.242485,0.022333,1.870505,-39.152340,-105.385292
2026_06_09_01_11_49.987,0.700000,0.99998021,-0.00592322,0.00211276,-0.00020753,0.99999100,0.00039002,0.00422790,-0.00044007,0.99992973,0.01184532,-0.00422298,-0.01184708,0.99992090,-0.678860,-0.242259,0.022348,1.923018,-40.321758,-108.627060
2026_06_09_01_11_50.007,0.720000,0.99998021,-0.00592003,0.00211061,-0.00020710,0.99999100,0.00038921,0.00422360,-0.00043919,0.99992985,0.01183896,-0.00421869,-0.01184071,0.99992102,-0.678495,-0.242013,0.022302,2.083958,-41.498589,-111.099792
2026_06_09_01_11_50.026,0.740000,0.99998027,-0.00591741,0.00210874,-0.00020618,0.99999100,0.00038739,0.00421983,-0.00043730,0.99992990,0.01183372,-0.00421495,-0.01183546,0.99992108,-0.678194,-0.241797,0.022198,2.250794,-42.413258,-112.903801
2026_06_09_01_11_50.051,0.760000,0.99998027,-0.00591534,0.00210712,-0.00020520,0.99999106,0.00038547,0.00421659,-0.00043533,0.99992990,0.01182958,-0.00421174,-0.01183131,0.99992114,-0.677956,-0.241611,0.022088,2.565153,-43.030117,-114.400558
2026_06_09_01_11_50.066,0.780000,0.99998027,-0.00591337,0.00210577,-0.00020376,0.99999106,0.00038262,0.00421387,-0.00043243,0.99992996,0.01182565,-0.00420905,-0.01182736,0.99992120,-0.677730,-0.241455,0.021924,2.778801,-43.310211,-115.405144
2026_06_09_01_11_50.086,0.800000,0.99998033,-0.00591108,0.00210510,-0.00020146,0.99999106,0.00037803,0.00421250,-0.00042781,0.99993002,0.01182107,-0.00420774,-0.01182277,0.99992126,-0.677467,-0.241377,0.021661,2.752592,-43.505096,-115.620934
2026_06_09_01_11_50.105,0.820000,0.99998033,-0.00590849,0.00210509,-0.00019878,0.99999106,0.00037268,0.00421244,-0.00042243,0.99993008,0.01181591,-0.00420774,-0.01181759,0.99992132,-0.677170,-0.241373,0.021355,3.072740,-43.768974,-115.638939
2026_06_09_01_11_50.125,0.840000,0.99998033,-0.00590607,0.00210569,-0.00019618,0.99999106,0.00036748,0.00421361,-0.00041722,0.99993014,0.01181108,-0.00420898,-0.01181273,0.99992138,-0.676891,-0.241441,0.021057,3.314146,-43.539303,-115.041023
2026_06_09_01_11_50.145,0.860000,0.99998033,-0.00590381,0.00210645,-0.00019366,0.99999106,0.00036245,0.00421510,-0.00041219,0.99993020,0.01180658,-0.00421052,-0.01180821,0.99992144,-0.676632,-0.241526,0.020768,3.241334,-42.715508,-113.380165
2026_06_09_01_11_50.165,0.880000,0.99998033,-0.00590172,0.00210735,-0.00019081,0.99999106,0.00035674,0.00421687,-0.00040649,0.99993026,0.01180241,-0.00421237,-0.01180402,0.99992144,-0.676392,-0.241627,0.020441,3.252918,-42.079834,-111.045876
2026_06_09_01_11_50.185,0.900000,0.99998033,-0.00589980,0.00210840,-0.00018723,0.99999106,0.00034957,0.00421892,-0.00039933,0.99993032,0.01179859,-0.00421450,-0.01180017,0.99992150,-0.676171,-0.241745,0.020031,3.224258,-41.122955,-108.208313
2026_06_09_01_11_50.205,0.920000,0.99998033,-0.00589806,0.00210914,-0.00018339,0.99999106,0.00034190,0.00422035,-0.00039166,0.99993038,0.01179511,-0.00421602,-0.01179666,0.99992150,-0.675970,-0.241827,0.019591,3.059747,-39.653851,-105.316765
2026_06_09_01_11_50.224,0.940000,0.99998039,-0.00589648,0.00211001,-0.00017977,0.99999106,0.00033464,0.00422205,-0.00038441,0.99993038,0.01179198,-0.00421781,-0.01179350,0.99992156,-0.675789,-0.241924,0.019175,2.862495,-38.450119,-102.403786
2026_06_09_01_11_50.244,0.960000,0.99998039,-0.00589508,0.00211143,-0.00017636,0.99999100,0.00032782,0.00422486,-0.00037761,0.99993044,0.01178919,-0.00422070,-0.01179068,0.99992156,-0.675627,-0.242085,0.018784,2.878912,-37.350685,-98.646469
2026_06_09_01_11_50.264,0.980000,0.99998039,-0.00589385,0.00211337,-0.00017275,0.99999100,0.00032058,0.00422870,-0.00037040,0.99993044,0.01178674,-0.00422463,-0.01178820,0.99992162,-0.675485,-0.242305,0.018369,3.169887,-35.997688,-94.301544
2026_06_09_01_11_50.284,1.000000,0.99998039,-0.00589278,0.00211580,-0.00016896,0.99999100,0.00031298,0.00423350,-0.00036286,0.99993050,0.01178462,-0.00422952,-0.01178605,0.99992162,-0.675362,-0.242580,0.017934,3.476633,-34.516178,-90.258110
2026_06_09_01_11_50.303,1.020000,0.99998045,-0.00589188,0.00211867,-0.00016546,0.99999094,0.00030594,0.00423920,-0.00035588,0.99993050,0.01178284,-0.00423530,-0.01178424,0.99992162,-0.675259,-0.242907,0.017531,3.366634,-32.889057,-85.967087
2026_06_09_01_11_50.323,1.040000,0.99998045,-0.00589115,0.00212194,-0.00016266,0.99999094,0.00030032,0.00424572,-0.00035032,0.99993056,0.01178137,-0.00424189,-0.01178275,0.99992156,-0.675173,-0.243281,0.017209,3.125266,-30.915323,-81.465439
2026_06_09_01_11_50.342,1.060000,0.99998045,-0.00589057,0.00212516,-0.00016056,0.99999094,0.00029607,0.00425213,-0.00034615,0.99993056,0.01178022,-0.00424835,-0.01178159,0.99992156,-0.675107,-0.243648,0.016965,3.047774,-29.056307,-76.950005
2026_06_09_01_11_50.362,1.080000,0.99998045,-0.00589014,0.00212789,-0.00015869,0.99999088,0.00029230,0.00425756,-0.00034243,0.99993056,0.01177937,-0.00425382,-0.01178072,0.99992156,-0.675057,-0.243959,0.016749,2.840297,-27.573818,-71.934761
2026_06_09_01_11_50.382,1.100000,0.99998045,-0.00588986,0.00213055,-0.00015662,0.99999088,0.00028814,0.00426287,-0.00033833,0.99993056,0.01177882,-0.00425918,-0.01178016,0.99992156,-0.675025,-0.244263,0.016511,2.605103,-25.715780,-66.814545
2026_06_09_01_11_50.403,1.120000,0.99998045,-0.00588972,0.00213316,-0.00015438,0.99999088,0.00028363,0.00426805,-0.00033389,0.99993056,0.01177855,-0.00426442,-0.01177987,0.99992150,-0.675008,-0.244560,0.016252,2.368620,-23.558119,-61.643276
2026_06_09_01_11_50.422,1.140000,0.99998045,-0.00588971,0.00213526,-0.00015199,0.99999082,0.00027882,0.00427223,-0.00032912,0.99993056,0.01177855,-0.00426865,-0.01177984,0.99992150,-0.675007,-0.244799,0.015976,2.324631,-21.653732,-56.347450
2026_06_09_01_11_50.442,1.160000,0.99998045,-0.00588941,0.00213730,-0.00014946,0.99999082,0.00027373,0.00427628,-0.00032408,0.99993056,0.01177794,-0.00427276,-0.01177922,0.99992150,-0.674971,-0.245032,0.015685,2.487612,-19.880236,-51.032879
2026_06_09_01_11_50.462,1.180000,0.99998045,-0.00588882,0.00213970,-0.00014724,0.99999082,0.00026928,0.00428105,-0.00031968,0.99993062,0.01177677,-0.00427759,-0.01177803,0.99992150,-0.674903,-0.245305,0.015430,2.512374,-17.897501,-45.224590
2026_06_09_01_11_50.482,1.200000,0.99998033,-0.00588839,0.00214243,-0.00014534,0.99999076,0.00026544,0.00428649,-0.00031590,0.99993062,0.01177592,-0.00428306,-0.01177717,0.99992150,-0.674853,-0.245616,0.015210,2.355929,-15.946106,-39.333099
2026_06_09_01_11_50.502,1.220000,0.99998039,-0.00588812,0.00214503,-0.00014331,0.99999076,0.00026135,0.00429167,-0.00031187,0.99993062,0.01177538,-0.00428829,-0.01177661,0.99992144,-0.674822,-0.245913,0.014976,2.000789,-14.354995,-34.108612
2026_06_09_01_11_50.522,1.240000,0.99998039,-0.00588799,0.00214707,-0.00014117,0.99999076,0.00025704,0.00429572,-0.00030761,0.99993062,0.01177514,-0.00429240,-0.01177636,0.99992144,-0.674807,-0.246146,0.014729,1.699730,-12.199305,-29.387747
2026_06_09_01_11_50.542,1.260000,0.99998039,-0.00588758,0.00214857,-0.00013893,0.99999070,0.00025255,0.00429869,-0.00030315,0.99993062,0.01177433,-0.00429542,-0.01177553,0.99992144,-0.674759,-0.246316,0.014471,1.812633,-9.947981,-24.997322
2026_06_09_01_11_50.561,1.280000,0.99998039,-0.00588690,0.00214997,-0.00013661,0.99999070,0.00024791,0.00430147,-0.00029853,0.99993068,0.01177298,-0.00429825,-0.01177416,0.99992144,-0.674681,-0.246475,0.014205,2.225003,-8.282253,-20.309666
2026_06_09_01_11_50.581,1.300000,0.99998039,-0.00588639,0.00215127,-0.00013466,0.99999070,0.00024399,0.00430404,-0.00029464,0.99993068,0.01177198,-0.00430087,-0.01177314,0.99992144,-0.674623,-0.246622,0.013981,2.248106,-6.650804,-15.197590
2026_06_09_01_11_50.601,1.320000,0.99998039,-0.00588606,0.00215204,-0.00013264,0.99999070,0.00023994,0.00430556,-0.00029060,0.99993068,0.01177131,-0.00430244,-0.01177246,0.99992144,-0.674584,-0.246710,0.013748,2.042989,-4.897762,-10.214311
2026_06_09_01_11_50.621,1.340000,0.99998039,-0.00588588,0.00215231,-0.00013055,0.99999070,0.00023576,0.00430607,-0.00028644,0.99993068,0.01177097,-0.00430300,-0.01177210,0.99992144,-0.674563,-0.246739,0.013509,1.789056,-3.328680,-5.591669
2026_06_09_01_11_50.640,1.360000,0.99998039,-0.00588586,0.00215252,-0.00012842,0.99999070,0.00023150,0.00430647,-0.00028218,0.99993068,0.01177094,-0.00430345,-0.01177205,0.99992144,-0.674560,-0.246762,0.013265,1.321629,-1.894439,-1.358644
2026_06_09_01_11_50.660,1.380000,0.99998039,-0.00588599,0.00215311,-0.00012584,0.99999070,0.00022632,0.00430762,-0.00027702,0.99993068,0.01177121,-0.00430466,-0.01177229,0.99992144,-0.674574,-0.246828,0.012968,0.991297,-0.447729,2.792256
2026_06_09_01_11_50.680,1.400000,0.99998039,-0.00588625,0.00215363,-0.00012283,0.99999070,0.00022030,0.00430862,-0.00027100,0.99993068,0.01177175,-0.00430573,-0.01177281,0.99992144,-0.674604,-0.246885,0.012623,1.152240,0.784231,6.581279
2026_06_09_01_11_50.700,1.420000,0.99998039,-0.00588665,0.00215408,-0.00011986,0.99999070,0.00021435,0.00430948,-0.00026507,0.99993068,0.01177255,-0.00430666,-0.01177359,0.99992144,-0.674648,-0.246934,0.012282,1.130382,2.093302,9.910774
2026_06_09_01_11_50.719,1.440000,0.99998039,-0.00588717,0.00215445,-0.00011736,0.99999070,0.00020936,0.00431019,-0.00026009,0.99993068,0.01177360,-0.00430743,-0.01177462,0.99992138,-0.674707,-0.246975,0.011996,0.888598,3.474361,13.219600
2026_06_09_01_11_50.739,1.460000,0.99998039,-0.00588781,0.00215475,-0.00011534,0.99999070,0.00020530,0.00431077,-0.00025605,0.99993062,0.01177488,-0.00430805,-0.01177588,0.99992138,-0.674780,-0.247008,0.011764,0.437514,4.889362,16.180367
2026_06_09_01_11_50.758,1.480000,0.99998039,-0.00588855,0.00215540,-0.00011378,0.99999070,0.00020216,0.00431206,-0.00025293,0.99993062,0.01177637,-0.00430938,-0.01177736,0.99992138,-0.674864,-0.247082,0.011584,0.004539,5.677417,18.513908
2026_06_09_01_11_50.778,1.500000,0.99998039,-0.00588939,0.00215640,-0.00011223,0.99999070,0.00019905,0.00431403,-0.00024985,0.99993062,0.01177806,-0.00431139,-0.01177903,0.99992132,-0.674960,-0.247195,0.011405,0.051005,6.235065,21.026251
2026_06_09_01_11_50.799,1.520000,0.99998039,-0.00588988,0.00215771,-0.00011027,0.99999064,0.00019512,0.00431664,-0.00024595,0.99993062,0.01177906,-0.00431404,-0.01178001,0.99992132,-0.675017,-0.247344,0.011180,-0.071641,7.051297,23.669243
2026_06_09_01_11_50.818,1.540000,0.99998039,-0.00589048,0.00215933,-0.00010794,0.99999064,0.00019044,0.00431984,-0.00024131,0.99993056,0.01178027,-0.00431730,-0.01178120,0.99992126,-0.675085,-0.247528,0.010912,-0.189138,7.837415,25.777042
2026_06_09_01_11_50.838,1.560000,0.99998039,-0.00589118,0.00216121,-0.00010569,0.99999064,0.00018591,0.00432359,-0.00023684,0.99993056,0.01178166,-0.00432110,-0.01178258,0.99992126,-0.675164,-0.247742,0.010653,-0.325021,8.903699,27.385969
2026_06_09_01_11_50.858,1.580000,0.99998039,-0.00589153,0.00216292,-0.00010353,0.99999064,0.00018156,0.00432698,-0.00023254,0.99993056,0.01178237,-0.00432454,-0.01178327,0.99992120,-0.675203,-0.247937,0.010404,-0.670013,9.582663,28.545069
2026_06_09_01_11_50.880,1.600000,0.99998039,-0.00589155,0.00216445,-0.00010146,0.99999058,0.00017741,0.00433002,-0.00022842,0.99993056,0.01178243,-0.00432763,-0.01178331,0.99992120,-0.675206,-0.248111,0.010166,-0.633678,10.302847,29.647846
2026_06_09_01_11_50.898,1.620000,0.99998039,-0.00589126,0.00216624,-0.00009949,0.99999058,0.00017346,0.00433356,-0.00022450,0.99993056,0.01178186,-0.00433122,-0.01178273,0.99992120,-0.675172,-0.248314,0.009939,-0.088573,11.232514,31.169605
2026_06_09_01_11_50.918,1.640000,0.99998039,-0.00589111,0.00216783,-0.00009720,0.99999058,0.00016885,0.00433671,-0.00021994,0.99993056,0.01178157,-0.00433442,-0.01178241,0.99992120,-0.675154,-0.248494,0.009675,0.143481,11.849570,32.851391
2026_06_09_01_11_50.937,1.660000,0.99998039,-0.00589108,0.00216922,-0.00009461,0.99999058,0.00016366,0.00433947,-0.00021477,0.99993056,0.01178152,-0.00433724,-0.01178234,0.99992120,-0.675150,-0.248653,0.009378,0.025679,12.590639,33.975323
2026_06_09_01_11_50.957,1.680000,0.99998027,-0.00589118,0.00217043,-0.00009175,0.99999058,0.00015792,0.00434185,-0.00020907,0.99993056,0.01178172,-0.00433969,-0.01178252,0.99992114,-0.675160,-0.248789,0.009049,-0.159565,12.966462,34.663845
2026_06_09_01_11_50.977,1.700000,0.99998033,-0.00589139,0.00217144,-0.00008907,0.99999058,0.00015256,0.00434385,-0.00020373,0.99993056,0.01178215,-0.00434175,-0.01178292,0.99992114,-0.675184,-0.248903,0.008742,-0.335222,12.826855,35.104805
2026_06_09_01_11_50.997,1.720000,0.99998033,-0.00589170,0.00217227,-0.00008701,0.99999052,0.00014843,0.00434548,-0.00019962,0.99993056,0.01178280,-0.00434343,-0.01178356,0.99992114,-0.675220,-0.248997,0.008505,-0.620485,13.088043,35.394333
2026_06_09_01_11_51.021,1.740000,0.99998033,-0.00589213,0.00217291,-0.00008555,0.99999052,0.00014550,0.00434675,-0.00019671,0.99993056,0.01178365,-0.00434473,-0.01178439,0.99992114,-0.675268,-0.249070,0.008337,-0.696235,13.320520,35.541885
2026_06_09_01_11_51.037,1.760000,0.99998033,-0.00589264,0.00217381,-0.00008467,0.99999052,0.00014371,0.00434853,-0.00019495,0.99993056,0.01178469,-0.00434654,-0.01178542,0.99992108,-0.675327,-0.249172,0.008235,-0.380840,13.426403,35.385784
2026_06_09_01_11_51.056,1.780000,0.99998033,-0.00589282,0.00217494,-0.00008434,0.99999052,0.00014304,0.00435079,-0.00019431,0.99993056,0.01178504,-0.00434880,-0.01178578,0.99992108,-0.675347,-0.249301,0.008196,-0.440365,13.770804,34.844585
2026_06_09_01_11_51.076,1.800000,0.99998033,-0.00589225,0.00217586,-0.00008411,0.99999052,0.00014257,0.00435263,-0.00019385,0.99993056,0.01178390,-0.00435065,-0.01178463,0.99992108,-0.675281,-0.249406,0.008169,-0.734417,13.840194,34.329746
2026_06_09_01_11_51.098,1.820000,0.99998033,-0.00589139,0.00217615,-0.00008397,0.99999052,0.00014229,0.00435321,-0.00019357,0.99993056,0.01178218,-0.00435123,-0.01178291,0.99992108,-0.675183,-0.249440,0.008153,-0.768169,13.843285,34.126480
2026_06_09_01_11_51.116,1.840000,0.99998033,-0.00589069,0.00217627,-0.00008392,0.99999052,0.00014219,0.00435345,-0.00019347,0.99993056,0.01178078,-0.00435147,-0.01178151,0.99992114,-0.675103,-0.249453,0.008148,-0.749049,13.824356,33.620033
2026_06_09_01_11_51.136,1.860000,0.99998033,-0.00589015,0.00217622,-0.00008395,0.99999052,0.00014227,0.00435335,-0.00019354,0.99993062,0.01177970,-0.00435137,-0.01178043,0.99992114,-0.675041,-0.249448,0.008152,-0.752908,13.589533,32.590073
2026_06_09_01_11_51.155,1.880000,0.99998033,-0.00588933,0.00217602,-0.00008450,0.99999052,0.00014337,0.00435295,-0.00019463,0.99993062,0.01177806,-0.00435096,-0.01177880,0.99992114,-0.674947,-0.249425,0.008215,-0.680572,13.227703,31.498615
2026_06_09_01_11_51.175,1.900000,0.99998033,-0.00588826,0.00217609,-0.00008553,0.99999052,0.00014543,0.00435310,-0.00019668,0.99993062,0.01177591,-0.00435109,-0.01177665,0.99992120,-0.674824,-0.249433,0.008333,-0.654388,12.703936,30.787668
2026_06_09_01_11_51.196,1.920000,0.99998033,-0.00588694,0.00217642,-0.00008702,0.99999052,0.00014841,0.00435379,-0.00019966,0.99993068,0.01177328,-0.00435174,-0.01177403,0.99992120,-0.674674,-0.249473,0.008504,-0.626237,12.143234,29.959864
2026_06_09_01_11_51.215,1.940000,0.99998033,-0.00588541,0.00217701,-0.00008893,0.99999052,0.00015223,0.00435498,-0.00020348,0.99993068,0.01177020,-0.00435288,-0.01177097,0.99992126,-0.674499,-0.249541,0.008723,-0.670179,11.881799,28.612862
2026_06_09_01_11_51.234,1.960000,0.99998033,-0.00588367,0.00217740,-0.00009081,0.99999052,0.00015599,0.00435578,-0.00020724,0.99993074,0.01176671,-0.00435364,-0.01176750,0.99992126,-0.674300,-0.249587,0.008939,-0.924420,11.648166,27.311155
2026_06_09_01_11_51.255,1.980000,0.99998033,-0.00588174,0.00217761,-0.00009265,0.99999052,0.00015967,0.00435622,-0.00021091,0.99993080,0.01176285,-0.00435404,-0.01176366,0.99992132,-0.674079,-0.249612,0.009149,-1.016659,11.154542,26.132845
2026_06_09_01_11_51.274,2.000000,0.99998033,-0.00588008,0.00217764,-0.00009443,0.99999052,0.00016325,0.00435630,-0.00021447,0.99993086,0.01175951,-0.00435408,-0.01176034,0.99992138,-0.673889,-0.249617,0.009355,-0.931985,10.699967,24.689711
2026_06_09_01_11_51.294,2.020000,0.99998033,-0.00587824,0.00217750,-0.00009616,0.99999052,0.00016673,0.00435605,-0.00021793,0.99993086,0.01175583,-0.00435379,-0.01175667,0.99992138,-0.673679,-0.249603,0.009553,-0.824028,10.043636,22.933233
