UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz
2026_06_09_01_11_56.524,7.300000,0.99998027,-0.00591211,0.00213534,-0.00012046,0.99999088,0.00021566,0.00427202,-0.00026616,0.99993008,0.01182348,-0.00426917,-0.01182451,0.99992096,-0.677566,-0.244788,0.012358,1.743926,-0.333709,-0.562710
2026_06_09_01_11_56.544,7.320000,0.99998027,-0.00591136,0.00213387,-0.00012046,0.99999088,0.00021569,0.00426908,-0.00026615,0.99993008,0.01182197,-0.00426624,-0.01182300,0.99992102,-0.677480,-0.244619,0.012359,1.457831,-0.240040,-0.217635
2026_06_09_01_11_56.564,7.340000,0.99998027,-0.00591109,0.00213252,-0.00012080,0.99999088,0.00021638,0.00426639,-0.00026680,0.99993008,0.01182144,-0.00426353,-0.01182247,0.99992102,-0.677449,-0.244465,0.012398,1.081237,-0.105112,-0.176924
2026_06_09_01_11_56.584,7.360000,0.99998027,-0.00591086,0.00213172,-0.00012144,0.99999088,0.00021768,0.00426480,-0.00026809,0.99993008,0.01182097,-0.00426192,-0.01182201,0.99992102,-0.677423,-0.244374,0.012473,0.886578,-0.142826,0.008116
2026_06_09_01_11_56.604,7.380000,0.99998027,-0.00591024,0.00213145,-0.00012239,0.99999088,0.00021958,0.00426425,-0.00026997,0.99993008,0.01181972,-0.00426136,-0.01182077,0.99992102,-0.677352,-0.244343,0.012582,1.107712,-0.460482,0.690316
2026_06_09_01_11_56.623,7.400000,0.99998027,-0.00590925,0.00213124,-0.00012319,0.99999088,0.00022118,0.00426386,-0.00027156,0.99993014,0.01181773,-0.00426095,-0.01181878,0.99992108,-0.677238,-0.244320,0.012674,1.239278,-0.955637,1.073904
2026_06_09_01_11_56.642,7.420000,0.99998027,-0.00590790,0.00213069,-0.00012383,0.99999088,0.00022248,0.00426275,-0.00027283,0.99993014,0.01181505,-0.00425983,-0.01181610,0.99992114,-0.677085,-0.244257,0.012748,1.068895,-0.920225,1.164335
2026_06_09_01_11_56.662,7.440000,0.99998033,-0.00590624,0.00212979,-0.00012476,0.99999088,0.00022435,0.00426098,-0.00027466,0.99993020,0.01181172,-0.00425803,-0.01181278,0.99992114,-0.676894,-0.244155,0.012855,0.997123,-0.811653,1.099161
2026_06_09_01_11_56.682,7.460000,0.99998033,-0.00590428,0.00212901,-0.00012552,0.99999088,0.00022589,0.00425942,-0.00027617,0.99993026,0.01180778,-0.00425646,-0.01180885,0.99992120,-0.676669,-0.244066,0.012944,1.189129,-0.654154,1.222305
2026_06_09_01_11_56.702,7.480000,0.99998033,-0.00590246,0.00212877,-0.00012655,0.99999088,0.00022797,0.00425895,-0.00027823,0.99993026,0.01180416,-0.00425596,-0.01180524,0.99992126,-0.676462,-0.244038,0.013063,1.270969,-0.473702,1.621866
2026_06_09_01_11_56.722,7.500000,0.99998033,-0.00590081,0.00212903,-0.00012827,0.99999088,0.00023140,0.00425950,-0.00028165,0.99993032,0.01180084,-0.00425647,-0.01180193,0.99992132,-0.676272,-0.244070,0.013259,0.909340,-0.397467,1.852645
2026_06_09_01_11_56.742,7.520000,0.99998033,-0.00589931,0.00212978,-0.00013019,0.99999088,0.00023525,0.00426102,-0.00028551,0.99993038,0.01179783,-0.00425795,-0.01179894,0.99992132,-0.676101,-0.244157,0.013480,0.607862,-0.494346,1.800424
2026_06_09_01_11_56.761,7.540000,0.99998033,-0.00589796,0.00213099,-0.00013231,0.99999088,0.00023947,0.00426346,-0.00028975,0.99993038,0.01179513,-0.00426034,-0.01179625,0.99992132,-0.675947,-0.244297,0.013722,0.606062,-0.897633,1.648224
2026_06_09_01_11_56.782,7.560000,0.99998039,-0.00589677,0.00213221,-0.00013417,0.99999088,0.00024318,0.00426591,-0.00029347,0.99993044,0.01179274,-0.00426275,-0.01179388,0.99992138,-0.675811,-0.244438,0.013934,0.626461,-0.673435,1.704446
2026_06_09_01_11_56.801,7.580000,0.99998039,-0.00589573,0.00213342,-0.00013534,0.99999088,0.00024552,0.00426836,-0.00029583,0.99993044,0.01179065,-0.00426517,-0.01179180,0.99992138,-0.675692,-0.244578,0.014068,0.474938,-0.575877,1.847769
2026_06_09_01_11_56.821,7.600000,0.99998039,-0.00589526,0.00213463,-0.00013586,0.99999082,0.00024654,0.00427078,-0.00029688,0.99993044,0.01178971,-0.00426758,-0.01179087,0.99992138,-0.675639,-0.244717,0.014127,0.328099,-0.889617,1.907690
2026_06_09_01_11_56.841,7.620000,0.99998039,-0.00589492,0.00213583,-0.00013575,0.99999082,0.00024631,0.00427318,-0.00029667,0.99993044,0.01178902,-0.00426998,-0.01179018,0.99992138,-0.675599,-0.244854,0.014114,0.331633,-0.821769,2.070552
2026_06_09_01_11_56.861,7.640000,0.99998039,-0.00589469,0.00213701,-0.00013547,0.99999082,0.00024575,0.00427553,-0.00029613,0.99993044,0.01178857,-0.00427234,-0.01178973,0.99992138,-0.675574,-0.244989,0.014081,0.165543,-0.800070,2.312616
2026_06_09_01_11_56.880,7.660000,0.99998039,-0.00589501,0.00213816,-0.00013547,0.99999082,0.00024572,0.00427784,-0.00029614,0.99993044,0.01178921,-0.00427465,-0.01179037,0.99992138,-0.675610,-0.245121,0.014080,-0.017664,-0.800647,2.435676
2026_06_09_01_11_56.901,7.680000,0.99998039,-0.00589542,0.00213929,-0.00013572,0.99999082,0.00024621,0.00428009,-0.00029665,0.99993044,0.01179002,-0.00427689,-0.01179118,0.99992132,-0.675657,-0.245250,0.014108,-0.096281,-0.750923,2.395551
2026_06_09_01_11_56.920,7.700000,0.99998039,-0.00589590,0.00214037,-0.00013621,0.99999082,0.00024718,0.00428227,-0.00029766,0.99993044,0.01179099,-0.00427906,-0.01179215,0.99992132,-0.675712,-0.245375,0.014164,-0.171149,-0.557458,2.199717
2026_06_09_01_11_56.946,7.720000,0.99998039,-0.00589646,0.00214185,-0.00013651,0.99999076,0.00024776,0.00428524,-0.00029828,0.99993044,0.01179211,-0.00428202,-0.01179328,0.99992126,-0.675777,-0.245545,0.014197,-0.218462,-0.637617,1.789392
2026_06_09_01_11_56.960,7.740000,0.99998039,-0.00589709,0.00214328,-0.00013619,0.99999076,0.00024710,0.00428807,-0.00029766,0.99993044,0.01179336,-0.00428486,-0.01179453,0.99992126,-0.675848,-0.245707,0.014159,-0.310120,-0.661785,1.462097
2026_06_09_01_11_56.980,7.760000,0.99998039,-0.00589734,0.00214463,-0.00013571,0.99999076,0.00024613,0.00429077,-0.00029672,0.99993038,0.01179388,-0.00428757,-0.01179504,0.99992126,-0.675878,-0.245862,0.014103,-0.538610,-0.293590,1.428086
2026_06_09_01_11_57.000,7.780000,0.99998039,-0.00589725,0.00214591,-0.00013509,0.99999076,0.00024486,0.00429334,-0.00029548,0.99993038,0.01179369,-0.00429015,-0.01179485,0.99992126,-0.675867,-0.246009,0.014031,-0.968351,-0.226892,1.681388
2026_06_09_01_11_57.020,7.800000,0.99998039,-0.00589725,0.00214712,-0.00013432,0.99999076,0.00024332,0.00429575,-0.00029397,0.99993038,0.01179370,-0.00429258,-0.01179485,0.99992120,-0.675867,-0.246147,0.013942,-1.251911,-0.281964,1.962947
2026_06_09_01_11_57.039,7.820000,0.99998039,-0.00589735,0.00214869,-0.00013386,0.99999070,0.00024238,0.00429887,-0.00029306,0.99993038,0.01179389,-0.00429571,-0.01179504,0.99992120,-0.675878,-0.246326,0.013888,-1.180645,-0.049512,1.807678
2026_06_09_01_11_57.059,7.840000,0.99998027,-0.00589753,0.00215057,-0.00013369,0.99999070,0.00024201,0.00430264,-0.00029274,0.99993038,0.01179425,-0.00429948,-0.01179540,0.99992120,-0.675898,-0.246542,0.013867,-1.156048,0.169248,1.435053
2026_06_09_01_11_57.079,7.860000,0.99998027,-0.00589779,0.00215233,-0.00013379,0.99999070,0.00024219,0.00430616,-0.00029297,0.99993038,0.01179477,-0.00430300,-0.01179592,0.99992114,-0.675928,-0.246743,0.013878,-1.128136,0.229149,0.811015
2026_06_09_01_11_57.099,7.880000,0.99998027,-0.00589770,0.00215353,-0.00013416,0.99999070,0.00024290,0.00430856,-0.00029371,0.99993038,0.01179459,-0.00430540,-0.01179574,0.99992114,-0.675918,-0.246881,0.013919,-0.973778,0.002550,0.721091
2026_06_09_01_11_57.118,7.900000,0.99998033,-0.00589685,0.00215420,-0.00013433,0.99999070,0.00024326,0.00430990,-0.00029407,0.99993044,0.01179288,-0.00430673,-0.01179404,0.99992120,-0.675820,-0.246958,0.013939,-1.083702,-0.493286,1.309378
2026_06_09_01_11_57.138,7.920000,0.99998033,-0.00589570,0.00215478,-0.00013434,0.99999070,0.00024327,0.00431106,-0.00029408,0.99993044,0.01179059,-0.00430790,-0.01179175,0.99992120,-0.675689,-0.247025,0.013939,-0.920262,-0.751008,1.450169
2026_06_09_01_11_57.160,7.940000,0.99998033,-0.00589471,0.00215528,-0.00013418,0.99999070,0.00024295,0.00431206,-0.00029376,0.99993044,0.01178861,-0.00430890,-0.01178976,0.99992120,-0.675575,-0.247082,0.013921,-0.521551,-0.588496,1.186578
2026_06_09_01_11_57.179,7.960000,0.99998033,-0.00589387,0.00215570,-0.00013386,0.99999064,0.00024231,0.00431290,-0.00029313,0.99993050,0.01178693,-0.00430975,-0.01178808,0.99992120,-0.675479,-0.247130,0.013885,-0.332988,-0.361460,0.713775
2026_06_09_01_11_57.198,7.980000,0.99998033,-0.00589318,0.00215604,-0.00013383,0.99999064,0.00024224,0.00431358,-0.00029306,0.99993050,0.01178554,-0.00431043,-0.01178670,0.99992126,-0.675400,-0.247169,0.013880,-0.127454,-0.022218,0.379270
2026_06_09_01_11_57.218,8.000000,0.99998033,-0.00589263,0.00215630,-0.00013406,0.99999064,0.00024270,0.00431410,-0.00029352,0.99993050,0.01178445,-0.00431094,-0.01178561,0.99992126,-0.675337,-0.247199,0.013907,0.116322,0.491589,-0.039280
2026_06_09_01_11_57.238,8.020000,0.99998033,-0.00589223,0.00215692,-0.00013454,0.99999064,0.00024366,0.00431533,-0.00029450,0.99993050,0.01178364,-0.00431216,-0.01178480,0.99992126,-0.675291,-0.247269,0.013962,0.178355,0.710959,-0.649524
2026_06_09_01_11_57.257,8.040000,0.99998033,-0.00589153,0.00215786,-0.00013527,0.99999064,0.00024511,0.00431723,-0.00029596,0.99993056,0.01178224,-0.00431404,-0.01178341,0.99992126,-0.675211,-0.247378,0.014045,0.092703,0.533052,-1.101338
2026_06_09_01_11_57.277,8.060000,0.99998033,-0.00589056,0.00215911,-0.00013622,0.99999064,0.00024700,0.00431975,-0.00029788,0.99993056,0.01178030,-0.00431654,-0.01178147,0.99992126,-0.675100,-0.247522,0.014153,0.059356,0.290553,-1.404778
2026_06_09_01_11_57.297,8.080000,0.99998033,-0.00588976,0.00216023,-0.00013738,0.99999064,0.00024931,0.00432199,-0.00030021,0.99993056,0.01177870,-0.00431876,-0.01177988,0.99992126,-0.675009,-0.247651,0.014286,0.077183,0.087345,-1.278403
2026_06_09_01_11_57.316,8.100000,0.99998033,-0.00588913,0.00216164,-0.00013831,0.99999064,0.00025115,0.00432482,-0.00030207,0.99993062,0.01177743,-0.00432156,-0.01177862,0.99992126,-0.674937,-0.247813,0.014391,0.189395,0.036406,-1.274187
2026_06_09_01_11_57.336,8.120000,0.99998033,-0.00588823,0.00216332,-0.00013858,0.99999058,0.00025167,0.00432818,-0.00030263,0.99993062,0.01177563,-0.00432492,-0.01177683,0.99992132,-0.674834,-0.248006,0.014421,0.150293,0.130021,-1.433182
2026_06_09_01_11_57.356,8.140000,0.99998033,-0.00588665,0.00216482,-0.00013865,0.99999058,0.00025181,0.00433119,-0.00030278,0.99993068,0.01177247,-0.00432793,-0.01177368,0.99992132,-0.674654,-0.248178,0.014429,0.065401,0.029300,-1.310527
2026_06_09_01_11_57.375,8.160000,0.99998033,-0.00588487,0.00216658,-0.00013896,0.99999058,0.00025242,0.00433470,-0.00030342,0.99993068,0.01176891,-0.00433143,-0.01177011,0.99992132,-0.674449,-0.248379,0.014464,0.320789,-0.042697,-1.189169
2026_06_09_01_11_57.396,8.180000,0.99998033,-0.00588333,0.00216856,-0.00013950,0.99999058,0.00025349,0.00433867,-0.00030452,0.99993074,0.01176582,-0.00433538,-0.01176703,0.99992138,-0.674273,-0.248606,0.014525,0.513775,0.200592,-1.143457
2026_06_09_01_11_57.416,8.200000,0.99998039,-0.00588159,0.00217075,-0.00013983,0.99999052,0.00025412,0.00434305,-0.00030519,0.99993080,0.01176235,-0.00433976,-0.01176356,0.99992138,-0.674074,-0.248858,0.014561,0.694580,0.526513,-1.143544
2026_06_09_01_11_57.435,8.220000,0.99998039,-0.00587968,0.00217312,-0.00013995,0.99999052,0.00025435,0.00434781,-0.00030545,0.99993080,0.01175852,-0.00434452,-0.01175974,0.99992144,-0.673855,-0.249130,0.014574,0.406034,0.616601,-1.229587
2026_06_09_01_11_57.455,8.240000,0.99998039,-0.00587804,0.00217567,-0.00014031,0.99999052,0.00025503,0.00435290,-0.00030618,0.99993086,0.01175524,-0.00434960,-0.01175646,0.99992144,-0.673667,-0.249422,0.014613,0.057729,0.603702,-1.255842
2026_06_09_01_11_57.474,8.260000,0.99998039,-0.00587667,0.00217836,-0.00014045,0.99999046,0.00025529,0.00435828,-0.00030650,0.99993092,0.01175249,-0.00435498,-0.01175372,0.99992144,-0.673510,-0.249730,0.014628,0.230476,0.683293,-1.374053
2026_06_09_01_11_57.495,8.280000,0.99998039,-0.00587555,0.00218117,-0.00014039,0.99999046,0.00025515,0.00436391,-0.00030641,0.99993092,0.01175026,-0.00436061,-0.01175149,0.99992144,-0.673382,-0.250053,0.014620,0.321378,0.611174,-1.501727
2026_06_09_01_11_57.514,8.300000,0.99998039,-0.00587469,0.00218366,-0.00014057,0.99999040,0.00025548,0.00436889,-0.00030680,0.99993092,0.01174854,-0.00436559,-0.01174977,0.99992144,-0.673284,-0.250338,0.014639,0.431861,0.615893,-1.256251
2026_06_09_01_11_57.534,8.320000,0.99998039,-0.00587408,0.00218583,-0.00014097,0.99999040,0.00025626,0.00437324,-0.00030762,0.99993098,0.01174730,-0.00436993,-0.01174854,0.99992144,-0.673213,-0.250587,0.014684,0.534547,0.856792,-1.091533
2026_06_09_01_11_57.555,8.340000,0.99998039,-0.00587370,0.00218769,-0.00014159,0.99999040,0.00025747,0.00437696,-0.00030887,0.99993098,0.01174654,-0.00437363,-0.01174778,0.99992144,-0.673170,-0.250800,0.014753,0.653566,0.961498,-0.928207
2026_06_09_01_11_57.574,8.360000,0.99998039,-0.00587354,0.00218924,-0.00014197,0.99999040,0.00025821,0.00438006,-0.00030965,0.99993098,0.01174623,-0.00437673,-0.01174747,0.99992144,-0.673152,-0.250978,0.014796,0.834717,0.813754,-0.958042
2026_06_09_01_11_57.594,8.380000,0.99998039,-0.00587360,0.00219092,-0.00014213,0.99999034,0.00025852,0.00438342,-0.00030999,0.99993098,0.01174635,-0.00438008,-0.01174759,0.99992138,-0.673159,-0.251171,0.014813,0.809357,0.665917,-1.269206
2026_06_09_01_11_57.614,8.400000,0.99998039,-0.00587429,0.00219271,-0.00014251,0.99999034,0.00025926,0.00438700,-0.00031078,0.99993092,0.01174773,-0.00438365,-0.01174898,0.99992138,-0.673238,-0.251376,0.014855,0.637666,0.811860,-1.441465
2026_06_09_01_11_57.636,8.420000,0.99998039,-0.00587558,0.00219459,-0.00014310,0.99999034,0.00026040,0.00439078,-0.00031198,0.99993092,0.01175031,-0.00438742,-0.01175157,0.99992132,-0.673387,-0.251593,0.014921,0.615835,1.259833,-1.530392
2026_06_09_01_11_57.656,8.440000,0.99998039,-0.00587701,0.00219613,-0.00014387,0.99999028,0.00026193,0.00439387,-0.00031355,0.99993086,0.01175316,-0.00439049,-0.01175442,0.99992126,-0.673550,-0.251770,0.015009,0.736101,1.198990,-1.602401
2026_06_09_01_11_57.673,8.460000,0.99998027,-0.00587856,0.00219734,-0.00014483,0.99999028,0.00026381,0.00439630,-0.00031548,0.99993086,0.01175625,-0.00439289,-0.01175752,0.99992120,-0.673728,-0.251909,0.015117,0.775965,0.538177,-1.343223
2026_06_09_01_11_57.693,8.480000,0.99998033,-0.00588021,0.00219865,-0.00014552,0.99999028,0.00026517,0.00439893,-0.00031689,0.99993080,0.01175955,-0.00439551,-0.01176083,0.99992120,-0.673918,-0.252060,0.015195,0.474399,0.077416,-0.922425
2026_06_09_01_11_57.712,8.500000,0.99998033,-0.00588196,0.00219963,-0.00014553,0.99999028,0.00026517,0.00440089,-0.00031693,0.99993074,0.01176304,-0.00439747,-0.01176432,0.99992114,-0.674118,-0.252172,0.015195,0.113053,-0.097342,-0.568553
2026_06_09_01_11_57.733,8.520000,0.99998033,-0.00588336,0.00220029,-0.00014489,0.99999028,0.00026389,0.00440221,-0.00031567,0.99993074,0.01176584,-0.00439880,-0.01176712,0.99992108,-0.674278,-0.252247,0.015121,-0.062905,-0.239076,-0.230255
2026_06_09_01_11_57.752,8.540000,0.99998033,-0.00588442,0.00220107,-0.00014407,0.99999028,0.00026223,0.00440375,-0.00031404,0.99993068,0.01176797,-0.00440036,-0.01176924,0.99992108,-0.674399,-0.252336,0.015026,-0.278936,-0.375211,-0.123470
2026_06_09_01_11_57.773,8.560000,0.99998033,-0.00588558,0.00220153,-0.00014350,0.99999028,0.00026109,0.00440466,-0.00031292,0.99993068,0.01177030,-0.00440128,-0.01177156,0.99992102,-0.674532,-0.252388,0.014961,-0.267372,-0.168448,-0.194433
2026_06_09_01_11_57.792,8.580000,0.99998033,-0.00588684,0.00220167,-0.00014318,0.99999028,0.00026044,0.00440495,-0.00031228,0.99993062,0.01177281,-0.00440158,-0.01177407,0.99992102,-0.674676,-0.252404,0.014923,-0.039191,0.075859,-0.358600
2026_06_09_01_11_57.812,8.600000,0.99998021,-0.00588817,0.00220196,-0.00014224,0.99999028,0.00025855,0.00440551,-0.00031042,0.99993062,0.01177548,-0.00440216,-0.01177673,0.99992096,-0.674829,-0.252436,0.014815,0.538955,0.188966,-0.392974
2026_06_09_01_11_57.831,8.620000,0.99998027,-0.00588957,0.00220195,-0.00014029,0.99999028,0.00025464,0.00440547,-0.00030652,0.99993056,0.01177829,-0.00440216,-0.01177953,0.99992090,-0.674989,-0.252434,0.014591,1.135098,0.274101,-0.207386
2026_06_09_01_11_57.851,8.640000,0.99998027,-0.00589103,0.00220166,-0.00013781,0.99999028,0.00024968,0.00440485,-0.00030156,0.99993056,0.01178123,-0.00440161,-0.01178244,0.99992090,-0.675156,-0.252399,0.014307,0.999270,0.233213,-0.073456
2026_06_09_01_11_57.874,8.660000,0.99998027,-0.00589254,0.00220110,-0.00013527,0.99999028,0.00024460,0.00440370,-0.00029648,0.99993050,0.01178426,-0.00440051,-0.01178545,0.99992085,-0.675328,-0.252333,0.014016,0.648442,0.047941,-0.039203
2026_06_09_01_11_57.896,8.680000,0.99998027,-0.00589452,0.00219985,-0.00013311,0.99999028,0.00024028,0.00440118,-0.00029215,0.99993050,0.01178823,-0.00439804,-0.01178940,0.99992085,-0.675555,-0.252188,0.013768,0.528857,-0.125998,0.208882
2026_06_09_01_11_57.910,8.700000,0.99998027,-0.00589694,0.00219839,-0.00013132,0.99999028,0.00023671,0.00439823,-0.00028857,0.99993044,0.01179307,-0.00439514,-0.01179422,0.99992079,-0.675831,-0.252020,0.013564,0.411901,-0.268461,0.299319
2026_06_09_01_11_57.931,8.720000,0.99998027,-0.00589933,0.00219672,-0.00012990,0.99999034,0.00023388,0.00439489,-0.00028571,0.99993038,0.01179785,-0.00439183,-0.01179899,0.99992073,-0.676105,-0.251828,0.013401,0.248788,-0.431451,-0.024160
2026_06_09_01_11_57.950,8.740000,0.99998027,-0.00590125,0.00219488,-0.00012840,0.99999034,0.00023090,0.00439119,-0.00028271,0.99993032,0.01180171,-0.00438816,-0.01180284,0.99992073,-0.676325,-0.251616,0.013231,0.190020,-0.724553,0.006041
2026_06_09_01_11_57.970,8.760000,0.99998027,-0.00590230,0.00219331,-0.00012642,0.99999034,0.00022695,0.00438802,-0.00027873,0.99993032,0.01180381,-0.00438504,-0.01180492,0.99992073,-0.676444,-0.251435,0.013004,0.397602,-1.191740,0.059864
2026_06_09_01_11_57.990,8.780000,0.99998015,-0.00590293,0.00219200,-0.00012399,0.99999034,0.00022209,0.00438538,-0.00027385,0.99993026,0.01180508,-0.00438245,-0.01180616,0.99992073,-0.676515,-0.251283,0.012726,0.712157,-1.128678,-0.160061
2026_06_09_01_11_58.011,8.800000,0.99998015,-0.00590359,0.00219095,-0.00012113,0.99999034,0.00021639,0.00438324,-0.00026813,0.99993026,0.01180641,-0.00438038,-0.01180747,0.99992067,-0.676590,-0.251161,0.012399,0.936652,-0.964447,-0.152960
2026_06_09_01_11_58.030,8.820000,0.99998021,-0.00590427,0.00219015,-0.00011789,0.99999040,0.00020991,0.00438161,-0.00026164,0.99993026,0.01180780,-0.00437882,-0.01180883,0.99992067,-0.676668,-0.251067,0.012028,1.098300,-0.801231,0.046988
2026_06_09_01_11_58.051,8.840000,0.99998021,-0.00590456,0.00218959,-0.00011473,0.99999040,0.00020359,0.00438045,-0.00025531,0.99993026,0.01180838,-0.00437774,-0.01180938,0.99992067,-0.676700,-0.251000,0.011666,1.222920,-0.497040,0.307385
2026_06_09_01_11_58.069,8.860000,0.99998021,-0.00590445,0.00218926,-0.00011165,0.99999040,0.00019745,0.00437975,-0.00024916,0.99993026,0.01180818,-0.00437711,-0.01180916,0.99992067,-0.676687,-0.250960,0.011314,1.261711,-0.281641,0.194223
2026_06_09_01_11_58.090,8.880000,0.99998021,-0.00590440,0.00218915,-0.00010825,0.99999040,0.00019065,0.00437950,-0.00024235,0.99993026,0.01180810,-0.00437694,-0.01180905,0.99992067,-0.676681,-0.250946,0.010924,0.907803,0.044542,0.061894
2026_06_09_01_11_58.108,8.900000,0.99998021,-0.00590441,0.00218926,-0.00010498,0.99999040,0.00018411,0.00437966,-0.00023582,0.99993026,0.01180813,-0.00437718,-0.01180905,0.99992067,-0.676681,-0.250955,0.010550,0.423158,0.019828,0.084539
2026_06_09_01_11_58.130,8.920000,0.99998021,-0.00590491,0.00218956,-0.00010229,0.99999040,0.00017871,0.00438023,-0.00023043,0.99993026,0.01180913,-0.00437782,-0.01181003,0.99992067,-0.676737,-0.250988,0.010240,-0.231577,-0.290663,0.230050
2026_06_09_01_11_58.148,8.940000,0.99998021,-0.00590586,0.00219004,-0.00010014,0.99999040,0.00017441,0.00438118,-0.00022615,0.99993020,0.01181105,-0.00437881,-0.01181192,0.99992067,-0.676845,-0.251042,0.009994,-0.590027,-0.852292,0.080903
2026_06_09_01_11_58.169,8.960000,0.99998021,-0.00590681,0.00219070,-0.00009853,0.99999040,0.00017118,0.00438248,-0.00022294,0.99993020,0.01181296,-0.00438015,-0.01181382,0.99992061,-0.676954,-0.251117,0.009809,-0.423535,-1.310773,-0.112447
2026_06_09_01_11_58.188,8.980000,0.99998021,-0.00590734,0.00219152,-0.00009745,0.99999040,0.00016900,0.00438411,-0.00022079,0.99993020,0.01181401,-0.00438181,-0.01181487,0.99992061,-0.677014,-0.251210,0.009684,-0.718354,-1.208149,-0.011653
2026_06_09_01_11_58.209,9.000000,0.99998021,-0.00590745,0.00219250,-0.00009687,0.99999034,0.00016782,0.00438605,-0.00021963,0.99993020,0.01181424,-0.00438376,-0.01181509,0.99992061,-0.677027,-0.251322,0.009616,-1.019384,-0.912926,0.034028
2026_06_09_01_11_58.228,9.020000,0.99998021,-0.00590760,0.00219361,-0.00009633,0.99999034,0.00016674,0.00438827,-0.00021858,0.99993020,0.01181453,-0.00438600,-0.01181538,0.99992055,-0.677043,-0.251449,0.009554,-0.867564,-0.746505,0.196972
2026_06_09_01_11_58.248,9.040000,0.99998021,-0.00590777,0.00219443,-0.00009585,0.99999034,0.00016576,0.00438990,-0.00021762,0.99993020,0.01181489,-0.00438763,-0.01181574,0.99992055,-0.677064,-0.251542,0.009498,-1.079610,-0.705204,0.305892
2026_06_09_01_11_58.267,9.060000,0.99998021,-0.00590798,0.00219452,-0.00009584,0.99999034,0.00016574,0.00439009,-0.00021760,0.99993014,0.01181531,-0.00438782,-0.01181615,0.99992055,-0.677088,-0.251553,0.009497,-1.732399,-0.541921,0.432569
2026_06_09_01_11_58.288,9.080000,0.99998021,-0.00590822,0.00219393,-0.00009585,0.99999034,0.00016576,0.00438891,-0.00021761,0.99993014,0.01181579,-0.00438665,-0.01181663,0.99992055,-0.677115,-0.251486,0.009498,-2.319846,-0.261846,0.717581
2026_06_09_01_11_58.307,9.100000,0.99998021,-0.00590805,0.00219313,-0.00009545,0.99999034,0.00016499,0.00438731,-0.00021682,0.99993014,0.01181545,-0.00438505,-0.01181629,0.99992055,-0.677096,-0.251393,0.009454,-2.531546,0.123301,0.765926
2026_06_09_01_11_58.327,9.120000,0.99998021,-0.00590750,0.00219213,-0.00009468,0.99999034,0.00016346,0.00438529,-0.00021526,0.99993020,0.01181436,-0.00438305,-0.01181519,0.99992061,-0.677033,-0.251278,0.009366,-2.335419,0.177897,0.930276
2026_06_09_01_11_58.346,9.140000,0.99998021,-0.00590702,0.00219094,-0.00009397,0.99999040,0.00016206,0.00438290,-0.00021383,0.99993020,0.01181340,-0.00438068,-0.01181422,0.99992061,-0.676977,-0.251141,0.009286,-2.112564,0.014934,1.276662
2026_06_09_01_11_58.366,9.160000,0.99998021,-0.00590661,0.00218957,-0.00009419,0.99999040,0.00016252,0.00438017,-0.00021425,0.99993020,0.01181256,-0.00437794,-0.01181339,0.99992061,-0.676929,-0.250984,0.009312,-1.938502,-0.140665,1.551918
2026_06_09_01_11_58.387,9.180000,0.99998021,-0.00590583,0.00218761,-0.00009529,0.99999040,0.00016473,0.00437626,-0.00021641,0.99993020,0.01181101,-0.00437401,-0.01181184,0.99992067,-0.676841,-0.250760,0.009439,-1.955197,-0.574827,1.930417
2026_06_09_01_11_58.409,9.200000,0.99998021,-0.00590428,0.00218510,-0.00009678,0.99999040,0.00016776,0.00437126,-0.00021936,0.99993026,0.01180791,-0.00436897,-0.01180876,0.99992073,-0.676664,-0.250474,0.009613,-1.985993,-0.938218,2.160225
2026_06_09_01_11_58.426,9.220000,0.99998021,-0.00590202,0.00218208,-0.00009865,0.99999046,0.00017154,0.00436524,-0.00022306,0.99993032,0.01180337,-0.00436291,-0.01180423,0.99992079,-0.676404,-0.250129,0.009829,-1.717317,-1.159650,2.317372
2026_06_09_01_11_58.447,9.240000,0.99998021,-0.00589950,0.00217902,-0.00010044,0.99999046,0.00017517,0.00435914,-0.00022659,0.99993038,0.01179833,-0.00435677,-0.01179920,0.99992090,-0.676116,-0.249779,0.010037,-1.452625,-1.362528,2.623599
2026_06_09_01_11_58.465,9.260000,0.99998027,-0.00589718,0.00217637,-0.00010172,0.99999052,0.00017776,0.00435385,-0.00022910,0.99993044,0.01179369,-0.00435145,-0.01179458,0.99992096,-0.675851,-0.249476,0.010186,-1.338224,-1.357330,2.828155
2026_06_09_01_11_58.487,9.280000,0.99998027,-0.00589464,0.00217411,-0.00010293,0.99999052,0.00018023,0.00434936,-0.00023149,0.99993050,0.01178861,-0.00434693,-0.01178950,0.99992102,-0.675561,-0.249219,0.010327,-1.223639,-1.155736,2.814243
2026_06_09_01_11_58.505,9.300000,0.99998033,-0.00589191,0.00217225,-0.00010451,0.99999052,0.00018341,0.00434564,-0.00023460,0.99993056,0.01178313,-0.00434318,-0.01178404,0.99992114,-0.675247,-0.249006,0.010509,-1.205188,-0.983474,2.691725
2026_06_09_01_11_58.527,9.320000,0.99998033,-0.00588942,0.00217076,-0.00010642,0.99999058,0.00018726,0.00434268,-0.00023839,0.99993062,0.01177815,-0.00434018,-0.01177907,0.99992120,-0.674963,-0.248837,0.010730,-1.134621,-1.057666,2.348306
