UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h,
2026_07_07_17_04_06.290,0,24.1,0,0.754,0,0,0,0, ,0,0,0,0,0, ,698.3,-81.2,704.8,-0.7,-0.7,-1.7,25,698.3,-81.2,704.8,-0.7,-0.7,-1.7,
2026_07_07_17_04_06.315,0,24.1,0,0.755,0,0,0,0, ,0,0,0,0,0, ,699.3,-76.6,713,-1,-0.3,-1.9,25,698.33,-81.0598,705.05,-0.709141,-0.687812,-1.70609,
2026_07_07_17_04_06.325,0,24.1,0,0.755,0,0,0,0, ,0,0,0,0,0, ,699.9,-73.4,704.4,-0.8,-0.7,-2.5,25,698.408,-80.6906,705.272,-0.720771,-0.676368,-1.73619,
2026_07_07_17_04_06.344,0,24.3,0,0.754,0,0,0,0, ,0,0,0,0,0, ,704.7,-67.8,702.3,-0.5,-0.6,-1.8,25,698.645,-80.0757,705.155,-0.716458,-0.674761,-1.76141,
2026_07_07_17_04_06.365,0,24.1,0,0.753,0,0,0,0, ,0,0,0,0,0, ,704.4,-72,707,-0.8,-0.5,-1.6,25,699.005,-79.4556,705.124,-0.712409,-0.667158,-1.75767,
2026_07_07_17_04_06.383,0,24.3,0,0.754,0,0,0,0, ,0,0,0,0,0, ,707.6,-73.1,714.7,-0.5,-0.8,-1.8,25,699.431,-79.0348,705.473,-0.708606,-0.666113,-1.75415,
2026_07_07_17_04_06.403,0,24.4,0,0.755,0,0,0,0, ,0,0,0,0,0, ,702.8,-75.4,714.1,-1,-1,-1.6,25,699.783,-78.7432,706.017,-0.711128,-0.680365,-1.75085,
2026_07_07_17_04_06.423,0,24.1,0,0.754,0,0,0,0, ,0,0,0,0,0, ,697.8,-75.4,697.2,-0.6,-1.6,-1.4,25,699.814,-78.5395,705.995,-0.716544,-0.718124,-1.73557,
2026_07_07_17_04_06.443,0,24.3,0,0.754,0,0,0,0, ,0,0,0,0,0, ,699.8,-73.6,692.3,-0.1,-0.4,-1.6,25,699.752,-78.2933,705.31,-0.694207,-0.735301,-1.72121,
2026_07_07_17_04_06.463,0,24.3,0,0.755,0,0,0,0, ,0,0,0,0,0, ,709.3,-72.3,707.8,-0.4,0.9,-1.7,25,700.045,-77.9677,704.989,-0.667139,-0.675259,-1.71687,
2026_07_07_17_04_06.482,0,24.3,0,0.755,0,0,0,0, ,0,0,0,0,0, ,716.6,-68.4,717.6,-0.1,0,-1.4,25,700.831,-77.5035,705.459,-0.641719,-0.606689,-1.7067,
2026_07_07_17_04_06.506,0,24.3,0,0.754,0,0,0,0, ,0,0,0,0,0, ,713.1,-62.9,709.9,-0.5,-0.6,-0.7,25,701.685,-76.7812,705.964,-0.620896,-0.588,-1.66668,
2026_07_07_17_04_06.522,0,24.3,0,0.754,0,0,0,0, ,0,0,0,0,0, ,703.1,-71.6,702.3,-0.4,-0.5,-0.4,25,702.076,-76.2004,705.972,-0.610482,-0.585684,-1.59864,
2026_07_07_17_04_06.542,0,24.1,0,0.754,0,0,0,0, ,0,0,0,0,0, ,698.3,-80.9,705.9,0.2,-0.2,-0.6,25,701.992,-76.2034,705.858,-0.579374,-0.571322,-1.53169,
2026_07_07_17_04_06.562,0,24.3,0,0.755,0,0,0,0, ,0,0,0,0,0, ,699.3,-79.4,713.3,0,-0.8,-0.7,25,701.798,-76.4439,706.086,-0.537975,-0.566976,-1.47796,
2026_07_07_17_04_06.582,0,24.1,0,0.755,0,0,0,0, ,0,0,0,0,0, ,693.4,-82.3,704.8,-0.2,-0.8,-0.6,25,701.466,-76.7124,706.267,-0.511286,-0.581176,-1.42751,
2026_07_07_17_04_06.602,0,24.1,0,0.754,0,0,0,0, ,0,0,0,0,0, ,687.6,-86.7,708.9,0,-0.1,-1.4,25,700.798,-77.187,706.303,-0.486223,-0.573182,-1.40146,
2026_07_07_17_04_06.621,0,24.3,0,0.756,0,0,0,0, ,0,0,0,0,0, ,691.6,-84.5,713.9,-0.1,-0.4,-2.3,25,700.115,-77.6996,706.613,-0.459641,-0.553489,-1.42879,
2026_07_07_17_04_06.641,0,24.3,0,0.754,0,0,0,0, ,0,0,0,0,0, ,701.2,-76.9,709.9,-0.3,-1,-2.6,25,699.889,-77.8825,706.935,-0.443819,-0.562417,-1.49102,
2026_07_07_17_04_06.661,0,24.1,0,0.754,0,0,0,0, ,0,0,0,0,0, ,703.1,-73.1,706.7,-0.5,-1.1,-2.1,25,700.027,-77.7068,707.018,-0.441149,-0.592129,-1.54336,
2026_07_07_17_04_06.681,0,24.3,0,0.755,0,0,0,0, ,0,0,0,0,0, ,706.6,-72.8,710.5,-0.7,-0.4,-2.6,25,700.321,-77.4169,707.115,-0.450829,-0.601749,-1.59252,
2026_07_07_17_04_06.704,0,24.1,0,0.755,0,0,0,0, ,0,0,0,0,0, ,710.5,-70.9,707.8,-1.3,-0.5,-2.3,25,700.822,-77.0777,707.239,-0.484294,-0.592502,-1.64477,
2026_07_07_17_04_06.720,0,24.1,0,0.755,0,0,0,0, ,0,0,0,0,0, ,700,-74.3,694.5,-0.6,-0.7,-1.9,25,701.092,-76.8048,706.868,-0.512673,-0.592959,-1.67251,
2026_07_07_17_04_06.740,0,24.3,0,0.755,0,0,0,0, ,0,0,0,0,0, ,703.3,-73.2,698.2,-0.1,0,-2.1,25,701.126,-76.6187,706.227,-0.50276,-0.578153,-1.69247,
2026_07_07_17_04_06.760,0,24.1,0,0.755,0,0,0,0, ,0,0,0,0,0, ,703.2,-76,708.4,-0.2,1.2,-2.4,25,701.255,-76.4957,706.049,-0.481264,-0.50636,-1.72644,
2026_07_07_17_04_06.780,0,24.3,0,0.756,0,0,0,0, ,0,0,0,0,0, ,705.2,-71.6,721.9,-0.5,-0.7,-1.8,25,701.435,-76.3314,706.603,-0.473265,-0.460269,-1.74921,
2026_07_07_17_04_06.799,0,24.3,0,0.755,0,0,0,0, ,0,0,0,0,0, ,704.1,-72.3,712.4,-0.2,-1.1,-2.1,25,701.631,-76.0644,707.246,-0.465753,-0.487065,-1.76144,
2026_07_07_17_04_06.819,0,24,0,0.755,0,0,0,0, ,0,0,0,0,0, ,704.9,-70.4,708.7,-0.5,-0.9,-2.1,25,701.806,-75.7771,707.447,-0.4587,-0.518322,-1.78207,
2026_07_07_17_04_06.839,0,24.3,0,0.755,0,0,0,0, ,0,0,0,0,0, ,703.6,-70.9,701.4,-0.5,-0.6,-1.8,25,701.955,-75.4647,707.301,-0.461216,-0.53244,-1.79231,
2026_07_07_17_04_06.859,0,24.3,0,0.755,0,0,0,0, ,0,0,0,0,0, ,703.2,-70,700.1,-0.1,-0.9,-1.5,25,702.043,-75.1591,706.902,-0.451392,-0.545698,-1.78363,
2026_07_07_17_04_06.879,0,24.1,0,0.755,0,0,0,0, ,0,0,0,0,0, ,703.9,-71.1,694.3,0,-0.1,-1.4,25,702.134,-74.8782,706.311,-0.426932,-0.542913,-1.7633,
