UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h,
2026_06_15_18_59_10.238,3.84,25.5,0,0.755,0,0,0,0.035, ,0,0,0,0,0, ,-27,155.8,994.5,0.2,-0.8,-0.5,25,-27,155.8,994.5,0.2,-0.8,-0.5,
2026_06_15_18_59_10.258,3.84,25.7,0,0.757,0,0,0,0.037, ,0,0,0,0,0, ,-26.1,160.6,988,0.8,-1.4,-2.1,25,-26.9726,155.946,994.302,0.218281,-0.818281,-0.54875,
2026_06_15_18_59_10.278,3.84,25.5,0,0.755,0,0,0,0.035, ,0,0,0,0,0, ,-9.5,158.9,993.8,0.8,-1.8,-2.4,25,-26.4136,156.178,994.095,0.25373,-0.865917,-0.65242,
2026_06_15_18_59_10.298,3.84,25.6,0,0.756,0,0,0,0.037, ,0,0,0,0,0, ,-22.8,192.7,984.1,-1.1,-0.4,-0.7,25,-25.7882,157.374,993.781,0.229127,-0.880182,-0.707116,
2026_06_15_18_59_10.316,3.84,25.5,0,0.756,0,0,0,0.037, ,0,0,0,0,0, ,-5,149.9,994,-2.3,-2.1,-2.6,25,-25.0637,158.222,993.493,0.111571,-0.902717,-0.764573,
2026_06_15_18_59_10.336,3.84,25.5,0,0.756,0,0,0,0.038, ,0,0,0,0,0, ,-17.9,151.8,989.6,-1,0.6,-0.3,25,-24.2342,157.773,993.39,0.00422553,-0.893411,-0.806341,
2026_06_15_18_59_10.357,3.84,25.5,0,0.755,0,0,0,0.039, ,0,0,0,0,0, ,-24.5,155.7,985.8,-1.2,-1.4,-1.7,25,-24.0493,157.528,993.043,-0.0630632,-0.863344,-0.818142,
2026_06_15_18_59_10.376,3.84,25.6,0,0.755,0,0,0,0.039, ,0,0,0,0,0, ,-13.6,150.7,990.6,-2,-3.3,-1.5,25,-23.7446,157.264,992.748,-0.15672,-0.953937,-0.865787,
2026_06_15_18_59_10.396,3.84,25.6,0,0.755,0,0,0,0.039, ,0,0,0,0,0, ,-12.3,158.3,998.1,-2.1,-2.2,-1,25,-23.0868,157.096,992.845,-0.272092,-1.06338,-0.8892,
2026_06_15_18_59_10.416,3.84,25.6,0,0.756,0,0,0,0.039, ,0,0,0,0,0, ,-13.6,158.5,996,-0.5,0.3,-1.1,25,-22.4691,157.175,993.102,-0.33473,-1.05648,-0.898999,
