UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_20_23_28.040,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_20_23_28.061,0.020000,0.97906780,0.20249677,0.02010093,-0.00415740,0.99915731,0.01628149,0.03767662,0.00000000,0.91795552,-0.39668328,-0.04104406,0.39634901,0.91718203,23.372717,-2.159381,0.933634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_20_23_28.079,0.040000,0.97909695,0.20235348,0.02005927,-0.00446774,0.99915534,0.01686683,0.03747182,-0.00063058,0.91806620,-0.39642659,-0.04108807,0.39606813,0.91730142,23.355215,-2.147638,0.967195,0.001005,0.002084,9.810110,0.000587,0.005934,0.008485
2026_07_06_20_23_28.099,0.060000,0.97912580,0.20221058,0.02001758,-0.00477898,0.99915290,0.01745398,0.03726674,-0.00126291,0.91817605,-0.39617053,-0.04113218,0.39578786,0.91742039,23.337755,-2.135879,1.000859,0.002186,0.004367,9.809634,0.001783,0.007861,0.007190
2026_07_06_20_23_28.118,0.080000,0.97915453,0.20206824,0.01997593,-0.00509156,0.99915010,0.01804385,0.03706136,-0.00189785,0.91828501,-0.39591551,-0.04117673,0.39550865,0.91753876,23.320364,-2.124102,1.034680,0.003495,0.007393,9.808804,0.003115,0.010334,0.005280
2026_07_06_20_23_28.138,0.100000,0.97918290,0.20192647,0.01993441,-0.00540543,0.99914682,0.01863637,0.03685587,-0.00253523,0.91839296,-0.39566138,-0.04122186,0.39523038,0.91765666,23.303032,-2.112320,1.068652,0.004201,0.010642,9.807498,0.003861,0.012815,0.002825
2026_07_06_20_23_28.158,0.120000,0.97921115,0.20178463,0.01989307,-0.00572050,0.99914306,0.01923138,0.03665042,-0.00317491,0.91850048,-0.39540711,-0.04126765,0.39495191,0.91777444,23.285692,-2.100539,1.102767,0.004624,0.013155,9.806818,0.004297,0.014864,0.001225
2026_07_06_20_23_28.178,0.140000,0.97923940,0.20164272,0.01985189,-0.00603670,0.99913889,0.01982872,0.03644500,-0.00381677,0.91860753,-0.39515266,-0.04131402,0.39467332,0.91789222,23.268347,-2.088761,1.137016,0.005071,0.015393,9.806503,0.004739,0.016807,0.000072
2026_07_06_20_23_28.197,0.160000,0.97926718,0.20150189,0.01981078,-0.00635396,0.99913430,0.02042828,0.03623942,-0.00446064,0.91871321,-0.39490011,-0.04136077,0.39439663,0.91800904,23.251123,-2.076974,1.171391,0.005853,0.018275,9.806105,0.005514,0.019316,-0.001401
2026_07_06_20_23_28.217,0.180000,0.97929448,0.20136262,0.01976972,-0.00667274,0.99912924,0.02103092,0.03603349,-0.00510739,0.91881716,-0.39465046,-0.04140804,0.39412278,0.91812450,23.234081,-2.065166,1.205944,0.007180,0.021017,9.805429,0.006842,0.021601,-0.003051
2026_07_06_20_23_28.238,0.200000,0.97932136,0.20122546,0.01972851,-0.00699190,0.99912381,0.02163438,0.03582720,-0.00575488,0.91891885,-0.39440465,-0.04145499,0.39385289,0.91823822,23.217283,-2.053338,1.240543,0.008399,0.023806,9.804833,0.008054,0.023961,-0.004650
2026_07_06_20_23_28.257,0.220000,0.97934759,0.20109029,0.01968707,-0.00731090,0.99911791,0.02223759,0.03562066,-0.00640208,0.91901851,-0.39416245,-0.04150127,0.39358672,0.91835022,23.200724,-2.041495,1.275128,0.009332,0.026866,9.804251,0.008975,0.026571,-0.006353
2026_07_06_20_23_28.277,0.240000,0.97937351,0.20095600,0.01964559,-0.00763028,0.99911165,0.02284158,0.03541403,-0.00704998,0.91911691,-0.39392179,-0.04154743,0.39332217,0.91846150,23.184263,-2.029648,1.309758,0.009941,0.029879,9.803677,0.009568,0.029135,-0.008042
2026_07_06_20_23_28.297,0.260000,0.97939932,0.20082201,0.01960404,-0.00794998,0.99910498,0.02344625,0.03520731,-0.00769855,0.91921461,-0.39368159,-0.04159343,0.39305818,0.91857243,23.167843,-2.017796,1.344427,0.010707,0.032572,9.803520,0.010301,0.031576,-0.009213
2026_07_06_20_23_28.317,0.280000,0.97942501,0.20068812,0.01956287,-0.00826986,0.99909782,0.02405149,0.03500140,-0.00834735,0.91931176,-0.39344150,-0.04164005,0.39279437,0.91868317,23.151434,-2.005990,1.379128,0.011845,0.034341,9.803318,0.011410,0.033157,-0.010050
2026_07_06_20_23_28.336,0.300000,0.97945029,0.20055483,0.01952202,-0.00858993,0.99909019,0.02465728,0.03479619,-0.00899634,0.91940796,-0.39320236,-0.04168719,0.39253157,0.91879332,23.135094,-1.994224,1.413862,0.013030,0.036036,9.802876,0.012574,0.034582,-0.011074
2026_07_06_20_23_28.356,0.320000,0.97947544,0.20042241,0.01948097,-0.00891027,0.99908221,0.02526362,0.03459062,-0.00964593,0.91950291,-0.39296481,-0.04173389,0.39227048,0.91890270,23.118858,-1.982438,1.448627,0.014061,0.038821,9.802457,0.013572,0.037015,-0.012511
2026_07_06_20_23_28.376,0.340000,0.97950011,0.20029083,0.01943980,-0.00923088,0.99907374,0.02587052,0.03438485,-0.01029607,0.91959673,-0.39272866,-0.04178029,0.39201090,0.91901135,23.102720,-1.970640,1.483424,0.014671,0.041917,9.801924,0.014145,0.039680,-0.014190
2026_07_06_20_23_28.395,0.360000,0.97952479,0.20015942,0.01939858,-0.00955175,0.99906492,0.02647797,0.03417904,-0.01094673,0.91968995,-0.39249280,-0.04182654,0.39175162,0.91911983,23.086603,-1.958841,1.518252,0.014953,0.044049,9.801813,0.014381,0.041618,-0.015112
2026_07_06_20_23_28.415,0.380000,0.97954929,0.20002764,0.01935741,-0.00987287,0.99905562,0.02708596,0.03397339,-0.01159788,0.91978294,-0.39225608,-0.04187278,0.39149165,0.91922843,23.070446,-1.947050,1.553112,0.014820,0.046435,9.802009,0.014183,0.043898,-0.015864
2026_07_06_20_23_28.435,0.400000,0.97957391,0.19989525,0.01931557,-0.01019398,0.99904597,0.02769370,0.03376661,-0.01224934,0.91987592,-0.39201814,-0.04191752,0.39123052,0.91933757,23.054214,-1.935194,1.587958,0.012490,0.049402,9.800298,0.011860,0.045907,-0.018671
2026_07_06_20_23_28.454,0.420000,0.97959757,0.19976643,0.01927308,-0.01051497,0.99903595,0.02830110,0.03355864,-0.01290065,0.91996562,-0.39178672,-0.04196080,0.39097610,0.91944385,23.038401,-1.923271,1.622784,0.012877,0.052535,9.798994,0.012229,0.048301,-0.021075
2026_07_06_20_23_28.475,0.440000,0.97961932,0.19964707,0.01923251,-0.01082981,0.99902564,0.02889761,0.03335680,-0.01353875,0.92004752,-0.39157283,-0.04200536,0.39073968,0.91954231,23.023714,-1.911699,1.656986,0.015724,0.053468,9.798883,0.015032,0.049212,-0.021439
2026_07_06_20_23_28.494,0.460000,0.97963649,0.19954953,0.01919514,-0.01113137,0.99901527,0.02947016,0.03316601,-0.01414863,0.92011213,-0.39139932,-0.04205105,0.39054465,0.91962308,23.011610,-1.900761,1.689814,0.016307,0.055727,9.798823,0.015552,0.051296,-0.022353
2026_07_06_20_23_28.514,0.480000,0.97965074,0.19946644,0.01915944,-0.01142610,0.99900472,0.03003051,0.03298087,-0.01474385,0.92016518,-0.39125270,-0.04209737,0.39037704,0.91969210,23.001213,-1.890147,1.721944,0.016255,0.059488,9.798683,0.015417,0.054713,-0.023950
2026_07_06_20_23_28.534,0.500000,0.97966534,0.19938108,0.01912419,-0.01172243,0.99899369,0.03059411,0.03279614,-0.01534211,0.92021954,-0.39110184,-0.04214507,0.39020509,0.91976291,22.990549,-1.879556,1.754260,0.017536,0.060672,9.798609,0.016646,0.055825,-0.024434
2026_07_06_20_23_28.555,0.520000,0.97968030,0.19929284,0.01908888,-0.01202083,0.99898225,0.03116170,0.03261068,-0.01594458,0.92027575,-0.39094546,-0.04219334,0.39002761,0.91983593,22.979544,-1.868923,1.786805,0.019025,0.063221,9.799651,0.018013,0.058638,-0.024415
2026_07_06_20_23_28.574,0.540000,0.97969568,0.19920245,0.01905386,-0.01232126,0.99897027,0.03173333,0.03242512,-0.01655103,0.92033315,-0.39078510,-0.04224283,0.38984603,0.91991067,22.968283,-1.858285,1.819582,0.018868,0.065774,9.800138,0.017754,0.061187,-0.024964
2026_07_06_20_23_28.593,0.560000,0.97971112,0.19911048,0.01901936,-0.01262345,0.99895781,0.03230859,0.03224003,-0.01716077,0.92039132,-0.39062166,-0.04229388,0.38966131,0.91998655,22.956831,-1.847674,1.852568,0.019974,0.067942,9.800162,0.018781,0.063242,-0.025746
2026_07_06_20_23_28.613,0.580000,0.97972727,0.19901502,0.01898468,-0.01292683,0.99894494,0.03288601,0.03205436,-0.01777306,0.92045182,-0.39045170,-0.04234489,0.38947007,0.92006522,22.944971,-1.837029,1.885677,0.021337,0.070088,9.799881,0.020074,0.065167,-0.026793
2026_07_06_20_23_28.633,0.600000,0.97974330,0.19891909,0.01894993,-0.01323139,0.99893165,0.03346573,0.03186818,-0.01838772,0.92051226,-0.39028075,-0.04239608,0.38927785,0.92014420,22.933054,-1.826356,1.918919,0.022028,0.073367,9.799825,0.020663,0.068204,-0.028092
2026_07_06_20_23_28.653,0.620000,0.97975928,0.19882338,0.01891514,-0.01353707,0.99891794,0.03404768,0.03168160,-0.01900459,0.92057204,-0.39011022,-0.04244754,0.38908598,0.92022294,22.921160,-1.815660,1.952290,0.022459,0.076906,9.799828,0.020981,0.071495,-0.029448
2026_07_06_20_23_28.673,0.640000,0.97977549,0.19872606,0.01888028,-0.01384377,0.99890375,0.03463158,0.03149464,-0.01962356,0.92063260,-0.38993660,-0.04249911,0.38889107,0.92030299,22.909077,-1.804941,1.985772,0.023194,0.079136,9.799454,0.021639,0.073446,-0.030631
2026_07_06_20_23_28.693,0.660000,0.97979182,0.19862682,0.01884535,-0.01415141,0.99888921,0.03521726,0.03130734,-0.02024449,0.92069423,-0.38975924,-0.04255074,0.38869250,0.92038447,22.896767,-1.794204,2.019356,0.023918,0.081921,9.799387,0.022259,0.076028,-0.031744
