UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h,
2026_06_09_10_21_19.004,3.871,25.4,0,0.754,0,0,0,0.037, ,0,0,0,0,0, ,991.2,10.7,32.3,-0.3,-0.4,-1.8,25,35.7711,0.386149,1.16567,-0.0108266,-0.0144355,-0.0649597,
2026_06_09_10_21_19.024,3.871,25.4,0,0.754,0,0,0,0.038, ,0,0,0,0,0, ,991.2,8.5,29.1,-0.4,-0.5,-1.6,25,34.4324,0.31775,1.04357,-0.0128736,-0.0163474,-0.0576243,
2026_06_09_10_21_19.046,3.871,25.5,0,0.753,0,0,0,0.038, ,0,0,0,0,0, ,991.5,8.9,30.8,-0.4,-0.4,-1.7,25,32.997,0.207001,0.885542,-0.0172089,-0.018085,-0.0479125,
2026_06_09_10_21_19.063,3.871,25.4,0,0.754,0,0,0,0.037, ,0,0,0,0,0, ,991.6,8.9,29.5,-0.3,-0.5,-1.7,25,31.4792,0.110472,0.740706,-0.0187946,-0.0196483,-0.0408931,
2026_06_09_10_21_19.083,3.871,25.4,0,0.755,0,0,0,0.039, ,0,0,0,0,0, ,991.6,9.6,31,-0.3,-0.2,-1.8,25,29.8832,0.0352976,0.604227,-0.0177578,-0.0161337,-0.0364685,
2026_06_09_10_21_19.102,3.871,25.4,0,0.756,0,0,0,0.039, ,0,0,0,0,0, ,990.1,10.3,31.4,-0.4,-0.5,-1.7,25,28.1814,-0.00203363,0.518055,-0.0191365,-0.012712,-0.0320812,
2026_06_09_10_21_19.122,3.871,25.4,0,0.754,0,0,0,0.04, ,0,0,0,0,0, ,990.6,10.4,29.7,-0.4,-0.5,-1.7,25,26.3996,-0.0179068,0.401678,-0.0228054,-0.0167519,-0.0252989,
2026_06_09_10_21_19.142,3.871,25.5,0,0.755,0,0,0,0.04, ,0,0,0,0,0, ,991.4,9.2,30.2,-0.4,-0.3,-1.8,25,24.607,-0.0598869,0.259603,-0.0261819,-0.0156068,-0.0211766,
2026_06_09_10_21_19.163,3.871,25.5,0,0.756,0,0,0,0.04, ,0,0,0,0,0, ,989.1,10,31.8,-0.4,-0.4,-1.7,25,22.7442,-0.109322,0.174711,-0.0292639,-0.0119888,-0.0171521,
2026_06_09_10_21_19.182,3.871,25.4,0,0.755,0,0,0,0.04, ,0,0,0,0,0, ,992,9.6,29,-0.4,-0.6,-1.8,25,20.8755,-0.145985,0.0636965,-0.0320504,-0.0158457,-0.0132405,
