UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h,
2026_07_06_17_14_41.770,3.871,55.1,0,0.776,0,0,0,0, ,0,0,0,0,0, ,-863.4,193.4,452.1,-1.9,1.4,-1.1,25,-863.4,193.4,452.1,-1.9,1.4,-1.1,
2026_07_06_17_14_41.789,3.871,54.8,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-868.8,205.5,434.3,-2.3,-0.9,0,25,-863.565,193.769,451.558,-1.91219,1.32992,-1.06648,
2026_07_06_17_14_41.809,3.871,54.7,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-878,209.2,438.9,-2.8,-2.4,-0.5,25,-864.164,194.596,450.646,-1.95105,1.14833,-1.01673,
2026_07_06_17_14_41.828,3.871,54.7,0,0.778,0,0,0,0, ,0,0,0,0,0, ,-868.2,204.3,436.4,-4.6,-4.6,-0.6,25,-864.708,195.337,449.854,-2.05763,0.865075,-0.988289,
2026_07_06_17_14_41.849,3.871,54.8,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-880.6,213.5,461.6,-6.4,-5.9,-2,25,-865.299,196.163,449.802,-2.2674,0.492438,-1.00728,
2026_07_06_17_14_41.871,3.871,54.7,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-872,201.4,473.7,-7,-4.6,-2.6,25,-865.969,196.851,450.89,-2.53751,0.142508,-1.08606,
2026_07_06_17_14_41.888,3.871,54.7,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-870.1,198.9,472.1,-5.8,-2.6,-1.8,25,-866.279,197.052,452.231,-2.77288,-0.085551,-1.15394,
2026_07_06_17_14_41.908,3.871,54.7,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-860.4,192.6,468.9,-4.4,-1.4,-0.5,25,-866.216,196.973,453.344,-2.91469,-0.202213,-1.1537,
2026_07_06_17_14_41.928,3.871,54.8,0,0.778,0,0,0,0, ,0,0,0,0,0, ,-863.5,203,465,-3.7,-0.9,-0.2,25,-865.956,197.023,454.173,-2.98387,-0.259969,-1.10472,
2026_07_06_17_14_41.947,3.871,54.7,0,0.775,0,0,0,0, ,0,0,0,0,0, ,-875.6,207,466.9,-2.1,-0.6,-0.4,25,-866.175,197.509,454.891,-2.97876,-0.28983,-1.05569,
2026_07_06_17_14_41.967,3.871,54.6,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-867.7,204.2,459.7,-2.1,-1,-0.6,25,-866.509,198.002,455.403,-2.92521,-0.320918,-1.02182,
2026_07_06_17_14_41.988,3.871,54.7,0,0.776,0,0,0,0, ,0,0,0,0,0, ,-866.4,208.3,449.3,-3,-2.5,-1.2,25,-866.542,198.505,455.348,-2.90235,-0.408003,-1.0144,
2026_07_06_17_14_42.007,3.871,54.6,0,0.778,0,0,0,0, ,0,0,0,0,0, ,-870.9,209.2,453.7,-3.4,-3.5,-2.2,25,-866.67,199.129,455.114,-2.92049,-0.565953,-1.05618,
2026_07_06_17_14_42.027,3.871,54.6,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-861.8,193.9,464.2,-2.6,-4.1,-1.4,25,-866.651,199.277,455.348,-2.92533,-0.763028,-1.10151,
2026_07_06_17_14_42.047,3.871,54.6,0,0.778,0,0,0,0, ,0,0,0,0,0, ,-870.1,209.1,466,-2,-4.9,-1.1,25,-866.608,199.412,455.942,-2.88723,-0.990749,-1.11055,
2026_07_06_17_14_42.066,3.871,54.6,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-875.3,206.6,481,-2.1,-3.4,-2.5,25,-866.979,199.926,457.012,-2.83621,-1.18327,-1.15257,
2026_07_06_17_14_42.087,3.871,54.6,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-866.5,205.6,473.1,-2.7,-2.6,-3,25,-867.218,200.303,458.233,-2.80963,-1.29397,-1.24991,
2026_07_06_17_14_42.106,3.871,54.6,0,0.776,0,0,0,0, ,0,0,0,0,0, ,-863.2,194.5,484.1,-0.2,-1,-2.5,25,-867.074,200.287,459.474,-2.72677,-1.32481,-1.34132,
2026_07_06_17_14_42.126,3.871,54.6,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-863.5,192.7,476,0.7,0,-1.1,25,-866.847,199.88,460.728,-2.54538,-1.27455,-1.36927,
2026_07_06_17_14_42.146,3.871,54.6,0,0.776,0,0,0,0, ,0,0,0,0,0, ,-865.9,198.3,462.7,1.2,0.4,-0.5,25,-866.716,199.613,461.253,-2.33238,-1.18469,-1.33458,
2026_07_06_17_14_42.166,3.871,54.6,0,0.778,0,0,0,0, ,0,0,0,0,0, ,-864.6,204.5,452.7,1.1,-0.7,-0.6,25,-866.627,199.722,461.037,-2.12017,-1.12164,-1.28677,
2026_07_06_17_14_42.185,3.871,54.5,0,0.775,0,0,0,0, ,0,0,0,0,0, ,-873.5,214.1,468.7,1,-2,-1.6,25,-866.775,200.305,461.016,-1.92699,-1.13556,-1.27539,
2026_07_06_17_14_42.205,3.871,54.6,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-872.5,206.9,478.3,2.1,-0.6,-2.5,25,-867.154,200.927,461.777,-1.71511,-1.14558,-1.32259,
2026_07_06_17_14_42.225,3.871,54.5,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-863.7,202.2,471.1,3.2,0,-2.5,25,-867.212,201.147,462.564,-1.44911,-1.09405,-1.39434,
2026_07_06_17_14_42.244,3.871,54.5,0,0.778,0,0,0,0, ,0,0,0,0,0, ,-857,194.9,466.7,2.8,0.1,-1.1,25,-866.793,200.989,462.951,-1.17799,-1.02433,-1.41906,
2026_07_06_17_14_42.265,3.871,54.5,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-862.9,198.4,455.8,0.6,-1.2,-0.4,25,-866.376,200.725,462.847,-1.00261,-0.99543,-1.37829,
2026_07_06_17_14_42.283,3.871,54.5,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-870.9,220.8,457.5,-0.5,-2.1,-1.6,25,-866.408,201.266,462.469,-0.938471,-1.03532,-1.35524,
2026_07_06_17_14_42.304,3.871,54.5,0,0.776,0,0,0,0, ,0,0,0,0,0, ,-872.3,204.7,464.3,1.2,-2.7,-1.9,25,-866.725,201.965,462.374,-0.859955,-1.11848,-1.37929,
2026_07_06_17_14_42.324,3.871,54.5,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-864,201.4,460.6,1.8,-3.5,-1.8,25,-866.812,202.032,462.378,-0.716145,-1.23923,-1.40798,
2026_07_06_17_14_42.343,3.871,54.4,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-863.1,208,463,0,-4.6,-1.8,25,-866.613,202.194,462.343,-0.617661,-1.41051,-1.43187,
2026_07_06_17_14_42.363,3.871,54.5,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-866.4,207.7,477.9,-1.9,-4.7,-2.4,25,-866.499,202.539,462.837,-0.637913,-1.60791,-1.47258,
2026_07_06_17_14_42.383,3.871,54.4,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-866.6,202.3,488,-1.8,-3.1,-2.5,25,-866.499,202.689,464.063,-0.711775,-1.74759,-1.53214,
2026_07_06_17_14_42.403,3.871,54.5,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-859.8,200.8,485.8,-0.3,-1.3,-2,25,-866.298,202.619,465.454,-0.732385,-1.77516,-1.57589,
2026_07_06_17_14_42.422,3.871,54.4,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-858.2,203.4,486.2,0.1,0.5,-0.6,25,-865.854,202.588,466.706,-0.693849,-1.69136,-1.55908,
2026_07_06_17_14_42.442,3.871,54.4,0,0.776,0,0,0,0, ,0,0,0,0,0, ,-867.9,210.5,482.9,0.4,2.3,-1,25,-865.683,202.854,467.794,-0.636333,-1.50298,-1.51282,
2026_07_06_17_14_42.462,3.871,54.5,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-863.1,208.3,471.4,0.5,3,-1.5,25,-865.672,203.252,468.364,-0.570135,-1.24991,-1.4968,
2026_07_06_17_14_42.482,3.871,54.4,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-864.2,208.1,460.3,-0.4,2,-1.8,25,-865.548,203.554,468.211,-0.532346,-1.0214,-1.50614,
2026_07_06_17_14_42.501,3.871,54.4,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-868.1,206.5,455.6,-1.6,0.3,-1.9,25,-865.585,203.782,467.585,-0.560843,-0.889078,-1.52709,
2026_07_06_17_14_42.522,3.871,54.4,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-865.1,199.5,455,-1.4,-1.3,-1.8,25,-865.647,203.735,466.837,-0.618073,-0.865368,-1.54677,
2026_07_06_17_14_42.541,3.871,54.5,0,0.778,0,0,0,0, ,0,0,0,0,0, ,-862.5,205.5,458,-1.7,-2.9,-1.7,25,-865.534,203.659,466.207,-0.674862,-0.940604,-1.55915,
2026_07_06_17_14_42.562,3.871,54.4,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-868.5,211.4,476.4,-3.3,-3.1,-2.7,25,-865.532,203.951,466.267,-0.786082,-1.0661,-1.59821,
2026_07_06_17_14_42.581,3.871,54.4,0,0.777,0,0,0,0, ,0,0,0,0,0, ,-866.2,204.8,484.2,-3.6,-2.2,-2.7,25,-865.643,204.204,467.123,-0.948414,-1.16262,-1.66535,
