UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_15_23_55.930,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_15_23_55.950,0.020000,0.99673861,0.07825466,0.01964844,-0.00154261,0.99922311,0.00615033,0.03892729,-0.00000000,0.98774767,-0.15605949,-0.03941015,0.15593825,0.98698032,8.978909,-2.231097,0.352683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_15_23_55.970,0.040000,0.99674922,0.07812703,0.01958728,-0.00186058,0.99922574,0.00676965,0.03875649,-0.00064846,0.98778540,-0.15581898,-0.03933793,0.15567322,0.98702502,8.963497,-2.221303,0.388195,-0.000552,0.002193,9.819569,-0.001323,0.005209,0.018950
2026_07_06_15_23_55.990,0.060000,0.99675971,0.07800091,0.01952673,-0.00217954,0.99922794,0.00739117,0.03858690,-0.00129876,0.98782223,-0.15558144,-0.03926692,0.15541121,0.98706913,8.948262,-2.211578,0.423833,-0.000869,0.004751,9.818904,-0.001617,0.007624,0.017886
2026_07_06_15_23_56.009,0.080000,0.99676991,0.07787628,0.01946734,-0.00249942,0.99922955,0.00801478,0.03841963,-0.00195060,0.98785806,-0.15534678,-0.03919821,0.15515214,0.98711264,8.933199,-2.201987,0.459591,-0.001464,0.007515,9.817964,-0.002182,0.010200,0.016507
2026_07_06_15_23_56.030,0.100000,0.99677980,0.07775252,0.01940909,-0.00282014,0.99923068,0.00864033,0.03825464,-0.00260390,0.98789316,-0.15511377,-0.03913173,0.15489481,0.98715568,8.918239,-2.192526,0.495459,-0.002267,0.010215,9.817325,-0.002970,0.012755,0.015430
2026_07_06_15_23_56.053,0.120000,0.99678952,0.07762911,0.01935183,-0.00314111,0.99923128,0.00926657,0.03809172,-0.00325751,0.98792773,-0.15488134,-0.03906708,0.15463819,0.98719847,8.903319,-2.183184,0.531368,-0.002760,0.012917,9.816988,-0.003464,0.015362,0.014665
2026_07_06_15_23_56.069,0.140000,0.99679917,0.07750653,0.01929490,-0.00346235,0.99923146,0.00989350,0.03792956,-0.00391158,0.98796147,-0.15465052,-0.03900298,0.15438329,0.98724091,8.888502,-2.173886,0.567315,-0.002941,0.015326,9.816225,-0.003632,0.017618,0.013535
2026_07_06_15_23_56.089,0.160000,0.99680853,0.07738466,0.01923826,-0.00378439,0.99923116,0.01052212,0.03776802,-0.00456714,0.98799461,-0.15442099,-0.03893944,0.15412976,0.98728299,8.873766,-2.164623,0.603359,-0.002833,0.017295,9.815760,-0.003524,0.019487,0.012782
2026_07_06_15_23_56.109,0.180000,0.99681771,0.07726309,0.01918187,-0.00410716,0.99923038,0.01115227,0.03760699,-0.00522407,0.98802710,-0.15419199,-0.03887632,0.15387686,0.98732495,8.859066,-2.155389,0.639491,-0.002507,0.019963,9.814874,-0.003187,0.021984,0.011512
