UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_17_10_00.244,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_17_10_00.264,0.020000,0.91982943,0.34173936,-0.18062362,0.06710614,0.92574376,-0.24690482,-0.28642023,0.00000001,0.75742197,-0.65292573,0.37815148,0.60444188,0.70117867,40.765553,16.644987,-14.934818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_17_10_00.283,0.040000,0.91984975,0.34172931,-0.18064912,0.06680804,0.92580515,-0.24637291,-0.28667957,-0.00055948,0.75751555,-0.65281689,0.37800062,0.60454166,0.70117396,40.770420,16.660498,-14.903132,0.000785,-0.000015,9.753347,-0.016907,-0.028409,-0.032927
2026_07_06_17_10_00.303,0.060000,0.91987109,0.34171879,-0.18067141,0.06650753,0.92586917,-0.24583432,-0.28693509,-0.00112093,0.75761002,-0.65270650,0.37784255,0.60464251,0.70117223,40.775215,16.675781,-14.871015,0.002712,-0.000235,9.753774,-0.014956,-0.028795,-0.033038
2026_07_06_17_10_00.329,0.080000,0.91989309,0.34170794,-0.18069161,0.06620396,0.92593515,-0.24528864,-0.28718910,-0.00168639,0.75770545,-0.65259457,0.37767878,0.60474455,0.70117247,40.779991,16.690975,-14.838452,0.005392,-0.000571,9.754172,-0.012316,-0.029469,-0.033310
2026_07_06_17_10_00.343,0.100000,0.91991568,0.34169680,-0.18070984,0.06589752,0.92600292,-0.24473625,-0.28744170,-0.00225563,0.75780165,-0.65248114,0.37750956,0.60484785,0.70117450,40.784748,16.706087,-14.805470,0.007834,-0.000855,9.754649,-0.009864,-0.029996,-0.033493
2026_07_06_17_10_00.363,0.120000,0.91993815,0.34168595,-0.18072788,0.06559019,0.92607069,-0.24418218,-0.28769445,-0.00282653,0.75789726,-0.65236783,0.37733942,0.60495198,0.70117629,40.789555,16.721209,-14.772385,0.010312,-0.001648,9.754773,-0.007512,-0.031128,-0.033604
2026_07_06_17_10_00.383,0.140000,0.91996050,0.34167522,-0.18074566,0.06528319,0.92613822,-0.24362853,-0.28794643,-0.00339672,0.75799227,-0.65225476,0.37716904,0.60505611,0.70117807,40.794357,16.736284,-14.739323,0.012832,-0.001867,9.754692,-0.005199,-0.031956,-0.034247
2026_07_06_17_10_00.402,0.160000,0.91998285,0.34166482,-0.18076187,0.06497626,0.92620647,-0.24307403,-0.28819543,-0.00396586,0.75808644,-0.65214205,0.37699586,0.60516107,0.70118058,40.799175,16.751183,-14.706193,0.014261,-0.000932,9.754812,-0.003823,-0.031518,-0.035187
2026_07_06_17_10_00.423,0.180000,0.92000550,0.34165442,-0.18077664,0.06466771,0.92627579,-0.24251556,-0.28844300,-0.00453698,0.75818068,-0.65202868,0.37681904,0.60526705,0.70118415,40.803993,16.765999,-14.672815,0.015897,-0.001052,9.755039,-0.002213,-0.031867,-0.035426
