UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h,
2026_07_06_21_46_39.007,3.872,280.9,0,0.763,0,0,0,0, ,0,0,0,0,0, ,-40.7,423.9,905.3,-0.7,-0.5,-1.8,25,-40.7,423.9,905.3,-0.7,-0.5,-1.8,
2026_07_06_21_46_39.026,3.872,39.2,0,0.765,0,0,0,0, ,0,0,0,0,0, ,-41.1,424.3,906,-0.8,-0.5,-1.8,25,-40.7122,423.912,905.321,-0.703047,-0.5,-1.8,
2026_07_06_21_46_39.046,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-39.3,423.4,906.6,-0.8,-0.5,-1.8,25,-40.681,423.908,905.381,-0.708955,-0.5,-1.8,
2026_07_06_21_46_39.065,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-41.1,422.8,905.7,-0.8,-0.5,-1.8,25,-40.6517,423.859,905.428,-0.714503,-0.5,-1.8,
2026_07_06_21_46_39.085,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-40.2,424.4,905.1,-0.5,-0.4,-1.7,25,-40.6516,423.843,905.426,-0.710572,-0.496953,-1.79695,
2026_07_06_21_46_39.105,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40.5,422.9,904.9,-0.7,-0.5,-1.7,25,-40.6332,423.832,905.4,-0.703834,-0.494092,-1.79105,
2026_07_06_21_46_39.125,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-40.7,423,904.7,-0.6,-0.5,-1.7,25,-40.6312,423.778,905.364,-0.700554,-0.494452,-1.7855,
2026_07_06_21_46_39.145,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40,424,904.9,-0.6,-0.5,-1.8,25,-40.614,423.761,905.329,-0.694426,-0.49479,-1.78333,
2026_07_06_21_46_39.170,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-39.6,422.3,904.9,-0.7,-0.5,-1.8,25,-40.5644,423.724,905.303,-0.691719,-0.495108,-1.78435,
2026_07_06_21_46_39.184,3.872,39,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-40.7,424.5,904.1,-0.7,-0.5,-1.7,25,-40.5392,423.704,905.254,-0.692224,-0.495406,-1.78226,
2026_07_06_21_46_39.204,3.872,39,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-41,422.1,905.1,-0.6,-0.5,-1.7,25,-40.5581,423.679,905.214,-0.689651,-0.495686,-1.77724,
2026_07_06_21_46_39.224,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-41.2,422.4,905.2,-0.7,-0.5,-1.7,25,-40.5911,423.592,905.21,-0.687234,-0.495949,-1.77254,
2026_07_06_21_46_39.243,3.872,39,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40.1,422.1,905.5,-0.7,-0.5,-1.8,25,-40.5947,423.51,905.219,-0.688012,-0.496195,-1.77116,
2026_07_06_21_46_39.263,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-38.9,421.9,904.5,-0.8,-0.6,-1.7,25,-40.528,423.418,905.206,-0.69179,-0.499474,-1.76987,
2026_07_06_21_46_39.283,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-40.2,422.3,906,-0.7,-0.6,-1.7,25,-40.4684,423.338,905.208,-0.695337,-0.5056,-1.76562,
2026_07_06_21_46_39.303,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-40.5,423.3,903.6,-0.7,-0.4,-1.8,25,-40.4612,423.305,905.183,-0.695621,-0.505259,-1.76466,
2026_07_06_21_46_39.328,3.872,39.2,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40.8,422.9,905.1,-0.8,-0.5,-1.7,25,-40.4727,423.293,905.133,-0.698935,-0.501891,-1.76377,
2026_07_06_21_46_39.342,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-41.1,422.4,906,-0.6,-0.5,-1.8,25,-40.5018,423.254,905.158,-0.699,-0.501776,-1.76293,
2026_07_06_21_46_39.362,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-41.9,421.6,907.3,-0.5,-0.5,-1.7,25,-40.5626,423.177,905.249,-0.68992,-0.501668,-1.76214,
2026_07_06_21_46_39.382,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-39.4,423.2,905,-0.8,-0.5,-1.7,25,-40.5679,423.13,905.304,-0.687487,-0.501566,-1.75836,
2026_07_06_21_46_39.402,3.872,39,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-39,423.8,903.5,-0.6,-0.5,-1.8,25,-40.4846,423.152,905.24,-0.68825,-0.501471,-1.75785,
2026_07_06_21_46_39.422,3.872,39,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-39.5,423.3,905,-0.7,-0.5,-1.6,25,-40.4094,423.177,905.179,-0.685919,-0.501381,-1.75432,
2026_07_06_21_46_39.442,3.872,39,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-39.3,422.7,905.1,-0.6,-0.5,-1.8,25,-40.3478,423.166,905.171,-0.68373,-0.501297,-1.75101,
2026_07_06_21_46_39.461,3.872,39.1,0,0.765,0,0,0,0, ,0,0,0,0,0, ,-41.3,422.3,906,-0.7,-0.5,-1.8,25,-40.3449,423.125,905.195,-0.681675,-0.501218,-1.754,
2026_07_06_21_46_39.481,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-40.4,423.5,905.3,-0.7,-0.5,-1.7,25,-40.3757,423.112,905.222,-0.682791,-0.501144,-1.75375,
2026_07_06_21_46_39.501,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40.6,424.1,903.8,-0.7,-0.6,-1.7,25,-40.3833,423.154,905.181,-0.68384,-0.504121,-1.75048,
2026_07_06_21_46_39.521,3.872,39,0,0.765,0,0,0,0, ,0,0,0,0,0, ,-40.1,422.1,906,-0.7,-0.5,-1.8,25,-40.3813,423.15,905.164,-0.684825,-0.506917,-1.75045,
2026_07_06_21_46_39.541,3.872,39,0,0.765,0,0,0,0, ,0,0,0,0,0, ,-40,422.8,905,-0.9,-0.6,-1.7,25,-40.3611,423.108,905.185,-0.691843,-0.509542,-1.75042,
2026_07_06_21_46_39.561,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40.6,423.3,905.5,-0.7,-0.5,-1.8,25,-40.3573,423.104,905.189,-0.698434,-0.512007,-1.7504,
2026_07_06_21_46_39.581,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-39.7,423.5,905,-0.7,-0.5,-1.8,25,-40.3447,423.122,905.192,-0.69853,-0.511276,-1.75342,
2026_07_06_21_46_39.600,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-40.5,423.3,904,-0.9,-0.5,-1.7,25,-40.3298,423.139,905.15,-0.704713,-0.510589,-1.75321,
2026_07_06_21_46_39.619,3.872,39,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-41.2,423.3,907.7,-0.9,-0.5,-1.7,25,-40.3615,423.149,905.193,-0.716613,-0.509943,-1.74997,
2026_07_06_21_46_39.639,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40.5,423.3,904.5,-0.8,-0.5,-1.7,25,-40.3913,423.158,905.248,-0.724741,-0.509337,-1.74692,
2026_07_06_21_46_39.659,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40.4,422.6,906.2,-0.7,-0.5,-1.8,25,-40.3948,423.145,905.254,-0.726281,-0.508768,-1.74711,
2026_07_06_21_46_39.679,3.872,39,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-40.7,422.8,905.2,-0.8,-0.5,-1.7,25,-40.4043,423.118,905.281,-0.727726,-0.508234,-1.74729,
2026_07_06_21_46_39.699,3.872,39,0,0.765,0,0,0,0, ,0,0,0,0,0, ,-40.1,424.8,906.7,-0.7,-0.5,-1.6,25,-40.404,423.16,905.322,-0.729083,-0.507732,-1.74136,
2026_07_06_21_46_39.719,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-41,423.5,903.9,-0.6,-0.5,-1.7,25,-40.4129,423.22,905.321,-0.724264,-0.507261,-1.73579,
2026_07_06_21_46_39.738,3.872,39,0,0.765,0,0,0,0, ,0,0,0,0,0, ,-41.3,422.4,905.2,-0.7,-0.5,-1.7,25,-40.4578,423.204,905.274,-0.719739,-0.506819,-1.73361,
2026_07_06_21_46_39.759,3.872,39,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-40.2,422.2,905.7,-0.6,-0.5,-1.7,25,-40.4757,423.149,905.285,-0.715489,-0.506403,-1.73156,
2026_07_06_21_46_39.778,3.872,39.2,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-41,423,905.5,-0.7,-0.5,-1.7,25,-40.4832,423.115,905.304,-0.711498,-0.506013,-1.72964,
2026_07_06_21_46_39.799,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-41.3,422.6,905,-0.7,-0.5,-1.8,25,-40.5239,423.096,905.301,-0.710798,-0.505647,-1.73088,
2026_07_06_21_46_39.825,3.872,39,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-39.7,422.4,904.5,-0.6,-0.5,-1.7,25,-40.5224,423.06,905.267,-0.707093,-0.505302,-1.73204,
2026_07_06_21_46_39.837,3.872,39.1,0,0.767,0,0,0,0, ,0,0,0,0,0, ,-41.2,422.8,905.1,-0.7,-0.5,-1.8,25,-40.518,423.032,905.239,-0.703614,-0.504979,-1.73314,
2026_07_06_21_46_39.857,3.872,39.1,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40.4,421.2,906.2,-0.8,-0.5,-1.7,25,-40.5352,422.969,905.264,-0.70644,-0.504676,-1.73417,
2026_07_06_21_46_39.877,3.872,39,0,0.766,0,0,0,0, ,0,0,0,0,0, ,-40.5,423,905.5,-0.7,-0.4,-1.8,25,-40.53,422.916,905.299,-0.709095,-0.501344,-1.73513,
