UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_15_26_41.487,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_15_26_41.503,0.020000,0.99675196,0.07805713,0.01975363,-0.00154694,0.99921483,0.00616765,0.03913745,0.00000000,0.98780936,-0.15566829,-0.03962044,0.15554607,0.98703378,8.956217,-2.243149,0.353679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_15_26_41.537,0.040000,0.99676269,0.07792878,0.01969264,-0.00188180,0.99921733,0.00682066,0.03896450,-0.00068216,0.98784715,-0.15542713,-0.03955108,0.15527889,0.98707861,8.940681,-2.233231,0.391124,-0.000214,0.003133,9.815240,-0.000819,0.005460,0.014547
2026_07_06_15_26_41.553,0.060000,0.99677312,0.07780153,0.01963166,-0.00221613,0.99921936,0.00747271,0.03879179,-0.00136322,0.98788404,-0.15518796,-0.03948146,0.15501395,0.98712301,8.925278,-2.223327,0.428513,-0.000475,0.006015,9.814678,-0.001062,0.008214,0.013537
2026_07_06_15_26_41.570,0.080000,0.99678332,0.07767535,0.01957118,-0.00254993,0.99922091,0.00812384,0.03862032,-0.00204305,0.98792005,-0.15495080,-0.03941258,0.15475118,0.98716700,8.910001,-2.213495,0.465849,-0.000522,0.008872,9.813869,-0.001087,0.010907,0.012297
2026_07_06_15_26_41.586,0.100000,0.99679339,0.07755019,0.01951122,-0.00288375,0.99922198,0.00877520,0.03845004,-0.00272280,0.98795533,-0.15471557,-0.03934458,0.15449050,0.98721057,8.894845,-2.203731,0.503197,-0.000625,0.011634,9.813102,-0.001172,0.013513,0.011110
2026_07_06_15_26_41.603,0.120000,0.99680310,0.07742650,0.01945175,-0.00321707,0.99922258,0.00942573,0.03828095,-0.00340141,0.98798960,-0.15448311,-0.03927730,0.15423280,0.98725355,8.879865,-2.194035,0.540499,-0.000898,0.014196,9.812452,-0.001434,0.015937,0.010065
2026_07_06_15_26_41.637,0.140000,0.99681270,0.07730377,0.01939276,-0.00354992,0.99922264,0.01007548,0.03811305,-0.00407894,0.98802304,-0.15425245,-0.03921074,0.15397708,0.98729610,8.865000,-2.184407,0.577754,-0.001282,0.017057,9.812318,-0.001834,0.018737,0.009481
2026_07_06_15_26_41.653,0.160000,0.99682200,0.07718192,0.01933371,-0.00388289,0.99922228,0.01072553,0.03794515,-0.00475668,0.98805577,-0.15402342,-0.03914391,0.15372314,0.98733830,8.850239,-2.174779,0.615028,-0.001544,0.019749,9.812649,-0.002132,0.021441,0.009388
2026_07_06_15_26_41.674,0.180000,0.99683118,0.07706141,0.01927462,-0.00421600,0.99922144,0.01137593,0.03777730,-0.00543461,0.98808753,-0.15379697,-0.03907686,0.15347192,0.98738003,8.835636,-2.165155,0.652321,-0.001873,0.022194,9.812563,-0.002483,0.023836,0.008921
2026_07_06_15_26_41.687,0.200000,0.99684000,0.07694221,0.01921603,-0.00454970,0.99922007,0.01202770,0.03761049,-0.00611360,0.98811841,-0.15357301,-0.03901074,0.15322331,0.98742127,8.821186,-2.155589,0.689692,-0.001980,0.024779,9.812199,-0.002606,0.026330,0.008165
2026_07_06_15_26_41.703,0.220000,0.99684864,0.07682368,0.01915794,-0.00488397,0.99921823,0.01268073,0.03744473,-0.00679359,0.98814851,-0.15335029,-0.03894555,0.15297604,0.98746216,8.806815,-2.146085,0.727135,-0.002265,0.027048,9.811632,-0.002900,0.028479,0.007254
