UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h
2026_06_10_15_44_45.690,3.757,29.4,0,0.759,0,0,0,0.042, ,0,0,0,0,0, ,-96.4,117.1,995.9,-38.2,3.6,28.8,25,8.26367,12.2296,-0.817879,-0.32027,-0.994515,-5.35283
2026_06_10_15_44_45.709,3.757,29.4,0,0.76,0,0,0,0.041, ,0,0,0,0,0, ,-13,199.3,993.2,-26.8,0.3,6.2,25,7.35744,10.7801,-0.374218,-1.95112,-0.61021,-2.88213
2026_06_10_15_44_45.733,3.757,29.5,0,0.76,0,0,0,0.041, ,0,0,0,0,0, ,-39.6,144.5,992.9,-32.7,-1,-2.3,25,7.85223,10.0205,-0.0240361,-3.3575,-0.354545,-1.28102
2026_06_10_15_44_45.749,3.757,29.5,0,0.76,0,0,0,0.041, ,0,0,0,0,0, ,-150.7,200.4,981,-3.2,-1.8,-12.9,25,4.90743,9.27567,0.00992619,-4.09965,-0.161167,-0.220481
2026_06_10_15_44_45.770,3.757,29.4,0,0.759,0,0,0,0.041, ,0,0,0,0,0, ,-25.2,122,994.6,-10.6,-4,-28.3,25,2.43598,7.96996,0.0838595,-4.24328,-0.0500426,0.151568
2026_06_10_15_44_45.789,3.757,29.5,0,0.759,0,0,0,0.042, ,0,0,0,0,0, ,-82,78.2,995.1,1.2,-2.1,-13.3,25,1.75837,3.69247,0.499508,-4.25105,0.0485217,0.494815
2026_06_10_15_44_45.808,3.757,29.5,0,0.759,0,0,0,0.041, ,0,0,0,0,0, ,-71.8,148,988.7,3.1,-2.2,-23.9,25,-0.0373885,0.244126,0.747633,-3.90154,0.186152,0.926685
2026_06_10_15_44_45.828,3.757,29.6,0,0.76,0,0,0,0.041, ,0,0,0,0,0, ,12.6,124.6,993.4,3.5,-3,-39.9,25,0.574854,-1.8985,0.938219,-3.49355,0.294045,0.680532
2026_06_10_15_44_45.848,3.757,29.7,0,0.76,0,0,0,0.04, ,0,0,0,0,0, ,11.3,177.6,1011.1,4.9,-2.5,-40.5,25,3.19198,-3.20085,1.66412,-3.04421,0.387842,0.0360395
2026_06_10_15_44_45.868,3.757,29.5,0,0.76,0,0,0,0.039, ,0,0,0,0,0, ,-128.7,202.2,1033.9,-1.1,12.9,-72.4,25,2.20013,-2.52068,3.33934,-2.71471,0.86502,-1.37398
2026_06_10_15_44_45.888,3.757,29.6,0,0.76,0,0,0,0.041, ,0,0,0,0,0, ,20.7,147.4,994.9,-14.5,10.2,-79.4,25,1.47657,-2.60199,4.5187,-2.8637,1.62596,-3.66196
2026_06_10_15_44_45.907,3.757,29.7,0,0.759,0,0,0,0.04, ,0,0,0,0,0, ,94.8,17.8,1099.3,-35.2,11.8,-59.4,25,6.26181,-7.18828,7.22166,-3.82746,2.31459,-5.5009
2026_06_10_15_44_45.928,3.757,29.7,0,0.759,0,0,0,0.039, ,0,0,0,0,0, ,15.7,122.6,1135,-33.8,32.1,-41.4,25,10.6589,-12.1223,13.1919,-5.19836,3.49506,-6.29073
2026_06_10_15_44_45.948,3.757,29.7,0,0.76,0,0,0,0.039, ,0,0,0,0,0, ,-61.2,99.9,992.1,-19.3,41.9,-38,25,10.9624,-14.7415,16.1757,-6.08652,5.33852,-6.48605
2026_06_10_15_44_45.967,3.757,29.7,0,0.759,0,0,0,0.039, ,0,0,0,0,0, ,-124.2,176.3,988.8,-25.2,41.6,-51.3,25,7.76648,-15.8427,15.3483,-6.69023,7.29821,-6.8826
2026_06_10_15_44_45.988,3.757,29.7,0,0.759,0,0,0,0.04, ,0,0,0,0,0, ,-113.6,3,935.5,-12.8,31.5,-70.2,25,3.40406,-19.188,13.098,-7.07198,8.87081,-8.01537
2026_06_10_15_44_46.007,3.757,29.8,0,0.761,0,0,0,0.04, ,0,0,0,0,0, ,-91,-54.9,1045.8,-28.4,28.2,-21.8,25,0.0529279,-27.944,12.2912,-7.47861,9.99396,-8.3297
2026_06_10_15_44_46.030,3.757,29.8,0,0.76,0,0,0,0.039, ,0,0,0,0,0, ,-116.6,83.3,1127.8,-57.8,12.3,-2.4,25,-3.20768,-34.1638,16.1789,-8.93193,10.542,-6.92499
2026_06_10_15_44_46.047,3.757,29.8,0,0.761,0,0,0,0.039, ,0,0,0,0,0, ,-157.4,128.4,1052,-53,1.1,-6.4,25,-7.9208,-35.4154,19.9482,-10.8732,10.3466,-5.17742
2026_06_10_15_44_46.066,3.757,29.9,0,0.76,0,0,0,0.039, ,0,0,0,0,0, ,-211.4,71.6,933.7,-29.7,0.4,-30.3,25,-14.6884,-36.718,18.6748,-11.9766,9.81804,-4.17419
2026_06_10_15_44_46.087,3.757,29.9,0,0.759,0,0,0,0.038, ,0,0,0,0,0, ,-138,-18,968.9,-19.3,-5.6,-25.7,25,-20.576,-41.3657,15.3339,-12.1405,9.10271,-3.67286
2026_06_10_15_44_46.106,3.757,29.9,0,0.76,0,0,0,0.038, ,0,0,0,0,0, ,-134,-13.6,1041.7,-20.7,-20.6,-30.7,25,-24.1754,-47.6708,14.7297,-12.0158,7.86264,-3.18782
2026_06_10_15_44_46.126,3.757,29.9,0,0.76,0,0,0,0.038, ,0,0,0,0,0, ,-128.9,-113,976.4,-31.7,-36.7,-22.1,25,-27.256,-55.7614,14.2665,-12.1421,5.88202,-2.62258
2026_06_10_15_44_46.146,3.757,30,0,0.761,0,0,0,0.038, ,0,0,0,0,0, ,-181.7,-157.7,952.5,-52.3,-42.6,7,25,-31.221,-66.7139,11.5683,-12.9772,3.43007,-1.14768
2026_06_10_15_44_46.166,3.757,30,0,0.76,0,0,0,0.037, ,0,0,0,0,0, ,-147,-26.9,1015,-54.1,-34.5,18.6,25,-35.2814,-74.6891,9.89202,-14.2567,1.13542,1.25858
2026_06_10_15_44_46.186,3.757,30.1,0,0.76,0,0,0,0, ,0,0,0,0,0, ,-257,-76.7,977.5,-50.8,-20.2,-10.5,25,-40.8153,-79.9189,8.86221,-15.3664,-0.503008,3.1115
2026_06_10_15_44_46.206,3.757,30.1,0,0.76,0,0,0,0, ,0,0,0,0,0, ,-108.6,-117.7,1116.9,-45.5,-44,-31.1,25,-44.935,-86.7249,10.338,-16.1351,-2.29156,3.63948
2026_06_10_15_44_46.225,3.757,30.1,0,0.76,0,0,0,0, ,0,0,0,0,0, ,-113.1,-101,1022,-70,-116.2,-38.8,25,-45.1025,-93.3656,12.7816,-17.2574,-6.33517,3.42968
2026_06_10_15_44_46.245,3.757,30.1,0,0.759,0,0,0,0, ,0,0,0,0,0, ,-8,-171.6,860.2,-51.5,-186.7,-25.9,25,-42.5727,-100.542,8.74775,-18.3867,-13.6485,3.34077
2026_06_10_15_44_46.265,3.757,30.1,0,0.76,0,0,0,0, ,0,0,0,0,0, ,316.8,-187,831.1,-16.1,-245.9,11.6,25,-29.4153,-108.98,0.187417,-18.0483,-23.7163,4.47565
2026_06_10_15_44_46.285,3.757,30.1,0,0.759,0,0,0,0, ,0,0,0,0,0, ,375.2,-249.3,833.2,24,-250.1,54.4,25,-7.36158,-118.373,-8.6161,-15.7861,-34.7282,7.5019
2026_06_10_15_44_46.305,3.757,30.1,0,0.76,0,0,0,0, ,0,0,0,0,0, ,191.2,-103.6,926.6,85.6,-250.1,111.6,25,10.567,-124.676,-14.6036,-11.0633,-45.1318,12.7949
2026_06_10_15_44_46.330,3.757,30.1,0,0.759,0,0,0,0, ,0,0,0,0,0, ,510.3,68.7,1938.9,91.3,-165.6,128.1,25,30.877,-122.258,6.8881,-4.86725,-52.7308,19.5725
2026_06_10_15_44_46.344,3.757,30.2,0,0.756,0,0,0,0, ,0,0,0,0,0, ,378.1,-7.9,1100.8,9.1,-122.9,111,25,54.6219,-117.009,31.5635,-0.826997,-56.578,25.9066
2026_06_10_15_44_46.364,3.757,30.2,0,0.76,0,0,0,0, ,0,0,0,0,0, ,573.8,-48.4,1002.5,10.5,-63.1,81.8,25,78.4902,-114.312,31.9111,1.03784,-57.4442,30.667
2026_06_10_15_44_46.384,3.757,30.2,0,0.759,0,0,0,0, ,0,0,0,0,0, ,556.6,-150.6,1005,-48.6,2.6,45.2,25,105.178,-114.684,29.7352,1.39121,-54.9074,33.4292
2026_06_10_15_44_46.404,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,390.3,-125.2,1010.9,-41.4,38.3,45.8,25,125.539,-116.355,27.7255,0.447716,-49.738,35.0085
2026_06_10_15_44_46.424,3.757,30.2,0,0.759,0,0,0,0, ,0,0,0,0,0, ,392.3,-63.7,984,-55.8,44.5,39.6,25,140.254,-115.24,25.1628,-0.628265,-43.5494,36.2005
2026_06_10_15_44_46.443,3.757,30.2,0,0.76,0,0,0,0, ,0,0,0,0,0, ,460.9,-139.1,930.6,-76.7,30.1,13.8,25,155.288,-113.953,20.6326,-2.51399,-37.6509,36.3709
2026_06_10_15_44_46.463,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,485.3,-232.2,829.9,-85.4,4.7,5.6,25,171.099,-116.299,12.4442,-5.02069,-32.832,35.5199
2026_06_10_15_44_46.489,3.757,30.2,0,0.759,0,0,0,0, ,0,0,0,0,0, ,398.5,-265,719.9,-71.8,-42.6,1.1,25,183.761,-121.044,-0.570701,-7.25955,-29.8703,34.2242
2026_06_10_15_44_46.503,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,312.2,-94.1,682.7,-60.4,-109.8,-16.8,25,190.652,-121.574,-16.5541,-8.73979,-29.7145,32.2742
2026_06_10_15_44_46.523,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,468.6,-246.4,790.6,-26.4,-158.1,-57.1,25,197.985,-121.022,-29.9383,-8.99108,-32.2521,28.8335
2026_06_10_15_44_46.542,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,563.2,-204.2,792.3,-5.7,-150.4,-46.7,25,210.137,-122.601,-39.831,-7.84441,-35.5018,24.6863
2026_06_10_15_44_46.562,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,609.6,-237,635.2,7.8,-180.8,-54.4,25,224.115,-123.267,-52.8529,-5.87667,-38.9739,20.687
2026_06_10_15_44_46.582,3.757,30.2,0,0.76,0,0,0,0, ,0,0,0,0,0, ,657.7,-208.8,672.7,20.9,-216.3,-64.5,25,238.62,-123.406,-67.9085,-3.32421,-43.6996,16.3454
2026_06_10_15_44_46.602,3.757,30.2,0,0.76,0,0,0,0, ,0,0,0,0,0, ,709.5,-192.7,662.3,33.1,-231.4,-59.1,25,253.688,-121.844,-81.2265,-0.260139,-49.2189,12.021
2026_06_10_15_44_46.622,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,742.4,-193.6,601.6,40.7,-250.1,-76.6,25,268.843,-119.386,-95.2345,3.14047,-55.0538,7.55266
2026_06_10_15_44_46.648,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,762,-239.8,636.7,41.3,-250.1,-114.9,25,283.218,-117.614,-108.714,6.55989,-60.7898,1.89794
2026_06_10_15_44_46.661,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,768.9,-264.1,594.6,36.5,-250.1,-104.8,25,296.141,-117.079,-121.168,9.6763,-65.9449,-4.18031
2026_06_10_15_44_46.682,3.757,30.2,0,0.759,0,0,0,0, ,0,0,0,0,0, ,776,-200.8,446,25.1,-244.1,-78.4,25,307.315,-115.036,-137.091,12.1949,-70.3751,-9.04482
2026_06_10_15_44_46.701,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,767.2,-95.4,334.3,19.4,-177.7,-47.7,25,316.384,-108.39,-157.94,14.1106,-72.4657,-12.226
2026_06_10_15_44_46.721,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,787.9,-77.1,219.9,7,-100,-18.7,25,323.742,-98.502,-182.532,15.419,-70.5632,-13.727
2026_06_10_15_44_46.741,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,866.2,-2.1,118.5,-13.2,-43.1,-6.9,25,331.57,-86.3259,-210.311,15.7878,-65.1056,-14.0862
2026_06_10_15_44_46.760,3.757,30.5,0,0.76,0,0,0,0, ,0,0,0,0,0, ,930.7,14.1,97.5,-18.3,-18.3,-3.8,25,340.882,-72.0852,-238.692,15.4403,-57.5914,-13.993
2026_06_10_15_44_46.780,3.757,30.3,0,0.758,0,0,0,0, ,0,0,0,0,0, ,962.1,-10.1,111.8,-14.7,-8.9,-0.1,25,350.41,-58.3838,-264.669,14.997,-49.3232,-13.6687
2026_06_10_15_44_46.800,3.757,30.3,0,0.761,0,0,0,0, ,0,0,0,0,0, ,963,-31.3,137.4,-12.8,-2.6,1.7,25,358.535,-46.1798,-287.09,14.6363,-40.8325,-13.158
2026_06_10_15_44_46.819,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,958.7,-21.9,128.7,-12.1,18.9,8.5,25,364.411,-34.6362,-306.581,14.285,-31.8752,-12.3967
2026_06_10_15_44_46.840,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,964.8,-5.8,115.4,-13,36.2,13.2,25,368.247,-22.8627,-324.145,13.8756,-22.2487,-11.3296
2026_06_10_15_44_46.859,3.757,30.3,0,0.758,0,0,0,0, ,0,0,0,0,0, ,951.4,-21.8,139.2,-15.6,45.7,14.3,25,369.901,-11.5515,-338.993,13.3321,-12.3275,-10.1168
2026_06_10_15_44_46.879,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,948.6,-42.2,204.2,-12.6,41.3,6.9,25,369.254,-1.63072,-349.265,12.7593,-2.70707,-9.06809
2026_06_10_15_44_46.899,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,987,-53.7,236.2,-12,29,4.6,25,367.692,7.02933,-354.933,12.2401,6.0454,-8.26398
2026_06_10_15_44_46.918,3.757,30.4,0,0.761,0,0,0,0, ,0,0,0,0,0, ,961.7,-50.5,252.4,-4.9,10.7,-0.5,25,364.716,15.0265,-357.392,11.8748,13.5885,-7.64004
2026_06_10_15_44_46.938,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,969.2,-41.8,263.1,-1.4,-6,-8.6,25,359.652,22.8492,-357.309,11.7288,19.8364,-7.33274
2026_06_10_15_44_46.958,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,977.2,-72.9,292.9,-1.6,-21.2,-11.2,25,353.443,29.6264,-354.476,11.6131,24.8978,-7.26674
2026_06_10_15_44_46.978,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,958.3,-79.5,296.1,-0.8,-14.6,-6.2,25,345.53,35.0007,-349.226,11.4605,29.3775,-7.10932
2026_06_10_15_44_46.998,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,956.5,-67.7,264.2,-4.8,-3.4,-0.8,25,335.795,40.0665,-343.216,11.1805,33.9292,-6.66956
2026_06_10_15_44_47.018,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,964.5,-49,216.4,-10.7,2,3.3,25,325.034,45.4343,-337.764,10.6163,38.4975,-5.98554
2026_06_10_15_44_47.037,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,954.8,-42.2,207.7,-6.1,1.3,-1.7,25,313.157,50.9402,-332.3,9.99563,42.7672,-5.32764
2026_06_10_15_44_47.058,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,939.9,-51.8,243,-3.4,-5.4,-8.3,25,299.717,55.8563,-324.814,9.53513,46.4354,-4.9602
2026_06_10_15_44_47.077,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,988.8,-84.9,270.8,-3.2,0.3,-5.7,25,286.292,59.2091,-314.547,9.12133,49.6702,-4.68442
2026_06_10_15_44_47.097,3.757,30.5,0,0.76,0,0,0,0, ,0,0,0,0,0, ,1000.3,-78.1,259,-6.4,9.6,3.1,25,273.595,61.4606,-302.841,8.60931,52.8695,-4.11953
2026_06_10_15_44_47.117,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,971,-54.4,246.7,-8.9,17.9,7.8,25,259.737,64.0468,-290.808,7.9402,56.0829,-3.23101
2026_06_10_15_44_47.137,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,953.2,-71.5,252,-12.4,25.2,6.3,25,244.123,66.3523,-278.103,7.11765,59.2448,-2.29166
2026_06_10_15_44_47.156,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,967.5,-75.4,268,-13.2,34.4,9.9,25,227.986,67.7028,-264.129,6.19491,62.3643,-1.3356
2026_06_10_15_44_47.176,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,968.2,-67.5,266.7,-12,45,20.1,25,211.885,68.7515,-249.178,5.29671,65.509,-0.0814437
2026_06_10_15_44_47.197,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,917.1,-62.8,284.1,-11,48.2,14.1,25,194.293,69.719,-233.337,4.4704,68.515,1.2146
2026_06_10_15_44_47.216,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,926,-123.4,318.8,-7.5,56,9.4,25,175.571,68.9246,-215.845,3.77293,71.3056,2.17871
2026_06_10_15_44_47.236,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,950.3,-113.8,312.3,-19,62.5,10.6,25,157.717,66.5789,-197.456,2.89491,73.9587,2.99897
2026_06_10_15_44_47.256,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,896.7,-150.8,267.4,-10.6,55.8,12.9,25,139.243,63.3482,-180.257,1.96965,76.1122,3.85006
2026_06_10_15_44_47.276,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,929.1,-158.9,330.8,0.9,39.7,34.9,25,120.468,58.8578,-162.558,1.56805,77.2259,5.2363
2026_06_10_15_44_47.295,3.757,30.5,0,0.758,0,0,0,0, ,0,0,0,0,0, ,903.4,-147.2,405,5.6,46.2,45.8,25,102.185,54.3859,-141.553,1.57567,77.669,7.33551
2026_06_10_15_44_47.315,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,895.5,-136.8,405.5,1.7,60.1,45.7,25,83.4708,50.4072,-119.048,1.59477,78.2079,9.56046
2026_06_10_15_44_47.335,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,898.6,-182.9,394.7,-2.8,61,45.7,25,65.1454,45.4998,-97.3128,1.39908,78.6978,11.6267
2026_06_10_15_44_47.355,3.757,30.4,0,0.758,0,0,0,0, ,0,0,0,0,0, ,906.6,-213.7,488.8,-5.5,57.3,58.5,25,47.67,38.7231,-74.1213,1.02955,78.7071,13.8482
2026_06_10_15_44_47.374,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,905.1,-176.1,567.7,-7.5,76.3,64.7,25,30.976,32.2546,-47.4597,0.55781,78.7033,16.3584
2026_06_10_15_44_47.394,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,846.9,-145.1,509.7,-12.5,84.3,48.2,25,13.4842,27.6267,-21.3593,-0.0651932,78.9739,18.4123
2026_06_10_15_44_47.414,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,829.9,-196.2,482.1,-11.4,78,30.9,25,-5.06022,22.5966,1.46735,-0.752955,78.8837,19.4459
2026_06_10_15_44_47.434,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,839.1,-246.9,473.1,-8.6,67.7,28.3,25,-22.8615,15.2056,22.2697,-1.30764,78.0021,19.845
2026_06_10_15_44_47.456,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,801.8,-266.9,477.1,-1.6,51.3,36.3,25,-40.3662,6.36843,41.8195,-1.58837,76.1246,20.2592
2026_06_10_15_44_47.474,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,767.9,-228.7,507.6,3,45.2,37.2,25,-58.5593,-1.62041,61.0505,-1.56305,73.4123,20.7714
2026_06_10_15_44_47.494,3.757,30.3,0,0.762,0,0,0,0, ,0,0,0,0,0, ,759.2,-173.4,516.2,7.8,62.2,37.2,25,-76.6163,-6.9167,79.9962,-1.30076,70.7385,21.1782
2026_06_10_15_44_47.513,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,737.1,-203.1,529.5,8.1,80.4,34.4,25,-94.1653,-11.2914,98.1555,-0.919873,68.7104,21.392
2026_06_10_15_44_47.533,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,748.1,-255.8,553.4,7.5,77.9,25.2,25,-110.662,-17.4165,115.853,-0.560485,66.828,21.1957
2026_06_10_15_44_47.553,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,737.3,-279.7,559.3,5.1,69.1,20,25,-125.799,-25.0337,132.842,-0.289525,64.4316,20.5514
2026_06_10_15_44_47.573,3.757,30.4,0,0.758,0,0,0,0, ,0,0,0,0,0, ,698.7,-295.8,592.7,6.9,48.2,15.9,25,-140.785,-33.1348,149.307,-0.0451395,61.1069,19.6094
2026_06_10_15_44_47.593,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,651,-281.3,676.1,21.9,42.6,18.1,25,-156.459,-40.7146,167.092,0.599446,56.9942,18.5703
2026_06_10_15_44_47.612,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,681.8,-301.1,675.1,18.1,63.3,13.2,25,-171.007,-47.8519,185.203,1.48411,53.1727,17.4245
2026_06_10_15_44_47.633,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,569.2,-326.4,753.5,11.5,77.4,23.4,25,-186.005,-55.5093,203.41,2.06304,50.1298,16.379
2026_06_10_15_44_47.652,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,589.8,-408.8,757.3,1.7,80.5,34.7,25,-201.607,-65.1586,221.738,2.20126,47.4109,15.8312
2026_06_10_15_44_47.673,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,615.2,-394.8,733.3,2.8,82.7,45.7,25,-214.322,-75.6908,237.579,2.10852,44.7217,15.7791
2026_06_10_15_44_47.691,3.757,30.3,0,0.758,0,0,0,0, ,0,0,0,0,0, ,584.7,-384.8,734.4,7.2,80.3,57.1,25,-225.482,-84.7449,250.911,2.1448,41.939,16.2011
2026_06_10_15_44_47.711,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,547.6,-357.1,700.1,-17.3,76.6,62.2,25,-236.641,-92.0129,261.538,1.67585,38.9366,16.9272
2026_06_10_15_44_47.731,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,510.2,-358,739.3,-17.7,70.3,67.5,25,-247.914,-97.8137,270.475,0.611046,35.6443,17.7892
2026_06_10_15_44_47.751,3.757,30.4,0,0.76,0,0,0,0, ,0,0,0,0,0, ,537.1,-388.5,764.7,-9.7,73.2,69.3,25,-257.669,-103.618,279.225,-0.218181,32.2544,18.6954
2026_06_10_15_44_47.771,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,505.2,-362,777,2.2,82.6,73,25,-265.799,-108.725,287.094,-0.517684,29.1734,19.5999
2026_06_10_15_44_47.797,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,610.8,-392.8,806.1,-5.5,82.9,63,25,-270.413,-113.151,294.177,-0.696957,26.3376,20.209
2026_06_10_15_44_47.811,3.757,30.2,0,0.758,0,0,0,0, ,0,0,0,0,0, ,451.6,-371,794.5,29.6,63,59.3,25,-274.782,-117.024,299.893,-0.192111,23.0305,20.3526
2026_06_10_15_44_47.830,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,434,-366.3,808.4,17.9,71.6,65.8,25,-281.918,-119.479,303.906,0.862729,19.4949,20.4575
2026_06_10_15_44_47.851,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,424.4,-386.7,796.3,13.5,87.8,74.7,25,-287.982,-121.611,306.27,1.46679,16.6448,20.8342
2026_06_10_15_44_47.870,3.757,30.4,0,0.759,0,0,0,0, ,0,0,0,0,0, ,339.7,-390.3,803.5,6.3,91.2,71.1,25,-294.641,-123.627,306.887,1.74954,14.3331,21.2196
2026_06_10_15_44_47.890,3.757,30.2,0,0.761,0,0,0,0, ,0,0,0,0,0, ,268.9,-382.4,849.4,4.2,71.7,53.1,25,-303.335,-124.829,307.264,1.78175,11.6694,20.9519
2026_06_10_15_44_47.910,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,197.8,-383.5,803.4,4.4,51.8,38,25,-313.588,-125.191,306.106,1.75701,8.11256,19.7824
2026_06_10_15_44_47.930,3.757,30.3,0,0.758,0,0,0,0, ,0,0,0,0,0, ,198.7,-385.7,841,13.2,41.7,33.7,25,-323.513,-124.999,303.29,1.94552,3.95457,18.097
2026_06_10_15_44_47.949,3.757,30.3,0,0.758,0,0,0,0, ,0,0,0,0,0, ,180.7,-394.5,899.1,5.6,28.7,19.2,25,-331.777,-124.47,301.465,2.14462,-0.585443,15.9441
2026_06_10_15_44_47.969,3.757,30.2,0,0.76,0,0,0,0, ,0,0,0,0,0, ,233.3,-436.5,941.7,15.4,23,8.7,25,-337.152,-124.599,300.712,2.37734,-5.35846,13.2052
2026_06_10_15_44_47.989,3.757,30.2,0,0.76,0,0,0,0, ,0,0,0,0,0, ,198.6,-447.3,933.3,15.1,32.7,23.1,25,-340.162,-125.402,299.353,2.81988,-9.7729,10.6311
2026_06_10_15_44_48.009,3.757,30.3,0,0.761,0,0,0,0, ,0,0,0,0,0, ,128.5,-435.6,902.9,21.2,52.5,31.3,25,-343.919,-125.526,295.634,3.36905,-13.1993,8.68513
2026_06_10_15_44_48.029,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,49.9,-356.9,844.6,15.7,72.1,21.1,25,-349.443,-122.809,288.465,3.88939,-15.4264,6.74271
2026_06_10_15_44_48.049,3.757,30.3,0,0.758,0,0,0,0, ,0,0,0,0,0, ,-2.3,-396.9,913.6,-5.6,72.7,-4.6,25,-356.181,-118.671,280.489,3.70787,-16.973,3.982
2026_06_10_15_44_48.068,3.757,30.3,0,0.758,0,0,0,0, ,0,0,0,0,0, ,-1.9,-435.6,958,0,60.1,-17.4,25,-362.103,-116.08,274.302,3.13198,-18.6543,0.39297
2026_06_10_15_44_48.088,3.757,30.3,0,0.758,0,0,0,0, ,0,0,0,0,0, ,33.4,-410,917.2,3.6,49.6,-9.9,25,-365.075,-113.366,267.155,2.7945,-20.7277,-3.15194
2026_06_10_15_44_48.108,3.757,30.3,0,0.759,0,0,0,0, ,0,0,0,0,0, ,58.2,-382.2,900.7,7.4,46.1,5.3,25,-364.629,-108.917,257.637,2.64127,-22.9406,-5.95082
2026_06_10_15_44_48.128,3.757,30.2,0,0.76,0,0,0,0, ,0,0,0,0,0, ,62.8,-375.7,893.5,23.8,44.3,2.7,25,-361.686,-103.308,246.734,2.97786,-25.0618,-8.27414
2026_06_10_15_44_48.148,3.757,30.3,0,0.76,0,0,0,0, ,0,0,0,0,0, ,40.5,-366.6,909.6,24,37.7,-13.5,25,-357.539,-97.0823,235.369,3.69033,-27.1615,-10.9037
2026_06_10_15_44_48.167,3.757,30.2,0,0.759,0,0,0,0, ,0,0,0,0,0, ,52.6,-371.9,896.1,31.6,17.8,-19.4,25,-352.084,-90.5905,223.465,4.54094,-29.6741,-13.8926
