UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_16_22_18.271,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_16_22_18.291,0.020000,0.98928791,0.14479220,0.01836921,-0.00268852,0.99931067,0.01063887,0.03556632,0.00000000,0.95805597,-0.28658110,-0.03712342,0.28638357,0.95739555,16.654610,-2.038380,0.610005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_16_22_18.312,0.040000,0.98931378,0.14461324,0.01833171,-0.00302751,0.99930954,0.01129232,0.03539599,-0.00068829,0.95815569,-0.28624672,-0.03714726,0.28602475,0.95750195,16.633148,-2.028614,0.647470,-0.000367,0.003850,9.797293,-0.000269,0.002910,-0.003708
2026_07_06_16_22_18.330,0.060000,0.98933947,0.14443512,0.01829434,-0.00336692,0.99930799,0.01194674,0.03522603,-0.00137736,0.95825434,-0.28591394,-0.03717123,0.28566754,0.95760763,16.611790,-2.018869,0.684990,-0.000676,0.008115,9.797293,-0.000586,0.006995,-0.004937
2026_07_06_16_22_18.351,0.080000,0.98936480,0.14425778,0.01825707,-0.00370621,0.99930590,0.01260104,0.03505651,-0.00206614,0.95835191,-0.28558248,-0.03719511,0.28531182,0.95771277,16.590521,-2.009150,0.722503,-0.001228,0.012155,9.797779,-0.001170,0.011000,-0.005642
2026_07_06_16_22_18.371,0.100000,0.98938984,0.14408121,0.01821996,-0.00404592,0.99930334,0.01325629,0.03488740,-0.00275567,0.95844847,-0.28525239,-0.03721917,0.28495753,0.95781726,16.569342,-1.999454,0.760070,-0.001717,0.016067,9.798427,-0.001702,0.014929,-0.006149
2026_07_06_16_22_18.390,0.120000,0.98941475,0.14390540,0.01818300,-0.00438653,0.99930030,0.01391345,0.03471857,-0.00344692,0.95854402,-0.28492379,-0.03724355,0.28460473,0.95792121,16.548252,-1.989774,0.797747,-0.001777,0.019983,9.798687,-0.001796,0.018756,-0.007012
2026_07_06_16_22_18.411,0.140000,0.98943925,0.14373036,0.01814662,-0.00472737,0.99929672,0.01457134,0.03455102,-0.00413846,0.95863849,-0.28459647,-0.03726889,0.28425333,0.95802456,16.527248,-1.980168,0.835466,-0.001801,0.023922,9.798946,-0.001860,0.022607,-0.007880
2026_07_06_16_22_18.431,0.160000,0.98946345,0.14355613,0.01811071,-0.00506843,0.99929261,0.01522987,0.03438457,-0.00483025,0.95873189,-0.28427067,-0.03729499,0.28390351,0.95812726,16.506344,-1.970624,0.873222,-0.001415,0.028087,9.798909,-0.001509,0.026596,-0.009078
2026_07_06_16_22_18.450,0.180000,0.98948741,0.14338279,0.01807480,-0.00541030,0.99928808,0.01589007,0.03421808,-0.00552361,0.95882422,-0.28394651,-0.03732105,0.28355533,0.95822936,16.485538,-1.961079,0.911073,-0.001062,0.032609,9.798746,-0.001195,0.030894,-0.010497
2026_07_06_16_22_18.469,0.200000,0.98951119,0.14321031,0.01803892,-0.00575292,0.99928302,0.01655187,0.03405168,-0.00621843,0.95891541,-0.28362393,-0.03734719,0.28320885,0.95833081,16.464838,-1.951538,0.949016,-0.000975,0.036999,9.798584,-0.001152,0.035061,-0.011885
2026_07_06_16_22_18.489,0.220000,0.98953462,0.14303857,0.01800295,-0.00609571,0.99927747,0.01721407,0.03388524,-0.00691361,0.95900559,-0.28330272,-0.03737293,0.28286374,0.95843172,16.444220,-1.941996,0.986982,-0.000587,0.040904,9.798981,-0.000831,0.038929,-0.012585
2026_07_06_16_22_18.509,0.240000,0.98955774,0.14286767,0.01796742,-0.00643860,0.99927145,0.01787666,0.03371987,-0.00760881,0.95909476,-0.28298298,-0.03739934,0.28252026,0.95853198,16.423704,-1.932515,1.024970,-0.000248,0.045074,9.799379,-0.000568,0.043050,-0.013358
2026_07_06_16_22_18.530,0.260000,0.98958069,0.14269765,0.01793239,-0.00678210,0.99926484,0.01854069,0.03355550,-0.00830505,0.95918274,-0.28266492,-0.03742666,0.28217843,0.95863163,16.403288,-1.923091,1.063041,0.000097,0.049440,9.799518,-0.000295,0.047288,-0.014435
2026_07_06_16_22_18.549,0.280000,0.98960316,0.14252897,0.01789725,-0.00712573,0.99925780,0.01920505,0.03339110,-0.00900154,0.95926946,-0.28234929,-0.03745360,0.28183919,0.95873034,16.383028,-1.913666,1.101131,0.000158,0.053649,9.800035,-0.000326,0.051476,-0.015109
2026_07_06_16_22_18.568,0.300000,0.98962533,0.14236155,0.01786208,-0.00746950,0.99925029,0.01986977,0.03322680,-0.00969827,0.95935482,-0.28203604,-0.03748028,0.28150234,0.95882827,16.362913,-1.904246,1.139242,-0.000062,0.057675,9.800495,-0.000640,0.055469,-0.015793
2026_07_06_16_22_18.588,0.320000,0.98964739,0.14219478,0.01782697,-0.00781392,0.99924231,0.02053586,0.03306263,-0.01039625,0.95943916,-0.28172398,-0.03750703,0.28116679,0.95892566,16.342878,-1.894834,1.177431,-0.000280,0.061280,9.800817,-0.000948,0.059019,-0.016489
2026_07_06_16_22_18.608,0.340000,0.98966908,0.14202854,0.01779180,-0.00815842,0.99923378,0.02120215,0.03289853,-0.01109438,0.95952266,-0.28141281,-0.03753344,0.28083220,0.95902270,16.322905,-1.885426,1.215632,-0.000298,0.064409,9.800854,-0.001045,0.062035,-0.017316
2026_07_06_16_22_18.628,0.360000,0.98969054,0.14186288,0.01775644,-0.00850245,0.99922484,0.02186754,0.03273440,-0.01179162,0.95960528,-0.28110266,-0.03755913,0.28049874,0.95911926,16.302998,-1.876016,1.253782,-0.000100,0.067596,9.800583,-0.000918,0.065027,-0.018446
2026_07_06_16_22_18.648,0.380000,0.98971176,0.14169793,0.01772097,-0.00884657,0.99921542,0.02253315,0.03257024,-0.01248905,0.95968688,-0.28079376,-0.03758439,0.28016666,0.95921534,16.283175,-1.866605,1.291944,0.000208,0.071407,9.800413,-0.000699,0.068649,-0.019648
2026_07_06_16_22_18.667,0.400000,0.98973280,0.14153311,0.01768589,-0.00919119,0.99920547,0.02319992,0.03240690,-0.01318737,0.95976782,-0.28048503,-0.03761033,0.27983481,0.95931119,16.263367,-1.857240,1.330174,0.001090,0.075055,9.800879,0.000066,0.072306,-0.020175
2026_07_06_16_22_18.688,0.420000,0.98975378,0.14136840,0.01765167,-0.00953569,0.99919498,0.02386675,0.03224551,-0.01388520,0.95984811,-0.28017646,-0.03763770,0.27950317,0.95940679,16.243578,-1.847988,1.368407,0.001720,0.078399,9.801453,0.000575,0.075698,-0.020516
2026_07_06_16_22_18.707,0.440000,0.98977441,0.14120434,0.01761781,-0.00988018,0.99918401,0.02453373,0.03208506,-0.01458288,0.95992744,-0.27986902,-0.03766556,0.27917278,0.95950186,16.223864,-1.838789,1.406648,0.001828,0.081740,9.801792,0.000567,0.079009,-0.021097
2026_07_06_16_22_18.728,0.460000,0.98979479,0.14104138,0.01758378,-0.01022526,0.99917251,0.02520190,0.03192430,-0.01528174,0.96000552,-0.27956364,-0.03769303,0.27884445,0.95959628,16.204273,-1.829573,1.444959,0.002223,0.084657,9.802294,0.000841,0.081967,-0.021396
2026_07_06_16_22_18.747,0.480000,0.98981476,0.14087948,0.01754957,-0.01057089,0.99916053,0.02587119,0.03176320,-0.01598169,0.96008247,-0.27926022,-0.03772009,0.27851814,0.95968997,16.184807,-1.820337,1.483333,0.002700,0.087628,9.802587,0.001200,0.084921,-0.021903
