time_theta_s,theta_gyro_only_deg,time_quat_s,quat_y_unwrap_deg
20.611999988555908,-14.968822420858285,20.840001,-425.0479101261367
20.631999969482422,-15.897139400408195,20.859999000000002,-425.94700780616165
20.651999950408936,-16.788606036952856,20.88,-426.81836709791014
20.671000003814697,-17.55285430724761,20.900000000000002,-427.6577062139174
20.69099998474121,-18.158002855246753,20.920001,-428.46687860773966
20.710999965667725,-18.740258223544167,20.939999,-429.25035039308887
20.73099994659424,-19.38566354953138,20.96,-430.00975083351443
20.75100016593933,-20.046058974177438,20.98,-430.7440971588539
20.771000146865845,-20.685757684309973,21.0,-431.45163876094136
20.789999961853027,-21.28172731997157,21.020001,-432.1354461371889
20.81000018119812,-21.961970749657127,21.039999,-432.80245607679205
20.830000162124634,-22.740340569375032,21.06,-433.4575907256368
20.848999977111816,-23.544635578706718,21.080000000000002,-434.10121369034135
20.86899995803833,-24.32321550176431,21.100001,-434.7303367066324
20.890000104904175,-25.03895601238059,21.119999,-435.34392440173286
20.909000158309937,-25.752650141254126,21.14,-435.94417163104623
20.92900013923645,-26.527155820216237,21.16,-436.5307965716706
20.947999954223633,-27.183611432202664,21.180001,-437.09937888958365
20.968000173568726,-27.746977263621357,21.199999000000002,-437.647818244577
20.98800015449524,-28.282696948231216,21.22,-438.17938700434314
21.008000135421753,-28.87366473366456,21.240000000000002,-438.6951148629429
21.028000116348267,-29.447071031511697,21.260001,-439.1932918389151
21.04800009727478,-29.932228525397967,21.279999,-439.67199664678316
21.067000150680542,-30.309484890589086,21.3,-440.12998484943836
21.087000131607056,-30.62115954880046,21.32,-440.56882324666805
21.10700011253357,-30.920855825701224,21.340001,-440.99243879305715
21.133000135421753,-31.368558831205224,21.359999000000002,-441.40263538193415
21.147000074386597,-31.61341981520537,21.38,-441.7974472428082
21.16600012779236,-31.88894498730924,21.400000000000002,-442.1752862418088
21.186000108718872,-32.14135098431763,21.420001,-442.53505748290826
21.206000089645386,-32.325773129583276,21.439999,-442.87411858539565
21.2260000705719,-32.46190312031353,21.46,-443.1911023649572
21.24500012397766,-32.55283766819423,21.48,-443.48719803116177
21.265000104904175,-32.624254151376114,21.5,-443.76449608688483
21.28500008583069,-32.65989507930111,21.520001,-444.0246521726038
21.30400013923645,-32.73110368454837,21.539999,-444.2700583432861
21.324000120162964,-32.84002407807753,21.56,-444.50286969657344
21.344000101089478,-32.95243318284053,21.580000000000002,-444.72326174630837
21.36400008201599,-33.014848088770336,21.600001,-444.93100965505397
21.384000062942505,-33.03891503214195,21.619999,-445.12680980555035
21.40400004386902,-33.05137670836662,21.64,-445.31234205475585
21.42300009727478,-33.09206333017024,21.66,-445.4886122605213
21.443000078201294,-33.17597062067661,21.680001,-445.65540089710123
21.463000059127808,-33.234824668794815,21.699999000000002,-445.8110119620647
21.48300004005432,-33.23816771671304,21.72,-445.95409321434107
21.503000020980835,-33.22988134298096,21.740000000000002,-446.0862305789327
21.522000074386597,-33.25262550474699,21.760001,-446.20992911968636
21.54100012779236,-33.30256420883599,21.779999,-446.32650554840166
21.561000108718872,-33.346141308222045,21.8,-446.4355533564511
21.581000089645386,-33.362915407161886,21.82,-446.53783433836816
21.6010000705719,-33.41551454658793,21.840001,-446.63505157969644
21.62000012397766,-33.483298565645214,21.859999000000002,-446.72748272488167
21.640000104904175,-33.51897732009394,21.88,-446.8147358402707
21.66100001335144,-33.526384430281624,21.900000000000002,-446.8977536247601
21.680000066757202,-33.57216245678806,21.920001,-446.9774794362481
21.700000047683716,-33.63633103975738,21.939999,-447.05272632604954
21.72000002861023,-33.67454221564914,21.96,-447.1230477938636
21.73900008201599,-33.69817681725913,21.98,-447.18886471528225
21.759000062942505,-33.71056469647562,22.0,-447.2508026158249
21.77900004386902,-33.74261232997765,22.020001,-447.31002925008556
21.799000024795532,-33.80503640260434,22.039999,-447.36760503500267
21.819000005722046,-33.868322293911795,22.06,-447.4228566145682
21.83899998664856,-33.8959183614058,22.080000000000002,-447.47581178850845
21.861000061035156,-33.94410238849435,22.100001,-447.52787091579444
21.878000020980835,-33.999509698307236,22.119999,-447.579890206508
21.89800000190735,-34.091508102158926,22.14,-447.6320952110685
21.917999982833862,-34.16295132414181,22.16,-447.68336399459514
21.937999963760376,-34.219129045801246,22.180001,-447.7329952448717
21.957000017166138,-34.28690342005935,22.199999000000002,-447.7808409471245
21.97699999809265,-34.36538354292633,22.22,-447.82574380416054
21.996999979019165,-34.407168047705284,22.240000000000002,-447.8664771521787
22.016000032424927,-34.4374912360869,22.260001,-447.90393680514484
22.03600001335144,-34.50250833717619,22.279999,-447.94024673772645
22.055999994277954,-34.58629655844539,22.3,-447.97580335781026
22.075000047683716,-34.65655197111296,22.32,-448.01088137239014
22.09500002861023,-34.727982442270914,22.340001,-448.04807205682704
22.115000009536743,-34.83086547558773,22.359999000000002,-448.08935712326297
22.134999990463257,-34.94267668539451,22.38,-448.1348778004522
22.157000064849854,-35.09015229883198,22.400000000000002,-448.1847561282573
22.174999952316284,-35.24701040574696,22.420001,-448.239546305305
22.195000171661377,-35.44097295140811,22.439999,-448.2998259351214
22.21399998664856,-35.64222695561437,22.46,-448.36612595848464
22.233999967575073,-35.86212316950663,22.48,-448.4385382519943
22.253999948501587,-36.09275364509305,22.5,-448.51607950155307
22.27300000190735,-36.294008464837255,22.520001,-448.5974987665931
22.299999952316284,-36.594560086967135,22.539999,-448.6821261284148
22.314000129699707,-36.747300758980764,22.56,-448.7689147538414
22.33300018310547,-36.92742888093969,22.580000000000002,-448.8571216714636
22.353000164031982,-37.11709364959963,22.600001,-448.9476035683266
22.373000144958496,-37.358742893029046,22.619999,-449.04227189538983
22.39199995994568,-37.653090482452434,22.64,-449.14200905807274
22.41200017929077,-37.99281454732413,22.66,-449.2465390595384
22.432000160217285,-38.34076204197793,22.680001,-449.356562682956
22.4520001411438,-38.71812771516193,22.699999000000002,-449.4736866918367
22.47099995613098,-39.13627852014338,22.72,-449.5991477810317
22.491000175476074,-39.59872558093405,22.740000000000002,-449.7322655568118
22.511000156402588,-40.07960067019623,22.760001,-449.87208576252715
22.5310001373291,-40.581827392652606,22.779999,-450.0189973430059
22.551000118255615,-41.05032779354543,22.8,-450.1733835532913
22.57100009918213,-41.50337243329115,22.82,-450.3329171329261
22.59000015258789,-41.90352195394026,22.840001,-450.4968116614006
22.610000133514404,-42.382506186344436,22.859999000000002,-450.6687837334736
22.630000114440918,-42.929185433672416,22.88,-450.8511257327373
22.65000009536743,-43.5179918633146,22.900000000000002,-451.0420445962295
22.669000148773193,-44.070668351690564,22.920001,-451.2424940620981
22.689000129699707,-44.71010739093574,22.939999,-451.45598246995115
22.70900011062622,-45.44162657722405,22.96,-451.6834292211616
22.73200011253357,-46.34860155463663,22.98,-451.9258788282807
22.748000144958496,-46.971563180736865,23.0,-452.1813358970032
22.76800012588501,-47.71327407348307,23.020001,-452.44577203402537
22.78700017929077,-48.3583507785207,23.039999,-452.7135065874506
22.805999994277954,-48.87064840794848,23.06,-452.9766664129416
22.82800006866455,-49.33532704909059,23.080000000000002,-453.2319600693387
22.847000122070312,-49.7260926406236,23.100001,-453.48331192097027
22.866000175476074,-50.133087246613094,23.119999,-453.73529775524844
22.88700008392334,-50.565687015145485,23.14,-453.99008387341183
22.9060001373291,-50.98792798296397,23.16,-454.24635968481545
22.926000118255615,-51.46421919419504,23.180001,-454.5058602687396
22.94600009918213,-52.01420149972367,23.199999000000002,-454.77176820340276
22.966000080108643,-52.536049930809014,23.22,-455.03992772136615
22.986000061035156,-53.001297405664054,23.240000000000002,-455.3060389353988
23.005000114440918,-53.40362684998996,23.260001,-455.56665604753755
23.026000022888184,-53.7644968261785,23.279999,-455.8191634788336
23.045000076293945,-54.0675110359808,23.3,-456.06242702038946
23.06500005722046,-54.34025198374815,23.32,-456.2934718256071
23.08400011062622,-54.54791337149418,23.340001,-456.5114178396768
23.104000091552734,-54.75590848089995,23.359999000000002,-456.7188084588708
23.124000072479248,-54.97609903974187,23.38,-456.91648171807344
23.14400005340576,-55.204852805858685,23.400000000000002,-457.10414396485527
23.164999961853027,-55.4452572123327,23.420001,-457.28229179200014
23.183000087738037,-55.63851030466164,23.439999,-457.450220258282
23.20300006866455,-55.79729269059365,23.46,-457.6069831658156
23.223000049591064,-55.96335499728127,23.48,-457.75284114383766
23.243000030517578,-56.13382342185417,23.5,-457.88831748419915
23.26200008392334,-56.27379963274825,23.520001,-458.01308225164667
23.282000064849854,-56.37497552429378,23.539999,-458.12943879954423
23.302000045776367,-56.50314696713784,23.56,-458.2393881426661
23.32200002670288,-56.64862729028208,23.580000000000002,-458.3432334045909
23.341000080108643,-56.79591165691107,23.600001,-458.4422403304916
23.361000061035156,-56.94041860476772,23.619999,-458.5333544750045
23.38100004196167,-57.07758702977879,23.64,-458.61511707880373
23.401000022888184,-57.22937863961391,23.66,-458.6922948872182
23.420000076293945,-57.33939446332999,23.680001,-458.7645557507892
23.44000005722046,-57.34567991431812,23.699999000000002,-458.82793805748975
23.45900011062622,-57.336403875522514,23.72,-458.8819672603758
23.480000019073486,-57.335223975051235,23.740000000000002,-458.9271772946574
23.5,-57.363470876384746,23.760001,-458.96564854818683
23.51900005340576,-57.41013440687962,23.779999,-458.99914772858045
23.538000106811523,-57.436546175453984,23.8,-459.02710419429854
23.55900001525879,-57.43209618263342,23.82,-459.04960237032566
23.57800006866455,-57.455329962880505,23.840001,-459.06859828420164
23.598000049591064,-57.50806184595232,23.859999000000002,-459.0853953406575
23.618000030517578,-57.55713929510959,23.88,-459.1004822478061
23.638000011444092,-57.580122721394325,23.900000000000002,-459.1140397873331
23.657000064849854,-57.57301785897522,23.920001,-459.1252508576728
23.677000045776367,-57.536619975553485,23.939999,-459.1322681224994
23.69700002670288,-57.472773760201015,23.96,-459.13285007310634
23.717000007629395,-57.370685665103885,23.98,-459.126095507094
23.741000175476074,-57.240259851577065,24.0,-459.1132034538757
23.756999969482422,-57.17826306008755,24.020001,-459.09558041936197
23.776000022888184,-57.10670950032752,24.039999,-459.0740730862437
23.796000003814697,-57.03059620967409,24.06,-459.0502594601188
23.81599998474121,-56.98387201115611,24.080000000000002,-459.02737956889104
23.835999965667725,-56.97765540451906,24.100001,-459.00776574026224
23.855000019073486,-56.9780867343386,24.119999,-458.9905739303423
23.880000114440918,-56.95312540096584,24.14,-458.97398429963613
23.894999980926514,-56.9331543550711,24.16,-458.9561107663511
23.914999961853027,-56.891402318760356,24.180001,-458.93419961551615
23.93400001525879,-56.80258831877044,24.199999000000002,-458.9064016700874
23.953999996185303,-56.70953133426466,24.22,-458.8719281523725
23.973999977111816,-56.61279603750693,24.240000000000002,-458.8296312173871
23.99399995803833,-56.46641473529475,24.260001,-458.7777815703838
24.013000011444092,-56.2899912792411,24.279999,-458.7163449091311
24.032999992370605,-56.12240275589297,24.3,-458.6470941146237
24.05299997329712,-55.98242312255981,24.32,-458.56992596170267
24.07200002670288,-55.82640077324122,24.340001,-458.4812763940495
24.093000173568726,-55.576546117628176,24.359999000000002,-458.37896466783553
24.111999988555908,-55.35117546471,24.38,-458.2657633142364
24.131999969482422,-55.16007162718421,24.400000000000002,-458.1425998179098
24.151999950408936,-54.91862076401334,24.420001,-458.0061014157319
