UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h
2026_06_10_18_04_53.124,3.862,30.1,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-247.4,-106.5,1012.8,8.9,5.9,27.2,25,-495.834,28.3392,293.192,-6.65298,-92.5354,-2.1046
2026_06_10_18_04_53.132,3.862,30.1,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-233.8,-123,1061.6,3.1,-11,24.7,25,-452.434,10.615,322.638,-11.8708,-103.282,-4.40018
2026_06_10_18_04_53.164,3.862,30.1,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-198.4,-130.4,1102.4,9.9,14.9,24.4,25,-390.542,2.79367,342.534,-4.55466,-71.877,-4.42291
2026_06_10_18_04_53.171,3.862,30.2,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-197.8,-128.2,1069,8.1,31.4,28.4,25,-366.162,4.7564,289.279,-6.02226,-51.4998,-0.27526
2026_06_10_18_04_53.203,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-229.3,-87,954.7,10.9,10.7,22.2,25,-374.389,44.4112,160.834,-2.9406,-68.4308,-6.26958
2026_06_10_18_04_53.210,3.862,30.1,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-236.9,-50.5,918.5,21.9,-24,9.5,25,-358.943,77.0928,115.936,7.90344,-97.9035,-18.2006
2026_06_10_18_04_53.241,3.862,30.2,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-186.8,-103.8,1043.7,30.8,-19.6,14.4,25,-288.497,20.719,230.256,16.0507,-87.6716,-12.3408
2026_06_10_18_04_53.250,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-239.6,-116.4,1099.7,23.4,4.8,24.2,25,-322.108,7.2403,270.519,7.89804,-58.6725,-2.08735
2026_06_10_18_04_53.283,3.862,30.1,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-277.9,-54,1047.7,11.2,-1.2,16.7,25,-339.612,67.2978,203.618,-4.41153,-60.9144,-9.23164
2026_06_10_18_04_53.290,3.862,30.2,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-244.3,-45.4,1016.4,4.8,-22.3,8.1,25,-286.341,71.5349,160.864,-10.3477,-77.6595,-17.0071
2026_06_10_18_04_53.322,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-212.1,-56,1062.5,3.8,-19.8,9.2,25,-237.673,56.8987,195.757,-10.6867,-70.5033,-14.9042
2026_06_10_18_04_53.329,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-213.7,-59.6,1084.8,0.9,-2.9,10.2,25,-224.741,49.9411,205.448,-12.8471,-49.8219,-13.0264
2026_06_10_18_04_53.361,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-242.7,-41.2,1034.4,-1.5,13,7.1,25,-239.162,64.7372,144.065,-14.3911,-31.3704,-15.2382
2026_06_10_18_04_53.369,3.862,30,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-217.6,-35.1,961.6,2,19.2,-0.2,25,-200.253,66.7064,64.7037,-10.1208,-23.4476,-21.3872
2026_06_10_18_04_53.401,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-196.8,-45.1,946.2,2.2,10.3,1.1,25,-167.884,52.9462,45.8301,-9.31014,-30.6476,-18.8235
2026_06_10_18_04_53.409,3.862,30.1,0,0.758,0,0,0,0.004, ,0,0,0,0,0, ,-198.2,-54.5,956.2,2.1,2.4,2.5,25,-159.011,40.6062,52.7326,-8.83976,-36.4393,-16.3191
2026_06_10_18_04_53.441,3.862,30.1,0,0.761,0,0,0,0.004, ,0,0,0,0,0, ,-212.8,-47.9,994.5,-1.2,-0.7,5.2,25,-163.476,44.5306,86.6523,-11.5005,-37.2244,-12.7069
2026_06_10_18_04_53.448,3.862,30.2,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-218.7,-38.5,995.8,1.8,18.2,4.5,25,-159.235,50.9306,82.6323,-7.89113,-16.6319,-12.6113
2026_06_10_18_04_53.481,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-234,-45.6,1001,4.9,25.6,2.1,25,-164.365,40.9434,82.6384,-4.40472,-8.44382,-14.1697
2026_06_10_18_04_53.487,3.862,30.2,0,0.757,0,0,0,0.004, ,0,0,0,0,0, ,-247.5,-49.8,1055.9,4.4,8.8,0.1,25,-167.438,34.3764,130.83,-4.62107,-24.2174,-15.2453
2026_06_10_18_04_53.520,3.862,30.2,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-250.9,-61.6,1157.8,-8.2,-3.6,1.4,25,-160.531,20.8411,221.653,-16.5556,-34.7638,-13.0559
2026_06_10_18_04_53.527,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-260.9,-38.4,1082.7,-12.2,12.3,2.2,25,-160.444,42.0642,135.334,-19.4248,-17.2299,-11.4846
2026_06_10_18_04_53.559,3.862,30.1,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-269.7,-37.4,977.6,-12.4,10.2,-4.2,25,-159.199,40.4705,25.1893,-18.435,-18.2159,-16.9898
2026_06_10_18_04_53.567,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-226,-46.8,934.5,-10.8,-1.3,-7,25,-107.129,28.8907,-18.1325,-15.7604,-28.2555,-18.6692
2026_06_10_18_04_53.600,3.862,30.2,0,0.758,0,0,0,0.004, ,0,0,0,0,0, ,-202.1,-49.5,914.9,-5.6,-2.6,-3.7,25,-77.4291,24.5124,-36.0303,-9.75845,-27.7941,-14.3321
2026_06_10_18_04_53.607,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-196.8,-55.4,933.1,1,0.3,-0.6,25,-67.5722,17.2985,-16.1893,-2.76488,-23.2887,-10.4532
2026_06_10_18_04_53.639,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-224.7,-26.3,957.6,-0.9,-3.2,1.8,25,-90.5045,44.4577,8.55076,-4.43851,-25.2629,-7.48929
2026_06_10_18_04_53.646,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-233,-62.8,955.8,-1.3,-6.9,-0.4,25,-93.0365,6.36067,6.28455,-4.55585,-27.3108,-9.16588
2026_06_10_18_04_53.681,3.862,30.2,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-204.5,-37.7,982.6,-1.2,-6.5,-0.9,25,-59.7354,30.3083,31.885,-4.18127,-25.2587,-9.0921
2026_06_10_18_04_53.687,3.862,30.2,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-178.8,-60.9,971.3,-1.2,-5.2,0,25,-31.1783,5.96827,18.9863,-3.92648,-22.4591,-7.66547
2026_06_10_18_04_53.721,3.862,30,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-170.6,-58.3,953.2,0.8,-12.7,2.3,25,-21.3283,8.12536,0.280858,-1.74815,-28.362,-4.96844
2026_06_10_18_04_53.727,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-191.8,-51.2,960,4,-11.9,6.3,25,-40.5826,14.5139,6.85654,1.46088,-25.858,-0.787548
2026_06_10_18_04_53.758,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-225.4,-54.3,1032.5,5,-1.7,8.2,25,-70.6859,10.6239,76.7297,2.34139,-14.3931,1.10255
2026_06_10_18_04_53.765,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-245.1,-50.1,1060.4,0,5.7,4.7,25,-85.4782,14.0485,99.104,-2.64894,-6.3415,-2.35799
2026_06_10_18_04_53.799,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-237.3,-52.4,996.5,-3.9,4,1.2,25,-72.7071,10.9625,31.1117,-6.2687,-7.60326,-5.60766
2026_06_10_18_04_53.805,3.862,30.1,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-239.8,-49.4,956.1,-4.8,-3.5,0.3,25,-70.7003,13.2031,-9.95321,-6.75928,-14.4114,-6.13852
2026_06_10_18_04_53.838,3.862,30.1,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-254.3,-54.6,959.1,-3.8,-6.2,0.7,25,-80.4502,7.35698,-6.43809,-5.37785,-16.151,-5.37665
2026_06_10_18_04_53.845,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-259,-52.9,982.4,-3.9,-8.6,-2,25,-80.1046,8.55686,16.5444,-5.14709,-17.4936,-7.66674
2026_06_10_18_04_53.878,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-223.3,-57.7,995.3,-3,-9.1,-5.3,25,-40.6109,3.38168,28.0431,-3.96086,-16.9124,-10.399
2026_06_10_18_04_53.884,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-201.1,-56.3,991.9,-0.6,0.3,-4.1,25,-16.6126,4.53295,23.0379,-1.39262,-6.76819,-8.60187
2026_06_10_18_04_53.918,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-200.1,-55.4,979.3,-0.4,2.3,-3.4,25,-14.6307,5.1293,9.41786,-1.11385,-4.41669,-7.39903
2026_06_10_18_04_53.924,3.862,30.2,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-192.9,-56.5,969.6,-1.2,-3.3,-2.9,25,-6.75855,3.75025,-0.56051,-1.8216,-9.57693,-6.46338
2026_06_10_18_04_53.957,3.862,30,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-194.8,-53.8,965.6,-0.3,-6.1,-1.9,25,-8.18882,6.13946,-4.40448,-0.838021,-11.708,-5.09999
2026_06_10_18_04_53.963,3.862,30.1,0,0.758,0,0,0,0.004, ,0,0,0,0,0, ,-203.7,-53.4,975.3,0.9,-6.4,-2.7,25,-16.3186,6.15314,5.26838,0.376484,-11.2854,-5.56483
2026_06_10_18_04_53.999,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-203.6,-52.3,991,1.6,-1.5,-3.2,25,-15.2273,6.84467,20.169,1.03221,-5.84701,-5.71049
2026_06_10_18_04_54.006,3.862,30.2,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-199.4,-51.6,1003.9,0.3,3.2,-3,25,-10.2273,7.10625,31.4469,-0.291077,-0.933914,-5.1686
2026_06_10_18_04_54.039,3.862,30.2,0,0.759,0,0,0,0.002, ,0,0,0,0,0, ,-191.2,-52.8,981.4,-1.2,1,-2.7,25,-1.65394,5.50977,7.71617,-1.72764,-3.00997,-4.56278
2026_06_10_18_04_54.051,3.862,30.2,0,0.759,0,0,0,0.002, ,0,0,0,0,0, ,-193.3,-51.1,968.1,-0.5,0.5,-1.4,25,-3.58917,6.82222,-5.64884,-0.943687,-3.31132,-3.02435
2026_06_10_18_04_54.085,3.862,30.2,0,0.758,0,0,0,0.002, ,0,0,0,0,0, ,-213.8,-53.9,976.9,-0.2,0.6,-0.6,25,-23.2458,3.6918,3.2273,-0.595322,-3.01258,-2.06443
2026_06_10_18_04_54.086,3.862,30.2,0,0.759,0,0,0,0.002, ,0,0,0,0,0, ,-214.1,-52.7,986,-0.7,-0.1,-1.8,25,-22.1202,4.63027,11.8534,-1.04381,-3.50767,-3.10206
2026_06_10_18_04_54.120,3.862,30.1,0,0.759,0,0,0,0.002, ,0,0,0,0,0, ,-205.3,-52.4,988.4,-0.9,-0.2,-2.5,25,-12.2403,4.63897,13.4579,-1.17411,-3.39088,-3.5917
2026_06_10_18_04_54.126,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-195.9,-52.4,984.2,-1.2,-2.1,-1.9,25,-2.38084,4.35629,8.5658,-1.39342,-5.02636,-2.79111
2026_06_10_18_04_54.160,3.862,30.2,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-199.5,-54.1,976.5,-0.9,-4.1,-1.3,25,-5.72608,2.44263,0.57842,-1.01765,-6.65913,-2.03931
2026_06_10_18_04_54.166,3.862,30.1,0,0.758,0,0,0,0.002, ,0,0,0,0,0, ,-200,-57.7,972,-0.8,-5.6,-1.2,25,-5.86191,-1.19654,-3.81972,-0.858684,-7.70763,-1.81809
2026_06_10_18_04_54.200,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-199.3,-55.6,972.1,-0.3,-6.7,-1.2,25,-4.82603,0.912396,-3.49002,-0.321592,-8.30443,-1.7073
2026_06_10_18_04_54.207,3.862,30.2,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-201,-53.4,987.3,0,-6.5,-0.9,25,-6.18015,2.98976,11.4595,-0.0111359,-7.60447,-1.3124
2026_06_10_18_04_54.240,3.862,30.1,0,0.759,0,0,0,0.002, ,0,0,0,0,0, ,-204.2,-55.5,992.9,0.1,-2.8,-0.5,25,-8.90604,0.771559,16.1906,0.0864958,-3.55381,-0.844614
2026_06_10_18_04_54.246,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-202.1,-37.4,1021.3,0.9,-0.4,-1.4,25,-6.32732,18.2731,42.7387,0.85685,-1.01038,-1.66572
2026_06_10_18_04_54.279,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-199.3,-56,984.7,-1.8,-2.8,-3.3,25,-3.22706,-0.873737,4.64946,-1.8131,-3.27568,-3.40633
2026_06_10_18_04_54.286,3.862,30,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-191.6,-44.1,973.1,-2.5,-3.9,-2.8,25,4.43498,10.7169,-6.88047,-2.38128,-4.14255,-2.71399
2026_06_10_18_04_54.320,3.862,30.1,0,0.758,0,0,0,0.004, ,0,0,0,0,0, ,-181.3,-53.7,964.5,-0.6,-2.5,-2.3,25,14.1509,0.756364,-14.7991,-0.394066,-2.53277,-2.06384
2026_06_10_18_04_54.320,3.862,30.1,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-191.8,-47.4,985.4,0.1,-3.3,-1.6,25,3.1085,6.81832,6.36592,0.308619,-3.15406,-1.2594
2026_06_10_18_04_54.354,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-201.6,-49.5,999.7,-0.8,-4.3,-2.5,25,-6.58234,4.36681,19.8423,-0.582765,-3.93139,-2.05524
2026_06_10_18_04_54.360,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-194.3,-48.8,999.6,-1.5,-2.3,-2.7,25,0.896356,4.77938,18.5362,-1.22592,-1.75276,-2.1239
2026_06_10_18_04_54.394,3.862,30,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-189.3,-50.2,984.6,-1.7,1,-2.5,25,5.68939,3.1308,2.86364,-1.34513,1.5535,-1.80057
2026_06_10_18_04_54.400,3.862,30,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-186.6,-53.7,973.6,-1.2,0.1,-2.1,25,7.96042,-0.453347,-7.97571,-0.778392,0.58626,-1.30303
2026_06_10_18_04_54.434,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-181.6,-56,977.4,0,-1.1,-2.4,25,12.323,-2.65564,-3.80542,0.432479,-0.612903,-1.51449
2026_06_10_18_04_54.440,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-182.3,-55.5,980.5,0.3,-4.5,-2.3,25,10.8934,-2.00905,-0.568009,0.696984,-3.87196,-1.32525
2026_06_10_18_04_54.474,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-189.6,-53.1,992.3,-0.5,-3.3,-1.2,25,3.15199,0.440254,10.9071,-0.121114,-2.47258,-0.178007
2026_06_10_18_04_54.480,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-199.2,-54.3,980.4,-0.3,1.2,-1,25,-6.34757,-0.750012,-1.29497,0.080173,2.04099,0.0267471
2026_06_10_18_04_54.516,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-195.5,-55.7,984,-0.6,-1.1,-3.1,25,-2.3735,-2.06165,2.27423,-0.215572,-0.313307,-2.0109
2026_06_10_18_04_54.523,3.862,30,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-177.3,-52.1,981.9,-0.3,-1.8,-2.9,25,15.4166,1.55429,0.0996496,0.0884239,-0.972886,-1.69445
2026_06_10_18_04_54.557,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-181.6,-51.5,978.6,0.2,-2.8,-1.7,25,10.3082,2.0413,-3.10592,0.567801,-1.88313,-0.42776
2026_06_10_18_04_54.563,3.862,30.1,0,0.757,0,0,0,0.003, ,0,0,0,0,0, ,-188.5,-50.6,994.8,-0.1,-2.9,-1.4,25,2.99025,2.78948,12.7898,0.242341,-1.86533,-0.110834
2026_06_10_18_04_54.598,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-193.4,-51.6,995.3,-0.5,0.8,-1.3,25,-1.94267,1.64997,12.4952,-0.160239,1.8356,-0.00712678
2026_06_10_18_04_54.599,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-189.4,-51.2,987.7,-0.7,1,-2.6,25,2.05384,1.93723,4.36531,-0.34438,1.91765,-1.26708
2026_06_10_18_04_54.633,3.862,30.1,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-188.7,-53.1,984.1,0,0.2,-2.4,25,2.60735,-0.0229234,0.608955,0.355277,1.02517,-0.995964
2026_06_10_18_04_54.640,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-198.2,-52.8,989.7,-0.8,-0.7,-2.4,25,-6.76208,0.269332,6.00126,-0.441998,0.0901202,-0.935273
2026_06_10_18_04_54.675,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-198.3,-51.3,978.8,-0.7,-0.7,-3.6,25,-6.44698,1.70722,-4.93236,-0.31811,0.0846285,-2.04172
2026_06_10_18_04_54.681,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-182.6,-54.6,986.3,0.5,1.2,-4.1,25,9.16753,-1.59627,2.63969,0.864712,1.92158,-2.40207
2026_06_10_18_04_54.716,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-178.3,-51,982.4,0,1.1,-3.3,25,12.7779,1.99131,-1.3023,0.327253,1.70753,-1.48006
2026_06_10_18_04_54.722,3.862,30.1,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-180.6,-52.1,979.7,-0.1,-1.3,-2.5,25,9.76929,0.803486,-3.84069,0.210358,-0.723396,-0.614248
2026_06_10_18_04_54.756,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-188.3,-52.1,983.3,-0.6,-3,-1.7,25,1.70859,0.754523,-0.116358,-0.287226,-2.32752,0.198808
2026_06_10_18_04_54.756,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-192,-52.8,991.2,-0.8,-1.1,-1.6,25,-1.98279,0.029872,7.55005,-0.46363,-0.343575,0.283646
2026_06_10_18_04_54.791,3.862,30.1,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-188.4,-50.2,983.8,-1,0.9,-2.7,25,1.62835,2.54883,-0.0845827,-0.629284,1.61642,-0.800123
2026_06_10_18_04_54.798,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-184.3,-50.7,978.2,-0.4,0,-3.2,25,5.50419,1.90875,-5.50878,-0.00921785,0.645345,-1.23613
2026_06_10_18_04_54.834,3.862,30,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-180.5,-53.8,985.2,-0.2,-0.2,-2.3,25,8.853,-1.21311,1.61363,0.18525,0.412113,-0.288226
2026_06_10_18_04_54.840,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-185,-52.9,986.3,0,0.2,-2,25,3.95063,-0.266613,2.58176,0.367868,0.774813,0.0201968
2026_06_10_18_04_54.873,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-187,-52.7,991.2,-0.5,0,-2.1,25,1.77083,-0.0564595,7.17516,-0.139315,0.533691,-0.077987
2026_06_10_18_04_54.879,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-188.1,-50.7,980.7,-0.5,-0.3,-1.6,25,0.596429,1.88604,-3.44215,-0.130825,0.21031,0.411531
2026_06_10_18_04_54.917,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-190.7,-52.6,980.1,-0.5,-1.8,-2,25,-1.96069,-0.0709944,-3.81415,-0.122853,-1.2568,-0.00135927
2026_06_10_18_04_54.917,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-189.2,-54,983.1,-0.1,-1.3,-1.7,25,-0.386912,-1.42401,-0.673133,0.272446,-0.695451,0.289583
2026_06_10_18_04_54.952,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-188.9,-51,990.4,0,-2.2,-2.3,25,-0.0724725,1.57136,6.44551,0.352797,-1.52565,-0.309782
2026_06_10_18_04_54.959,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-184.2,-52.3,996.8,-0.7,-1.9,-2,25,4.48874,0.215212,12.2577,-0.347374,-1.14182,-4.55E-05
2026_06_10_18_04_54.993,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-177.7,-88.6,983.3,-0.9,-1.1,-2.5,25,10.5172,-34.9919,-1.57792,-0.520112,-0.296616,-0.484808
2026_06_10_18_04_54.999,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-189.6,-38.5,985.2,-1.9,-0.4,0,25,-1.66116,15.7139,0.360365,-1.45795,0.400131,1.96856
2026_06_10_18_04_55.034,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-186.6,-45,978.8,0.4,-0.6,-2,25,1.34866,8.45442,-5.86662,0.860817,0.181841,-0.090459
2026_06_10_18_04_55.034,3.862,30,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-182.8,-47.4,984.1,-0.5,0.2,-0.9,25,4.9507,5.61236,-0.370618,-0.0642174,0.946385,0.981538
2026_06_10_18_04_55.069,3.862,30.1,0,0.757,0,0,0,0.004, ,0,0,0,0,0, ,-190.1,-44.5,980.3,0.1,1.2,-1.2,25,-2.42857,8.082,-4.03224,0.521415,1.85825,0.630866
2026_06_10_18_04_55.075,3.862,30,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-190.9,-50.6,986.4,0.1,-1.1,-1.6,25,-3.05619,1.67536,2.12765,0.489641,-0.484912,0.20461
2026_06_10_18_04_55.110,3.862,30.1,0,0.758,0,0,0,0.004, ,0,0,0,0,0, ,-192,-49.6,991.4,0,-1.8,-1.5,25,-3.93644,2.5428,6.84565,0.36285,-1.13403,0.289095
2026_06_10_18_04_55.117,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-191.1,-46.8,993.2,-0.6,-1.3,-1.5,25,-2.82399,5.10253,8.17364,-0.24098,-0.580164,0.271478
2026_06_10_18_04_55.151,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-188.9,-49.1,979.7,-0.7,-1.6,-2.1,25,-0.518926,2.56168,-5.41311,-0.323248,-0.83567,-0.326784
2026_06_10_18_04_55.157,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-179.3,-51.5,974.9,-0.1,-0.9,-1.9,25,8.82019,0.0786983,-9.73699,0.278169,-0.106074,-0.112964
2026_06_10_18_04_55.193,3.862,30,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-184,-51.8,986.3,0.8,0.3,-1.7,25,3.72591,-0.216956,1.90898,1.1338,1.06383,0.0878256
2026_06_10_18_04_55.193,3.862,30.1,0,0.758,0,0,0,0.004, ,0,0,0,0,0, ,-189.6,-49.4,994.5,0.3,-0.4,-2.4,25,-1.93052,2.12314,9.74282,0.57994,0.320328,-0.596198
2026_06_10_18_04_55.228,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-188.4,-50.1,993,-0.3,0.4,-2.5,25,-0.649426,1.31509,7.69482,-0.0371193,1.07643,-0.65682
2026_06_10_18_04_55.235,3.862,30,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-183.8,-49.9,976.1,-0.8,-0.7,-2.6,25,3.84998,1.42885,-9.15919,-0.519623,-0.0556462,-0.713748
2026_06_10_18_04_55.270,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-175.9,-49.4,980.9,0.1,-1.6,-2.2,25,11.2747,1.82655,-3.94725,0.38462,-0.924833,-0.282442
2026_06_10_18_04_55.277,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-181,-52.3,991.3,0,-1.7,-1.7,25,5.64301,-1.09639,6.37637,0.264229,-0.96543,0.219535
2026_06_10_18_04_55.312,3.862,30.1,0,0.76,0,0,0,0.003, ,0,0,0,0,0, ,-186.8,-49.1,988.2,-1,-0.5,-1.6,25,-0.324141,2.07292,2.98229,-0.721404,0.256839,0.30311
2026_06_10_18_04_55.312,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-185.9,-47.7,973.6,-0.4,-0.4,-2.1,25,0.568199,3.30394,-11.3546,-0.0957246,0.338141,-0.200126
2026_06_10_18_04_55.348,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-180.6,-48.3,993.6,-0.5,-1.8,-1.7,25,5.67208,2.52089,8.72791,-0.186844,-1.03981,0.199881
2026_06_10_18_04_55.355,3.862,30.1,0,0.759,0,0,0,0.004, ,0,0,0,0,0, ,-182.6,-45.7,994.8,-0.8,-0.4,-1.5,25,3.38737,4.88805,9.35951,-0.466318,0.380899,0.381607
2026_06_10_18_04_55.390,3.862,30,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-177.4,-48.5,983.6,-0.9,1.3,-1.3,25,8.22253,1.8755,-2.0696,-0.534855,2.00589,0.55226
2026_06_10_18_04_55.390,3.862,30.1,0,0.76,0,0,0,0.004, ,0,0,0,0,0, ,-181.8,-51,975.5,0,-0.2,-0.5,25,3.45552,-0.662616,-9.79666,0.370316,0.42936,1.29423
2026_06_10_18_04_55.425,3.862,30.1,0,0.761,0,0,0,0.003, ,0,0,0,0,0, ,-179.3,-72.9,994.6,0.1,-3.9,-1.6,25,5.66878,-21.855,9.31834,0.444703,-3.18407,0.14888
2026_06_10_18_04_55.432,3.862,30.1,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-181.2,-32.8,1012.9,-0.6,-1,0.1,25,3.48124,18.355,26.493,-0.261068,-0.1784,1.78801
2026_06_10_18_04_55.468,3.862,30.1,0,0.759,0,0,0,0.003, ,0,0,0,0,0, ,-188.1,-47.9,982.5,-0.9,-2,-0.4,25,-3.42068,2.59659,-4.59521,-0.536019,-1.13706,1.19429
2026_06_10_18_04_55.475,3.862,30.1,0,0.758,0,0,0,0.003, ,0,0,0,0,0, ,-198.6,-43.4,972.1,-0.7,-2.5,-1.3,25,-13.3923,6.80125,-14.3983,-0.309449,-1.55254,0.248933
