UTC_Time,Vin,TC1,TC2,Rh1,Vh1,Ah1,Acp1,Dty1,Err1,Rh2,Vh2,Ah2,Acp2,Dty2,Err2,Accel_x,Accel_y,Accel_z,gyro_x,gyro_y,gyro_z,Temp_c,Accel_x_h,Accel_y_h,Accel_z_h,gyro_x_h,gyro_y_h,gyro_z_h
2026_06_10_18_04_38.616,3.872,26.3,0,0.754,3.793,5.03,18.12,0.95, ,0,0,0,0,0, ,-38,201.6,981.5,-0.7,-0.4,-1.7,25,-0.000127422,0.000676009,0.00329118,-2.35E-06,-1.34E-06,-5.70E-06
2026_06_10_18_04_38.636,3.862,26.3,0,0.761,3.892,5.114,18.9,0.95, ,0,0,0,0,0, ,-38.3,200.5,981.6,-0.7,-0.4,-1.7,25,-0.290978,-1.06586,0.10002,-2.20E-06,-1.26E-06,-5.35E-06
2026_06_10_18_04_38.656,3.862,26.4,0,0.762,0,0,0,0.029, ,0,0,0,0,0, ,-39.4,200.6,982.1,-0.8,-0.4,-1.7,25,-1.33973,-0.903946,0.578691,-0.0969552,-1.18E-06,-5.03E-06
2026_06_10_18_04_38.676,3.862,26.6,0,0.76,0,0,0,0.029, ,0,0,0,0,0, ,-38.6,199.5,982.6,-0.6,-0.3,-1.7,25,-0.482465,-1.91535,1.02819,0.102859,0.096952,-4.72E-06
2026_06_10_18_04_38.695,3.862,26.7,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-39,202.2,981.9,-0.9,-0.5,-1.6,25,-0.840879,0.819096,0.286912,-0.194268,-0.102862,0.0969487
2026_06_10_18_04_38.716,3.862,26.8,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.6,200.3,982.1,-0.3,-0.4,-1.6,25,-0.401824,-1.07292,0.463288,0.399289,0.000359044,0.0910409
2026_06_10_18_04_38.735,3.862,26.9,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-38.2,200.6,981.5,-1,-0.4,-1.7,25,0.0104723,-0.716677,-0.146639,-0.303715,0.000337165,-0.01146
2026_06_10_18_04_38.755,3.862,26.9,0,0.755,0,0,0,0.026, ,0,0,0,0,0, ,-40.1,201,981.4,-0.4,-0.4,-1.7,25,-1.83227,-0.285198,-0.234633,0.296512,0.000316619,-0.0107617
2026_06_10_18_04_38.775,3.862,27,0,0.756,0,0,0,0.027, ,0,0,0,0,0, ,-38.4,200,981.9,-0.7,-0.4,-1.7,25,-0.0724187,-1.23735,0.264431,-0.0124164,0.000297325,-0.0101059
2026_06_10_18_04_38.794,3.862,27,0,0.756,0,0,0,0.026, ,0,0,0,0,0, ,-37.8,201,981.2,-0.8,-0.4,-1.6,25,0.513715,-0.192418,-0.430367,-0.108613,0.000279207,0.0874631
2026_06_10_18_04_38.815,3.862,27,0,0.756,0,0,0,0.026, ,0,0,0,0,0, ,-39.1,200.1,981.8,-0.5,-0.4,-1.7,25,-0.777979,-1.05326,0.177554,0.188865,0.000262193,-0.0148199
2026_06_10_18_04_38.834,3.862,27,0,0.756,0,0,0,0.027, ,0,0,0,0,0, ,-38.4,200.4,982,-0.8,-0.4,-1.7,25,-0.0519021,-0.698234,0.360652,-0.113503,0.000246215,-0.0139168
2026_06_10_18_04_38.853,3.862,27.1,0,0.757,0,0,0,0.027, ,0,0,0,0,0, ,-39.1,201.4,981.2,-0.5,-0.4,-1.7,25,-0.727408,0.313846,-0.436938,0.184273,0.000231211,-0.0130687
2026_06_10_18_04_38.873,3.862,27.2,0,0.757,0,0,0,0.027, ,0,0,0,0,0, ,-38.8,201,982.4,-0.8,-0.4,-1.7,25,-0.392223,-0.0930856,0.753137,-0.117816,0.000217122,-0.0122723
2026_06_10_18_04_38.893,3.862,27.2,0,0.756,0,0,0,0.026, ,0,0,0,0,0, ,-38.9,201.5,981.8,-0.5,-0.4,-1.8,25,-0.465277,0.397352,0.125489,0.180223,0.000203891,-0.108478
2026_06_10_18_04_38.913,3.862,27.1,0,0.757,0,0,0,0.026, ,0,0,0,0,0, ,-40.2,199.9,982.5,-0.9,-0.4,-1.7,25,-1.69731,-1.17812,0.796525,-0.218572,0.000191467,-0.00491415
2026_06_10_18_04_38.933,3.862,27.3,0,0.755,0,0,0,0.027, ,0,0,0,0,0, ,-39.1,200.1,981.3,-0.6,-0.4,-1.7,25,-0.527398,-0.912408,-0.415462,0.0856067,0.000179799,-0.0046147
2026_06_10_18_04_38.953,3.862,27.2,0,0.757,0,0,0,0.026, ,0,0,0,0,0, ,-38.6,200.9,980.9,-0.9,-0.4,-1.7,25,-0.0104939,-0.0811946,-0.777922,-0.210469,0.000168843,-0.00433349
2026_06_10_18_04_38.973,3.862,27.3,0,0.756,0,0,0,0.027, ,0,0,0,0,0, ,-38.5,200,981.4,-0.5,-0.4,-1.7,25,0.0870973,-0.948819,-0.245752,0.190169,0.000158554,-0.00406942
2026_06_10_18_04_38.992,3.862,27.3,0,0.756,0,0,0,0.027, ,0,0,0,0,0, ,-39,200.1,982.1,-0.8,-0.4,-1.7,25,-0.402976,-0.794041,0.447848,-0.112279,0.000148892,-0.00382144
2026_06_10_18_04_39.019,3.862,27.3,0,0.755,0,0,0,0.027, ,0,0,0,0,0, ,-38.6,200,980.5,-0.5,-0.4,-1.7,25,0.00939446,-0.842613,-1.13067,0.185422,0.000139819,-0.00358857
2026_06_10_18_04_39.032,3.862,27.3,0,0.756,0,0,0,0.027, ,0,0,0,0,0, ,-39.4,200.9,981.6,-0.7,-0.4,-1.7,25,-0.766806,0.0813055,0.00469201,-0.0197831,0.000131299,-0.00336989
2026_06_10_18_04_39.052,3.862,27.6,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-39.5,199.9,981.2,-0.6,-0.4,-1.7,25,-0.81703,-0.89318,-0.383371,0.0783755,0.000123298,-0.00316454
2026_06_10_18_04_39.071,3.862,27.5,0,0.758,0,0,0,0.025, ,0,0,0,0,0, ,-38.2,200.8,982.6,-0.7,-0.4,-1.7,25,0.493147,0.0338349,0.997299,-0.0233536,0.000115784,-0.0029717
2026_06_10_18_04_39.091,3.862,27.5,0,0.756,0,0,0,0.026, ,0,0,0,0,0, ,-37.9,200,981.5,-0.7,-0.4,-1.7,25,0.753955,-0.743855,-0.129935,-0.0219305,0.000108728,-0.00279061
2026_06_10_18_04_39.111,3.862,27.6,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-39,201,982.5,-0.7,-0.5,-1.7,25,-0.358472,0.271005,0.847515,-0.0205941,-0.096851,-0.00262056
2026_06_10_18_04_39.131,3.862,27.6,0,0.758,0,0,0,0.026, ,0,0,0,0,0, ,-38.4,201.2,980.7,-0.7,-0.4,-1.7,25,0.245089,0.448394,-0.949275,-0.0193391,0.00600396,-0.00246087
2026_06_10_18_04_39.150,3.862,27.7,0,0.757,0,0,0,0.026, ,0,0,0,0,0, ,-40,200.9,981.3,-0.6,-0.4,-1.8,25,-1.32109,0.130208,-0.309734,0.0787924,0.00563809,-0.0992639
2026_06_10_18_04_39.175,3.862,27.6,0,0.756,0,0,0,0.026, ,0,0,0,0,0, ,-39.4,200.3,982.6,-0.9,-0.4,-1.6,25,-0.658873,-0.459437,0.969519,-0.216868,0.00529452,0.100691
2026_06_10_18_04_39.190,3.862,27.7,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-39.1,201,981.5,-0.5,-0.4,-1.7,25,-0.32786,0.247229,-0.156021,0.18416,0.00497189,-0.00239788
2026_06_10_18_04_39.210,3.862,27.7,0,0.757,0,0,0,0.026, ,0,0,0,0,0, ,-39.3,200.9,982.9,-0.9,-0.4,-1.8,25,-0.501788,0.135204,1.21085,-0.214875,0.00466891,-0.0992048
2026_06_10_18_04_39.230,3.862,27.7,0,0.756,0,0,0,0.026, ,0,0,0,0,0, ,-38.3,201.4,981.5,-0.5,-0.4,-1.6,25,0.498321,0.611731,-0.2203,0.186031,0.0043844,0.100747
2026_06_10_18_04_39.249,3.862,27.7,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-39,199.2,981.9,-0.8,-0.4,-1.7,25,-0.210718,-1.55851,0.180961,-0.116164,0.00411723,-0.00234572
2026_06_10_18_04_39.269,3.862,27.7,0,0.756,0,0,0,0.027, ,0,0,0,0,0, ,-39.7,201.9,981.6,-0.7,-0.4,-1.6,25,-0.87655,1.15419,-0.120973,-0.0121324,0.00386633,0.0947504
2026_06_10_18_04_39.289,3.862,27.8,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-39.3,199.9,981.2,-0.7,-0.4,-1.7,25,-0.435322,-0.855205,-0.501379,-0.0113931,0.00363073,-0.00797662
2026_06_10_18_04_39.309,3.862,27.7,0,0.756,0,0,0,0.026, ,0,0,0,0,0, ,-38.9,200.6,982.2,-0.7,-0.5,-1.6,25,-0.0209839,-0.124407,0.498705,-0.0106989,-0.0935436,0.0894626
2026_06_10_18_04_39.330,3.862,27.8,0,0.756,0,0,0,0.027, ,0,0,0,0,0, ,-38.5,200.9,982,-0.6,-0.4,-1.8,25,0.368109,0.174021,0.274397,0.0869062,0.0091098,-0.109895
2026_06_10_18_04_39.349,3.862,27.8,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-39.4,201,982,-0.7,-0.4,-1.6,25,-0.526902,0.260376,0.257676,-0.0153427,0.00855467,0.0907077
2026_06_10_18_04_39.369,3.862,27.8,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-37.5,200.5,982,-0.7,-0.3,-1.7,25,1.34732,-0.240256,0.241974,-0.0144078,0.104986,-0.0117729
2026_06_10_18_04_39.389,3.862,27.8,0,0.756,0,0,0,0.027, ,0,0,0,0,0, ,-39.6,200.6,981,-0.6,-0.4,-1.6,25,-0.7708,-0.128657,-0.742302,0.0834233,0.00163575,0.0858976
2026_06_10_18_04_39.409,3.862,27.9,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-38,200.4,982,-0.7,-0.4,-1.6,25,0.827419,-0.314735,0.272463,-0.0186134,0.00153608,0.0806632
2026_06_10_18_04_39.428,3.862,27.9,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.6,200.8,981.8,-0.6,-0.4,-1.6,25,0.195281,0.0922659,0.0619416,0.0794739,0.00144247,0.0757478
2026_06_10_18_04_39.448,3.862,28,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.5,200.9,981.4,-0.7,-0.5,-1.7,25,0.280333,0.183588,-0.32961,-0.0223221,-0.0955985,-0.0258212
2026_06_10_18_04_39.467,3.862,27.9,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.5,199.9,981.8,-0.7,-0.4,-1.8,25,0.26325,-0.797131,0.0782527,-0.0209619,0.00718011,-0.121201
2026_06_10_18_04_39.487,3.862,28,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-38.3,201.4,982.9,-0.6,-0.4,-1.7,25,0.441115,0.705741,1.14,0.0772686,0.00674257,-0.0168621
2026_06_10_18_04_39.507,3.862,28,0,0.756,0,0,0,0.027, ,0,0,0,0,0, ,-38.6,201.1,981.3,-0.7,-0.5,-1.7,25,0.123376,0.371887,-0.48075,-0.024393,-0.0906214,-0.0158345
2026_06_10_18_04_39.527,3.862,28,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.8,201.2,982.5,-0.8,-0.4,-1.7,25,-0.078049,0.44617,0.711995,-0.11986,0.0118539,-0.0148696
2026_06_10_18_04_39.547,3.862,27.9,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.8,199.3,982.4,-0.6,-0.4,-1.6,25,-0.0732929,-1.42312,0.571678,0.0813504,0.0111316,0.0829897
2026_06_10_18_04_39.567,3.862,28.1,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-39.4,201,980.8,-0.7,-0.4,-1.7,25,-0.650548,0.3118,-1.01444,-0.0205599,0.0104533,-0.0190207
2026_06_10_18_04_39.586,3.862,28.1,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.6,201,981.8,-0.6,-0.5,-1.7,25,0.164723,0.292799,0.0169048,0.077646,-0.0871369,-0.0178616
2026_06_10_18_04_39.606,3.862,28,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.8,201,981.8,-0.8,-0.4,-1.7,25,-0.0392217,0.274957,0.0158746,-0.120992,0.0151262,-0.0167732
2026_06_10_18_04_39.626,3.862,28.1,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-38.5,199.2,982.6,-0.8,-0.4,-1.6,25,0.254027,-1.48696,0.79052,-0.113619,0.0142044,0.0812021
2026_06_10_18_04_39.645,3.862,28.2,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-38.6,200.8,982.1,-0.6,-0.4,-1.6,25,0.141596,0.15491,0.257582,0.0872111,0.0133388,0.0762538
2026_06_10_18_04_39.666,3.862,28.1,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-39.4,200,981.3,-0.8,-0.4,-1.7,25,-0.642661,-0.630158,-0.533727,-0.11201,0.012526,-0.025346
2026_06_10_18_04_39.686,3.862,28.2,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-39.1,201.5,981.4,-0.6,-0.4,-1.7,25,-0.312636,0.862539,-0.404214,0.0887222,0.0117627,-0.0238015
2026_06_10_18_04_39.706,3.862,28.2,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.9,201.4,981.8,-0.7,-0.5,-1.7,25,-0.0996818,0.713019,0.00819433,-0.0136374,-0.0859072,-0.0223511
2026_06_10_18_04_39.725,3.862,28.2,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-38.8,201.7,980.9,-0.6,-0.4,-1.7,25,0.00334792,0.960432,-0.864848,0.0841467,0.0162809,-0.0209891
2026_06_10_18_04_39.744,3.862,28.2,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-38.9,201.5,981.8,-0.8,-0.3,-1.6,25,-0.0938114,0.708002,0.0603966,-0.114887,0.112242,0.0772431
2026_06_10_18_04_39.764,3.862,28.3,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-39.5,200.5,982.7,-0.6,-0.4,-1.6,25,-0.669812,-0.304673,0.929318,0.08602,0.00844902,0.0725361
2026_06_10_18_04_39.784,3.862,28.3,0,0.757,0,0,0,0.027, ,0,0,0,0,0, ,-38.3,198.8,982.4,-0.8,-0.4,-1.8,25,0.534443,-1.93431,0.58184,-0.113128,0.00793416,-0.12579
2026_06_10_18_04_39.804,3.862,28.3,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-39.3,201.9,981.8,-0.6,-0.4,-1.7,25,-0.467656,1.1891,-0.03537,0.0876719,0.00745067,-0.0211719
2026_06_10_18_04_39.825,3.862,28.3,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-39,200.1,982.2,-0.7,-0.4,-1.7,25,-0.1483,-0.628503,0.354622,-0.0146237,0.00699665,-0.0198817
2026_06_10_18_04_39.844,3.862,28.3,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-38.3,201.7,983.2,-0.7,-0.4,-1.7,25,0.53941,0.961038,1.30254,-0.0137326,0.00657029,-0.0186702
2026_06_10_18_04_39.864,3.862,28.3,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-38.2,200.1,981,-0.6,-0.4,-1.6,25,0.603491,-0.648766,-0.909811,0.0840573,0.00616991,0.0794207
2026_06_10_18_04_39.883,3.862,28.4,0,0.76,0,0,0,0.028, ,0,0,0,0,0, ,-37.5,201,981.5,-0.9,-0.5,-1.7,25,1.24539,0.26334,-0.369604,-0.211924,-0.0911592,-0.0223722
2026_06_10_18_04_39.903,3.862,28.4,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.2,200,982.4,-0.5,-0.4,-1.6,25,0.490825,-0.722239,0.525521,0.188802,0.0113489,0.0759443
2026_06_10_18_04_39.922,3.862,28.4,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-38.4,199.8,981.5,-0.8,-0.4,-1.7,25,0.267009,-0.87213,-0.379105,-0.113562,0.0106574,-0.0256367
2026_06_10_18_04_39.942,3.862,28.4,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-39,200.9,980.7,-0.5,-0.4,-1.7,25,-0.33098,0.247491,-1.13162,0.184217,0.0100079,-0.0240745
2026_06_10_18_04_39.962,3.862,28.5,0,0.76,0,0,0,0.028, ,0,0,0,0,0, ,-38.4,200.5,981.5,-0.7,-0.4,-1.7,25,0.270907,-0.155398,-0.287046,-0.0209146,0.00939808,-0.0226074
2026_06_10_18_04_39.982,3.862,28.4,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-39,201.4,981.4,-0.7,-0.4,-1.7,25,-0.327319,0.726644,-0.366483,-0.0196401,0.00882538,-0.0212298
2026_06_10_18_04_40.003,3.862,28.6,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-37.5,199.2,981.6,-0.6,-0.4,-1.7,25,1.14692,-1.4506,-0.150292,0.0785098,0.00828758,-0.0199361
2026_06_10_18_04_40.022,3.862,28.5,0,0.76,0,0,0,0.027, ,0,0,0,0,0, ,-39.7,200.3,981.9,-0.9,-0.4,-1.7,25,-1.05594,-0.295715,0.149773,-0.217134,0.00778256,-0.0187212
2026_06_10_18_04_40.042,3.862,28.5,0,0.76,0,0,0,0.028, ,0,0,0,0,0, ,-38.5,201.2,981.5,-0.5,-0.4,-1.7,25,0.171848,0.594877,-0.24719,0.18391,0.00730831,-0.0175804
2026_06_10_18_04_40.062,3.862,28.5,0,0.76,0,0,0,0.028, ,0,0,0,0,0, ,-38.3,199.8,982.6,-0.9,-0.4,-1.7,25,0.355283,-0.798711,0.834334,-0.215109,0.00686296,-0.0165091
2026_06_10_18_04_40.081,3.862,28.6,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-39.7,202.1,981.6,-0.6,-0.4,-1.8,25,-1.02371,1.47989,-0.186039,0.0888584,0.00644475,-0.112456
2026_06_10_18_04_40.101,3.862,28.6,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-39.1,199.7,980.7,-0.8,-0.4,-1.8,25,-0.379609,-0.937179,-1.04725,-0.110463,0.00605202,-0.105603
2026_06_10_18_04_40.121,3.862,28.6,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-38.3,199.2,980.7,-0.7,-0.5,-1.7,25,0.419148,-1.36484,-0.983429,-0.00677819,-0.0912699,-0.00221509
2026_06_10_18_04_40.141,3.862,28.6,0,0.76,0,0,0,0.028, ,0,0,0,0,0, ,-39.3,200.3,981.3,-0.6,-0.4,-1.7,25,-0.575925,-0.215175,-0.341806,0.0905879,0.011245,-0.00208011
2026_06_10_18_04_40.161,3.862,28.6,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-38,201.5,981.6,-0.7,-0.4,-1.7,25,0.71956,0.961371,-0.0301295,-0.0118853,0.0105597,-0.00195335
2026_06_10_18_04_40.180,3.862,28.8,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-39.3,201.6,982.4,-0.8,-0.4,-1.7,25,-0.584678,0.999747,0.747379,-0.108114,0.00991626,-0.00183432
2026_06_10_18_04_40.200,3.862,28.7,0,0.759,0,0,0,0.026, ,0,0,0,0,0, ,-39.6,200.4,982.1,-0.6,-0.5,-1.7,25,-0.839908,-0.224625,0.410929,0.0923802,-0.0876411,-0.00172254
2026_06_10_18_04_40.220,3.862,28.7,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-37.5,200.6,982.6,-0.8,-0.4,-1.7,25,1.24729,-0.0170184,0.870653,-0.107155,0.0146526,-0.00161758
2026_06_10_18_04_40.239,3.862,28.8,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-38.8,202.1,981.9,-0.5,-0.4,-1.6,25,-0.0891082,1.43832,0.138973,0.190234,0.0137597,0.0954341
2026_06_10_18_04_40.259,3.862,28.7,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-39.3,200.3,981.8,-0.9,-0.5,-1.6,25,-0.568444,-0.394491,0.0335161,-0.209171,-0.0840319,0.0896186
2026_06_10_18_04_40.279,3.862,28.9,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-37.8,201.2,981.4,-0.5,-0.4,-1.7,25,0.920493,0.50212,-0.356303,0.191388,0.0180419,-0.0127957
2026_06_10_18_04_40.299,3.862,28.8,0,0.757,0,0,0,0.026, ,0,0,0,0,0, ,-39.6,200.3,981.2,-0.8,-0.4,-1.7,25,-0.880755,-0.40105,-0.528509,-0.111134,0.0169425,-0.0120159
2026_06_10_18_04_40.319,3.862,28.9,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-38.5,200.5,981.5,-0.5,-0.4,-1.6,25,0.239399,-0.182707,-0.205456,0.186497,0.0159101,0.0856694
2026_06_10_18_04_40.338,3.862,28.8,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-38.8,200.3,981.3,-0.9,-0.4,-1.6,25,-0.0660485,-0.365477,-0.386854,-0.21268,0.0149405,0.080449
2026_06_10_18_04_40.358,3.862,28.9,0,0.76,0,0,0,0.027, ,0,0,0,0,0, ,-38.5,201.4,982.1,-0.6,-0.4,-1.7,25,0.228835,0.72327,0.412333,0.0911396,0.0140301,-0.0214065
2026_06_10_18_04_40.378,3.862,28.8,0,0.758,0,0,0,0.027, ,0,0,0,0,0, ,-38.4,198.9,981.2,-0.7,-0.4,-1.6,25,0.311842,-1.74463,-0.485336,-0.0113673,0.0131752,0.0768511
2026_06_10_18_04_40.398,3.862,29.1,0,0.759,0,0,0,0.028, ,0,0,0,0,0, ,-38.4,201.5,981.3,-0.7,-0.4,-1.7,25,0.292839,0.882468,-0.358831,-0.0106746,0.0123723,-0.0247852
2026_06_10_18_04_40.418,3.862,28.9,0,0.76,0,0,0,0.025, ,0,0,0,0,0, ,-38.4,200.3,981,-0.6,-0.4,-1.7,25,0.274994,-0.334742,-0.627812,0.086929,0.0116184,-0.0232748
2026_06_10_18_04_40.437,3.862,28.9,0,0.759,0,0,0,0.027, ,0,0,0,0,0, ,-39.3,200.4,982.6,-0.8,-0.4,-1.7,25,-0.614339,-0.217399,0.961671,-0.112274,0.0109104,-0.0218565
2026_06_10_18_04_40.457,3.862,29.1,0,0.76,0,0,0,0.027, ,0,0,0,0,0, ,-39,200.6,982,-0.6,-0.3,-1.7,25,-0.286044,-0.0102334,0.321374,0.0884735,0.107199,-0.0205247
2026_06_10_18_04_40.477,3.862,29.1,0,0.759,0,0,0,0.026, ,0,0,0,0,0, ,-37.9,201,982,-0.8,-0.4,-1.7,25,0.79787,0.378197,0.301791,-0.110824,0.00371309,-0.0192739
2026_06_10_18_04_40.497,3.862,29.1,0,0.759,0,0,0,0.026, ,0,0,0,0,0, ,-38.9,200.5,982.1,-0.6,-0.5,-1.7,25,-0.220282,-0.129615,0.38033,0.0898355,-0.0934663,-0.0180994
2026_06_10_18_04_40.516,3.862,29.2,0,0.759,0,0,0,0.026, ,0,0,0,0,0, ,-38.4,201.1,982.7,-0.7,-0.4,-1.8,25,0.277907,0.460008,0.938908,-0.012592,0.00918243,-0.11395
2026_06_10_18_04_40.536,3.862,28.9,0,0.76,0,0,0,0.025, ,0,0,0,0,0, ,-40.2,201.9,981.3,-0.7,-0.4,-1.6,25,-1.48418,1.20759,-0.475675,-0.0118246,0.00862287,0.0869005
2026_06_10_18_04_40.556,3.862,29.2,0,0.758,0,0,0,0.028, ,0,0,0,0,0, ,-38.5,201,982.6,-0.7,-0.4,-1.7,25,0.254463,0.26143,0.813691,-0.0111041,0.00809742,-0.0153482
2026_06_10_18_04_40.576,3.862,29.2,0,0.759,0,0,0,0.025, ,0,0,0,0,0, ,-39.4,201,981.6,-0.6,-0.4,-1.7,25,-0.633623,0.245499,-0.205425,0.0865257,0.00760398,-0.0144129
2026_06_10_18_04_40.596,3.862,29.2,0,0.759,0,0,0,0.025, ,0,0,0,0,0, ,-37.3,201.7,982.5,-0.7,-0.5,-1.8,25,1.44101,0.909208,0.679695,-0.0157001,-0.0898125,-0.110488
2026_06_10_18_04_40.615,3.862,29.2,0,0.76,0,0,0,0.025, ,0,0,0,0,0, ,-38.2,200.6,981.4,-0.7,-0.4,-1.7,25,0.480615,-0.212673,-0.428185,-0.0147434,0.0126136,-0.00680178
2026_06_10_18_04_40.635,3.862,29.1,0,0.759,0,0,0,0.026, ,0,0,0,0,0, ,-38.2,201.4,981.4,-0.7,-0.4,-1.7,25,0.451328,0.5759,-0.402092,-0.0138449,0.0118449,-0.0063873
2026_06_10_18_04_40.655,3.862,29.3,0,0.759,0,0,0,0.026, ,0,0,0,0,0, ,-38.2,201,979.9,-0.6,-0.5,-1.7,25,0.423825,0.153,-1.83189,0.0839518,-0.08583,-0.00599807
2026_06_10_18_04_40.675,3.862,29.3,0,0.76,0,0,0,0.025, ,0,0,0,0,0, ,-38.6,201.4,983.1,-0.9,-0.4,-1.7,25,0.0101879,0.531483,1.3822,-0.212023,0.0163534,-0.00563256
2026_06_10_18_04_40.695,3.862,29.2,0,0.759,0,0,0,0.025, ,0,0,0,0,0, ,-39.4,200,982.2,-0.5,-0.4,-1.7,25,-0.766061,-0.858242,0.425426,0.188709,0.0153569,-0.00528933
2026_06_10_18_04_40.717,3.862,29.3,0,0.756,0,0,0,0.026, ,0,0,0,0,0, ,-37.8,201.1,982.9,-0.9,-0.4,-1.7,25,0.831873,0.260547,1.07819,-0.210603,0.014421,-0.00496701
2026_06_10_18_04_40.734,3.862,29.2,0,0.759,0,0,0,0.025, ,0,0,0,0,0, ,-38.8,199.8,980.9,-0.3,-0.4,-1.7,25,-0.18835,-1.01572,-0.926579,0.38395,0.0135423,-0.00466433
2026_06_10_18_04_40.754,3.862,29.4,0,0.759,0,0,0,0.026, ,0,0,0,0,0, ,-37.4,200.6,981.4,-1,-0.5,-1.7,25,1.18047,-0.1782,-0.38535,-0.318119,-0.0842361,-0.0043801
2026_06_10_18_04_40.774,3.862,29.3,0,0.759,0,0,0,0.024, ,0,0,0,0,0, ,-39.7,201.5,981,-0.4,-0.4,-1.7,25,-1.12139,0.705231,-0.749704,0.282985,0.0178502,-0.00411319
2026_06_10_18_04_40.794,3.862,29.3,0,0.76,0,0,0,0.025, ,0,0,0,0,0, ,-38.4,199.4,982,-0.9,-0.4,-1.7,25,0.207337,-1.37377,0.265513,-0.219025,0.0167624,-0.00386254
2026_06_10_18_04_40.814,3.862,29.3,0,0.759,0,0,0,0.025, ,0,0,0,0,0, ,-38.3,202.2,981,-0.7,-0.4,-1.7,25,0.291658,1.42464,-0.720198,-0.0117719,0.015741,-0.00362717
2026_06_10_18_04_40.834,3.862,29.3,0,0.76,0,0,0,0.025, ,0,0,0,0,0, ,-39.5,200,981.6,-0.6,-0.4,-1.7,25,-0.889553,-0.795141,-0.094616,0.0858985,0.0147817,-0.00340614
2026_06_10_18_04_40.854,3.862,29.4,0,0.76,0,0,0,0.026, ,0,0,0,0,0, ,-38.3,201.1,981.4,-0.9,-0.4,-1.7,25,0.328092,0.319804,-0.282709,-0.210195,0.013881,-0.00319858
2026_06_10_18_04_40.873,3.862,29.4,0,0.759,0,0,0,0.025, ,0,0,0,0,0, ,-38.2,201,981.2,-0.5,-0.3,-1.7,25,0.405051,0.203356,-0.4594,0.190426,0.109988,-0.00300366
2026_06_10_18_04_40.893,3.862,29.4,0,0.759,0,0,0,0.025, ,0,0,0,0,0, ,-39.5,200.4,982.6,-0.9,-0.4,-1.8,25,-0.880022,-0.39076,0.925903,-0.208991,0.00633271,-0.0997737
2026_06_10_18_04_40.913,3.862,29.4,0,0.76,0,0,0,0.025, ,0,0,0,0,0, ,-39.6,200.1,980.9,-0.5,-0.3,-1.7,25,-0.923347,-0.657796,-0.778675,0.191557,0.1029,0.00325933
