UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_06_10_18_58_36.807,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_36.833,0.020000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_36.850,0.040000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_36.866,0.060000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_36.886,0.080000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_36.913,0.100000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_36.929,0.120000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_36.945,0.140000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_36.964,0.160000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_36.993,0.180000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.008,0.200000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.025,0.220000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.041,0.240000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.072,0.260000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.088,0.280000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.103,0.300000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.119,0.320000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.151,0.340000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.167,0.360000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.183,0.380000,0.76170957,-0.23970538,-0.57418638,-0.18069297,0.27532005,0.55054224,-0.78810036,0.00000003,0.81978273,0.57267463,0.96135271,-0.15766887,0.22570264,-34.939529,52.012169,63.435547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_06_10_18_58_37.199,0.400000,0.77337301,-0.24000981,-0.55823171,-0.18073989,0.31142086,0.54752088,-0.77668399,-0.01159653,0.81945676,0.57302374,0.95020133,-0.16944475,0.26154530,-32.940018,50.961712,60.373940,-2192.098633,645.316284,8314.102539,7217.533691,-2085.807373,4244.300293
2026_06_10_18_58_37.215,0.420000,0.78457993,-0.24003409,-0.54248071,-0.18036789,0.34636420,0.54345375,-0.76465011,-0.02259833,0.81970215,0.57234406,0.93782783,-0.18095966,0.29619664,-31.424921,49.879547,57.493290,-2206.276367,681.432861,8227.438477,6943.840820,-2134.880859,4511.080566
2026_06_10_18_58_37.249,0.440000,0.79537129,-0.23965034,-0.52697271,-0.17958792,0.38009584,0.53825653,-0.75220132,-0.03309977,0.82063180,0.57049787,0.92435455,-0.19194615,0.32973492,-30.206877,48.785019,54.775780,-2229.563721,732.265869,8129.250977,6649.997559,-2165.126709,4772.104492
2026_06_10_18_58_37.263,0.460000,0.80575186,-0.23882827,-0.51174259,-0.17845067,0.41254973,0.53201115,-0.73943698,-0.04313673,0.82223284,0.56751430,0.90991318,-0.20223102,0.36216116,-29.181168,47.686989,52.211941,-2273.761230,798.498535,8041.801758,6352.103516,-2184.977295,5043.340332
2026_06_10_18_58_37.279,0.480000,0.81574678,-0.23757389,-0.49674988,-0.17707448,0.44376838,0.52492547,-0.72630769,-0.05286627,0.82440656,0.56352371,0.89458078,-0.21167682,0.39359641,-28.273521,46.581173,49.792717,-2308.982422,864.147949,7967.362305,6064.229004,-2191.662842,5296.067383
2026_06_10_18_58_37.295,0.500000,0.82539207,-0.23584272,-0.48195753,-0.17556521,0.47378761,0.51715261,-0.71279633,-0.06248790,0.82711017,0.55855536,0.87841940,-0.22009546,0.42419028,-27.425022,45.466240,47.509247,-2345.778809,917.748291,7920.273438,5795.558105,-2202.736572,5540.221191
2026_06_10_18_58_37.328,0.520000,0.83466113,-0.23368846,-0.46743530,-0.17388107,0.50253928,0.50873202,-0.69903213,-0.07179506,0.83031017,0.55265766,0.86156815,-0.22754504,0.45378792,-26.632740,44.352669,45.354198,-2417.351563,982.070801,7922.612305,5547.398926,-2222.528809,5823.294434
2026_06_10_18_58_37.343,0.540000,0.84357578,-0.23117861,-0.45316845,-0.17197308,0.53012723,0.49967036,-0.68505085,-0.08061895,0.83396339,0.54589891,0.84407687,-0.23416781,0.48238957,-25.895372,43.242790,43.309128,-2490.810059,1061.466553,7911.786133,5278.848633,-2217.395020,6097.620605
2026_06_10_18_58_37.359,0.560000,0.85216653,-0.22825235,-0.43914962,-0.16988440,0.55657381,0.49001348,-0.67090416,-0.08906575,0.83808029,0.53822738,0.82601023,-0.23980869,0.51009691,-25.181189,42.139992,41.364079,-2562.937988,1142.449951,7867.360840,4976.877930,-2190.345459,6342.501465
2026_06_10_18_58_37.378,0.580000,0.86033231,-0.22487603,-0.42563424,-0.16761480,0.58148158,0.47983873,-0.65698868,-0.09697901,0.84267211,0.52962142,0.80775887,-0.24425103,0.53653252,-24.478725,41.073639,39.532368,-2645.610840,1197.778076,7850.384766,4693.123047,-2182.786377,6579.233887
2026_06_10_18_58_37.407,0.600000,0.86792701,-0.22113404,-0.41290921,-0.16525257,0.60439515,0.46947089,-0.64366424,-0.10423777,0.84758264,0.52032506,0.78983605,-0.24738780,0.56121147,-23.790131,40.068550,37.841473,-2718.254883,1245.316406,7862.943359,4444.035156,-2170.928467,6804.885742
2026_06_10_18_58_37.423,0.620000,0.87495017,-0.21716598,-0.40093693,-0.16294415,0.62539756,0.45927572,-0.63082778,-0.11099629,0.85257626,0.51067948,0.77237153,-0.24935818,0.58417702,-23.117100,39.114101,36.295265,-2777.570557,1302.914063,7879.671387,4210.510742,-2134.702393,7014.937988
2026_06_10_18_58_37.439,0.640000,0.88154876,-0.21299152,-0.38941580,-0.16081573,0.64498729,0.44941834,-0.61807328,-0.11764929,0.85754585,0.50077319,0.75508279,-0.25027645,0.60597992,-22.442822,38.178383,34.870827,-2822.109863,1350.326416,7930.429199,4015.097656,-2100.048340,7220.220215
2026_06_10_18_58_37.455,0.660000,0.88778025,-0.20873545,-0.37810928,-0.15908819,0.66344863,0.44032031,-0.60494119,-0.12462108,0.86224091,0.49092788,0.73777062,-0.25031698,0.62692577,-21.767288,37.227352,33.574070,-2851.380859,1505.540283,7995.208984,3825.191406,-1963.530518,7470.288086
2026_06_10_18_58_37.487,0.680000,0.89359450,-0.20461552,-0.36704099,-0.15780495,0.68075705,0.43223184,-0.59139299,-0.13182271,0.86646020,0.48152837,0.72055030,-0.24984482,0.64682680,-21.121223,36.258591,32.415001,-2873.361328,1607.131836,8027.122070,3621.823486,-1859.695435,7658.982910
2026_06_10_18_58_37.502,0.700000,0.89903694,-0.20054078,-0.35625929,-0.15682891,0.69696802,0.42487901,-0.57767934,-0.13910092,0.87037617,0.47233066,0.70348173,-0.24884364,0.66572541,-20.496912,35.290085,31.369234,-2871.693848,1522.217773,8071.440430,3470.551514,-1908.375610,7744.747559
2026_06_10_18_58_37.518,0.720000,0.90420705,-0.19637796,-0.34569088,-0.15602317,0.71230918,0.41792664,-0.56387323,-0.14638236,0.87418491,0.46300423,0.68643123,-0.24726109,0.68386704,-19.879585,34.326611,30.403276,-2858.844727,1480.160156,8112.491211,3321.142822,-1911.294189,7838.509766
