UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_19_38_30.787,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_19_38_30.806,0.020000,0.98087370,0.19361952,0.01957994,-0.00386498,0.99920338,0.01516423,0.03691422,0.00000000,0.92499310,-0.37998396,-0.03990756,0.37968123,0.92425621,22.334333,-2.115665,0.869536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_19_38_30.826,0.040000,0.98087472,0.19361234,0.01954545,-0.00414014,0.99920166,0.01569040,0.03674010,-0.00055344,0.92499423,-0.37998074,-0.03994643,0.37965703,0.92426449,22.332869,-2.105682,0.899704,-0.000126,-0.000511,9.802868,-0.000240,0.000615,0.002840
2026_07_06_19_38_30.847,0.060000,0.98087573,0.19360417,0.01951110,-0.00441623,0.99919963,0.01621840,0.03656593,-0.00110868,0.92499584,-0.37997559,-0.03998593,0.37963095,0.92427349,22.331287,-2.095695,0.929977,0.000077,-0.000336,9.803157,-0.000049,0.000888,0.003048
2026_07_06_19_38_30.866,0.080000,0.98087686,0.19359566,0.01947693,-0.00469319,0.99919724,0.01674818,0.03639177,-0.00166559,0.92499739,-0.37996981,-0.04002609,0.37960419,0.92428273,22.329668,-2.085709,0.960352,0.000137,-0.000235,9.803171,0.000011,0.000988,0.003026
2026_07_06_19_38_30.886,0.100000,0.98087788,0.19358672,0.01944279,-0.00497096,0.99919456,0.01727955,0.03621738,-0.00222408,0.92499894,-0.37996316,-0.04006664,0.37957656,0.92429233,22.327993,-2.075710,0.990818,0.000748,-0.000297,9.802897,0.000632,0.000838,0.002817
2026_07_06_19_38_30.906,0.120000,0.98087895,0.19357744,0.01940865,-0.00524948,0.99919152,0.01781237,0.03604272,-0.00278406,0.92500043,-0.37995583,-0.04010744,0.37954831,0.92430216,22.326281,-2.065695,1.021366,0.001572,-0.000411,9.802275,0.001481,0.000511,0.002315
2026_07_06_19_38_30.926,0.140000,0.98087996,0.19356829,0.01937436,-0.00552819,0.99918813,0.01834550,0.03586768,-0.00334445,0.92500150,-0.37994874,-0.04014801,0.37952030,0.92431188,22.324583,-2.055659,1.051933,0.002521,-0.000673,9.801776,0.002450,0.000098,0.001988
2026_07_06_19_38_30.946,0.160000,0.98088074,0.19355932,0.01933978,-0.00580653,0.99918449,0.01887783,0.03569222,-0.00390424,0.92500216,-0.37994179,-0.04018786,0.37949261,0.92432153,22.322903,-2.045599,1.082453,0.003631,-0.000650,9.801858,0.003556,0.000172,0.002093
2026_07_06_19_38_30.965,0.180000,0.98088151,0.19355062,0.01930497,-0.00608455,0.99918061,0.01940942,0.03551643,-0.00446347,0.92500228,-0.37993538,-0.04022711,0.37946552,0.92433095,22.321260,-2.035520,1.112932,0.004510,-0.000357,9.801855,0.004433,0.000461,0.002010
2026_07_06_19_38_30.989,0.200000,0.98088217,0.19354157,0.01926995,-0.00636225,0.99917638,0.01994030,0.03534037,-0.00502216,0.92500234,-0.37992817,-0.04026581,0.37943774,0.92434067,22.319576,-2.025425,1.143369,0.005250,-0.000177,9.801517,0.005185,0.000517,0.001655
