UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz
2026_06_09_01_08_48.203,13.540000,0.99602675,0.06890638,-0.02325883,-0.05139730,0.99363470,0.09918080,-0.05341604,-0.10559154,0.98522043,-0.13487433,0.03924963,0.13965608,0.98942190,8.034769,3.062196,5.700584,448.846039,10.092552,-389.674744
2026_06_09_01_08_48.233,13.560000,0.99601388,0.06853416,-0.02418158,-0.05171886,0.99348080,0.09971088,-0.05525939,-0.10633993,0.98525643,-0.13402066,0.04108135,0.13902324,0.98943663,7.998715,3.167977,5.731731,455.691925,17.818218,-410.146118
2026_06_09_01_08_48.243,13.580000,0.99600464,0.06819039,-0.02491085,-0.05200409,0.99335003,0.10019527,-0.05671501,-0.10698999,0.98529130,-0.13324495,0.04253029,0.13842683,0.98945904,7.964663,3.251515,5.760141,459.879272,24.644508,-426.493378
2026_06_09_01_08_48.272,13.600000,0.99599880,0.06789380,-0.02544161,-0.05224619,0.99324614,0.10061963,-0.05777402,-0.10752894,0.98532152,-0.13258582,0.04358525,0.13790274,0.98948634,7.934677,3.312296,5.784973,461.691223,30.577431,-443.391968
2026_06_09_01_08_48.288,13.620000,0.99599677,0.06763534,-0.02578536,-0.05245051,0.99316812,0.10099307,-0.05845930,-0.10796908,0.98534882,-0.13202426,0.04426926,0.13743407,0.98952115,7.907778,3.351629,5.806750,461.853271,35.884369,-461.293304
2026_06_09_01_08_48.317,13.640000,0.99599844,0.06740265,-0.02597260,-0.05262453,0.99311215,0.10132666,-0.05883141,-0.10832915,0.98537511,-0.13153227,0.04464328,0.13699944,0.98956460,7.882743,3.372988,5.826125,459.485962,41.751083,-476.709991
2026_06_09_01_08_48.324,13.660000,0.99600297,0.06720486,-0.02602133,-0.05276810,0.99307686,0.10161686,-0.05892719,-0.10861190,0.98539805,-0.13112627,0.04474210,0.13661866,0.98961282,7.860729,3.378485,5.842902,454.789215,45.750664,-484.646210
2026_06_09_01_08_48.352,13.680000,0.99601114,0.06703518,-0.02592214,-0.05287861,0.99306381,0.10185997,-0.05872694,-0.10881075,0.98542029,-0.13079412,0.04454803,0.13627703,0.98966867,7.840881,3.366991,5.856860,446.931091,47.708889,-485.528320
2026_06_09_01_08_48.361,13.700000,0.99602431,0.06687880,-0.02566239,-0.05295578,0.99307424,0.10205796,-0.05820397,-0.10892304,0.98544580,-0.13050789,0.04403750,0.13594377,0.98973733,7.821408,3.336973,5.868104,435.988586,50.461620,-485.419983
2026_06_09_01_08_48.390,13.720000,0.99604201,0.06673145,-0.02525459,-0.05300469,0.99310541,0.10221924,-0.05738343,-0.10896035,0.98547482,-0.13025744,0.04323512,0.13561188,0.98981822,7.801918,3.289878,5.877129,422.989594,54.987175,-487.738770
2026_06_09_01_08_48.401,13.740000,0.99606240,0.06660359,-0.02472758,-0.05303090,0.99315256,0.10235028,-0.05632453,-0.10893807,0.98550338,-0.13006002,0.04219633,0.13530532,0.98990500,7.783823,3.229104,5.884333,410.568878,59.112091,-489.442810
2026_06_09_01_08_48.431,13.760000,0.99608427,0.06650370,-0.02409977,-0.05303368,0.99321324,0.10244658,-0.05506467,-0.10885748,0.98552936,-0.12993036,0.04095693,0.13504277,0.98999292,7.768223,3.156802,5.889473,398.144562,61.188976,-485.642212
2026_06_09_01_08_48.441,13.780000,0.99610800,0.06642752,-0.02336943,-0.05301064,0.99328750,0.10250389,-0.05359967,-0.10871338,0.98555452,-0.12986031,0.03951421,0.13481563,0.99008250,7.754623,3.072734,5.892307,382.520782,62.686947,-476.377930
2026_06_09_01_08_48.472,13.800000,0.99613392,0.06636664,-0.02252838,-0.05296355,0.99337465,0.10252731,-0.05191259,-0.10850784,0.98558068,-0.12983376,0.03785254,0.13460648,0.99017590,7.742017,2.975929,5.893130,365.307861,64.544991,-465.861450
2026_06_09_01_08_48.481,13.820000,0.99616176,0.06631960,-0.02158143,-0.05289484,0.99347275,0.10252109,-0.05001312,-0.10824618,0.98560768,-0.12984701,0.03598126,0.13441320,0.99027193,7.730294,2.866948,5.892198,348.703796,67.362091,-456.794647
2026_06_09_01_08_48.511,13.840000,0.99619013,0.06629336,-0.02055010,-0.05280262,0.99357915,0.10247824,-0.04794455,-0.10792758,0.98563415,-0.12991138,0.03394269,0.13425179,0.99036574,7.720401,2.748276,5.889126,332.637634,70.130905,-446.886261
2026_06_09_01_08_48.520,13.860000,0.99621820,0.06629302,-0.01945917,-0.05268682,0.99369091,0.10239512,-0.04575669,-0.10755515,0.98565865,-0.13003413,0.03178561,0.13413511,0.99045312,7.713099,2.622774,5.883726,312.709808,71.715256,-433.117889
2026_06_09_01_08_48.550,13.880000,0.99624544,0.06631488,-0.01831585,-0.05255515,0.99380499,0.10228644,-0.04346454,-0.10714488,0.98568058,-0.13020661,0.02952379,0.13405699,0.99053371,7.708042,2.491303,5.876854,288.506317,71.227486,-415.552460
2026_06_09_01_08_48.560,13.900000,0.99627203,0.06634767,-0.01711039,-0.05241452,0.99391991,0.10216777,-0.04104838,-0.10670871,0.98570138,-0.13040699,0.02713805,0.13399433,0.99061042,7.703893,2.352733,5.869410,264.856171,69.777618,-396.807892
2026_06_09_01_08_48.590,13.920000,0.99629831,0.06638356,-0.01584135,-0.05226723,0.99403435,0.10204430,-0.03850480,-0.10625072,0.98572272,-0.13061970,0.02462606,0.13393164,0.99068457,7.699762,2.206871,5.861696,244.530670,70.212776,-379.057404
2026_06_09_01_08_48.599,13.940000,0.99632329,0.06643768,-0.01452259,-0.05210577,0.99414819,0.10189869,-0.03586197,-0.10575807,0.98574203,-0.13087340,0.02201482,0.13390024,0.99075025,7.697474,2.055331,5.852724,227.002930,71.490585,-362.247925
2026_06_09_01_08_48.629,13.960000,0.99634540,0.06652922,-0.01317294,-0.05192590,0.99426037,0.10171949,-0.03315878,-0.10522503,0.98575515,-0.13120414,0.01934042,0.13394020,0.99080068,7.699357,1.900346,5.841848,208.546265,72.311920,-344.164307
2026_06_09_01_08_48.639,13.980000,0.99636424,0.06665075,-0.01180953,-0.05173442,0.99436820,0.10151842,-0.03042946,-0.10466687,0.98576248,-0.13159493,0.01663691,0.13403878,0.99083644,7.704680,1.743877,5.829752,187.568542,71.630402,-322.176178
2026_06_09_01_08_48.669,14.000000,0.99638098,0.06678503,-0.01043619,-0.05153415,0.99447066,0.10130133,-0.02768026,-0.10408925,0.98576796,-0.13201103,0.01391342,0.13416231,0.99086171,7.711502,1.586281,5.816776,165.734619,68.584068,-298.246643
2026_06_09_01_08_48.678,14.020000,0.99639589,0.06692559,-0.00905276,-0.05132524,0.99456751,0.10106878,-0.02491020,-0.10349223,0.98577338,-0.13243949,0.01117032,0.13429803,0.99087805,7.719083,1.427502,5.802953,145.425339,64.797112,-274.726257
2026_06_09_01_08_48.708,14.040000,0.99640936,0.06707045,-0.00765973,-0.05110228,0.99465978,0.10081010,-0.02211935,-0.10286506,0.98578024,-0.13287640,0.00840954,0.13444212,0.99088579,7.727205,1.267542,5.787669,126.395576,60.934006,-252.225922
2026_06_09_01_08_48.719,14.060000,0.99642122,0.06721952,-0.00626504,-0.05086322,0.99474734,0.10052012,-0.01932323,-0.10220465,0.98578894,-0.13332058,0.00564723,0.13459523,0.99088454,7.735909,1.107290,5.770628,105.623566,59.732655,-231.451050
2026_06_09_01_08_48.750,14.080000,0.99643064,0.06737786,-0.00489257,-0.05062012,0.99482733,0.10021959,-0.01657157,-0.10153819,0.98579568,-0.13377939,0.00292887,0.13477005,0.99087256,7.745927,0.949595,5.753032,83.559273,59.765434,-208.805603
2026_06_09_01_08_48.758,14.100000,0.99643683,0.06754769,-0.00355612,-0.05038217,0.99489796,0.09992489,-0.01389329,-0.10088572,0.98579788,-0.13425569,0.00028049,0.13497235,0.99084932,7.757593,0.796111,5.735823,64.790916,56.469841,-181.799118
2026_06_09_01_08_48.789,14.120000,0.99644071,0.06772205,-0.00225241,-0.05014684,0.99496043,0.09963162,-0.01128088,-0.10024178,0.98579806,-0.13473612,-0.00230330,0.13518792,0.99081731,7.770080,0.646408,5.718744,48.030254,52.029167,-154.212189
2026_06_09_01_08_48.798,14.140000,0.99644303,0.06789225,-0.00097617,-0.04991107,0.99501586,0.09933452,-0.00872255,-0.09959961,0.98579907,-0.13520409,-0.00483175,0.13539897,0.99077940,7.782355,0.499808,5.701488,30.977276,48.428001,-129.381454
2026_06_09_01_08_48.827,14.160000,0.99644387,0.06805910,0.00027083,-0.04967499,0.99506462,0.09903354,-0.00622195,-0.09895981,0.98580068,-0.13566107,-0.00730139,0.13560724,0.99073577,7.794518,0.356520,5.684050,16.525131,45.669666,-108.990601
2026_06_09_01_08_48.838,14.180000,0.99644274,0.06823150,0.00147781,-0.04943800,0.99510741,0.09872594,-0.00380136,-0.09832262,0.98580068,-0.13612369,-0.00969156,0.13583145,0.99068457,7.807645,0.217818,5.666268,3.488535,42.557201,-89.586525
2026_06_09_01_08_48.869,14.200000,0.99643928,0.06841754,0.00262825,-0.04920221,0.99514449,0.09841366,-0.00149481,-0.09769438,0.98579639,-0.13660647,-0.01197036,0.13608922,0.99062425,7.822749,0.085653,5.648252,-10.956473,39.164337,-68.581039
2026_06_09_01_08_48.877,14.220000,0.99643379,0.06861400,0.00371990,-0.04896910,0.99517637,0.09809941,0.00069333,-0.09707846,0.98578829,-0.13710293,-0.01413319,0.13637429,0.99055654,7.839462,-0.039728,5.630153,-26.514544,34.870750,-44.953003
2026_06_09_01_08_48.908,14.240000,0.99642730,0.06880654,0.00476755,-0.04873983,0.99520338,0.09778747,0.00279379,-0.09647532,0.98578018,-0.13758616,-0.01620827,0.13665669,0.99048585,7.856046,-0.160085,5.612213,-41.574394,30.297192,-22.654388
2026_06_09_01_08_48.917,14.260000,0.99642009,0.06899132,0.00577467,-0.04851831,0.99522525,0.09748604,0.00481330,-0.09589244,0.98577237,-0.13804902,-0.01820267,0.13692831,0.99041373,7.872031,-0.275803,5.594901,-54.522739,26.362474,-6.204229
2026_06_09_01_08_48.947,14.280000,0.99641138,0.06917789,0.00672657,-0.04830610,0.99524254,0.09719615,0.00672144,-0.09533484,0.98576188,-0.13850914,-0.02008830,0.13720940,0.99033833,7.888581,-0.385141,5.578272,-63.228672,21.788780,7.478818
2026_06_09_01_08_48.956,14.300000,0.99640131,0.06937604,0.00761241,-0.04809975,0.99525696,0.09690954,0.00849610,-0.09479706,0.98574674,-0.13898507,-0.02184398,0.13752043,0.99025804,7.906870,-0.486832,5.561846,-68.516243,16.010450,22.698702
2026_06_09_01_08_48.988,14.320000,0.99638987,0.06958541,0.00843737,-0.04789400,0.99526995,0.09661642,0.01014838,-0.09426796,0.98572809,-0.13947658,-0.02347928,0.13786019,0.99017334,7.926827,-0.581512,5.545057,-76.553352,11.607078,41.737289
2026_06_09_01_08_48.996,14.340000,0.99637812,0.06979532,0.00920624,-0.04769242,0.99528134,0.09632447,0.01168837,-0.09375426,0.98570812,-0.13996319,-0.02500320,0.13820691,0.99008769,7.947187,-0.669759,5.528342,-88.041603,8.596822,62.333275
2026_06_09_01_08_49.027,14.360000,0.99636620,0.06999777,0.00991784,-0.04750263,0.99529028,0.09604849,0.01311344,-0.09327158,0.98568761,-0.14042906,-0.02641375,0.13854457,0.99000388,7.967020,-0.751422,5.512551,-97.602982,4.622435,81.841400
2026_06_09_01_08_49.036,14.380000,0.99635434,0.07019077,0.01056997,-0.04732595,0.99529707,0.09579067,0.01441917,-0.09282301,0.98566699,-0.14087023,-0.02770655,0.13886930,0.98992306,7.986096,-0.826247,5.497808,-101.711746,-0.278372,99.713936
2026_06_09_01_08_49.068,14.400000,0.99634278,0.07037475,0.01117084,-0.04715689,0.99530286,0.09554114,0.01562265,-0.09239656,0.98564726,-0.14128831,-0.02889727,0.13918120,0.98984522,8.004422,-0.895215,5.483542,-103.065811,-4.072042,115.318390
2026_06_09_01_08_49.075,14.420000,0.99633187,0.07054805,0.01173816,-0.04698989,0.99530834,0.09529126,0.01676011,-0.09197883,0.98562986,-0.14168169,-0.03002029,0.13947539,0.98977035,8.021721,-0.960400,5.469257,-104.826385,-6.050631,127.773529
2026_06_09_01_08_49.106,14.440000,0.99632156,0.07071161,0.01227907,-0.04682296,0.99531364,0.09503800,0.01784594,-0.09156491,0.98561496,-0.14205289,-0.03108965,0.13975313,0.98969817,8.038064,-1.022627,5.454780,-105.193169,-9.319085,136.686401
2026_06_09_01_08_49.120,14.460000,0.99631160,0.07087471,0.01278505,-0.04665281,0.99532014,0.09477373,0.01886278,-0.09114919,0.98560059,-0.14241950,-0.03208879,0.14003368,0.98962665,8.054564,-1.080901,5.439668,-99.567017,-16.447735,140.518768
2026_06_09_01_08_49.150,14.480000,0.99630183,0.07104433,0.01323795,-0.04647746,0.99532920,0.09449212,0.01977406,-0.09073020,0.98558509,-0.14279373,-0.03298190,0.14033265,0.98955494,8.072111,-1.133128,5.423552,-96.520790,-21.976219,143.941467
2026_06_09_01_08_49.156,14.500000,0.99629229,0.07122102,0.01361893,-0.04630030,0.99534160,0.09419717,0.02054177,-0.09031735,0.98556769,-0.14317504,-0.03373199,0.14065281,0.98948419,8.090854,-1.177126,5.406656,-102.430984,-23.112076,150.496048
2026_06_09_01_08_49.187,14.520000,0.99628341,0.07140011,0.01392113,-0.04612718,0.99535698,0.09389943,0.02115182,-0.08992355,0.98554862,-0.14355378,-0.03432576,0.14098521,0.98941648,8.110268,-1.212089,5.389585,-108.275124,-28.196192,161.302429
2026_06_09_01_08_49.194,14.540000,0.99627566,0.07157036,0.01415632,-0.04595755,0.99537498,0.09359913,0.02162879,-0.08954643,0.98553115,-0.14390880,-0.03478559,0.14130643,0.98935455,8.129003,-1.239426,5.372353,-110.761292,-35.666805,173.231659
2026_06_09_01_08_49.225,14.560000,0.99626988,0.07172303,0.01433887,-0.04578939,0.99539548,0.09329404,0.02200247,-0.08918034,0.98551828,-0.14422412,-0.03513908,0.14159785,0.98930043,8.145982,-1.260843,5.354834,-113.723106,-41.345184,181.660080
2026_06_09_01_08_49.233,14.580000,0.99626589,0.07185360,0.01447393,-0.04562704,0.99541736,0.09299333,0.02228283,-0.08883331,0.98551047,-0.14449139,-0.03539670,0.14184977,0.98925513,8.160648,-1.276912,5.337557,-117.513565,-46.077366,188.071487
2026_06_09_01_08_49.264,14.600000,0.99626392,0.07196099,0.01455833,-0.04547432,0.99544030,0.09270411,0.02246312,-0.08851359,0.98550743,-0.14470834,-0.03555262,0.14206022,0.98921937,8.172883,-1.287245,5.320930,-117.794273,-49.865395,192.827225
2026_06_09_01_08_49.273,14.620000,0.99626368,0.07204932,0.01458615,-0.04533045,0.99546480,0.09242401,0.02253124,-0.08822031,0.98550808,-0.14488263,-0.03559535,0.14223786,0.98919231,8.183186,-1.291149,5.304815,-116.070511,-52.496910,196.727554
2026_06_09_01_08_49.304,14.640000,0.99626511,0.07211976,0.01455619,-0.04519640,0.99549079,0.09215477,0.02248453,-0.08795562,0.98551208,-0.14501658,-0.03552275,0.14238504,0.98917371,8.191690,-1.288472,5.289312,-115.663254,-53.890205,200.178101
2026_06_09_01_08_49.313,14.660000,0.99626791,0.07217229,0.01447060,-0.04507843,0.99551708,0.09190915,0.02232635,-0.08773164,0.98551822,-0.14511050,-0.03534001,0.14250125,0.98916352,8.198368,-1.279406,5.275156,-113.806755,-55.757488,204.653351
2026_06_09_01_08_49.344,14.680000,0.99627221,0.07220385,0.01433611,-0.04497603,0.99554324,0.09168697,0.02207044,-0.08754649,0.98552752,-0.14515895,-0.03506021,0.14257982,0.98916215,8.202839,-1.264739,5.262338,-109.355087,-59.120926,210.532822
2026_06_09_01_08_49.353,14.700000,0.99627870,0.07220528,0.01416832,-0.04488362,0.99556947,0.09147924,0.02174952,-0.08738713,0.98554373,-0.14514501,-0.03471286,0.14260133,0.98917133,8.203984,-1.246346,5.250344,-105.421753,-62.119713,213.993423
2026_06_09_01_08_49.385,14.720000,0.99628741,0.07217200,0.01398756,-0.04480109,0.99559444,0.09128855,0.02140449,-0.08725052,0.98556811,-0.14506143,-0.03433802,0.14255479,0.98919111,8.201181,-1.226571,5.239330,-102.347832,-65.036850,214.622421
2026_06_09_01_08_49.392,14.740000,0.99629802,0.07210282,0.01381353,-0.04472831,0.99561715,0.09111743,0.02107471,-0.08713346,0.98560113,-0.14490750,-0.03397486,0.14243609,0.98922074,8.194203,-1.207670,5.229445,-98.671829,-68.635757,213.120361
2026_06_09_01_08_49.424,14.760000,0.99631041,0.07200260,0.01365932,-0.04466255,0.99563736,0.09096253,0.02078621,-0.08702850,0.98564178,-0.14469400,-0.03364948,0.14225376,0.98925811,8.183551,-1.191135,5.220499,-94.211113,-72.020889,208.993149
2026_06_09_01_08_49.432,14.780000,0.99632305,0.07189053,0.01353518,-0.04459893,0.99565548,0.09081598,0.02055834,-0.08692379,0.98568535,-0.14445969,-0.03338331,0.14204508,0.98929709,8.171391,-1.178076,5.212040,-90.520531,-74.663208,203.033051
2026_06_09_01_08_49.463,14.800000,0.99633598,0.07176622,0.01344415,-0.04453737,0.99567133,0.09067803,0.02039722,-0.08681869,0.98573208,-0.14420407,-0.03318234,0.14180900,0.98933774,8.157662,-1.168842,5.204084,-87.958237,-75.760117,196.288879
2026_06_09_01_08_49.472,14.820000,0.99635023,0.07161418,0.01337684,-0.04448449,0.99568439,0.09056021,0.02028459,-0.08672833,0.98578507,-0.14389575,-0.03302747,0.14151549,0.98938495,8.140621,-1.162386,5.197291,-84.636375,-76.468498,189.994949
2026_06_09_01_08_49.503,14.840000,0.99636531,0.07144003,0.01331607,-0.04444222,0.99569511,0.09046397,0.02018543,-0.08665877,0.98584241,-0.14354433,-0.03288524,0.14117716,0.98943800,8.120989,-1.156703,5.191743,-79.461349,-77.396721,184.144485
2026_06_09_01_08_49.512,14.860000,0.99638093,0.07125778,0.01324268,-0.04440832,0.99570507,0.09038249,0.02006063,-0.08660793,0.98590046,-0.14317594,-0.03271838,0.14082362,0.98949391,8.100471,-1.149551,5.187041,-73.841133,-77.678566,178.526245
2026_06_09_01_08_49.543,14.880000,0.99639601,0.07107993,0.01315159,-0.04438309,0.99571437,0.09031589,0.01989888,-0.08657664,0.98595560,-0.14281493,-0.03251787,0.14048010,0.98954934,8.080525,-1.140281,5.183191,-69.190910,-77.821991,174.788574
2026_06_09_01_08_49.550,14.900000,0.99640989,0.07091067,0.01305656,-0.04436837,0.99572194,0.09026986,0.01972698,-0.08656646,0.98600626,-0.14247078,-0.03231175,0.14015359,0.98960239,8.061564,-1.130430,5.180525,-63.826668,-78.416977,172.644394
2026_06_09_01_08_49.582,14.920000,0.99642235,0.07075485,0.01297172,-0.04436279,0.99572736,0.09024377,0.01957285,-0.08657253,0.98605138,-0.14215435,-0.03212839,0.13985251,0.98965096,8.044084,-1.121596,5.179008,-56.842659,-76.614326,171.078918
2026_06_09_01_08_49.590,14.940000,0.99643350,0.07060807,0.01290156,-0.04436686,0.99573028,0.09023914,0.01944577,-0.08659533,0.98609215,-0.14185730,-0.03197640,0.13956770,0.98969609,8.027555,-1.114313,5.178728,-47.976429,-73.380356,169.748657
2026_06_09_01_08_49.621,14.960000,0.99644417,0.07045863,0.01284591,-0.04438165,0.99573052,0.09025788,0.01934633,-0.08663747,0.98613173,-0.14155643,-0.03185461,0.13927592,0.98974115,8.010631,-1.108614,5.179797,-36.845661,-72.469116,168.429626
2026_06_09_01_08_49.629,14.980000,0.99645495,0.07029968,0.01280224,-0.04440194,0.99572915,0.09028904,0.01927082,-0.08668907,0.98617285,-0.14123781,-0.03175659,0.13896404,0.98978812,7.992550,-1.104286,5.181582,-24.726068,-73.376846,168.349258
2026_06_09_01_08_49.662,15.000000,0.99646604,0.07013668,0.01276655,-0.04442165,0.99572748,0.09032014,0.01921170,-0.08673853,0.98621511,-0.14091186,-0.03167405,0.13864343,0.98983574,7.973969,-1.100898,5.183366,-15.768757,-74.579681,167.447678
2026_06_09_01_08_49.670,15.020000,0.99647623,0.06998700,0.01273142,-0.04444010,0.99572599,0.09034908,0.01915266,-0.08678494,0.98625380,-0.14061233,-0.03159357,0.13834921,0.98987949,7.956916,-1.097514,5.185025,-12.097656,-75.347946,166.469604
2026_06_09_01_08_49.702,15.040000,0.99648565,0.06984511,0.01268828,-0.04446425,0.99572390,0.09038840,0.01907616,-0.08684355,0.98628920,-0.14032765,-0.03149861,0.13807096,0.98992133,7.940786,-1.093131,5.187280,-10.430835,-76.478569,166.928589
2026_06_09_01_08_49.709,15.060000,0.99649513,0.06969693,0.01263370,-0.04450028,0.99572021,0.09044969,0.01897578,-0.08692756,0.98632413,-0.14002971,-0.03138191,0.13778089,0.98996544,7.923967,-1.087378,5.190797,-7.802046,-77.951729,167.459473
2026_06_09_01_08_49.742,15.080000,0.99650490,0.06953913,0.01256572,-0.04454758,0.99571526,0.09053137,0.01884800,-0.08703614,0.98635966,-0.13971171,-0.03123920,0.13747263,0.99001282,7.906090,-1.080054,5.195485,-2.133584,-77.942711,167.372711
2026_06_09_01_08_49.749,15.100000,0.99651426,0.06938583,0.01248521,-0.04459991,0.99570996,0.09062149,0.01869417,-0.08715630,0.98639292,-0.13940161,-0.03107258,0.13717425,0.99005944,7.888779,-1.071238,5.200656,4.380944,-76.280479,165.532547
2026_06_09_01_08_49.781,15.120000,0.99652272,0.06924363,0.01239511,-0.04465756,0.99570411,0.09072111,0.01851952,-0.08728798,0.98642206,-0.13911277,-0.03088852,0.13689864,0.99010336,7.872783,-1.061229,5.206372,10.408530,-73.405212,162.031616
2026_06_09_01_08_49.789,15.140000,0.99653006,0.06911255,0.01229438,-0.04472267,0.99569744,0.09083437,0.01832164,-0.08743558,0.98644668,-0.13884515,-0.03068523,0.13664579,0.99014461,7.858101,-1.049889,5.212871,18.221071,-70.551186,158.195221
2026_06_09_01_08_49.821,15.160000,0.99653602,0.06900138,0.01217670,-0.04479345,0.99569052,0.09095699,0.01808742,-0.08759616,0.98646474,-0.13861559,-0.03045066,0.13643385,0.99018109,7.845779,-1.036466,5.219905,26.472328,-68.433189,154.105576
2026_06_09_01_08_49.828,15.180000,0.99654061,0.06890956,0.01203208,-0.04487219,0.99568343,0.09109218,0.01779667,-0.08777567,0.98647594,-0.13842216,-0.03016516,0.13626254,0.99021339,7.835798,-1.019803,5.227657,32.090080,-66.317215,151.261658
2026_06_09_01_08_49.860,15.200000,0.99654394,0.06883466,0.01185810,-0.04496055,0.99567586,0.09124282,0.01744455,-0.08797783,0.98648065,-0.13825983,-0.02982393,0.13612723,0.99024236,7.827888,-0.999624,5.236294,35.042747,-64.543510,151.052429
2026_06_09_01_08_49.868,15.220000,0.99654591,0.06877602,0.01166267,-0.04505807,0.99566752,0.09140909,0.01704694,-0.08820065,0.98647928,-0.13812791,-0.02944260,0.13602592,0.99026769,7.821936,-0.976837,5.245827,37.963055,-63.063728,151.028473
2026_06_09_01_08_49.900,15.240000,0.99654669,0.06873163,0.01145209,-0.04516266,0.99565840,0.09158763,0.01661687,-0.08843915,0.98647261,-0.13802296,-0.02903328,0.13595414,0.99028963,7.817688,-0.952191,5.256063,43.373371,-61.977264,149.012665
2026_06_09_01_08_49.907,15.260000,0.99654657,0.06869960,0.01122459,-0.04527111,0.99564910,0.09177178,0.01615144,-0.08868729,0.98646176,-0.13794100,-0.02859187,0.13590840,0.99030876,7.814941,-0.925518,5.266621,49.490070,-60.292549,144.770432
2026_06_09_01_08_49.939,15.280000,0.99654549,0.06868142,0.01097721,-0.04538090,0.99564016,0.09195612,0.01564494,-0.08894040,0.98644686,-0.13788462,-0.02811223,0.13589200,0.99032474,7.813886,-0.896491,5.277188,51.934353,-58.491154,139.969208
2026_06_09_01_08_49.947,15.300000,0.99654341,0.06867865,0.01071312,-0.04549481,0.99563092,0.09214664,0.01510313,-0.08920359,0.98642695,-0.13785730,-0.02760122,0.13590772,0.99033695,7.814683,-0.865442,5.288108,51.097134,-58.121841,136.282242
2026_06_09_01_08_49.978,15.320000,0.99654013,0.06868885,0.01043653,-0.04561619,0.99562049,0.09235048,0.01453418,-0.08948299,0.98640203,-0.13785456,-0.02706748,0.13595025,0.99034584,7.817029,-0.832838,5.299795,50.603168,-58.193512,132.774872
2026_06_09_01_08_49.986,15.340000,0.99653572,0.06870915,0.01014829,-0.04574543,0.99560875,0.09256847,0.01394001,-0.08977935,0.98637283,-0.13787071,-0.02651253,0.13601376,0.99035215,7.820587,-0.798788,5.312295,52.028412,-57.818497,129.166290
2026_06_09_01_08_50.020,15.360000,0.99653053,0.06873890,0.00984903,-0.04587987,0.99559605,0.09279541,0.01332226,-0.09008736,0.98633999,-0.13790457,-0.02593719,0.13609709,0.99035591,7.825289,-0.763388,5.325312,54.336521,-57.130272,125.140396
2026_06_09_01_08_50.027,15.380000,0.99652457,0.06877748,0.00953965,-0.04601525,0.99558318,0.09302288,0.01268337,-0.09039842,0.98630452,-0.13795483,-0.02534262,0.13619897,0.99035728,7.831064,-0.726776,5.338359,54.512154,-55.561546,120.810532
2026_06_09_01_08_50.060,15.400000,0.99651796,0.06882498,0.00921977,-0.04615358,0.99556971,0.09325485,0.01202230,-0.09071665,0.98626596,-0.13802172,-0.02472838,0.13631962,0.99035621,7.837923,-0.688894,5.351666,52.310719,-53.213043,115.939857
2026_06_09_01_08_50.067,15.420000,0.99651033,0.06888182,0.00888834,-0.04629942,0.99555475,0.09350019,0.01133627,-0.09105121,0.98622334,-0.13810593,-0.02409303,0.13645983,0.99035257,7.845912,-0.649582,5.365744,50.615658,-50.904598,111.624687
2026_06_09_01_08_50.101,15.440000,0.99650168,0.06894623,0.00854519,-0.04645353,0.99553812,0.09376036,0.01062500,-0.09140372,0.98617697,-0.13820398,-0.02343618,0.13661617,0.99034679,7.854835,-0.608824,5.380676,50.324696,-47.871735,108.856255
2026_06_09_01_08_50.108,15.460000,0.99649209,0.06902197,0.00819412,-0.04660953,0.99552083,0.09402320,0.00989659,-0.09176090,0.98612702,-0.13832355,-0.02276491,0.13679585,0.99033767,7.865108,-0.567084,5.395764,49.368034,-44.149494,105.486160
2026_06_09_01_08_50.139,15.480000,0.99648166,0.06910495,0.00784399,-0.04676820,0.99550241,0.09429143,0.00916896,-0.09212319,0.98607451,-0.13845734,-0.02209662,0.13698994,0.99032593,7.876219,-0.525389,5.411165,47.258839,-40.815804,100.546852
2026_06_09_01_08_50.146,15.500000,0.99647099,0.06918402,0.00750388,-0.04693579,0.99548143,0.09457861,0.00846039,-0.09250201,0.98602122,-0.13858415,-0.02144922,0.13717534,0.99031454,7.886835,-0.484786,5.427661,46.161346,-37.387096,93.992157
2026_06_09_01_08_50.177,15.520000,0.99645972,0.06926267,0.00718059,-0.04710766,0.99545860,0.09487646,0.00778473,-0.09288707,0.98596710,-0.13871145,-0.02083594,0.13735840,0.99030226,7.897324,-0.446070,5.444776,45.826656,-33.781269,85.853951
2026_06_09_01_08_50.184,15.540000,0.99644792,0.06934729,0.00687221,-0.04727952,0.99543482,0.09517630,0.00713818,-0.09327003,0.98591119,-0.13885176,-0.02025301,0.13755211,0.99028742,7.908437,-0.409021,5.462009,47.582878,-29.838440,74.666206
2026_06_09_01_08_50.224,15.560000,0.99643534,0.06944134,0.00656759,-0.04744882,0.99541098,0.09547148,0.00649853,-0.09364723,0.98585302,-0.13901085,-0.01967817,0.13776436,0.99026954,7.920627,-0.372368,5.478976,50.760067,-24.987078,62.256481
2026_06_09_01_08_50.231,15.580000,0.99642211,0.06954684,0.00625809,-0.04761554,0.99538720,0.09576081,0.00584839,-0.09401989,0.98579198,-0.13919199,-0.01909443,0.13800004,0.99024814,7.934174,-0.335114,5.495609,52.516148,-20.448753,52.802700
