UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_19_52_58.426,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_19_52_58.445,0.020000,0.98548019,0.16862935,0.01953918,-0.00334342,0.99921411,0.01317951,0.03738334,0.00000000,0.94310594,-0.33249241,-0.03963854,0.33223110,0.94236475,19.421555,-2.142565,0.755736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_19_52_58.465,0.040000,0.98548716,0.16858873,0.01948576,-0.00365217,0.99921393,0.01376849,0.03717450,-0.00062817,0.94312900,-0.33242640,-0.03963736,0.33214173,0.94239628,19.416121,-2.130590,0.789505,0.001437,0.000437,9.807414,0.001141,0.002895,0.006894
2026_07_06_19_52_58.485,0.060000,0.98549402,0.16854760,0.01943210,-0.00396038,0.99921340,0.01435633,0.03696541,-0.00125540,0.94315207,-0.33235922,-0.03963546,0.33205137,0.94242817,19.410624,-2.118600,0.823209,0.002241,0.000682,9.807485,0.001941,0.003161,0.006910
2026_07_06_19_52_58.505,0.080000,0.98550093,0.16850606,0.01937838,-0.00426864,0.99921250,0.01494424,0.03675624,-0.00188274,0.94317496,-0.33229119,-0.03963340,0.33196032,0.94246036,19.405087,-2.106607,0.856916,0.002584,0.001068,9.807759,0.002272,0.003621,0.007052
2026_07_06_19_52_58.525,0.100000,0.98550773,0.16846415,0.01932457,-0.00457641,0.99921125,0.01553117,0.03654711,-0.00250918,0.94319779,-0.33222234,-0.03963095,0.33186859,0.94249278,19.399508,-2.094615,0.890567,0.002653,0.001706,9.807784,0.002338,0.004233,0.006866
2026_07_06_19_52_58.550,0.120000,0.98551464,0.16842143,0.01927060,-0.00488320,0.99920958,0.01611609,0.03633805,-0.00313376,0.94322073,-0.33215177,-0.03962779,0.33177537,0.94252574,19.393837,-2.082629,0.924102,0.002625,0.002350,9.807896,0.002303,0.004878,0.006756
2026_07_06_19_52_58.564,0.140000,0.98552150,0.16837797,0.01921707,-0.00518949,0.99920756,0.01670018,0.03613007,-0.00375725,0.94324386,-0.33207968,-0.03962526,0.33168074,0.94255912,19.388084,-2.070704,0.957590,0.002771,0.003240,9.807656,0.002453,0.005642,0.006241
2026_07_06_19_52_58.584,0.160000,0.98552847,0.16833387,0.01916388,-0.00549531,0.99920511,0.01728344,0.03592301,-0.00437972,0.94326699,-0.33200628,-0.03962320,0.33158505,0.94259292,19.382263,-2.058831,0.991030,0.003217,0.004285,9.807565,0.002896,0.006606,0.005823
2026_07_06_19_52_58.604,0.180000,0.98553550,0.16828813,0.01911051,-0.00580076,0.99920225,0.01786585,0.03571577,-0.00500156,0.94329089,-0.33192953,-0.03962056,0.33148614,0.94262779,19.376251,-2.046949,1.024421,0.003630,0.005398,9.807459,0.003304,0.007629,0.005368
