UTC_Time,Time_s,q0,q1,q2,q3,R11,R12,R13,R21,R22,R23,R31,R32,R33,roll,pitch,yaw,aax,aay,aaz,lax,lay,laz
2026_07_06_16_56_24.997,0.000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_16_56_25.017,0.020000,0.07892100,-0.99671453,-0.00143742,-0.01815358,0.99933678,0.00573080,0.03596099,0.00000000,-0.98753881,0.15737559,0.03641476,-0.15727122,-0.98688388,-170.957993,-2.061009,0.328589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026_07_06_16_56_25.037,0.040000,0.07877439,-0.99672681,-0.00175639,-0.01809197,0.99933916,0.00635165,0.03578879,0.00065091,-0.98758340,0.15709664,0.03634223,-0.15696953,-0.98693490,-170.975525,-2.051136,0.364185,0.001898,0.002722,9.802024,0.001972,-0.002992,-0.001495
2026_07_06_16_56_25.062,0.060000,0.07862790,-0.99673879,-0.00207634,-0.01803084,0.99934113,0.00697458,0.03561756,0.00130368,-0.98762655,0.15681784,0.03627058,-0.15666808,-0.98698497,-170.993057,-2.041318,0.399901,0.003845,0.005672,9.802275,0.003932,-0.005932,-0.001221
2026_07_06_16_56_25.076,0.080000,0.07848222,-0.99675071,-0.00239720,-0.01797008,0.99934268,0.00759949,0.03544711,0.00195816,-0.98766983,0.15654057,0.03619966,-0.15636826,-0.98703539,-171.010498,-2.031545,0.435729,0.005366,0.009115,9.802765,0.005480,-0.009394,-0.001109
2026_07_06_16_56_25.096,0.100000,0.07833672,-0.99676239,-0.00271891,-0.01790958,0.99934369,0.00822618,0.03527720,0.00261427,-0.98771203,0.15626359,0.03612917,-0.15606880,-0.98708534,-171.027893,-2.021803,0.471659,0.006259,0.012254,9.802432,0.006375,-0.012432,-0.000262
2026_07_06_16_56_25.116,0.120000,0.07819141,-0.99677390,-0.00304142,-0.01784930,0.99934429,0.00885454,0.03510780,0.00327189,-0.98775363,0.15598688,0.03605905,-0.15576974,-0.98713493,-171.045273,-2.012090,0.507685,0.007048,0.015193,9.801962,0.007164,-0.015251,0.000679
2026_07_06_16_56_25.135,0.140000,0.07804626,-0.99678540,-0.00336467,-0.01778928,0.99934447,0.00948449,0.03493899,0.00393094,-0.98779511,0.15571046,0.03598939,-0.15547103,-0.98718488,-171.062637,-2.002411,0.543801,0.008015,0.017945,9.801955,0.008151,-0.017954,0.001148
2026_07_06_16_56_25.155,0.160000,0.07790080,-0.99679667,-0.00368867,-0.01772904,0.99934417,0.01011592,0.03476980,0.00459149,-0.98783576,0.15543331,0.03591920,-0.15517174,-0.98723435,-171.080032,-1.992711,0.580003,0.009283,0.020888,9.802225,0.009453,-0.020885,0.001375
2026_07_06_16_56_25.175,0.180000,0.07775500,-0.99680793,-0.00401336,-0.01766863,0.99934340,0.01074874,0.03460034,0.00525345,-0.98787653,0.15515541,0.03584858,-0.15487178,-0.98728430,-171.097458,-1.982995,0.616284,0.010559,0.023319,9.802156,0.010752,-0.023255,0.001861
